Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220969384|gb|EED87725.1|,gi|224012585|ref|XP_002294945.1|	hypothetical protein THAPSDRAFT_26051 [Thalassiosira pseudonana CCMP1335]	0.276	17	0.001	16	16	99
gi|220972894|gb|EED91225.1|,gi|224002893|ref|XP_002291118.1|	HSP90 family member [Thalassiosira pseudonana CCMP1335]	0.164	17	7.06e-4	10	10	100
gi|224008957|ref|XP_002293437.1|,gi|220970837|gb|EED89173.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.146	17	0.001	9	4	101
gi|2873343218|pdb|8ZET|B,gi|2873343182|pdb|8ZEH|B	Chain B, Fucoxanthin chlorophyll a/c-binding protein Lhcq8	0.370	17	0.003	10	10	102
gi|224006233|ref|XP_002292077.1|,gi|220972596|gb|EED90928.1|,gi|2843533632|pdb|8XLS|5	predicted protein [Thalassiosira pseudonana CCMP1335],Chain 5, Fucoxanthin chlorophyll a/c-binding protein Lhcq8	0.314	17	0.003	10	10	102
gi|223992877|ref|XP_002286122.1|,gi|220977437|gb|EED95763.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.296	16	0.001	7	6	103
gi|223994533|ref|XP_002286950.1|,gi|220978265|gb|EED96591.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.143	16	0.002	10	10	104
gi|224007941|ref|XP_002292930.1|,gi|220971792|gb|EED90126.1|	clathrin heavy chain [Thalassiosira pseudonana CCMP1335]	0.089	16	2.73e-4	12	12	105
gi|224010828|ref|XP_002294371.1|,gi|220969866|gb|EED88205.1|	pyruvate carboxylase-like protein [Thalassiosira pseudonana CCMP1335]	0.148	16	4.06e-4	9	9	106
gi|224003669|ref|XP_002291506.1|,gi|220973282|gb|EED91613.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.221	15	0.001	9	9	107
gi|224007002|ref|XP_002292461.1|,gi|220972103|gb|EED90436.1|	adenosine kinase [Thalassiosira pseudonana CCMP1335]	0.267	15	0.001	8	8	108
gi|116739845|gb|ABK20715.1|,gi|220967786|gb|EED86162.1|,gi|118411098|ref|YP_874492.1|,gi|224015748|ref|XP_002297522.1|,gi|2050584481|gb|QWM93022.1|	ferredoxin (chloroplast) [Thalassiosira pseudonana],ferredoxin [Thalassiosira pseudonana CCMP1335]	0.465	14	0.004	7	7	109
gi|118411153|ref|YP_874547.1|,gi|224015766|ref|XP_002297531.1|,gi|2050584426|gb|QWM92967.1|,gi|2843533619|pdb|8XLS|D,gi|220967795|gb|EED86171.1|,gi|116739900|gb|ABK20770.1|	photosystem I subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],subunit II of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain D, Photosystem I reaction center subunit II,photosystem I ferredoxin-binding protein (chloroplast) [Thalassiosira pseudonana]	0.540	14	0.003	11	5	110
gi|136429|sp|P00761|TRYP_PIG	(CONTAMINANT) Trypsin precursor	0.216	14	0.002	5	5	111
gi|2050584438|gb|QWM92979.1|	cell division protein (chloroplast) [Thalassiosira pseudonana]	0.143	14	6.06e-4	6	6	112
gi|224015722|ref|XP_002297509.1|,gi|220967773|gb|EED86149.1|,gi|118411141|ref|YP_874535.1|,gi|116739888|gb|ABK20758.1|	plastid division protein [Thalassiosira pseudonana CCMP1335],cell division protein (chloroplast) [Thalassiosira pseudonana],cell division protein FtsH-like protein (chloroplast) [Thalassiosira pseudonana]	0.151	14	6.39e-4	6	6	112
gi|220971826|gb|EED90159.1|,gi|224006448|ref|XP_002292184.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.073	14	0.001	1	0	113
gi|220974072|gb|EED92402.1|,gi|2843533629|pdb|8XLS|2,gi|224001956|ref|XP_002290650.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335],Chain 2, Fucoxanthin chl a/c light-harvesting protein	0.283	14	0.002	8	8	114
gi|2873343187|pdb|8ZEH|H,gi|2873343222|pdb|8ZET|H	Chain H, Fucoxanthin chl a/c light-harvesting protein	0.333	14	0.002	8	8	114
gi|224000942|ref|XP_002290143.1|,gi|220973565|gb|EED91895.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.203	14	0.003	6	6	115
gi|224001684|ref|XP_002290514.1|,gi|220973936|gb|EED92266.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.238	14	0.001	5	5	116
gi|116739966|gb|ABK20836.1|,gi|125987661|sp|A0T101.1|RR10_THAPS,gi|2050584501|gb|QWM93042.1|,gi|118411219|ref|YP_874613.1|	30S ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS10c; AltName: Full=30S ribosomal protein S10, chloroplastic,ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana]	0.374	13	0.004	9	9	117
gi|209583632|gb|ACI64318.1|,gi|224011653|ref|XP_002295601.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	13	0.001	10	10	118
gi|209586086|gb|ACI64771.1|,gi|224004806|ref|XP_002296054.1|	cytochrome C peroxidase, partial [Thalassiosira pseudonana CCMP1335]	0.297	13	0.001	6	6	119
gi|220973545|gb|EED91875.1|,gi|224000902|ref|XP_002290123.1|	RL4e, ribosomal protein 4e 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.138	13	0.001	8	8	120
gi|220976781|gb|EED95108.1|,gi|223995983|ref|XP_002287665.1|	NADPH nitrite reductase [Thalassiosira pseudonana CCMP1335]	0.085	13	3.79e-4	8	8	121
gi|224003529|ref|XP_002291436.1|,gi|220973212|gb|EED91543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.107	13	0.001	5	5	122
gi|220970841|gb|EED89177.1|,gi|224008965|ref|XP_002293441.1|	RL6, ribosomal protein 6, partial [Thalassiosira pseudonana CCMP1335]	0.253	12	0.002	4	4	123
gi|220970944|gb|EED89280.1|,gi|224009171|ref|XP_002293544.1|	RS8, ribosomal protein 8 [Thalassiosira pseudonana CCMP1335]	0.275	12	0.002	8	8	124
gi|220972945|gb|EED91276.1|,gi|224002995|ref|XP_002291169.1|	translation factor tu domain 2 [Thalassiosira pseudonana CCMP1335]	0.120	12	4.21e-4	7	7	125
gi|223999069|ref|XP_002289207.1|,gi|220974415|gb|EED92744.1|	ABC cassette-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.189	12	3.76e-4	10	10	126
gi|224002643|ref|XP_002290993.1|,gi|220972769|gb|EED91100.1|	triose-phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.192	12	0.001	4	4	127
gi|224011487|ref|XP_002295518.1|,gi|209583549|gb|ACI64235.1|	ASSY [Thalassiosira pseudonana CCMP1335]	0.237	12	8.41e-4	8	8	128
gi|224014072|ref|XP_002296699.1|,gi|220968554|gb|EED86900.1|	phosphoglycerate kinase precursor [Thalassiosira pseudonana CCMP1335]	0.236	12	8.66e-4	8	5	129
gi|224015252|ref|XP_002297284.1|,gi|220968078|gb|EED86434.1|	hypothetical protein THAPSDRAFT_bd1766 [Thalassiosira pseudonana CCMP1335]	0.041	12	8.58e-4	4	4	130
gi|220968739|gb|EED87083.1|,gi|224013446|ref|XP_002296387.1|	dead box family RNA helicase [Thalassiosira pseudonana CCMP1335]	0.127	11	7.44e-4	7	7	131
gi|220973712|gb|EED92042.1|,gi|224001236|ref|XP_002290290.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.123	11	3.90e-4	5	5	132
gi|220974845|gb|EED93174.1|,gi|223999929|ref|XP_002289637.1|	hypothetical protein THAPSDRAFT_262059, partial [Thalassiosira pseudonana CCMP1335]	0.190	11	7.48e-4	9	9	133
gi|220977165|gb|EED95492.1|,gi|223996751|ref|XP_002288049.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.116	11	5.96e-4	4	4	134
gi|220977638|gb|EED95964.1|,gi|223993279|ref|XP_002286323.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.175	11	4.90e-4	5	5	135
gi|220977677|gb|EED96003.1|,gi|223993357|ref|XP_002286362.1|	tubulin beta [Thalassiosira pseudonana CCMP1335]	0.176	11	7.18e-4	5	5	136
gi|220977709|gb|EED96035.1|,gi|223993421|ref|XP_002286394.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	11	3.30e-4	3	3	137
gi|220978390|gb|EED96716.1|,gi|223994783|ref|XP_002287075.1|	fucoxanthin chlorophyll a/c protein, LI818 clade [Thalassiosira pseudonana CCMP1335]	0.254	11	0.001	4	4	138
gi|223993143|ref|XP_002286255.1|,gi|220977570|gb|EED95896.1|	adenine nucleotide translocator; ATP/ADP translocase [Thalassiosira pseudonana CCMP1335]	0.242	11	0.001	6	6	139
gi|223995731|ref|XP_002287539.1|,gi|220976655|gb|EED94982.1|	cyclophilin-type peptidyl-prolyl cis-trans isomerase [Thalassiosira pseudonana CCMP1335]	0.549	11	0.002	10	10	140
gi|223999219|ref|XP_002289282.1|,gi|220974490|gb|EED92819.1|	phosphofructokinase [Thalassiosira pseudonana CCMP1335]	0.312	11	7.92e-4	7	7	141
gi|224002096|ref|XP_002290720.1|,gi|220974142|gb|EED92472.1|	probable bifunctional purine synthesis protein [Thalassiosira pseudonana CCMP1335]	0.102	11	5.23e-4	5	5	142
gi|224008298|ref|XP_002293108.1|,gi|220971234|gb|EED89569.1|	copper induced cell-surface protein [Thalassiosira pseudonana CCMP1335]	0.140	11	5.35e-4	10	0	143
gi|224009323|ref|XP_002293620.1|,gi|220971020|gb|EED89356.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.137	11	8.35e-4	6	1	144
gi|224009880|ref|XP_002293898.1|,gi|220970570|gb|EED88907.1|	RS5, ribosomal protein 5 [Thalassiosira pseudonana CCMP1335]	0.211	11	0.001	6	6	145
gi|224012385|ref|XP_002294845.1|,gi|220969284|gb|EED87625.1|	fucoxanthin chlorophyll a/c protein 4 [Thalassiosira pseudonana CCMP1335]	0.201	11	0.002	6	1	146
gi|2873343190|pdb|8ZEH|K	Chain K, Fucoxanthin chlorophyll a/c light-harvesting protein	0.335	11	0.002	7	0	147
gi|4093213|gb|AAC99783.1|	ribulose-1,5-carboxylase/oxygenase large subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.315	11	0.002	6	1	148
gi|152003262|gb|ABS19631.1|	p100 precursor [Thalassiosira pseudonana]	0.141	10	4.93e-4	9	1	149
gi|220969005|gb|EED87348.1|,gi|224013261|ref|XP_002295282.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.160	10	6.99e-4	5	5	150
gi|220969226|gb|EED87568.1|,gi|224013224|ref|XP_002295264.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.420	10	0.002	4	4	151
gi|220971597|gb|EED89931.1|,gi|224007551|ref|XP_002292735.1|	hypothetical protein THAPSDRAFT_24248 [Thalassiosira pseudonana CCMP1335]	0.081	10	1.91e-4	8	8	152
gi|220973409|gb|EED91740.1|,gi|224003923|ref|XP_002291633.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.085	10	9.97e-4	8	8	153
gi|220977307|gb|EED95633.1|,gi|223992617|ref|XP_002285992.1|	aspartate aminotransferase [Thalassiosira pseudonana CCMP1335]	0.210	10	7.16e-4	5	5	154
gi|220977410|gb|EED95736.1|,gi|223992823|ref|XP_002286095.1|	guanine nucleotide binding protein beta subunit-like protein [Thalassiosira pseudonana CCMP1335]	0.224	10	8.99e-4	4	4	155
gi|224007935|ref|XP_002292927.1|,gi|220971789|gb|EED90123.1|	triose-phosphate isomerase, partial [Thalassiosira pseudonana CCMP1335]	0.195	10	0.002	3	3	156
gi|224009610|ref|XP_002293763.1|,gi|220970435|gb|EED88772.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.124	10	0.001	6	6	157
gi|2873343188|pdb|8ZEH|I	Chain I, Fucoxanthin chl a/c light-harvesting protein	0.291	10	0.002	4	4	158
gi|220975205|gb|EED93534.1|,gi|224000649|ref|XP_002289997.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.246	10	0.001	4	4	158
gi|2873343206|pdb|8ZET|a,gi|2873343193|pdb|8ZEH|a	Chain a, Photosystem I P700 chlorophyll a apoprotein A1	0.047	10	3.94e-4	2	2	159
gi|817090324|gb|AKF17766.1|	PSI P700 apoprotein A1, partial (chloroplast) [Thalassiosira pseudonana]	0.087	10	7.29e-4	2	2	159
gi|2843533616|pdb|8XLS|A,gi|116739843|gb|ABK20713.1|,gi|125959466|sp|A0T0M8.1|PSAA_THAPS,gi|2050584483|gb|QWM93024.1|,gi|118411096|ref|YP_874490.1|	Chain A, Photosystem I P700 chlorophyll a apoprotein A1,photosystem I p700 chlorophyll A apoprotein A (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I P700 chlorophyll a apoprotein A1; AltName: Full=PSI-A; AltName: Full=PsaA,P700 apoprotein A1 of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I P700 chlorophyll a apoprotein A1 (chloroplast) [Thalassiosira pseudonana]	0.047	10	3.90e-4	2	2	159
gi|589908238|dbj|BAO52743.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana]	0.088	10	4.59e-4	6	1	160
gi|98990387|gb|ABF60262.1|	PSbC, partial [Thalassiosira pseudonana]	0.161	10	8.72e-4	7	0	161
gi|118411126|ref|YP_874520.1|,gi|220967780|gb|EED86156.1|,gi|125987744|sp|A0T0Q8.1|RR2_THAPS,gi|224015736|ref|XP_002297516.1|,gi|2050584453|gb|QWM92994.1|,gi|116739873|gb|ABK20743.1|	ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana],RR2, ribosomal protein 2 [Thalassiosira pseudonana CCMP1335],RecName: Full=Small ribosomal subunit protein uS2c; AltName: Full=30S ribosomal protein S2, chloroplastic,30S ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana]	0.137	9	0.001	8	8	162
gi|118411190|ref|YP_874584.1|,gi|116739937|gb|ABK20807.1|,gi|125987628|sp|A0T0X2.1|RK3_THAPS	ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL3c; AltName: Full=50S ribosomal protein L3, chloroplastic	0.430	9	0.001	4	4	163
gi|2050584530|gb|QWM93071.1|	ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana]	0.410	9	0.001	4	4	163
gi|220970459|gb|EED88796.1|,gi|224009658|ref|XP_002293787.1|	phosphoadenosine-phosphosulphate reductase [Thalassiosira pseudonana CCMP1335]	0.256	9	6.02e-4	8	8	164
gi|220970671|gb|EED89008.1|,gi|224010082|ref|XP_002293999.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.394	9	0.001	7	7	165
gi|220972615|gb|EED90947.1|,gi|224006271|ref|XP_002292096.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.373	9	0.002	5	5	166
gi|220973450|gb|EED91781.1|,gi|224004005|ref|XP_002291674.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.185	9	4.47e-4	9	9	167
gi|220974594|gb|EED92923.1|,gi|223999427|ref|XP_002289386.1|	hypothetical protein THAPSDRAFT_268713 [Thalassiosira pseudonana CCMP1335]	0.171	9	8.07e-4	6	6	168
gi|220975173|gb|EED93502.1|,gi|224000585|ref|XP_002289965.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.092	9	6.76e-4	3	3	169
gi|2636060176|dbj|BEV25232.1|	bestrophin [Thalassiosira pseudonana]	0.082	9	6.02e-4	3	3	169
gi|220975818|gb|EED94146.1|,gi|223998074|ref|XP_002288710.1|	hypothetical protein THAPSDRAFT_21646 [Thalassiosira pseudonana CCMP1335]	0.352	9	4.26e-4	5	5	170
gi|220978394|gb|EED96720.1|,gi|223994791|ref|XP_002287079.1|	proteasome subunit alpha type 3 [Thalassiosira pseudonana CCMP1335]	0.255	9	9.63e-4	7	7	171
gi|223997126|ref|XP_002288236.1|,gi|220975344|gb|EED93672.1|	enoyl-reductase [NADH] [Thalassiosira pseudonana CCMP1335]	0.224	9	8.45e-4	6	6	172
gi|223997688|ref|XP_002288517.1|,gi|220975625|gb|EED93953.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.182	9	0.001	4	4	173
gi|2873343189|pdb|8ZEH|J	Chain J, Fucoxanthin chl a/c light-harvesting protein	0.213	9	0.001	4	4	173
gi|224000728|ref|XP_002290036.1|,gi|220973458|gb|EED91788.1|,gi|220973902|gb|EED92232.1|,gi|224001616|ref|XP_002290480.1|	cation transporting ATPase, partial [Thalassiosira pseudonana CCMP1335],predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.125	9	2.80e-4	6	5	174
gi|224000862|ref|XP_002290103.1|,gi|220973525|gb|EED91855.1|	hypothetical protein THAPSDRAFT_268840 [Thalassiosira pseudonana CCMP1335]	0.302	9	0.001	5	5	175
gi|224000946|ref|XP_002290145.1|,gi|220973567|gb|EED91897.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana CCMP1335]	0.063	9	4.27e-4	5	0	176
gi|224001010|ref|XP_002290177.1|,gi|220973599|gb|EED91929.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.200	9	6.59e-4	7	7	177
gi|224005613|ref|XP_002291767.1|,gi|220972286|gb|EED90618.1|	putative v-type h-ATPase subunit [Thalassiosira pseudonana CCMP1335]	0.156	9	0.001	2	2	178
gi|224009329|ref|XP_002293623.1|,gi|220971023|gb|EED89359.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.190	9	6.19e-4	4	4	179
gi|224012791|ref|XP_002295048.1|,gi|220969487|gb|EED87828.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.195	9	6.50e-4	6	6	180
gi|2873343186|pdb|8ZEH|G	Chain G, Fucoxanthin chl a/c light-harvesting protein, lhcr type	0.408	9	0.002	4	4	181
gi|220971995|gb|EED90328.1|,gi|224006786|ref|XP_002292353.1|	fucoxanthin chl a/c light-harvesting protein, lhcr type [Thalassiosira pseudonana CCMP1335]	0.348	9	0.001	4	4	181
gi|220969917|gb|EED88256.1|,gi|224010930|ref|XP_002294422.1|	3-isopropylmalate dehydratase [Thalassiosira pseudonana CCMP1335]	0.146	8	2.91e-4	7	7	182
gi|220972664|gb|EED90996.1|,gi|224006369|ref|XP_002292145.1|	sulfolipid biosynthesis protein [Thalassiosira pseudonana CCMP1335]	0.156	8	5.07e-4	5	5	183
gi|220973152|gb|EED91483.1|,gi|224003409|ref|XP_002291376.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.190	8	0.002	2	2	184
gi|220973347|gb|EED91678.1|,gi|224003799|ref|XP_002291571.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.086	8	4.37e-4	7	7	185
gi|220974544|gb|EED92873.1|,gi|223999327|ref|XP_002289336.1|	CPSase [Thalassiosira pseudonana CCMP1335]	0.086	8	1.58e-4	6	6	186
gi|223993621|ref|XP_002286494.1|,gi|220977809|gb|EED96135.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.219	8	4.58e-4	5	5	187
gi|223994047|ref|XP_002286707.1|,gi|220978022|gb|EED96348.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.183	8	7.54e-4	3	2	188
gi|223995685|ref|XP_002287516.1|,gi|220976632|gb|EED94959.1|	metalloprotease, partial [Thalassiosira pseudonana CCMP1335]	0.090	8	4.03e-4	4	4	189
gi|223999031|ref|XP_002289188.1|,gi|220974396|gb|EED92725.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.139	8	5.70e-4	3	3	190
gi|224008993|ref|XP_002293455.1|,gi|220970855|gb|EED89191.1|	vacuolar proton pump alpha subunit [Thalassiosira pseudonana CCMP1335]	0.082	8	3.78e-4	2	2	191
gi|224011888|ref|XP_002294597.1|,gi|220969617|gb|EED87957.1|	hypothetical protein THAPSDRAFT_25629 [Thalassiosira pseudonana CCMP1335]	0.144	8	2.97e-4	7	7	192
gi|224013108|ref|XP_002295206.1|,gi|220969168|gb|EED87510.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.176	8	7.26e-4	7	7	193
gi|2599405823|pdb|8IWH|u,gi|2599405822|pdb|8IWH|U,gi|223996703|ref|XP_002288025.1|,gi|220977141|gb|EED95468.1|	Chain u, PS II complex 12 kDa extrinsic protein,Chain U, PS II complex 12 kDa extrinsic protein,predicted protein [Thalassiosira pseudonana CCMP1335]	0.135	8	0.002	1	1	194
gi|2873343202|pdb|8ZEH|r,gi|2873343217|pdb|8ZET|r	Chain r, Tp-PsaR	0.225	8	0.003	4	4	195
gi|223993351|ref|XP_002286359.1|,gi|220977674|gb|EED96000.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.144	8	0.002	4	4	195
gi|209583588|gb|ACI64274.1|,gi|224011565|ref|XP_002295557.1|	glycine or serine hydroxymethyltransferase, serine methylase [Thalassiosira pseudonana CCMP1335]	0.113	7	3.86e-4	3	3	196
gi|220967775|gb|EED86151.1|,gi|116739885|gb|ABK20755.1|,gi|2050584441|gb|QWM92982.1|,gi|118411138|ref|YP_874532.1|,gi|224015726|ref|XP_002297511.1|	mg-protoporphyrin IX chelatase [Thalassiosira pseudonana CCMP1335],magnesium-chelatase subunit I (chloroplast) [Thalassiosira pseudonana],magnesium chelatase subunit of protochlorophyllide reductase (chloroplast) [Thalassiosira pseudonana],Mg-protoporyphyrin IX chelatase (chloroplast) [Thalassiosira pseudonana]	0.204	7	5.81e-4	5	5	197
gi|220968792|gb|EED87136.1|,gi|224013552|ref|XP_002296440.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.250	7	6.10e-4	5	5	198
gi|220973226|gb|EED91557.1|,gi|224003557|ref|XP_002291450.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.239	7	4.82e-4	5	5	199
gi|220974298|gb|EED92628.1|,gi|224002408|ref|XP_002290876.1|	aconitase hydratase 2 [Thalassiosira pseudonana CCMP1335]	0.086	7	2.35e-4	5	5	200
gi|220978058|gb|EED96384.1|,gi|223994119|ref|XP_002286743.1|	heat shock protein belonging to the HSP70 family [Thalassiosira pseudonana CCMP1335]	0.090	7	2.50e-4	6	6	201
gi|223992685|ref|XP_002286026.1|,gi|220977341|gb|EED95667.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.242	7	5.06e-4	6	6	202
gi|223993855|ref|XP_002286611.1|,gi|220977926|gb|EED96252.1|	oxidoreductase [Thalassiosira pseudonana CCMP1335]	0.221	7	4.63e-4	6	6	202
gi|223994413|ref|XP_002286890.1|,gi|220978205|gb|EED96531.1|	cation transport ATPase [Thalassiosira pseudonana CCMP1335]	0.052	7	2.02e-4	4	4	203
gi|223995069|ref|XP_002287218.1|,gi|220976334|gb|EED94661.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.158	7	0.001	2	2	204
gi|223995691|ref|XP_002287519.1|,gi|220976635|gb|EED94962.1|,gi|313471265|sp|B8BVM7.1|EFTS1_THAPS	predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Elongation factor Ts 1, mitochondrial; Short=EF-Ts 1; Short=EF-TsMt 1	0.253	7	5.71e-4	4	4	205
gi|223998666|ref|XP_002289006.1|,gi|220976114|gb|EED94442.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.095	7	4.64e-4	3	3	206
gi|223999105|ref|XP_002289225.1|,gi|220974433|gb|EED92762.1|	glutamate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.075	7	4.07e-4	1	1	207
gi|224000067|ref|XP_002289706.1|,gi|220974914|gb|EED93243.1|	RS9, ribosomal protein 9 [Thalassiosira pseudonana CCMP1335]	0.116	7	0.001	3	3	208
gi|224015815|ref|XP_002297555.1|,gi|220967763|gb|EED86140.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.300	7	0.001	4	2	209
gi|118411180|ref|YP_874574.1|,gi|167011880|sp|A0T0W2.1|PSBA_THAPS,gi|118411226|ref|YP_874620.1|,gi|2050584540|gb|QWM93081.1|,gi|2050584494|gb|QWM93035.1|,gi|116739927|gb|ABK20797.1|,gi|116739973|gb|ABK20843.1|	photosystem II protein D1 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem II protein D1; Short=PSII D1 protein; AltName: Full=Photosystem II Q(B) protein; Flags: Precursor,D1 reaction center protein of photosystem II (chloroplast) [Thalassiosira pseudonana],photosystem II reaction center protein D1 (chloroplast) [Thalassiosira pseudonana]	0.150	7	5.70e-4	4	2	209
gi|2599405837|pdb|8IWH|a,gi|2599405792|pdb|8IWH|A	Chain a, Photosystem II protein D1,Chain A, Photosystem II protein D1	0.162	7	6.16e-4	4	2	209
gi|2438237389|gb|WCI13888.1|	theta carbonic anhydrase 2 [Thalassiosira pseudonana CCMP1335]	0.209	7	5.64e-4	4	4	210
gi|220977366|gb|EED95692.1|,gi|223992735|ref|XP_002286051.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.089	7	2.41e-4	4	4	210
gi|116739856|gb|ABK20726.1|,gi|224015802|ref|XP_002297549.1|,gi|118411109|ref|YP_874503.1|,gi|220967813|gb|EED86189.1|,gi|226698825|sp|A0T0P1.1|ATPF2_THAPS,gi|2050584470|gb|QWM93011.1|	ATP synthase CF0 B' chain subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF0 B' subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit b', chloroplastic; AltName: Full=ATP synthase F(0) sector subunit b'; AltName: Full=ATPase subunit II,CF0 subunit II of ATP synthase (chloroplast) [Thalassiosira pseudonana]	0.359	6	0.001	5	5	211
gi|209586202|gb|ACI64887.1|,gi|224004326|ref|XP_002295814.1|,gi|220975304|gb|EED93632.1|,gi|224009752|ref|XP_002293834.1|,gi|224008100|ref|XP_002293009.1|,gi|220970506|gb|EED88843.1|,gi|209585756|gb|ACI64441.1|,gi|220971135|gb|EED89470.1|,gi|224005038|ref|XP_002296170.1|,gi|223997046|ref|XP_002288196.1|,gi|224004146|ref|XP_002295724.1|,gi|209585846|gb|ACI64531.1|	histone H4 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.291	6	0.002	5	5	212
gi|220969325|gb|EED87666.1|,gi|224012467|ref|XP_002294886.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.208	6	7.33e-4	2	2	213
gi|220972011|gb|EED90344.1|,gi|224006818|ref|XP_002292369.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.519	6	0.002	2	2	214
gi|220973693|gb|EED92023.1|,gi|224001198|ref|XP_002290271.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.131	6	0.001	3	3	215
gi|220975075|gb|EED93404.1|,gi|224000389|ref|XP_002289867.1|	pyruvate kinase [Thalassiosira pseudonana CCMP1335]	0.104	6	3.45e-4	4	4	216
gi|220975807|gb|EED94135.1|,gi|223998052|ref|XP_002288699.1|	glycine decarboxylase p-protein [Thalassiosira pseudonana CCMP1335]	0.090	6	1.81e-4	4	4	217
gi|223994031|ref|XP_002286699.1|,gi|220978014|gb|EED96340.1|	hypothetical protein THAPSDRAFT_260862, partial [Thalassiosira pseudonana CCMP1335]	0.284	6	0.001	4	4	218
gi|223994401|ref|XP_002286884.1|,gi|220978199|gb|EED96525.1|	light-repressed protein a [Thalassiosira pseudonana CCMP1335]	0.177	6	8.88e-4	3	3	219
