Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|223996381|ref|XP_002287864.1|,gi|220976980|gb|EED95307.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.255	12	0.001	5	5	104
gi|223998400|ref|XP_002288873.1|,gi|220975981|gb|EED94309.1|	heat shock protein [Thalassiosira pseudonana CCMP1335]	0.142	12	6.43e-4	6	6	105
gi|223998931|ref|XP_002289138.1|,gi|220974346|gb|EED92675.1|	ATP synthase [Thalassiosira pseudonana CCMP1335]	0.087	12	0.001	4	4	106
gi|224003669|ref|XP_002291506.1|,gi|220973282|gb|EED91613.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.204	12	0.001	8	8	107
gi|224005631|ref|XP_002291776.1|,gi|220972295|gb|EED90627.1|	inorganic pyrophosphatase [Thalassiosira pseudonana CCMP1335]	0.347	12	0.002	7	7	108
gi|39794653|gb|AAH63697.1|	(CONTAMINANT) Keratin 1 [Homo sapiens]	0.236	12	7.69e-4	7	0	109
gi|209585731|gb|ACI64416.1|,gi|224004096|ref|XP_002295699.1|	F-type H-ATPase delta subunit, partial [Thalassiosira pseudonana CCMP1335]	0.416	11	0.003	5	5	110
gi|220969917|gb|EED88256.1|,gi|224010930|ref|XP_002294422.1|	3-isopropylmalate dehydratase [Thalassiosira pseudonana CCMP1335]	0.140	11	5.63e-4	6	6	111
gi|220970841|gb|EED89177.1|,gi|224008965|ref|XP_002293441.1|	RL6, ribosomal protein 6, partial [Thalassiosira pseudonana CCMP1335]	0.152	11	0.003	5	5	112
gi|220971597|gb|EED89931.1|,gi|224007551|ref|XP_002292735.1|	hypothetical protein THAPSDRAFT_24248 [Thalassiosira pseudonana CCMP1335]	0.044	11	2.96e-4	9	9	113
gi|220971826|gb|EED90159.1|,gi|224006448|ref|XP_002292184.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.073	11	0.002	1	0	114
gi|220972615|gb|EED90947.1|,gi|224006271|ref|XP_002292096.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.373	11	0.004	4	4	115
gi|220973545|gb|EED91875.1|,gi|224000902|ref|XP_002290123.1|	RL4e, ribosomal protein 4e 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.040	11	0.001	3	3	116
gi|224001010|ref|XP_002290177.1|,gi|220973599|gb|EED91929.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.163	11	0.001	8	8	117
gi|224003529|ref|XP_002291436.1|,gi|220973212|gb|EED91543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.223	11	0.001	7	7	118
gi|224005991|ref|XP_002291956.1|,gi|220972475|gb|EED90807.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.199	11	0.003	11	11	119
gi|224008957|ref|XP_002293437.1|,gi|220970837|gb|EED89173.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.146	11	0.001	6	3	120
gi|224009237|ref|XP_002293577.1|,gi|220970977|gb|EED89313.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.323	11	0.002	7	7	121
gi|224009329|ref|XP_002293623.1|,gi|220971023|gb|EED89359.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.188	11	0.001	7	7	122
gi|224009880|ref|XP_002293898.1|,gi|220970570|gb|EED88907.1|	RS5, ribosomal protein 5 [Thalassiosira pseudonana CCMP1335]	0.211	11	0.002	4	4	123
gi|118411168|ref|YP_874562.1|,gi|2843533621|pdb|8XLS|F,gi|2050584411|gb|QWM92952.1|,gi|116739915|gb|ABK20785.1|	photosystem I subunit III (chloroplast) [Thalassiosira pseudonana],Chain F, Photosystem I reaction center subunit III,subunit III of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I protein F (chloroplast) [Thalassiosira pseudonana]	0.324	10	0.002	4	4	124
gi|2873343196|pdb|8ZEH|f,gi|2873343211|pdb|8ZET|f	Chain f, Photosystem I reaction center subunit III	0.375	10	0.003	4	4	124
gi|220967787|gb|EED86163.1|,gi|224015750|ref|XP_002297523.1|	PSAF, photosystem I reaction center subunit, partial [Thalassiosira pseudonana CCMP1335]	0.355	10	0.002	4	4	124
gi|220967888|gb|EED86258.1|,gi|224015580|ref|XP_002297441.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.354	10	0.002	6	6	125
gi|220977165|gb|EED95492.1|,gi|223996751|ref|XP_002288049.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.116	10	7.63e-4	2	2	126
gi|220977638|gb|EED95964.1|,gi|223993279|ref|XP_002286323.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.143	10	6.27e-4	6	6	127
gi|223995731|ref|XP_002287539.1|,gi|220976655|gb|EED94982.1|	cyclophilin-type peptidyl-prolyl cis-trans isomerase [Thalassiosira pseudonana CCMP1335]	0.104	10	0.002	6	6	128
gi|223997126|ref|XP_002288236.1|,gi|220975344|gb|EED93672.1|	enoyl-reductase [NADH] [Thalassiosira pseudonana CCMP1335]	0.205	10	0.001	4	4	129
gi|224001278|ref|XP_002290311.1|,gi|220973733|gb|EED92063.1|	enolase [Thalassiosira pseudonana CCMP1335]	0.234	10	9.47e-4	7	7	130
gi|2438237389|gb|WCI13888.1|	theta carbonic anhydrase 2 [Thalassiosira pseudonana CCMP1335]	0.209	10	0.001	7	7	131
gi|220977366|gb|EED95692.1|,gi|223992735|ref|XP_002286051.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.089	10	4.86e-4	7	7	131
gi|152003262|gb|ABS19631.1|	p100 precursor [Thalassiosira pseudonana]	0.141	9	6.25e-4	6	1	132
gi|209583632|gb|ACI64318.1|,gi|224011653|ref|XP_002295601.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.054	9	0.001	5	5	133
gi|220968643|gb|EED86989.1|,gi|224014250|ref|XP_002296788.1|	glutathione s-transferase [Thalassiosira pseudonana CCMP1335]	0.172	9	0.002	5	5	134
gi|220968792|gb|EED87136.1|,gi|224013552|ref|XP_002296440.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.092	9	0.001	4	4	135
gi|220969226|gb|EED87568.1|,gi|224013224|ref|XP_002295264.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.414	9	0.002	6	6	136
gi|220975010|gb|EED93339.1|,gi|224000259|ref|XP_002289802.1|	hypothetical protein THAPSDRAFT_27892 [Thalassiosira pseudonana CCMP1335]	0.248	9	8.16e-4	6	6	137
gi|220978058|gb|EED96384.1|,gi|223994119|ref|XP_002286743.1|	heat shock protein belonging to the HSP70 family [Thalassiosira pseudonana CCMP1335]	0.078	9	4.52e-4	8	8	138
gi|223992877|ref|XP_002286122.1|,gi|220977437|gb|EED95763.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.163	9	0.001	6	5	139
gi|223993621|ref|XP_002286494.1|,gi|220977809|gb|EED96135.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.166	9	7.25e-4	3	3	140
gi|223994047|ref|XP_002286707.1|,gi|220978022|gb|EED96348.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.186	9	0.001	4	3	141
gi|223997044|ref|XP_002288195.1|,gi|220975303|gb|EED93631.1|	histone H2B [Thalassiosira pseudonana CCMP1335]	0.100	9	0.003	2	2	142
gi|220974278|gb|EED92608.1|,gi|224002368|ref|XP_002290856.1|,gi|220970505|gb|EED88842.1|,gi|209586203|gb|ACI64888.1|,gi|224004324|ref|XP_002295813.1|,gi|224005040|ref|XP_002296171.1|,gi|209585845|gb|ACI64530.1|,gi|224009750|ref|XP_002293833.1|	histone H2B [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.100	9	0.003	2	2	142
gi|224007935|ref|XP_002292927.1|,gi|220971789|gb|EED90123.1|	triose-phosphate isomerase, partial [Thalassiosira pseudonana CCMP1335]	0.328	9	0.002	7	7	143
gi|224008298|ref|XP_002293108.1|,gi|220971234|gb|EED89569.1|	copper induced cell-surface protein [Thalassiosira pseudonana CCMP1335]	0.141	9	6.17e-4	6	1	144
gi|224011591|ref|XP_002295570.1|,gi|209583601|gb|ACI64287.1|	triose-phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.058	9	0.001	1	1	145
gi|209583608|gb|ACI64294.1|,gi|224011605|ref|XP_002295577.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.331	8	0.003	5	5	146
gi|220970292|gb|EED88630.1|,gi|224010635|ref|XP_002294275.1|	hypothetical protein THAPSDRAFT_10234 [Thalassiosira pseudonana CCMP1335]	0.169	8	7.75e-4	6	6	147
gi|220974072|gb|EED92402.1|,gi|2843533629|pdb|8XLS|2,gi|224001956|ref|XP_002290650.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335],Chain 2, Fucoxanthin chl a/c light-harvesting protein	0.187	8	0.002	8	8	148
gi|2873343187|pdb|8ZEH|H,gi|2873343222|pdb|8ZET|H	Chain H, Fucoxanthin chl a/c light-harvesting protein	0.220	8	0.002	8	8	148
gi|220975075|gb|EED93404.1|,gi|224000389|ref|XP_002289867.1|	pyruvate kinase [Thalassiosira pseudonana CCMP1335]	0.153	8	6.47e-4	6	6	149
gi|220975173|gb|EED93502.1|,gi|224000585|ref|XP_002289965.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.182	8	8.47e-4	8	8	150
gi|2636060176|dbj|BEV25232.1|	bestrophin [Thalassiosira pseudonana]	0.162	8	7.54e-4	8	8	150
gi|220976781|gb|EED95108.1|,gi|223995983|ref|XP_002287665.1|	NADPH nitrite reductase [Thalassiosira pseudonana CCMP1335]	0.102	8	3.28e-4	6	6	151
gi|220977307|gb|EED95633.1|,gi|223992617|ref|XP_002285992.1|	aspartate aminotransferase [Thalassiosira pseudonana CCMP1335]	0.169	8	8.07e-4	4	4	152
gi|220977677|gb|EED96003.1|,gi|223993357|ref|XP_002286362.1|	tubulin beta [Thalassiosira pseudonana CCMP1335]	0.209	8	7.35e-4	4	4	153
gi|223993143|ref|XP_002286255.1|,gi|220977570|gb|EED95896.1|	adenine nucleotide translocator; ATP/ADP translocase [Thalassiosira pseudonana CCMP1335]	0.209	8	0.001	5	5	154
gi|223994697|ref|XP_002287032.1|,gi|220978347|gb|EED96673.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.090	8	2.74e-4	5	5	155
gi|223998666|ref|XP_002289006.1|,gi|220976114|gb|EED94442.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.095	8	7.47e-4	3	3	156
gi|224000667|ref|XP_002290006.1|,gi|220975214|gb|EED93543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.061	8	2.40e-4	7	7	157
gi|224000946|ref|XP_002290145.1|,gi|220973567|gb|EED91897.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana CCMP1335]	0.183	8	5.34e-4	6	6	158
gi|589908238|dbj|BAO52743.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana]	0.177	8	5.17e-4	6	6	158
gi|224004316|ref|XP_002295809.1|,gi|209585841|gb|ACI64526.1|	chaperone, heat shock protein 70 [Thalassiosira pseudonana CCMP1335]	0.072	8	4.93e-4	5	3	159
gi|224008993|ref|XP_002293455.1|,gi|220970855|gb|EED89191.1|	vacuolar proton pump alpha subunit [Thalassiosira pseudonana CCMP1335]	0.163	8	5.32e-4	7	7	160
gi|224013108|ref|XP_002295206.1|,gi|220969168|gb|EED87510.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.124	8	0.001	5	5	161
gi|2873343188|pdb|8ZEH|I	Chain I, Fucoxanthin chl a/c light-harvesting protein	0.302	8	0.002	7	7	162
gi|220975205|gb|EED93534.1|,gi|224000649|ref|XP_002289997.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.256	8	0.002	7	7	162
gi|116739856|gb|ABK20726.1|,gi|224015802|ref|XP_002297549.1|,gi|118411109|ref|YP_874503.1|,gi|220967813|gb|EED86189.1|,gi|226698825|sp|A0T0P1.1|ATPF2_THAPS,gi|2050584470|gb|QWM93011.1|	ATP synthase CF0 B' chain subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF0 B' subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit b', chloroplastic; AltName: Full=ATP synthase F(0) sector subunit b'; AltName: Full=ATPase subunit II,CF0 subunit II of ATP synthase (chloroplast) [Thalassiosira pseudonana]	0.224	7	0.002	3	3	163
gi|118411126|ref|YP_874520.1|,gi|220967780|gb|EED86156.1|,gi|125987744|sp|A0T0Q8.1|RR2_THAPS,gi|224015736|ref|XP_002297516.1|,gi|2050584453|gb|QWM92994.1|,gi|116739873|gb|ABK20743.1|	ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana],RR2, ribosomal protein 2 [Thalassiosira pseudonana CCMP1335],RecName: Full=Small ribosomal subunit protein uS2c; AltName: Full=30S ribosomal protein S2, chloroplastic,30S ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana]	0.137	7	0.001	7	7	164
gi|2050584454|gb|QWM92995.1|,gi|125987531|sp|A0T0Q7.1|RK12_THAPS,gi|118411125|ref|YP_874519.1|,gi|116739872|gb|ABK20742.1|	ribosomal protein L12 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein bL12c; AltName: Full=50S ribosomal protein L12, chloroplastic,50S ribosomal protein L12 (chloroplast) [Thalassiosira pseudonana]	0.219	7	0.002	6	6	165
gi|209583588|gb|ACI64274.1|,gi|224011565|ref|XP_002295557.1|	glycine or serine hydroxymethyltransferase, serine methylase [Thalassiosira pseudonana CCMP1335]	0.104	7	5.44e-4	4	4	166
gi|209586160|gb|ACI64845.1|,gi|224004954|ref|XP_002296128.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.187	7	6.21e-4	5	5	167
gi|220969005|gb|EED87348.1|,gi|224013261|ref|XP_002295282.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.105	7	6.89e-4	4	4	168
gi|220973173|gb|EED91504.1|,gi|224003451|ref|XP_002291397.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.228	7	0.001	3	3	169
gi|220973226|gb|EED91557.1|,gi|224003557|ref|XP_002291450.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.155	7	6.78e-4	6	6	170
gi|220973693|gb|EED92023.1|,gi|224001198|ref|XP_002290271.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.197	7	0.002	5	5	171
gi|220975262|gb|EED93590.1|,gi|223996962|ref|XP_002288154.1|	pcna-like protein [Thalassiosira pseudonana CCMP1335]	0.138	7	0.001	5	5	172
gi|220976371|gb|EED94698.1|,gi|223995143|ref|XP_002287255.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.168	7	7.26e-4	5	5	173
gi|223992685|ref|XP_002286026.1|,gi|220977341|gb|EED95667.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.244	7	7.13e-4	4	4	174
gi|223993855|ref|XP_002286611.1|,gi|220977926|gb|EED96252.1|	oxidoreductase [Thalassiosira pseudonana CCMP1335]	0.223	7	6.52e-4	4	4	174
gi|223995691|ref|XP_002287519.1|,gi|220976635|gb|EED94962.1|,gi|313471265|sp|B8BVM7.1|EFTS1_THAPS	predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Elongation factor Ts 1, mitochondrial; Short=EF-Ts 1; Short=EF-TsMt 1	0.181	7	8.05e-4	5	5	175
gi|224000015|ref|XP_002289680.1|,gi|220974888|gb|EED93217.1|	cold-shock DNA-binding domain-containing protein [Thalassiosira pseudonana CCMP1335]	0.257	7	0.002	5	5	176
gi|224000653|ref|XP_002289999.1|,gi|220975207|gb|EED93536.1|	vacuolar ATPase [Thalassiosira pseudonana CCMP1335]	0.150	7	5.71e-4	4	4	177
gi|224000728|ref|XP_002290036.1|,gi|220973458|gb|EED91788.1|,gi|220973902|gb|EED92232.1|,gi|224001616|ref|XP_002290480.1|	cation transporting ATPase, partial [Thalassiosira pseudonana CCMP1335],predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.024	7	3.07e-4	2	2	178
gi|224005613|ref|XP_002291767.1|,gi|220972286|gb|EED90618.1|	putative v-type h-ATPase subunit [Thalassiosira pseudonana CCMP1335]	0.156	7	0.001	2	2	179
gi|224006249|ref|XP_002292085.1|,gi|220972604|gb|EED90936.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.156	7	8.86e-4	3	1	180
gi|224007941|ref|XP_002292930.1|,gi|220971792|gb|EED90126.1|	clathrin heavy chain [Thalassiosira pseudonana CCMP1335]	0.065	7	1.68e-4	7	7	181
gi|224011010|ref|XP_002294462.1|,gi|220969957|gb|EED88296.1|	glutamate synthase [Thalassiosira pseudonana CCMP1335]	0.030	7	1.75e-4	6	6	182
gi|224012385|ref|XP_002294845.1|,gi|220969284|gb|EED87625.1|	fucoxanthin chlorophyll a/c protein 4 [Thalassiosira pseudonana CCMP1335]	0.186	7	0.001	4	1	183
gi|224013196|ref|XP_002295250.1|,gi|220969212|gb|EED87554.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.172	7	8.89e-4	4	4	184
gi|224014381|ref|XP_002296853.1|,gi|220968490|gb|EED86837.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.164	7	0.001	4	4	185
gi|220968739|gb|EED87083.1|,gi|224013446|ref|XP_002296387.1|	dead box family RNA helicase [Thalassiosira pseudonana CCMP1335]	0.076	6	5.72e-4	4	4	186
gi|220969459|gb|EED87800.1|,gi|224012735|ref|XP_002295020.1|	Hypothetical protein THAPSDRAFT_30659 [Thalassiosira pseudonana CCMP1335],THAPSDRAFT_30659 [Thalassiosira pseudonana CCMP1335]	0.174	6	8.45e-4	2	2	187
gi|220970014|gb|EED88353.1|,gi|224011124|ref|XP_002294519.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.021	6	2.56e-4	4	4	188
gi|220971321|gb|EED89656.1|,gi|224008472|ref|XP_002293195.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.727	6	0.003	6	6	189
gi|220972372|gb|EED90704.1|,gi|224005785|ref|XP_002291853.1|	probable serine protease inhibitor [Thalassiosira pseudonana CCMP1335]	0.105	6	5.09e-4	2	0	190
gi|220974494|gb|EED92823.1|,gi|223999227|ref|XP_002289286.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.116	6	5.98e-4	4	4	191
gi|220974844|gb|EED93173.1|,gi|223999927|ref|XP_002289636.1|	phosphoglucomutase [Thalassiosira pseudonana CCMP1335]	0.070	6	4.45e-4	2	2	192
gi|223995069|ref|XP_002287218.1|,gi|220976334|gb|EED94661.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.158	6	0.002	3	3	193
gi|223997294|ref|XP_002288320.1|,gi|220975428|gb|EED93756.1|	fructose-bisphosphate aldolase [Thalassiosira pseudonana CCMP1335]	0.094	6	5.69e-4	4	4	194
gi|223998112|ref|XP_002288729.1|,gi|220975837|gb|EED94165.1|	fucoxanthin chlorophyll a/c protein 6 [Thalassiosira pseudonana CCMP1335]	0.189	6	0.001	4	4	195
gi|2599405856|pdb|8J0D|5	Chain 5, Fucoxanthin chlorophyll a/c protein 6	0.237	6	0.002	4	4	195
gi|2599405834|pdb|8IWH|5	Chain 5, Fucoxanthin chlorophyll a/c protein 6	0.198	6	0.001	4	4	195
gi|223998678|ref|XP_002289012.1|,gi|220976120|gb|EED94448.1|	phosphoenolpyruvate carboxylase [Thalassiosira pseudonana CCMP1335]	0.048	6	2.80e-4	2	2	196
gi|589908236|dbj|BAO52742.1|	phosphoenolpyruvate carboxylase 2 [Thalassiosira pseudonana]	0.041	6	2.39e-4	2	2	196
gi|223999031|ref|XP_002289188.1|,gi|220974396|gb|EED92725.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.097	6	6.02e-4	2	2	197
gi|223999069|ref|XP_002289207.1|,gi|220974415|gb|EED92744.1|	ABC cassette-containing protein, partial [Thalassiosira pseudonana CCMP1335]	0.066	6	2.65e-4	3	3	198
gi|223999105|ref|XP_002289225.1|,gi|220974433|gb|EED92762.1|	glutamate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.075	6	4.91e-4	1	1	199
gi|223999219|ref|XP_002289282.1|,gi|220974490|gb|EED92819.1|	phosphofructokinase [Thalassiosira pseudonana CCMP1335]	0.184	6	6.08e-4	3	3	200
gi|223999739|ref|XP_002289542.1|,gi|220974750|gb|EED93079.1|	fucoxanthin chlorophyll a/c light-harvesting protein, lhcr type [Thalassiosira pseudonana CCMP1335]	0.079	6	0.001	2	2	201
gi|2873343192|pdb|8ZEH|M	Chain M, Fucoxanthin chlorophyll a/c light-harvesting protein, lhcr type	0.094	6	0.001	2	2	201
gi|224000309|ref|XP_002289827.1|,gi|220975035|gb|EED93364.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	6	3.63e-4	2	2	202
gi|224001514|ref|XP_002290429.1|,gi|220973851|gb|EED92181.1|	RS19, ribosomal protein 19 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.128	6	0.002	1	1	203
gi|224009323|ref|XP_002293620.1|,gi|220971020|gb|EED89356.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.137	6	6.41e-4	4	1	204
gi|224009442|ref|XP_002293679.1|,gi|2599405802|pdb|8IWH|G,gi|220970351|gb|EED88688.1|,gi|2599405803|pdb|8IWH|g	hypothetical protein THAPSDRAFT_24769 [Thalassiosira pseudonana CCMP1335],Chain G, Photosystem II Psb31 protein domain-containing protein,Chain g, Photosystem II Psb31 protein domain-containing protein	0.108	6	0.001	2	2	205
gi|224011016|ref|XP_002294465.1|,gi|220969960|gb|EED88299.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.150	6	8.66e-4	2	2	206
gi|224011910|ref|XP_002294608.1|,gi|220969628|gb|EED87968.1|	fucoxanthin chlorophyll a/c protein 5 [Thalassiosira pseudonana CCMP1335]	0.260	6	0.001	5	4	207
gi|2599405835|pdb|8IWH|6	Chain 6, Fucoxanthin chlorophyll a/c protein 5	0.261	6	0.001	5	4	207
gi|2599405857|pdb|8J0D|6	Chain 6, Fucoxanthin chlorophyll a/c protein 5	0.310	6	0.001	5	4	207
gi|224012725|ref|XP_002295015.1|,gi|220969454|gb|EED87795.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.183	6	0.001	4	1	208
gi|224013492|ref|XP_002296410.1|,gi|220968762|gb|EED87106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.118	6	0.001	1	1	209
gi|2873343194|pdb|8ZEH|d,gi|2873343209|pdb|8ZET|d	Chain d, Photosystem I reaction center subunit II	0.212	6	0.002	3	0	210
gi|116739966|gb|ABK20836.1|,gi|125987661|sp|A0T101.1|RR10_THAPS,gi|2050584501|gb|QWM93042.1|,gi|118411219|ref|YP_874613.1|	30S ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS10c; AltName: Full=30S ribosomal protein S10, chloroplastic,ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana]	0.215	5	0.002	3	3	211
gi|136429|sp|P00761|TRYP_PIG	(CONTAMINANT) Trypsin precursor	0.087	5	8.93e-4	3	3	212
gi|209583455|gb|ACI64141.1|,gi|224011299|ref|XP_002295424.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.043	5	2.39e-4	2	2	213
gi|220967856|gb|EED86229.1|,gi|224015681|ref|XP_002297490.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.053	5	3.62e-4	2	0	214
gi|220968544|gb|EED86890.1|,gi|224014052|ref|XP_002296689.1|	phosphoglycerate kinase [Thalassiosira pseudonana CCMP1335]	0.076	5	4.72e-4	4	4	215
gi|220968788|gb|EED87132.1|,gi|224013544|ref|XP_002296436.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.160	5	6.59e-4	2	2	216
gi|220972011|gb|EED90344.1|,gi|224006818|ref|XP_002292369.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.241	5	0.002	1	1	217
gi|220972918|gb|EED91249.1|,gi|224002941|ref|XP_002291142.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.096	5	4.03e-4	2	2	218
gi|220973347|gb|EED91678.1|,gi|224003799|ref|XP_002291571.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.067	5	3.85e-4	3	3	219
gi|220973702|gb|EED92032.1|,gi|224001216|ref|XP_002290280.1|	fucoxanthin chlorophyll a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.086	5	9.38e-4	3	1	220
gi|220976302|gb|EED94629.1|,gi|223995005|ref|XP_002287186.1|	hypothetical protein THAPSDRAFT_21161 [Thalassiosira pseudonana CCMP1335]	0.030	5	1.85e-4	5	5	221
gi|220977545|gb|EED95871.1|,gi|223993093|ref|XP_002286230.1|	ornithine cyclodeaminase, partial [Thalassiosira pseudonana CCMP1335],ornithine cyclodeaminase [Thalassiosira pseudonana CCMP1335]	0.176	5	5.78e-4	3	3	222
gi|220978394|gb|EED96720.1|,gi|223994791|ref|XP_002287079.1|	proteasome subunit alpha type 3 [Thalassiosira pseudonana CCMP1335]	0.135	5	7.53e-4	5	5	223
gi|223994737|ref|XP_002287052.1|,gi|220978367|gb|EED96693.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.140	5	5.07e-4	3	3	224
gi|223995279|ref|XP_002287323.1|,gi|220976439|gb|EED94766.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.223	5	0.002	2	2	225
gi|223995987|ref|XP_002287667.1|,gi|220976783|gb|EED95110.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.136	5	6.51e-4	5	5	226
gi|223997160|ref|XP_002288253.1|,gi|220975361|gb|EED93689.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.161	5	6.63e-4	2	2	227
gi|224000209|ref|XP_002289777.1|,gi|220974985|gb|EED93314.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.071	5	2.07e-4	4	4	228
gi|224001646|ref|XP_002290495.1|,gi|220973917|gb|EED92247.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.114	5	5.88e-4	2	2	229
gi|224001804|ref|XP_002290574.1|,gi|220973996|gb|EED92326.1|	triosephosphate isomerase/glyceraldehyde-3-phosphate dehydrogenase precursor [Thalassiosira pseudonana CCMP1335]	0.098	5	3.36e-4	3	1	230
gi|224006554|ref|XP_002292237.1|,gi|220971879|gb|EED90212.1|	tubulin alpha [Thalassiosira pseudonana CCMP1335]	0.080	5	4.57e-4	3	3	231
gi|224008230|ref|XP_002293074.1|,gi|220971200|gb|EED89535.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.201	5	0.001	3	3	232
gi|224008689|ref|XP_002293303.1|,gi|220970703|gb|EED89039.1|	eukaryotic translation initiation factor 6 [Thalassiosira pseudonana CCMP1335]	0.188	5	8.09e-4	3	3	233
gi|224009610|ref|XP_002293763.1|,gi|220970435|gb|EED88772.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.120	5	7.53e-4	2	2	234
gi|224011062|ref|XP_002294488.1|,gi|220969983|gb|EED88322.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.067	5	7.64e-4	1	1	235
gi|224011487|ref|XP_002295518.1|,gi|209583549|gb|ACI64235.1|	ASSY [Thalassiosira pseudonana CCMP1335]	0.134	5	4.94e-4	5	5	236
