Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|2873343212|pdb|8ZET|g,gi|2873343197|pdb|8ZEH|g	Chain g, Photosystem I reaction center subunit Psa29	0.725	21	0.004	8	8	98
gi|220976502|gb|EED94829.1|,gi|223995405|ref|XP_002287386.1|,gi|2843533626|pdb|8XLS|W	hypothetical protein THAPSDRAFT_268304 [Thalassiosira pseudonana CCMP1335],Chain W, Photosystem I reaction center subunit Psa29	0.505	21	0.003	8	8	98
gi|2873343218|pdb|8ZET|B,gi|2873343182|pdb|8ZEH|B	Chain B, Fucoxanthin chlorophyll a/c-binding protein Lhcq8	0.406	21	0.003	12	12	99
gi|224006233|ref|XP_002292077.1|,gi|220972596|gb|EED90928.1|,gi|2843533632|pdb|8XLS|5	predicted protein [Thalassiosira pseudonana CCMP1335],Chain 5, Fucoxanthin chlorophyll a/c-binding protein Lhcq8	0.345	21	0.003	12	12	99
gi|4093213|gb|AAC99783.1|	ribulose-1,5-carboxylase/oxygenase large subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.475	21	0.003	13	4	100
gi|224008957|ref|XP_002293437.1|,gi|220970837|gb|EED89173.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.146	20	0.001	8	5	101
gi|223996381|ref|XP_002287864.1|,gi|220976980|gb|EED95307.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.205	19	0.001	4	4	102
gi|224009880|ref|XP_002293898.1|,gi|220970570|gb|EED88907.1|	RS5, ribosomal protein 5 [Thalassiosira pseudonana CCMP1335]	0.211	19	0.002	8	8	103
gi|220970459|gb|EED88796.1|,gi|224009658|ref|XP_002293787.1|	phosphoadenosine-phosphosulphate reductase [Thalassiosira pseudonana CCMP1335]	0.290	18	0.001	10	10	104
gi|220970944|gb|EED89280.1|,gi|224009171|ref|XP_002293544.1|	RS8, ribosomal protein 8 [Thalassiosira pseudonana CCMP1335]	0.265	18	0.002	8	8	105
gi|220975205|gb|EED93534.1|,gi|224000649|ref|XP_002289997.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.286	18	0.002	6	1	106
gi|220977460|gb|EED95786.1|,gi|223992923|ref|XP_002286145.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.369	18	0.002	8	8	107
gi|224000942|ref|XP_002290143.1|,gi|220973565|gb|EED91895.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.203	18	0.003	5	5	108
gi|224001684|ref|XP_002290514.1|,gi|220973936|gb|EED92266.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.195	18	0.002	6	6	109
gi|224010828|ref|XP_002294371.1|,gi|220969866|gb|EED88205.1|	pyruvate carboxylase-like protein [Thalassiosira pseudonana CCMP1335]	0.148	18	3.84e-4	10	10	110
gi|224012725|ref|XP_002295015.1|,gi|220969454|gb|EED87795.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.188	18	0.002	9	3	111
gi|116739845|gb|ABK20715.1|,gi|220967786|gb|EED86162.1|,gi|118411098|ref|YP_874492.1|,gi|224015748|ref|XP_002297522.1|,gi|2050584481|gb|QWM93022.1|	ferredoxin (chloroplast) [Thalassiosira pseudonana],ferredoxin [Thalassiosira pseudonana CCMP1335]	0.465	17	0.004	8	8	112
gi|220974072|gb|EED92402.1|,gi|2843533629|pdb|8XLS|2,gi|224001956|ref|XP_002290650.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335],Chain 2, Fucoxanthin chl a/c light-harvesting protein	0.283	17	0.002	11	11	113
gi|2873343187|pdb|8ZEH|H,gi|2873343222|pdb|8ZET|H	Chain H, Fucoxanthin chl a/c light-harvesting protein	0.333	17	0.002	11	11	113
gi|224009237|ref|XP_002293577.1|,gi|220970977|gb|EED89313.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.323	17	0.002	8	8	114
gi|224009610|ref|XP_002293763.1|,gi|220970435|gb|EED88772.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.208	17	0.002	9	9	115
gi|2873343188|pdb|8ZEH|I	Chain I, Fucoxanthin chl a/c light-harvesting protein	0.291	17	0.002	5	0	116
gi|2050584438|gb|QWM92979.1|	cell division protein (chloroplast) [Thalassiosira pseudonana]	0.114	16	5.82e-4	3	3	117
gi|224015722|ref|XP_002297509.1|,gi|220967773|gb|EED86149.1|,gi|118411141|ref|YP_874535.1|,gi|116739888|gb|ABK20758.1|	plastid division protein [Thalassiosira pseudonana CCMP1335],cell division protein (chloroplast) [Thalassiosira pseudonana],cell division protein FtsH-like protein (chloroplast) [Thalassiosira pseudonana]	0.120	16	6.14e-4	3	3	117
gi|223994533|ref|XP_002286950.1|,gi|220978265|gb|EED96591.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.110	16	0.001	11	11	118
gi|2873343190|pdb|8ZEH|K	Chain K, Fucoxanthin chlorophyll a/c light-harvesting protein	0.227	16	0.002	10	0	119
gi|220971826|gb|EED90159.1|,gi|224006448|ref|XP_002292184.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.073	15	0.001	2	0	120
gi|220972894|gb|EED91225.1|,gi|224002893|ref|XP_002291118.1|	HSP90 family member [Thalassiosira pseudonana CCMP1335]	0.204	15	5.23e-4	10	9	121
gi|220974845|gb|EED93174.1|,gi|223999929|ref|XP_002289637.1|	hypothetical protein THAPSDRAFT_262059, partial [Thalassiosira pseudonana CCMP1335]	0.190	15	8.57e-4	7	7	122
gi|220977165|gb|EED95492.1|,gi|223996751|ref|XP_002288049.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.146	15	6.83e-4	7	7	123
gi|220978058|gb|EED96384.1|,gi|223994119|ref|XP_002286743.1|	heat shock protein belonging to the HSP70 family [Thalassiosira pseudonana CCMP1335]	0.084	15	4.50e-4	8	8	124
gi|220978390|gb|EED96716.1|,gi|223994783|ref|XP_002287075.1|	fucoxanthin chlorophyll a/c protein, LI818 clade [Thalassiosira pseudonana CCMP1335]	0.127	15	0.002	1	1	125
gi|224002643|ref|XP_002290993.1|,gi|220972769|gb|EED91100.1|	triose-phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.246	15	0.001	5	5	126
gi|224003669|ref|XP_002291506.1|,gi|220973282|gb|EED91613.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.221	15	9.40e-4	13	13	127
gi|224007002|ref|XP_002292461.1|,gi|220972103|gb|EED90436.1|	adenosine kinase [Thalassiosira pseudonana CCMP1335]	0.380	15	0.001	8	8	128
gi|224011487|ref|XP_002295518.1|,gi|209583549|gb|ACI64235.1|	ASSY [Thalassiosira pseudonana CCMP1335]	0.237	15	8.84e-4	8	8	129
gi|224011888|ref|XP_002294597.1|,gi|220969617|gb|EED87957.1|	hypothetical protein THAPSDRAFT_25629 [Thalassiosira pseudonana CCMP1335]	0.162	15	4.68e-4	9	9	130
gi|152003262|gb|ABS19631.1|	p100 precursor [Thalassiosira pseudonana]	0.143	14	5.81e-4	11	1	131
gi|209586086|gb|ACI64771.1|,gi|224004806|ref|XP_002296054.1|	cytochrome C peroxidase, partial [Thalassiosira pseudonana CCMP1335]	0.279	14	0.001	6	6	132
gi|220969917|gb|EED88256.1|,gi|224010930|ref|XP_002294422.1|	3-isopropylmalate dehydratase [Thalassiosira pseudonana CCMP1335]	0.130	14	4.28e-4	6	6	133
gi|220973545|gb|EED91875.1|,gi|224000902|ref|XP_002290123.1|	RL4e, ribosomal protein 4e 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.138	14	9.12e-4	7	7	134
gi|223999219|ref|XP_002289282.1|,gi|220974490|gb|EED92819.1|	phosphofructokinase [Thalassiosira pseudonana CCMP1335]	0.305	14	8.47e-4	11	11	135
gi|224001804|ref|XP_002290574.1|,gi|220973996|gb|EED92326.1|	triosephosphate isomerase/glyceraldehyde-3-phosphate dehydrogenase precursor [Thalassiosira pseudonana CCMP1335]	0.163	14	5.61e-4	10	4	136
gi|224003529|ref|XP_002291436.1|,gi|220973212|gb|EED91543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.157	14	0.001	5	5	137
gi|224012385|ref|XP_002294845.1|,gi|220969284|gb|EED87625.1|	fucoxanthin chlorophyll a/c protein 4 [Thalassiosira pseudonana CCMP1335]	0.186	14	0.002	7	1	138
gi|224014072|ref|XP_002296699.1|,gi|220968554|gb|EED86900.1|	phosphoglycerate kinase precursor [Thalassiosira pseudonana CCMP1335]	0.165	14	8.49e-4	8	3	139
gi|2873343206|pdb|8ZET|a,gi|2873343193|pdb|8ZEH|a	Chain a, Photosystem I P700 chlorophyll a apoprotein A1	0.070	14	4.64e-4	3	1	140
gi|2843533616|pdb|8XLS|A,gi|116739843|gb|ABK20713.1|,gi|125959466|sp|A0T0M8.1|PSAA_THAPS,gi|2050584483|gb|QWM93024.1|,gi|118411096|ref|YP_874490.1|	Chain A, Photosystem I P700 chlorophyll a apoprotein A1,photosystem I p700 chlorophyll A apoprotein A (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I P700 chlorophyll a apoprotein A1; AltName: Full=PSI-A; AltName: Full=PsaA,P700 apoprotein A1 of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I P700 chlorophyll a apoprotein A1 (chloroplast) [Thalassiosira pseudonana]	0.069	14	4.59e-4	3	1	140
gi|220970841|gb|EED89177.1|,gi|224008965|ref|XP_002293441.1|	RL6, ribosomal protein 6, partial [Thalassiosira pseudonana CCMP1335]	0.320	13	0.002	4	4	141
gi|220971597|gb|EED89931.1|,gi|224007551|ref|XP_002292735.1|	hypothetical protein THAPSDRAFT_24248 [Thalassiosira pseudonana CCMP1335]	0.061	13	2.09e-4	9	9	142
gi|223993143|ref|XP_002286255.1|,gi|220977570|gb|EED95896.1|	adenine nucleotide translocator; ATP/ADP translocase [Thalassiosira pseudonana CCMP1335]	0.242	13	0.001	9	9	143
gi|223993621|ref|XP_002286494.1|,gi|220977809|gb|EED96135.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.217	13	6.25e-4	5	5	144
gi|223995745|ref|XP_002287546.1|,gi|220976662|gb|EED94989.1|	phosphate transport protein [Thalassiosira pseudonana CCMP1335]	0.156	13	0.001	8	8	145
gi|223997294|ref|XP_002288320.1|,gi|220975428|gb|EED93756.1|	fructose-bisphosphate aldolase [Thalassiosira pseudonana CCMP1335]	0.103	13	7.36e-4	4	4	146
gi|224008298|ref|XP_002293108.1|,gi|220971234|gb|EED89569.1|	copper induced cell-surface protein [Thalassiosira pseudonana CCMP1335]	0.095	13	5.32e-4	10	0	147
gi|817090324|gb|AKF17766.1|	PSI P700 apoprotein A1, partial (chloroplast) [Thalassiosira pseudonana]	0.087	13	7.97e-4	2	0	148
gi|220973712|gb|EED92042.1|,gi|224001236|ref|XP_002290290.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.105	12	3.58e-4	6	6	149
gi|224005613|ref|XP_002291767.1|,gi|220972286|gb|EED90618.1|	putative v-type h-ATPase subunit [Thalassiosira pseudonana CCMP1335]	0.156	12	0.001	2	2	150
gi|224008993|ref|XP_002293455.1|,gi|220970855|gb|EED89191.1|	vacuolar proton pump alpha subunit [Thalassiosira pseudonana CCMP1335]	0.129	12	4.76e-4	5	5	151
gi|116739966|gb|ABK20836.1|,gi|125987661|sp|A0T101.1|RR10_THAPS,gi|2050584501|gb|QWM93042.1|,gi|118411219|ref|YP_874613.1|	30S ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS10c; AltName: Full=30S ribosomal protein S10, chloroplastic,ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana]	0.374	11	0.003	4	4	152
gi|220969005|gb|EED87348.1|,gi|224013261|ref|XP_002295282.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.208	11	6.47e-4	7	7	153
gi|220974544|gb|EED92873.1|,gi|223999327|ref|XP_002289336.1|	CPSase [Thalassiosira pseudonana CCMP1335]	0.094	11	1.82e-4	10	10	154
gi|220974594|gb|EED92923.1|,gi|223999427|ref|XP_002289386.1|	hypothetical protein THAPSDRAFT_268713 [Thalassiosira pseudonana CCMP1335]	0.171	11	8.29e-4	6	6	155
gi|220977677|gb|EED96003.1|,gi|223993357|ref|XP_002286362.1|	tubulin beta [Thalassiosira pseudonana CCMP1335]	0.200	11	6.03e-4	5	5	156
gi|220977985|gb|EED96311.1|,gi|223993973|ref|XP_002286670.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.261	11	0.002	6	6	157
gi|224000862|ref|XP_002290103.1|,gi|220973525|gb|EED91855.1|	hypothetical protein THAPSDRAFT_268840 [Thalassiosira pseudonana CCMP1335]	0.302	11	0.001	5	5	158
gi|224002096|ref|XP_002290720.1|,gi|220974142|gb|EED92472.1|	probable bifunctional purine synthesis protein [Thalassiosira pseudonana CCMP1335]	0.157	11	4.40e-4	5	5	159
gi|224006249|ref|XP_002292085.1|,gi|220972604|gb|EED90936.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.322	11	8.31e-4	7	1	160
gi|224009329|ref|XP_002293623.1|,gi|220971023|gb|EED89359.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.223	11	6.36e-4	6	6	161
gi|2873343194|pdb|8ZEH|d,gi|2873343209|pdb|8ZET|d	Chain d, Photosystem I reaction center subunit II	0.288	11	0.002	5	0	162
gi|220970671|gb|EED89008.1|,gi|224010082|ref|XP_002293999.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.394	10	0.001	7	7	163
gi|220970707|gb|EED89043.1|,gi|224008697|ref|XP_002293307.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.159	10	0.002	6	6	164
gi|220972372|gb|EED90704.1|,gi|224005785|ref|XP_002291853.1|	probable serine protease inhibitor [Thalassiosira pseudonana CCMP1335]	0.292	10	5.07e-4	6	0	165
gi|220973347|gb|EED91678.1|,gi|224003799|ref|XP_002291571.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.138	10	4.60e-4	8	8	166
gi|220975010|gb|EED93339.1|,gi|224000259|ref|XP_002289802.1|	hypothetical protein THAPSDRAFT_27892 [Thalassiosira pseudonana CCMP1335]	0.149	10	5.41e-4	6	6	167
gi|220976781|gb|EED95108.1|,gi|223995983|ref|XP_002287665.1|	NADPH nitrite reductase [Thalassiosira pseudonana CCMP1335]	0.126	10	2.45e-4	9	9	168
gi|220977709|gb|EED96035.1|,gi|223993421|ref|XP_002286394.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.177	10	2.52e-4	7	7	169
gi|223992877|ref|XP_002286122.1|,gi|220977437|gb|EED95763.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.248	10	6.94e-4	7	5	170
gi|224001010|ref|XP_002290177.1|,gi|220973599|gb|EED91929.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.120	10	6.16e-4	5	5	171
gi|224005631|ref|XP_002291776.1|,gi|220972295|gb|EED90627.1|	inorganic pyrophosphatase [Thalassiosira pseudonana CCMP1335]	0.347	10	9.09e-4	7	7	172
gi|224009323|ref|XP_002293620.1|,gi|220971020|gb|EED89356.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.137	10	6.38e-4	4	1	173
gi|224012791|ref|XP_002295048.1|,gi|220969487|gb|EED87828.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.155	10	6.07e-4	5	5	174
gi|2599405823|pdb|8IWH|u,gi|2599405822|pdb|8IWH|U,gi|223996703|ref|XP_002288025.1|,gi|220977141|gb|EED95468.1|	Chain u, PS II complex 12 kDa extrinsic protein,Chain U, PS II complex 12 kDa extrinsic protein,predicted protein [Thalassiosira pseudonana CCMP1335]	0.135	10	0.002	1	1	175
gi|116739935|gb|ABK20805.1|,gi|118411188|ref|YP_874582.1|,gi|2050584532|gb|QWM93073.1|,gi|125863543|sp|A0T0X0.1|CH60_THAPS	60 kDa chaperonin (chloroplast) [Thalassiosira pseudonana],chaperonin GroEL (chloroplast) [Thalassiosira pseudonana],60 KDa chaperonin (chloroplast) [Thalassiosira pseudonana],RecName: Full=Chaperonin GroEL, chloroplastic; AltName: Full=60 kDa chaperonin; AltName: Full=Chaperonin-60; Short=Cpn60	0.134	9	4.17e-4	5	5	176
gi|136429|sp|P00761|TRYP_PIG	(CONTAMINANT) Trypsin precursor	0.087	9	9.60e-4	4	4	177
gi|209583632|gb|ACI64318.1|,gi|224011653|ref|XP_002295601.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.154	9	6.68e-4	7	7	178
gi|209586202|gb|ACI64887.1|,gi|224004326|ref|XP_002295814.1|,gi|220975304|gb|EED93632.1|,gi|224009752|ref|XP_002293834.1|,gi|224008100|ref|XP_002293009.1|,gi|220970506|gb|EED88843.1|,gi|209585756|gb|ACI64441.1|,gi|220971135|gb|EED89470.1|,gi|224005038|ref|XP_002296170.1|,gi|223997046|ref|XP_002288196.1|,gi|224004146|ref|XP_002295724.1|,gi|209585846|gb|ACI64531.1|	histone H4 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.291	9	0.002	7	7	179
gi|220967775|gb|EED86151.1|,gi|116739885|gb|ABK20755.1|,gi|2050584441|gb|QWM92982.1|,gi|118411138|ref|YP_874532.1|,gi|224015726|ref|XP_002297511.1|	mg-protoporphyrin IX chelatase [Thalassiosira pseudonana CCMP1335],magnesium-chelatase subunit I (chloroplast) [Thalassiosira pseudonana],magnesium chelatase subunit of protochlorophyllide reductase (chloroplast) [Thalassiosira pseudonana],Mg-protoporyphyrin IX chelatase (chloroplast) [Thalassiosira pseudonana]	0.283	9	6.28e-4	7	7	180
gi|220968788|gb|EED87132.1|,gi|224013544|ref|XP_002296436.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.217	9	7.08e-4	3	3	181
gi|220969459|gb|EED87800.1|,gi|224012735|ref|XP_002295020.1|	Hypothetical protein THAPSDRAFT_30659 [Thalassiosira pseudonana CCMP1335],THAPSDRAFT_30659 [Thalassiosira pseudonana CCMP1335]	0.215	9	7.57e-4	4	4	182
gi|220972615|gb|EED90947.1|,gi|224006271|ref|XP_002292096.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.373	9	0.002	5	5	183
gi|220972664|gb|EED90996.1|,gi|224006369|ref|XP_002292145.1|	sulfolipid biosynthesis protein [Thalassiosira pseudonana CCMP1335]	0.175	9	4.80e-4	7	7	184
gi|220973450|gb|EED91781.1|,gi|224004005|ref|XP_002291674.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.222	9	3.76e-4	9	9	185
gi|220975173|gb|EED93502.1|,gi|224000585|ref|XP_002289965.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.172	9	5.68e-4	9	8	186
gi|2636060176|dbj|BEV25232.1|	bestrophin [Thalassiosira pseudonana]	0.153	9	5.06e-4	9	8	186
gi|220977638|gb|EED95964.1|,gi|223993279|ref|XP_002286323.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.182	9	3.37e-4	7	7	187
gi|223995731|ref|XP_002287539.1|,gi|220976655|gb|EED94982.1|	cyclophilin-type peptidyl-prolyl cis-trans isomerase [Thalassiosira pseudonana CCMP1335]	0.301	9	0.001	8	8	188
gi|223997044|ref|XP_002288195.1|,gi|220975303|gb|EED93631.1|	histone H2B [Thalassiosira pseudonana CCMP1335]	0.233	9	0.002	6	6	189
gi|220974278|gb|EED92608.1|,gi|224002368|ref|XP_002290856.1|,gi|220970505|gb|EED88842.1|,gi|209586203|gb|ACI64888.1|,gi|224004324|ref|XP_002295813.1|,gi|224005040|ref|XP_002296171.1|,gi|209585845|gb|ACI64530.1|,gi|224009750|ref|XP_002293833.1|	histone H2B [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.233	9	0.002	6	6	189
gi|223997688|ref|XP_002288517.1|,gi|220975625|gb|EED93953.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.182	9	0.001	5	5	190
gi|2873343189|pdb|8ZEH|J	Chain J, Fucoxanthin chl a/c light-harvesting protein	0.213	9	0.001	5	5	190
gi|223999031|ref|XP_002289188.1|,gi|220974396|gb|EED92725.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.127	9	5.39e-4	4	4	191
gi|224001232|ref|XP_002290288.1|,gi|220973710|gb|EED92040.1|	glyceraldehyde-3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.128	9	6.44e-4	6	5	192
gi|224001278|ref|XP_002290311.1|,gi|220973733|gb|EED92063.1|	enolase [Thalassiosira pseudonana CCMP1335]	0.266	9	5.08e-4	6	6	193
gi|224015252|ref|XP_002297284.1|,gi|220968078|gb|EED86434.1|	hypothetical protein THAPSDRAFT_bd1766 [Thalassiosira pseudonana CCMP1335]	0.041	9	5.41e-4	6	6	194
gi|118411126|ref|YP_874520.1|,gi|220967780|gb|EED86156.1|,gi|125987744|sp|A0T0Q8.1|RR2_THAPS,gi|224015736|ref|XP_002297516.1|,gi|2050584453|gb|QWM92994.1|,gi|116739873|gb|ABK20743.1|	ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana],RR2, ribosomal protein 2 [Thalassiosira pseudonana CCMP1335],RecName: Full=Small ribosomal subunit protein uS2c; AltName: Full=30S ribosomal protein S2, chloroplastic,30S ribosomal protein S2 (chloroplast) [Thalassiosira pseudonana]	0.137	8	8.68e-4	6	6	195
gi|118411190|ref|YP_874584.1|,gi|116739937|gb|ABK20807.1|,gi|125987628|sp|A0T0X2.1|RK3_THAPS	ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL3c; AltName: Full=50S ribosomal protein L3, chloroplastic	0.261	8	9.52e-4	3	3	196
gi|2050584530|gb|QWM93071.1|	ribosomal protein L3 (chloroplast) [Thalassiosira pseudonana]	0.249	8	9.08e-4	3	3	196
gi|220968643|gb|EED86989.1|,gi|224014250|ref|XP_002296788.1|	glutathione s-transferase [Thalassiosira pseudonana CCMP1335]	0.113	8	8.28e-4	4	4	197
gi|220973173|gb|EED91504.1|,gi|224003451|ref|XP_002291397.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.173	8	8.31e-4	2	2	198
gi|220975818|gb|EED94146.1|,gi|223998074|ref|XP_002288710.1|	hypothetical protein THAPSDRAFT_21646 [Thalassiosira pseudonana CCMP1335]	0.221	8	3.18e-4	5	5	199
gi|223994401|ref|XP_002286884.1|,gi|220978199|gb|EED96525.1|	light-repressed protein a [Thalassiosira pseudonana CCMP1335]	0.192	8	9.95e-4	3	3	200
gi|223995691|ref|XP_002287519.1|,gi|220976635|gb|EED94962.1|,gi|313471265|sp|B8BVM7.1|EFTS1_THAPS	predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Elongation factor Ts 1, mitochondrial; Short=EF-Ts 1; Short=EF-TsMt 1	0.242	8	5.49e-4	5	5	201
gi|224000653|ref|XP_002289999.1|,gi|220975207|gb|EED93536.1|	vacuolar ATPase [Thalassiosira pseudonana CCMP1335]	0.091	8	3.89e-4	3	3	202
gi|224000667|ref|XP_002290006.1|,gi|220975214|gb|EED93543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.071	8	1.44e-4	5	5	203
gi|224000728|ref|XP_002290036.1|,gi|220973458|gb|EED91788.1|,gi|220973902|gb|EED92232.1|,gi|224001616|ref|XP_002290480.1|	cation transporting ATPase, partial [Thalassiosira pseudonana CCMP1335],predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.115	8	2.09e-4	5	3	204
gi|224000946|ref|XP_002290145.1|,gi|220973567|gb|EED91897.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana CCMP1335]	0.191	8	3.19e-4	7	7	205
gi|589908238|dbj|BAO52743.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana]	0.185	8	3.08e-4	7	7	205
gi|224006554|ref|XP_002292237.1|,gi|220971879|gb|EED90212.1|	tubulin alpha [Thalassiosira pseudonana CCMP1335]	0.108	8	4.36e-4	3	3	206
gi|224013492|ref|XP_002296410.1|,gi|220968762|gb|EED87106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.226	8	0.001	2	2	207
gi|2050584500|gb|QWM93041.1|,gi|116739967|gb|ABK20837.1|,gi|118411220|ref|YP_874614.1|	ATP-binding subunit of Clp protease (chloroplast) [Thalassiosira pseudonana],ATP-dependent clp protease ATP-binding subunit (chloroplast) [Thalassiosira pseudonana],Clp protease ATP binding subunit (chloroplast) [Thalassiosira pseudonana]	0.084	7	1.91e-4	5	5	208
gi|2050584527|gb|QWM93068.1|,gi|116739940|gb|ABK20810.1|,gi|118411193|ref|YP_874587.1|,gi|125987575|sp|A0T0X5.1|RK2_THAPS	ribosomal protein L2 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L2 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL2c; AltName: Full=50S ribosomal protein L2, chloroplastic	0.233	7	6.27e-4	3	3	209
gi|220969619|gb|EED87959.1|,gi|224011892|ref|XP_002294599.1|	RS3A, ribosomal protein 3A 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.247	7	6.66e-4	4	4	210
gi|220970014|gb|EED88353.1|,gi|224011124|ref|XP_002294519.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	7	1.78e-4	5	5	211
gi|220973226|gb|EED91557.1|,gi|224003557|ref|XP_002291450.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.221	7	4.05e-4	6	6	212
gi|220975340|gb|EED93668.1|,gi|223997118|ref|XP_002288232.1|	fucoxanthin chlorophyll a/c light-harvesting protein, major type [Thalassiosira pseudonana CCMP1335]	0.211	7	8.89e-4	3	3	213
gi|2599405845|pdb|8IWH|2,gi|2599405846|pdb|8IWH|8,gi|2599405844|pdb|8IWH|9,gi|2599405847|pdb|8IWH|1	Chain 2, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 8, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 9, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 1, Fucoxanthin chlorophyll a/c light-harvesting protein, major type	0.212	7	8.93e-4	3	3	213
gi|220976371|gb|EED94698.1|,gi|223995143|ref|XP_002287255.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.123	7	4.33e-4	4	4	214
gi|220977307|gb|EED95633.1|,gi|223992617|ref|XP_002285992.1|	aspartate aminotransferase [Thalassiosira pseudonana CCMP1335]	0.125	7	4.22e-4	3	3	215
gi|220978394|gb|EED96720.1|,gi|223994791|ref|XP_002287079.1|	proteasome subunit alpha type 3 [Thalassiosira pseudonana CCMP1335]	0.190	7	6.29e-4	5	5	216
gi|223992685|ref|XP_002286026.1|,gi|220977341|gb|EED95667.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.230	7	4.26e-4	6	6	217
gi|223993855|ref|XP_002286611.1|,gi|220977926|gb|EED96252.1|	oxidoreductase [Thalassiosira pseudonana CCMP1335]	0.210	7	3.89e-4	6	6	217
gi|223994047|ref|XP_002286707.1|,gi|220978022|gb|EED96348.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.183	7	5.54e-4	4	2	218
gi|223995685|ref|XP_002287516.1|,gi|220976632|gb|EED94959.1|	metalloprotease, partial [Thalassiosira pseudonana CCMP1335]	0.090	7	2.97e-4	4	4	219
