Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|223994533|ref|XP_002286950.1|,gi|220978265|gb|EED96591.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	17	0.002	12	12	97
gi|223995629|ref|XP_002287488.1|,gi|220976604|gb|EED94931.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.311	17	0.002	9	9	98
gi|224009237|ref|XP_002293577.1|,gi|220970977|gb|EED89313.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.456	17	0.002	10	10	99
gi|2873343190|pdb|8ZEH|K	Chain K, Fucoxanthin chlorophyll a/c light-harvesting protein	0.341	17	0.003	8	0	100
gi|220969384|gb|EED87725.1|,gi|224012585|ref|XP_002294945.1|	hypothetical protein THAPSDRAFT_26051 [Thalassiosira pseudonana CCMP1335]	0.221	16	0.001	11	11	101
gi|220977932|gb|EED96258.1|,gi|223993867|ref|XP_002286617.1|	hypothetical protein THAPSDRAFT_267952 [Thalassiosira pseudonana CCMP1335]	0.206	16	5.83e-4	9	9	102
gi|223997044|ref|XP_002288195.1|,gi|220975303|gb|EED93631.1|	histone H2B [Thalassiosira pseudonana CCMP1335]	0.308	16	0.004	12	12	103
gi|220974278|gb|EED92608.1|,gi|224002368|ref|XP_002290856.1|,gi|220970505|gb|EED88842.1|,gi|209586203|gb|ACI64888.1|,gi|224004324|ref|XP_002295813.1|,gi|224005040|ref|XP_002296171.1|,gi|209585845|gb|ACI64530.1|,gi|224009750|ref|XP_002293833.1|	histone H2B [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.308	16	0.004	12	12	103
gi|224000387|ref|XP_002289866.1|,gi|220975074|gb|EED93403.1|	alpha enolase [Thalassiosira pseudonana CCMP1335]	0.284	16	0.001	10	9	104
gi|224000942|ref|XP_002290143.1|,gi|220973565|gb|EED91895.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.359	16	0.003	5	5	105
gi|224007998|ref|XP_002292958.1|,gi|220971084|gb|EED89419.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.120	16	0.002	6	6	106
gi|224008957|ref|XP_002293437.1|,gi|220970837|gb|EED89173.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.187	16	0.001	9	3	107
gi|224010828|ref|XP_002294371.1|,gi|220969866|gb|EED88205.1|	pyruvate carboxylase-like protein [Thalassiosira pseudonana CCMP1335]	0.192	16	4.10e-4	12	12	108
gi|2438243983|gb|WCI13889.1|,gi|220968077|gb|EED86433.1|,gi|224015250|ref|XP_002297283.1|	theta carbonic anhydrase 3 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.242	16	0.002	7	7	109
gi|220969619|gb|EED87959.1|,gi|224011892|ref|XP_002294599.1|	RS3A, ribosomal protein 3A 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.367	15	0.002	9	9	110
gi|220971171|gb|EED89506.1|,gi|224008172|ref|XP_002293045.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.319	15	0.002	11	11	111
gi|223993143|ref|XP_002286255.1|,gi|220977570|gb|EED95896.1|	adenine nucleotide translocator; ATP/ADP translocase [Thalassiosira pseudonana CCMP1335]	0.252	15	0.001	8	8	112
gi|223999031|ref|XP_002289188.1|,gi|220974396|gb|EED92725.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.243	15	0.001	6	6	113
gi|224005631|ref|XP_002291776.1|,gi|220972295|gb|EED90627.1|	inorganic pyrophosphatase [Thalassiosira pseudonana CCMP1335]	0.362	15	0.002	7	7	114
gi|224011888|ref|XP_002294597.1|,gi|220969617|gb|EED87957.1|	hypothetical protein THAPSDRAFT_25629 [Thalassiosira pseudonana CCMP1335]	0.177	15	5.62e-4	11	11	115
gi|2873343215|pdb|8ZET|l,gi|2873343200|pdb|8ZEH|l	Chain l, Photosystem I reaction center subunit XI	0.185	15	0.003	1	1	116
gi|116739910|gb|ABK20780.1|,gi|125964704|sp|A0T0U5.1|PSAL_THAPS,gi|2050584416|gb|QWM92957.1|,gi|2843533624|pdb|8XLS|L,gi|220967791|gb|EED86167.1|,gi|118411163|ref|YP_874557.1|,gi|224015758|ref|XP_002297527.1|	photosystem I protein L (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I reaction center subunit XI; AltName: Full=PSI subunit V; AltName: Full=PSI-L,subunit XI of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain L, Photosystem I reaction center subunit XI,predicted protein [Thalassiosira pseudonana CCMP1335],photosystem I subunit XI (chloroplast) [Thalassiosira pseudonana]	0.182	15	0.003	1	1	116
gi|4093213|gb|AAC99783.1|	ribulose-1,5-carboxylase/oxygenase large subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.420	15	0.003	13	2	117
gi|220972894|gb|EED91225.1|,gi|224002893|ref|XP_002291118.1|	HSP90 family member [Thalassiosira pseudonana CCMP1335]	0.129	14	5.86e-4	12	9	118
gi|220977460|gb|EED95786.1|,gi|223992923|ref|XP_002286145.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.422	14	0.002	10	10	119
gi|220977677|gb|EED96003.1|,gi|223993357|ref|XP_002286362.1|	tubulin beta [Thalassiosira pseudonana CCMP1335]	0.225	14	9.22e-4	7	7	120
gi|223995685|ref|XP_002287516.1|,gi|220976632|gb|EED94959.1|	metalloprotease, partial [Thalassiosira pseudonana CCMP1335]	0.115	14	7.13e-4	6	6	121
gi|224013492|ref|XP_002296410.1|,gi|220968762|gb|EED87106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.226	14	0.002	2	2	122
gi|2873343212|pdb|8ZET|g,gi|2873343197|pdb|8ZEH|g	Chain g, Photosystem I reaction center subunit Psa29	0.664	14	0.003	7	7	123
gi|220976502|gb|EED94829.1|,gi|223995405|ref|XP_002287386.1|,gi|2843533626|pdb|8XLS|W	hypothetical protein THAPSDRAFT_268304 [Thalassiosira pseudonana CCMP1335],Chain W, Photosystem I reaction center subunit Psa29	0.463	14	0.002	7	7	123
gi|118411153|ref|YP_874547.1|,gi|224015766|ref|XP_002297531.1|,gi|2050584426|gb|QWM92967.1|,gi|2843533619|pdb|8XLS|D,gi|220967795|gb|EED86171.1|,gi|116739900|gb|ABK20770.1|	photosystem I subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],subunit II of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain D, Photosystem I reaction center subunit II,photosystem I ferredoxin-binding protein (chloroplast) [Thalassiosira pseudonana]	0.417	13	0.003	10	5	124
gi|220970841|gb|EED89177.1|,gi|224008965|ref|XP_002293441.1|	RL6, ribosomal protein 6, partial [Thalassiosira pseudonana CCMP1335]	0.253	13	0.002	5	5	125
gi|220970944|gb|EED89280.1|,gi|224009171|ref|XP_002293544.1|	RS8, ribosomal protein 8 [Thalassiosira pseudonana CCMP1335]	0.270	13	0.002	10	10	126
gi|220974544|gb|EED92873.1|,gi|223999327|ref|XP_002289336.1|	CPSase [Thalassiosira pseudonana CCMP1335]	0.134	13	2.59e-4	12	12	127
gi|220977709|gb|EED96035.1|,gi|223993421|ref|XP_002286394.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.177	13	3.93e-4	6	6	128
gi|224007002|ref|XP_002292461.1|,gi|220972103|gb|EED90436.1|	adenosine kinase [Thalassiosira pseudonana CCMP1335]	0.427	13	0.001	8	8	129
gi|2050584500|gb|QWM93041.1|,gi|116739967|gb|ABK20837.1|,gi|118411220|ref|YP_874614.1|	ATP-binding subunit of Clp protease (chloroplast) [Thalassiosira pseudonana],ATP-dependent clp protease ATP-binding subunit (chloroplast) [Thalassiosira pseudonana],Clp protease ATP binding subunit (chloroplast) [Thalassiosira pseudonana]	0.111	12	3.93e-4	10	10	130
gi|220970459|gb|EED88796.1|,gi|224009658|ref|XP_002293787.1|	phosphoadenosine-phosphosulphate reductase [Thalassiosira pseudonana CCMP1335]	0.352	12	8.10e-4	9	9	131
gi|220973450|gb|EED91781.1|,gi|224004005|ref|XP_002291674.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.220	12	6.02e-4	10	10	132
gi|220975801|gb|EED94129.1|,gi|220970680|gb|EED89017.1|,gi|224010100|ref|XP_002294008.1|,gi|223998040|ref|XP_002288693.1|	histone H2A [Thalassiosira pseudonana CCMP1335]	0.298	12	0.003	2	1	133
gi|209585850|gb|ACI64535.1|,gi|224004334|ref|XP_002295818.1|,gi|209586198|gb|ACI64883.1|,gi|224005030|ref|XP_002296166.1|	histone H2A [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335]	0.298	12	0.003	2	1	133
gi|220977165|gb|EED95492.1|,gi|223996751|ref|XP_002288049.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.166	12	6.56e-4	9	9	134
gi|224000067|ref|XP_002289706.1|,gi|220974914|gb|EED93243.1|	RS9, ribosomal protein 9 [Thalassiosira pseudonana CCMP1335]	0.205	12	0.002	6	6	135
gi|224009329|ref|XP_002293623.1|,gi|220971023|gb|EED89359.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.223	12	8.33e-4	7	7	136
gi|2599405855|pdb|8J0D|4	Chain 4, Fucoxanthin-chlorophyll a-c binding protein, plastid	0.583	12	0.002	6	6	137
gi|220977139|gb|EED95466.1|,gi|2599405833|pdb|8IWH|4,gi|223996699|ref|XP_002288023.1|	fucoxanthin-chlorophyll a-c binding protein, plastid precursor [Thalassiosira pseudonana CCMP1335],Chain 4, Fucoxanthin-chlorophyll a-c binding protein, plastid	0.485	12	0.002	6	6	137
gi|2873343206|pdb|8ZET|a,gi|2873343193|pdb|8ZEH|a	Chain a, Photosystem I P700 chlorophyll a apoprotein A1	0.070	12	4.78e-4	4	2	138
gi|2843533616|pdb|8XLS|A,gi|116739843|gb|ABK20713.1|,gi|125959466|sp|A0T0M8.1|PSAA_THAPS,gi|2050584483|gb|QWM93024.1|,gi|118411096|ref|YP_874490.1|	Chain A, Photosystem I P700 chlorophyll a apoprotein A1,photosystem I p700 chlorophyll A apoprotein A (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I P700 chlorophyll a apoprotein A1; AltName: Full=PSI-A; AltName: Full=PsaA,P700 apoprotein A1 of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I P700 chlorophyll a apoprotein A1 (chloroplast) [Thalassiosira pseudonana]	0.069	12	4.72e-4	4	2	138
gi|116739966|gb|ABK20836.1|,gi|125987661|sp|A0T101.1|RR10_THAPS,gi|2050584501|gb|QWM93042.1|,gi|118411219|ref|YP_874613.1|	30S ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS10c; AltName: Full=30S ribosomal protein S10, chloroplastic,ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana]	0.215	11	0.003	3	3	139
gi|220972372|gb|EED90704.1|,gi|224005785|ref|XP_002291853.1|	probable serine protease inhibitor [Thalassiosira pseudonana CCMP1335]	0.183	11	6.69e-4	6	6	140
gi|224006249|ref|XP_002292085.1|,gi|220972604|gb|EED90936.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.178	11	9.98e-4	6	6	140
gi|220972664|gb|EED90996.1|,gi|224006369|ref|XP_002292145.1|	sulfolipid biosynthesis protein [Thalassiosira pseudonana CCMP1335]	0.193	11	7.04e-4	8	8	141
gi|220973545|gb|EED91875.1|,gi|224000902|ref|XP_002290123.1|	RL4e, ribosomal protein 4e 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.217	11	8.61e-4	6	6	142
gi|220977410|gb|EED95736.1|,gi|223992823|ref|XP_002286095.1|	guanine nucleotide binding protein beta subunit-like protein [Thalassiosira pseudonana CCMP1335]	0.255	11	9.98e-4	4	4	143
gi|223998112|ref|XP_002288729.1|,gi|220975837|gb|EED94165.1|	fucoxanthin chlorophyll a/c protein 6 [Thalassiosira pseudonana CCMP1335]	0.328	11	0.002	7	7	144
gi|2599405856|pdb|8J0D|5	Chain 5, Fucoxanthin chlorophyll a/c protein 6	0.412	11	0.002	7	7	144
gi|2599405834|pdb|8IWH|5	Chain 5, Fucoxanthin chlorophyll a/c protein 6	0.344	11	0.002	7	7	144
gi|224000862|ref|XP_002290103.1|,gi|220973525|gb|EED91855.1|	hypothetical protein THAPSDRAFT_268840 [Thalassiosira pseudonana CCMP1335]	0.302	11	0.002	6	6	145
gi|224012385|ref|XP_002294845.1|,gi|220969284|gb|EED87625.1|	fucoxanthin chlorophyll a/c protein 4 [Thalassiosira pseudonana CCMP1335]	0.108	11	0.002	4	0	146
gi|224014072|ref|XP_002296699.1|,gi|220968554|gb|EED86900.1|	phosphoglycerate kinase precursor [Thalassiosira pseudonana CCMP1335]	0.222	11	8.01e-4	7	4	147
gi|98990387|gb|ABF60262.1|	PSbC, partial [Thalassiosira pseudonana]	0.193	11	9.68e-4	8	0	148
gi|118411203|ref|YP_874597.1|,gi|2050584517|gb|QWM93058.1|,gi|116739950|gb|ABK20820.1|,gi|224493190|sp|A0T0Y5.1|RK5_THAPS	ribosomal protein L5 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L5 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL5c; AltName: Full=50S ribosomal protein L5, chloroplastic	0.303	10	0.001	7	7	149
gi|2050584527|gb|QWM93068.1|,gi|116739940|gb|ABK20810.1|,gi|118411193|ref|YP_874587.1|,gi|125987575|sp|A0T0X5.1|RK2_THAPS	ribosomal protein L2 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L2 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL2c; AltName: Full=50S ribosomal protein L2, chloroplastic	0.295	10	0.001	5	5	150
gi|209583588|gb|ACI64274.1|,gi|224011565|ref|XP_002295557.1|	glycine or serine hydroxymethyltransferase, serine methylase [Thalassiosira pseudonana CCMP1335]	0.109	10	5.57e-4	7	7	151
gi|220975807|gb|EED94135.1|,gi|223998052|ref|XP_002288699.1|	glycine decarboxylase p-protein [Thalassiosira pseudonana CCMP1335]	0.079	10	3.04e-4	9	9	152
gi|220977638|gb|EED95964.1|,gi|223993279|ref|XP_002286323.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.166	10	4.49e-4	7	7	153
gi|223996381|ref|XP_002287864.1|,gi|220976980|gb|EED95307.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.112	10	8.10e-4	2	2	154
gi|223996559|ref|XP_002287953.1|,gi|220977069|gb|EED95396.1|	RL7, ribosomal protein 7 [Thalassiosira pseudonana CCMP1335]	0.237	10	0.001	6	6	155
gi|223998332|ref|XP_002288839.1|,gi|220975947|gb|EED94275.1|	RT15, ribosomal protein 15 mitochondrial small ribosomal subunit, partial [Thalassiosira pseudonana CCMP1335]	0.211	10	0.003	8	8	156
gi|224001232|ref|XP_002290288.1|,gi|220973710|gb|EED92040.1|	glyceraldehyde-3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.122	10	8.60e-4	3	3	157
gi|224001684|ref|XP_002290514.1|,gi|220973936|gb|EED92266.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.195	10	0.001	5	5	158
gi|224001804|ref|XP_002290574.1|,gi|220973996|gb|EED92326.1|	triosephosphate isomerase/glyceraldehyde-3-phosphate dehydrogenase precursor [Thalassiosira pseudonana CCMP1335]	0.174	10	4.81e-4	6	3	159
gi|224012791|ref|XP_002295048.1|,gi|220969487|gb|EED87828.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.244	10	7.28e-4	7	7	160
gi|224013108|ref|XP_002295206.1|,gi|220969168|gb|EED87510.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.176	10	9.16e-4	8	8	161
gi|2873343218|pdb|8ZET|B,gi|2873343182|pdb|8ZEH|B	Chain B, Fucoxanthin chlorophyll a/c-binding protein Lhcq8	0.370	10	0.002	8	8	162
gi|224006233|ref|XP_002292077.1|,gi|220972596|gb|EED90928.1|,gi|2843533632|pdb|8XLS|5	predicted protein [Thalassiosira pseudonana CCMP1335],Chain 5, Fucoxanthin chlorophyll a/c-binding protein Lhcq8	0.314	10	0.002	8	8	162
gi|136429|sp|P00761|TRYP_PIG	(CONTAMINANT) Trypsin precursor	0.216	9	0.001	4	4	163
gi|220969917|gb|EED88256.1|,gi|224010930|ref|XP_002294422.1|	3-isopropylmalate dehydratase [Thalassiosira pseudonana CCMP1335]	0.097	9	3.30e-4	5	5	164
gi|220970014|gb|EED88353.1|,gi|224011124|ref|XP_002294519.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.034	9	2.75e-4	4	4	165
gi|220973226|gb|EED91557.1|,gi|224003557|ref|XP_002291450.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.190	9	6.25e-4	5	5	166
gi|220974845|gb|EED93174.1|,gi|223999929|ref|XP_002289637.1|	hypothetical protein THAPSDRAFT_262059, partial [Thalassiosira pseudonana CCMP1335]	0.111	9	6.18e-4	5	5	167
gi|220975173|gb|EED93502.1|,gi|224000585|ref|XP_002289965.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.238	9	6.82e-4	7	5	168
gi|2636060176|dbj|BEV25232.1|	bestrophin [Thalassiosira pseudonana]	0.212	9	6.08e-4	7	5	168
gi|223992519|ref|XP_002285943.1|,gi|220977258|gb|EED95584.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.188	9	7.83e-4	5	5	169
gi|224001010|ref|XP_002290177.1|,gi|220973599|gb|EED91929.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.120	9	6.65e-4	6	6	170
gi|224009323|ref|XP_002293620.1|,gi|220971020|gb|EED89356.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.179	9	6.90e-4	7	1	171
AAZ27295.1,sp|Q486F9.1|DNAK1_COLP3,WP_011042150.1	chaperone protein DnaK [Colwellia psychrerythraea 34H],RecName: Full=Chaperone protein DnaK 1; AltName: Full=HSP70 1; AltName: Full=Heat shock 70 kDa protein 1; AltName: Full=Heat shock protein 70 1,molecular chaperone DnaK [Colwellia psychrerythraea]	0.025	8	3.74e-4	4	4	172
gi|116739935|gb|ABK20805.1|,gi|118411188|ref|YP_874582.1|,gi|2050584532|gb|QWM93073.1|,gi|125863543|sp|A0T0X0.1|CH60_THAPS	60 kDa chaperonin (chloroplast) [Thalassiosira pseudonana],chaperonin GroEL (chloroplast) [Thalassiosira pseudonana],60 KDa chaperonin (chloroplast) [Thalassiosira pseudonana],RecName: Full=Chaperonin GroEL, chloroplastic; AltName: Full=60 kDa chaperonin; AltName: Full=Chaperonin-60; Short=Cpn60	0.207	8	4.46e-4	6	6	173
gi|209583499|gb|ACI64185.1|,gi|224011387|ref|XP_002295468.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.171	8	9.00e-4	3	3	174
gi|220968739|gb|EED87083.1|,gi|224013446|ref|XP_002296387.1|	dead box family RNA helicase [Thalassiosira pseudonana CCMP1335]	0.155	8	5.46e-4	6	6	175
gi|220973173|gb|EED91504.1|,gi|224003451|ref|XP_002291397.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.173	8	9.98e-4	2	2	176
gi|220973712|gb|EED92042.1|,gi|224001236|ref|XP_002290290.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.151	8	2.86e-4	6	6	177
gi|220974594|gb|EED92923.1|,gi|223999427|ref|XP_002289386.1|	hypothetical protein THAPSDRAFT_268713 [Thalassiosira pseudonana CCMP1335]	0.171	8	7.24e-4	6	6	178
gi|220975010|gb|EED93339.1|,gi|224000259|ref|XP_002289802.1|	hypothetical protein THAPSDRAFT_27892 [Thalassiosira pseudonana CCMP1335]	0.090	8	5.20e-4	4	4	179
gi|220975449|gb|EED93777.1|,gi|223997336|ref|XP_002288341.1|	phosphoglycerate kinase [Thalassiosira pseudonana CCMP1335]	0.047	8	6.13e-4	3	3	180
gi|220976243|gb|EED94570.1|,gi|223994887|ref|XP_002287127.1|	RS18, ribosomal protein 18 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.240	8	0.002	3	3	181
gi|220976988|gb|EED95315.1|,gi|223996397|ref|XP_002287872.1|	RS7, ribosomal protein 7 [Thalassiosira pseudonana CCMP1335]	0.271	8	0.001	4	4	182
gi|223995069|ref|XP_002287218.1|,gi|220976334|gb|EED94661.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.257	8	0.002	5	5	183
gi|223999105|ref|XP_002289225.1|,gi|220974433|gb|EED92762.1|	glutamate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.135	8	4.69e-4	2	2	184
gi|223999219|ref|XP_002289282.1|,gi|220974490|gb|EED92819.1|	phosphofructokinase [Thalassiosira pseudonana CCMP1335]	0.265	8	5.81e-4	4	4	185
gi|224000728|ref|XP_002290036.1|,gi|220973458|gb|EED91788.1|,gi|220973902|gb|EED92232.1|,gi|224001616|ref|XP_002290480.1|	cation transporting ATPase, partial [Thalassiosira pseudonana CCMP1335],predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.126	8	2.51e-4	6	5	186
gi|224002643|ref|XP_002290993.1|,gi|220972769|gb|EED91100.1|	triose-phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.189	8	8.42e-4	5	5	187
gi|224003529|ref|XP_002291436.1|,gi|220973212|gb|EED91543.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.094	8	7.44e-4	4	4	188
gi|224003669|ref|XP_002291506.1|,gi|220973282|gb|EED91613.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.216	8	6.02e-4	7	7	189
gi|224004316|ref|XP_002295809.1|,gi|209585841|gb|ACI64526.1|	chaperone, heat shock protein 70 [Thalassiosira pseudonana CCMP1335]	0.076	8	3.53e-4	4	4	190
gi|224005613|ref|XP_002291767.1|,gi|220972286|gb|EED90618.1|	putative v-type h-ATPase subunit [Thalassiosira pseudonana CCMP1335]	0.156	8	0.001	2	2	191
gi|224009668|ref|XP_002293792.1|,gi|220970464|gb|EED88801.1|	RS6, ribosomal protein 6 [Thalassiosira pseudonana CCMP1335]	0.152	8	9.74e-4	5	5	192
gi|224009880|ref|XP_002293898.1|,gi|220970570|gb|EED88907.1|	RS5, ribosomal protein 5 [Thalassiosira pseudonana CCMP1335]	0.271	8	0.001	4	4	193
gi|224011854|ref|XP_002294580.1|,gi|2843533630|pdb|8XLS|3,gi|220969600|gb|EED87940.1|	pt17531-like protein [Thalassiosira pseudonana CCMP1335],Chain 3, Pt17531-like protein	0.332	8	0.001	7	7	194
gi|2873343203|pdb|8ZEH|D,gi|2873343220|pdb|8ZET|D	Chain D, Pt17531-like protein	0.396	8	0.001	7	7	194
gi|224014381|ref|XP_002296853.1|,gi|220968490|gb|EED86837.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.164	8	0.001	5	5	195
gi|2438237389|gb|WCI13888.1|	theta carbonic anhydrase 2 [Thalassiosira pseudonana CCMP1335]	0.214	8	6.50e-4	7	7	196
gi|220977366|gb|EED95692.1|,gi|223992735|ref|XP_002286051.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.092	8	2.78e-4	7	7	196
gi|2873343186|pdb|8ZEH|G	Chain G, Fucoxanthin chl a/c light-harvesting protein, lhcr type	0.420	8	0.001	8	8	197
gi|220971995|gb|EED90328.1|,gi|224006786|ref|XP_002292353.1|	fucoxanthin chl a/c light-harvesting protein, lhcr type [Thalassiosira pseudonana CCMP1335]	0.358	8	0.001	8	8	197
gi|2873343188|pdb|8ZEH|I	Chain I, Fucoxanthin chl a/c light-harvesting protein	0.291	8	0.001	4	4	198
gi|220975205|gb|EED93534.1|,gi|224000649|ref|XP_002289997.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.246	8	0.001	4	4	198
gi|589908238|dbj|BAO52743.1|	phosphoenolpyruvate carboxykinase [Thalassiosira pseudonana]	0.135	8	3.70e-4	6	1	199
gi|817090324|gb|AKF17766.1|	PSI P700 apoprotein A1, partial (chloroplast) [Thalassiosira pseudonana]	0.082	8	5.89e-4	2	0	200
gi|817091490|gb|AKF18349.1|	PSI P700 apoprotein A2, partial (chloroplast) [Thalassiosira pseudonana]	0.116	8	3.67e-4	4	4	201
gi|2050584482|gb|QWM93023.1|,gi|118411097|ref|YP_874491.1|,gi|220967818|gb|EED86194.1|,gi|125959480|sp|A0T0M9.1|PSAB_THAPS,gi|224015812|ref|XP_002297554.1|,gi|116739844|gb|ABK20714.1|,gi|2843533617|pdb|8XLS|B	P700 apoprotein A2 of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I P700 chlorophyll a apoprotein A2 (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Photosystem I P700 chlorophyll a apoprotein A2; AltName: Full=PSI-B; AltName: Full=PsaB,photosystem I p700 chlorophyll A apoprotein B (chloroplast) [Thalassiosira pseudonana],Chain B, Photosystem I P700 chlorophyll a apoprotein A2	0.102	8	3.23e-4	4	4	201
gi|2873343204|pdb|8ZEH|b,gi|2873343207|pdb|8ZET|b	Chain b, Photosystem I P700 chlorophyll a apoprotein A2	0.102	8	3.23e-4	4	4	201
gi|209583632|gb|ACI64318.1|,gi|224011653|ref|XP_002295601.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.202	7	6.24e-4	6	6	202
gi|209586086|gb|ACI64771.1|,gi|224004806|ref|XP_002296054.1|	cytochrome C peroxidase, partial [Thalassiosira pseudonana CCMP1335]	0.071	7	7.70e-4	4	4	203
gi|220968841|gb|EED87185.1|,gi|224013650|ref|XP_002296489.1|	precursor of hydrogenase lipoamide dehydrogenase, partial [Thalassiosira pseudonana CCMP1335]	0.123	7	4.40e-4	4	4	204
gi|220972615|gb|EED90947.1|,gi|224006271|ref|XP_002292096.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.373	7	0.002	4	4	205
gi|220972918|gb|EED91249.1|,gi|224002941|ref|XP_002291142.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.129	7	4.04e-4	4	4	206
gi|220973968|gb|EED92298.1|,gi|224001748|ref|XP_002290546.1|	hypothetical protein THAPSDRAFT_40630 [Thalassiosira pseudonana CCMP1335]	0.109	7	7.07e-4	3	3	207
gi|220975075|gb|EED93404.1|,gi|224000389|ref|XP_002289867.1|	pyruvate kinase [Thalassiosira pseudonana CCMP1335]	0.137	7	4.06e-4	6	6	208
gi|220975311|gb|EED93639.1|,gi|223997060|ref|XP_002288203.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.129	7	3.70e-4	3	3	209
gi|220975818|gb|EED94146.1|,gi|223998074|ref|XP_002288710.1|	hypothetical protein THAPSDRAFT_21646 [Thalassiosira pseudonana CCMP1335]	0.352	7	3.34e-4	6	6	210
gi|223992877|ref|XP_002286122.1|,gi|220977437|gb|EED95763.1|	cysteine synthase [Thalassiosira pseudonana CCMP1335]	0.273	7	5.83e-4	4	4	211
gi|223993621|ref|XP_002286494.1|,gi|220977809|gb|EED96135.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.139	7	4.04e-4	3	3	212
gi|223994401|ref|XP_002286884.1|,gi|220978199|gb|EED96525.1|	light-repressed protein a [Thalassiosira pseudonana CCMP1335]	0.192	7	0.001	3	3	213
gi|223997688|ref|XP_002288517.1|,gi|220975625|gb|EED93953.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.182	7	9.67e-4	2	2	214
