Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ27943.1,WP_011042013.1	hypothetical protein CPS_1176 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3010 family protein [Colwellia]	0.647	40	0.001	13	13	424
WP_011041881.1,AAZ24181.1	c-type cytochrome biogenesis protein CcmI [Colwellia psychrerythraea],putative cytochromre c biogenesis protein [Colwellia psychrerythraea 34H]	0.373	40	4.24e-4	12	12	425
sp|Q47VJ9.1|PDXA_COLP3,WP_011045254.1,AAZ28186.1	RecName: Full=4-hydroxythreonine-4-phosphate dehydrogenase; AltName: Full=4-(phosphohydroxy)-L-threonine dehydrogenase,4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Colwellia psychrerythraea],pyridoxal phosphate biosynthetic protein PdxA [Colwellia psychrerythraea 34H]	0.399	40	5.63e-4	9	9	426
AAZ24874.1,WP_011044516.1	fumarylacetoacetate hydrolase family protein [Colwellia psychrerythraea 34H],fumarylacetoacetate hydrolase family protein [Colwellia psychrerythraea]	0.617	39	5.43e-4	13	13	427
AAZ25963.1,WP_011045691.1,sp|Q47UB2.1|RPOZ_COLP3	DNA-directed RNA polymerase, omega subunit [Colwellia psychrerythraea 34H],MULTISPECIES: DNA-directed RNA polymerase subunit omega [Colwellia],RecName: Full=DNA-directed RNA polymerase subunit omega; Short=RNAP omega subunit; AltName: Full=RNA polymerase omega subunit; AltName: Full=Transcriptase subunit omega	0.937	39	0.002	7	7	428
AAZ27300.1,WP_011042774.1	CBS domain protein [Colwellia psychrerythraea 34H],MULTISPECIES: CBS domain-containing protein [Colwellia]	0.824	39	0.001	12	12	429
AAZ27852.1,WP_011045584.1	xanthine dehydrogenase, molybdopterin binding subunit [Colwellia psychrerythraea 34H],xanthine dehydrogenase molybdopterin binding subunit [Colwellia psychrerythraea]	0.285	39	2.25e-4	16	16	430
AAZ27914.1,sp|Q47W53.1|UPP_COLP3,WP_011045050.1	uracil phosphoribosyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Uracil phosphoribosyltransferase; AltName: Full=UMP pyrophosphorylase; AltName: Full=UPRTase,MULTISPECIES: uracil phosphoribosyltransferase [Colwellia]	0.716	39	8.60e-4	12	12	431
WP_011041430.1,AAZ27542.1	polysaccharide biosynthesis tyrosine autokinase [Colwellia psychrerythraea],tyrosine-protein kinase [Colwellia psychrerythraea 34H]	0.323	39	2.36e-4	19	19	432
WP_011042033.1,AAZ26687.1	arginase family protein [Colwellia psychrerythraea],arginase family protein [Colwellia psychrerythraea 34H]	0.378	39	4.86e-4	11	11	433
WP_011042070.1,AAZ26672.1	DUF481 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_1233 [Colwellia psychrerythraea 34H]	0.537	39	6.67e-4	11	11	434
WP_011042775.1,AAZ27982.1	MULTISPECIES: P-II family nitrogen regulator [Colwellia],hypothetical protein CPS_1951 [Colwellia psychrerythraea 34H]	0.681	39	0.002	11	11	435
WP_011044505.1,AAZ26539.1	MULTISPECIES: energy transducer TonB [Colwellia],putative TonB protein [Colwellia psychrerythraea 34H]	0.522	39	8.81e-4	12	12	436
WP_011045681.1,AAZ27469.1	MULTISPECIES: DcaP family trimeric outer membrane transporter [Colwellia],hypothetical protein CPS_4962 [Colwellia psychrerythraea 34H]	0.438	39	5.08e-4	12	12	437
AAZ24062.1,WP_011045675.1	cytosol aminopeptidase family protein [Colwellia psychrerythraea 34H],leucyl aminopeptidase family protein [Colwellia psychrerythraea]	0.492	38	3.85e-4	13	13	438
AAZ24533.1,WP_011044287.1	tryptophan synthase, alpha subunit [Colwellia psychrerythraea 34H],MULTISPECIES: tryptophan synthase subunit alpha [Colwellia]	0.603	38	6.18e-4	13	13	439
AAZ28349.1,WP_011041340.1	ribulose-phosphate 3-epimerase [Colwellia psychrerythraea 34H],ribulose-phosphate 3-epimerase [Colwellia psychrerythraea]	0.491	38	7.78e-4	8	8	440
WP_011041278.1,AAZ24350.1,sp|Q489T9.1|RS18_COLP3	MULTISPECIES: 30S ribosomal protein S18 [Colwelliaceae],ribosomal protein S18 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein bS18; AltName: Full=30S ribosomal protein S18	0.733	38	0.002	8	8	441
WP_011043606.1,AAZ27554.1,sp|Q480K7.1|PYRD_COLP3	quinone-dependent dihydroorotate dehydrogenase [Colwellia psychrerythraea],dihydroorotate dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Dihydroorotate dehydrogenase (quinone); AltName: Full=DHOdehase; Short=DHOD; Short=DHODase; AltName: Full=Dihydroorotate oxidase	0.440	38	5.18e-4	12	12	442
WP_011043645.1,AAZ27271.1	MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Colwellia],FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [Colwellia psychrerythraea 34H]	0.665	38	0.001	9	9	443
WP_011044809.1,AAZ25477.1	MULTISPECIES: signal recognition particle protein [Colwellia],signal recognition particle protein [Colwellia psychrerythraea 34H]	0.350	38	3.76e-4	16	16	444
WP_011045605.1,AAZ26484.1	iminosuccinate reductase BhcD [Colwellia psychrerythraea],putative ornithine cyclodeaminase [Colwellia psychrerythraea 34H]	0.519	38	5.05e-4	13	13	445
gi|34783124|gb|AAH02539.2|	(CONTAMINANT) Keratin 19 [Homo sapiens]	0.157	38	4.20e-4	10	1	446
sp|Q47WC0.1|ISPG_COLP3,WP_011044983.1,AAZ24704.1	RecName: Full=4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin); AltName: Full=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Colwellia],1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase [Colwellia psychrerythraea 34H]	0.471	38	4.63e-4	14	14	447
sp|Q47WN5.1|YGFZ_COLP3,WP_011044868.1,AAZ25357.1	RecName: Full=tRNA-modifying protein YgfZ,tRNA-modifying protein YgfZ [Colwellia psychrerythraea],putative aminomethyltransferase [Colwellia psychrerythraea 34H]	0.531	38	5.38e-4	9	9	448
sp|Q486R8.1|RDGC_COLP3,WP_011042041.1,AAZ28249.1	RecName: Full=Recombination-associated protein RdgC,MULTISPECIES: recombination-associated protein RdgC [Colwellia],recombination associated protein RdgC [Colwellia psychrerythraea 34H]	0.407	38	5.67e-4	11	11	449
sp|Q48A14.1|STHA_COLP3,AAZ24633.1	RecName: Full=Soluble pyridine nucleotide transhydrogenase; Short=STH; AltName: Full=NAD(P)(+) transhydrogenase [B-specific],soluble pyridine nucleotide transhydrogenase [Colwellia psychrerythraea 34H]	0.393	38	3.74e-4	13	13	450
WP_274377085.1	Si-specific NAD(P)(+) transhydrogenase [Colwellia psychrerythraea]	0.385	38	3.67e-4	13	13	450
AAZ24330.1	formyltetrahydrofolate deformylase [Colwellia psychrerythraea 34H]	0.568	37	5.81e-4	11	9	451
WP_420794797.1	formyltetrahydrofolate deformylase [Colwellia psychrerythraea]	0.574	37	5.87e-4	11	9	451
AAZ25926.1,WP_011044869.1	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [Colwellia psychrerythraea 34H],MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Colwellia]	0.301	37	0.001	3	3	452
AAZ28467.1,sp|Q484J7.1|RIMO_COLP3	MiaB-like tRNA modifying enzyme YliG, TIGR01125 [Colwellia psychrerythraea 34H],RecName: Full=Ribosomal protein uS12 methylthiotransferase RimO; Short=uS12 MTTase; Short=uS12 methylthiotransferase; AltName: Full=Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase; AltName: Full=Ribosome maturation factor RimO	0.350	37	3.74e-4	16	0	453
AAZ28682.1,WP_011043960.1	phosphate acetyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: phosphate acetyltransferase [Colwellia]	0.259	37	2.40e-4	16	16	454
WP_011042368.1,AAZ25543.1,sp|Q485J1.1|NUSB_COLP3	MULTISPECIES: transcription antitermination factor NusB [Colwellia],transcription termination/antitermination factor NusB [Colwellia psychrerythraea 34H],RecName: Full=Transcription antitermination protein NusB; AltName: Full=Antitermination factor NusB	0.667	37	0.001	12	12	455
WP_011042543.1,AAZ26584.1,CAV20578.1	MULTISPECIES: DUF493 family protein YbeD [Colwellia],hypothetical protein CPS_1711 [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.724	37	0.002	7	7	456
WP_011045102.1,AAZ28603.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.187	37	2.74e-4	9	7	457
WP_011045222.1,AAZ28318.1	MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Colwellia],acetyltransferase, CysE/LacA/LpxA/NodL family [Colwellia psychrerythraea 34H]	0.486	37	6.81e-4	11	11	458
WP_011045344.1,AAZ28331.1	MULTISPECIES: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Colwellia],RNA methyltransferase, TrmH family, group 3 [Colwellia psychrerythraea 34H]	0.578	37	6.76e-4	13	13	459
sp|Q485H5.1|DAPD_COLP3,AAZ24033.1,WP_011042384.1	RecName: Full=2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase; AltName: Full=Tetrahydrodipicolinate N-succinyltransferase; Short=THDP succinyltransferase; Short=THP succinyltransferase; Short=Tetrahydropicolinate succinylase,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Colwellia]	0.545	37	6.08e-4	12	12	460
AAZ24234.1,WP_011041485.1	arginine N-succinyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: arginine N-succinyltransferase [Colwellia]	0.456	36	4.88e-4	13	13	461
AAZ24755.1,WP_011045542.1	oxygen-independent coproporphyrinogen III oxidase [Colwellia psychrerythraea 34H],MULTISPECIES: oxygen-independent coproporphyrinogen III oxidase [Colwellia]	0.390	36	3.62e-4	16	16	462
AAZ25009.1,WP_011045117.1,sp|Q47VY6.1|GPDA_COLP3	glycerol-3-phosphate dehydrogenase (NAD(P)+) [Colwellia psychrerythraea 34H],MULTISPECIES: NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Colwellia],RecName: Full=Glycerol-3-phosphate dehydrogenase [NAD(P)+]; AltName: Full=NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase; AltName: Full=NAD(P)H-dependent dihydroxyacetone-phosphate reductase	0.572	36	4.94e-4	14	14	463
AAZ25027.1,WP_011043154.1	glyceraldehyde-3-phosphate dehydrogenase, type I [Colwellia psychrerythraea 34H],MULTISPECIES: type I glyceraldehyde-3-phosphate dehydrogenase [Colwellia]	0.479	36	4.94e-4	12	11	464
AAZ25272.1,sp|Q486U3.1|RS20_COLP3,WP_011042016.1	ribosomal protein S20 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein bS20; AltName: Full=30S ribosomal protein S20,MULTISPECIES: 30S ribosomal protein S20 [Colwellia]	0.535	36	0.002	6	6	465
AAZ26485.1,WP_011041932.1,sp|Q487C7.1|THII_COLP3	thiamine biosynthesis protein ThiI [Colwellia psychrerythraea 34H],MULTISPECIES: tRNA uracil 4-sulfurtransferase ThiI [Colwellia],RecName: Full=tRNA sulfurtransferase; AltName: Full=Sulfur carrier protein ThiS sulfurtransferase; AltName: Full=Thiamine biosynthesis protein ThiI; AltName: Full=tRNA 4-thiouridine synthase	0.514	36	3.41e-4	15	15	466
AAZ27203.1,WP_011040919.1	outer membrane protein, OmpW family [Colwellia psychrerythraea 34H],MULTISPECIES: OmpW/AlkL family protein [Colwellia]	0.190	36	6.96e-4	6	6	467
AAZ28710.1,WP_011042540.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],MULTISPECIES: TonB-dependent receptor plug domain-containing protein [Colwellia]	0.275	36	2.02e-4	17	17	468
WP_011042695.1,AAZ27856.1	MULTISPECIES: cyanophycin synthetase [Colwellia],cyanophycin synthetase [Colwellia psychrerythraea 34H]	0.274	36	1.76e-4	19	19	469
WP_049757921.1	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Colwellia]	0.401	36	4.53e-4	15	14	470
CAY03228.1,AAZ28405.1	unnamed protein product [Colwellia psychrerythraea 34H],phospho-2-dehydro-3-deoxyheptonate aldolase, tyr-sensitive [Colwellia psychrerythraea 34H]	0.411	36	4.65e-4	15	14	470
sp|Q47YJ7.1|GLMM_COLP3,AAZ28153.1,WP_011044209.1	RecName: Full=Phosphoglucosamine mutase,phosphoglucosamine mutase [Colwellia psychrerythraea 34H],MULTISPECIES: phosphoglucosamine mutase [Colwellia]	0.429	36	3.71e-4	16	16	471
sp|Q485H8.1|RPIA_COLP3,WP_011042381.1,AAZ25095.1	RecName: Full=Ribose-5-phosphate isomerase A; AltName: Full=Phosphoriboisomerase A; Short=PRI,MULTISPECIES: ribose-5-phosphate isomerase RpiA [Colwellia],ribose 5-phosphate isomerase [Colwellia psychrerythraea 34H]	0.367	36	7.57e-4	9	9	472
AAZ25327.1,WP_011041017.1	ferritin 1 [Colwellia psychrerythraea 34H],MULTISPECIES: non-heme ferritin [Colwellia]	0.326	35	9.17e-4	9	9	473
AAZ26260.1,WP_011043699.1,sp|Q480B2.1|RL20_COLP3	ribosomal protein L20 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L20 [Colwellia],RecName: Full=Large ribosomal subunit protein bL20; AltName: Full=50S ribosomal protein L20	0.429	35	0.001	9	9	474
AAZ26615.1,WP_011045745.1	chain length determinant family protein [Colwellia psychrerythraea 34H],XrtA system polysaccharide chain length determinant [Colwellia psychrerythraea]	0.322	35	3.04e-4	13	13	475
AAZ26830.1,WP_011045762.1	parB family protein [Colwellia psychrerythraea 34H],MULTISPECIES: ParB/RepB/Spo0J family partition protein [Colwellia]	0.600	35	5.35e-4	14	14	476
AAZ27003.1	hypothetical protein CPS_1614 [Colwellia psychrerythraea 34H]	0.464	35	4.83e-4	13	0	477
AAZ27592.1,WP_011045298.1	MSHA pilin protein MshA [Colwellia psychrerythraea 34H],prepilin-type N-terminal cleavage/methylation domain-containing protein [Colwellia psychrerythraea]	0.540	35	8.58e-4	7	7	478
AAZ27711.1,WP_011041049.1	ATP-dependent RNA helicase RhlB [Colwellia psychrerythraea 34H],ATP-dependent RNA helicase RhlB [Colwellia psychrerythraea]	0.495	35	3.75e-4	17	17	479
WP_011041464.1,sp|Q489A0.1|RS14_COLP3,AAZ27560.1	MULTISPECIES: 30S ribosomal protein S14 [Colwellia],RecName: Full=Small ribosomal subunit protein uS14; AltName: Full=30S ribosomal protein S14,ribosomal protein S14 [Colwellia psychrerythraea 34H]	0.515	35	0.002	9	9	480
WP_011043956.1,AAZ26006.1	MULTISPECIES: exodeoxyribonuclease III [Colwellia],exodeoxyribonuclease III [Colwellia psychrerythraea 34H]	0.481	35	5.99e-4	14	14	481
AAZ24169.1,WP_011044836.1	hypothetical protein CPS_4100 [Colwellia psychrerythraea 34H],TIGR03545 family protein [Colwellia psychrerythraea]	0.247	34	2.60e-4	11	11	482
AAZ25289.1,WP_011044931.1	GDP-mannose 4,6-dehydratase [Colwellia psychrerythraea 34H],GDP-mannose 4,6-dehydratase [Colwellia psychrerythraea]	0.457	34	4.17e-4	12	12	483
AAZ25310.1,WP_011045532.1	nicotinate-nucleotide pyrophosphorylase [Colwellia psychrerythraea 34H],MULTISPECIES: carboxylating nicotinate-nucleotide diphosphorylase [Colwellia]	0.470	34	5.23e-4	10	10	484
AAZ27774.1,WP_011043693.1,sp|Q480B8.1|MNMA_COLP3	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [Colwellia psychrerythraea 34H],tRNA 2-thiouridine(34) synthase MnmA [Colwellia psychrerythraea],RecName: Full=tRNA-specific 2-thiouridylase MnmA	0.395	34	4.16e-4	11	11	485
AAZ28812.1,WP_011042037.1	cys regulon transcription activator [Colwellia psychrerythraea 34H],MULTISPECIES: HTH-type transcriptional regulator CysB [Colwellia]	0.469	34	4.81e-4	11	11	486
AAZ28846.1,WP_011042372.1	efflux transporter, MFP subunit, AcrA/E family [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.486	34	3.75e-4	13	13	487
WP_011041428.1,AAZ27017.1	polysaccharide export protein [Colwellia psychrerythraea],polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H]	0.315	34	4.16e-4	10	10	488
WP_011041542.1,AAZ26555.1	MULTISPECIES: S46 family peptidase [Colwellia],hypothetical protein CPS_0692 [Colwellia psychrerythraea 34H]	0.283	34	2.13e-4	15	15	489
WP_011042914.1,AAZ26498.1	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Colwellia psychrerythraea],flagellin modification protein/polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.360	34	4.01e-4	11	11	490
WP_011043391.1,AAZ25535.1	MULTISPECIES: septum site-determining protein MinD [Colwellia],septum site-determining protein MinD [Colwellia psychrerythraea 34H]	0.435	34	5.79e-4	11	11	491
WP_041736754.1	4-hydroxyproline epimerase [Colwellia psychrerythraea]	0.445	34	4.63e-4	11	2	492
sp|Q482T8.1|RBFA_COLP3,WP_011043023.1,AAZ26786.1	RecName: Full=Ribosome-binding factor A,MULTISPECIES: 30S ribosome-binding factor RbfA [Colwellia],ribosome-binding factor A [Colwellia psychrerythraea 34H]	0.754	34	0.001	12	12	493
AAZ24588.1,WP_011041272.1	putative aminopeptidase [Colwellia psychrerythraea 34H],M1 family metallopeptidase [Colwellia psychrerythraea]	0.240	33	1.91e-4	12	12	494
AAZ25299.1,WP_011042411.1	ferric uptake regulation protein [Colwellia psychrerythraea 34H],MULTISPECIES: ferric iron uptake transcriptional regulator [Colwellia]	0.776	33	0.001	10	10	495
AAZ25586.1,WP_011045190.1	cell division protein FtsA [Colwellia psychrerythraea 34H],cell division protein FtsA [Colwellia psychrerythraea]	0.487	33	3.68e-4	13	13	496
AAZ25923.1,WP_011042793.1	cytidine deaminase [Colwellia psychrerythraea 34H],cytidine deaminase [Colwellia psychrerythraea]	0.468	33	0.001	8	8	497
AAZ26193.1,WP_011043980.1	phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea 34H],phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea]	0.629	33	7.10e-4	11	11	498
AAZ26317.1,WP_011041162.1	efflux transporter, RND family, MFP subunit [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.463	33	4.00e-4	15	15	499
AAZ27212.1,WP_011043146.1	phosphoserine aminotransferase [Colwellia psychrerythraea 34H],3-phosphoserine/phosphohydroxythreonine transaminase [Colwellia psychrerythraea]	0.404	33	4.19e-4	9	9	500
AAZ28549.1	amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.411	33	2.88e-4	12	12	501
WP_138140390.1	amidohydrolase [Colwellia psychrerythraea]	0.449	33	3.15e-4	12	12	501
WP_011041926.1,AAZ28423.1,sp|Q487D3.1|DXS_COLP3	1-deoxy-D-xylulose-5-phosphate synthase [Colwellia psychrerythraea],1-deoxy-D-xylulose-5-phosphate synthase [Colwellia psychrerythraea 34H],RecName: Full=1-deoxy-D-xylulose-5-phosphate synthase; AltName: Full=1-deoxyxylulose-5-phosphate synthase; Short=DXP synthase; Short=DXPS	0.297	33	2.40e-4	14	14	502
WP_011042112.1,AAZ26949.1,CBM34957.1	MULTISPECIES: glycine cleavage system protein GcvH [Colwellia],glycine cleavage system H protein [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.248	33	0.001	3	3	503
WP_011042927.1,AAZ24195.1	UTP--glucose-1-phosphate uridylyltransferase GalU [Colwellia psychrerythraea],UTP-glucose-1-phosphate uridylyltransferase [Colwellia psychrerythraea 34H]	0.348	33	5.06e-4	10	0	504
WP_011044781.1,AAZ28026.1	TIGR03842 family LLM class F420-dependent oxidoreductase [Colwellia psychrerythraea],methylenetetrahydromethanopterin reductase [Colwellia psychrerythraea 34H]	0.538	33	4.54e-4	14	14	505
WP_011045468.1,sp|Q47UY5.1|MTNN_COLP3,AAZ27614.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Colwellia psychrerythraea],RecName: Full=5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase; Short=MTA/SAH nucleosidase; Short=MTAN; AltName: Full=5'-deoxyadenosine nucleosidase; Short=DOA nucleosidase; Short=dAdo nucleosidase; AltName: Full=5'-methylthioadenosine nucleosidase; Short=MTA nucleosidase; AltName: Full=S-adenosylhomocysteine nucleosidase; Short=AdoHcy nucleosidase; Short=SAH nucleosidase; Short=SRH nucleosidase,MTA/SAH nucleosidase [Colwellia psychrerythraea 34H]	0.477	33	6.23e-4	10	5	506
AAZ27354.1,WP_011042376.1	ATP-dependent RNA helicase DbpA [Colwellia psychrerythraea 34H],ATP-dependent RNA helicase DbpA [Colwellia psychrerythraea]	0.391	32	3.13e-4	14	14	507
WP_011042787.1,AAZ24562.1	MULTISPECIES: alkaline phosphatase [Colwellia],alkaline phosphatase [Colwellia psychrerythraea 34H]	0.438	32	3.08e-4	14	14	508
WP_011042800.1,AAZ25237.1,sp|Q483R0.1|DEOB_COLP3	phosphopentomutase [Colwellia psychrerythraea],phosphopentomutase [Colwellia psychrerythraea 34H],RecName: Full=Phosphopentomutase; AltName: Full=Phosphodeoxyribomutase	0.351	32	3.63e-4	12	12	509
WP_011045118.1,AAZ27618.1,sp|Q47VY5.1|SECB_COLP3	MULTISPECIES: protein-export chaperone SecB [Colwellia],preprotein translocase, SecB subunit [Colwellia psychrerythraea 34H],RecName: Full=Protein-export protein SecB	0.448	32	8.89e-4	4	4	510
WP_011045597.1,AAZ27984.1	pyridoxal-phosphate-dependent aminotransferase family protein [Colwellia psychrerythraea],aminotransferase, class V [Colwellia psychrerythraea 34H]	0.319	32	3.93e-4	12	12	511
AAZ25634.1,WP_011045041.1	polyA polymerase [Colwellia psychrerythraea 34H],polynucleotide adenylyltransferase PcnB [Colwellia psychrerythraea]	0.278	31	3.00e-4	11	11	512
AAZ25910.1,WP_011044954.1	nirF protein [Colwellia psychrerythraea 34H],cytochrome D1 domain-containing protein [Colwellia psychrerythraea]	0.332	31	3.44e-4	11	11	513
AAZ26021.1,WP_011042544.1	D-alanyl-D-alanine carboxypeptidase [Colwellia psychrerythraea 34H],MULTISPECIES: serine hydrolase [Colwellia]	0.308	31	3.56e-4	11	11	514
WP_011041614.1,AAZ26405.1	WD40 repeat domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_0765 [Colwellia psychrerythraea 34H]	0.211	31	1.88e-4	11	11	515
WP_011043704.1,AAZ25136.1	NAD(P)/FAD-dependent oxidoreductase [Colwellia psychrerythraea],hypothetical protein CPS_2911 [Colwellia psychrerythraea 34H]	0.242	31	2.53e-4	9	9	516
AAZ24554.1,WP_011045160.1	conserved hypothetical protein TIGR00096 [Colwellia psychrerythraea 34H],16S rRNA (cytidine(1402)-2'-O)-methyltransferase [Colwellia psychrerythraea]	0.472	30	4.88e-4	11	11	517
AAZ25101.1,WP_011043943.1	hypothetical protein CPS_3159 [Colwellia psychrerythraea 34H],AAA family ATPase [Colwellia psychrerythraea]	0.291	30	4.13e-4	6	6	518
AAZ25679.1,WP_011042434.1	3-oxoadipate CoA-succinyl transferase, alpha subunit [Colwellia psychrerythraea 34H],CoA transferase subunit A [Colwellia psychrerythraea]	0.490	30	5.75e-4	10	10	519
AAZ26231.1,WP_011044279.1	ribosomal large subunit pseudouridine synthase B [Colwellia psychrerythraea 34H],MULTISPECIES: 23S rRNA pseudouridine(2605) synthase RluB [Colwellia]	0.299	30	3.87e-4	13	13	520
WP_011043141.1,AAZ26263.1	class Ia ribonucleoside-diphosphate reductase subunit beta [Colwellia psychrerythraea],ribonucleotide reductase, beta subunit [Colwellia psychrerythraea 34H]	0.391	30	3.66e-4	11	11	521
WP_011044399.1,AAZ26373.1	SLBB domain-containing protein [Colwellia psychrerythraea],polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H]	0.270	30	1.49e-4	16	16	522
WP_011044828.1,AAZ28184.1	MULTISPECIES: acetoacetyl-CoA reductase [Colwellia],acetoacetyl-CoA reductase [Colwellia psychrerythraea 34H]	0.458	30	5.73e-4	7	7	523
WP_011045515.1,AAZ24908.1	S9 family peptidase [Colwellia psychrerythraea],hypothetical protein CPS_4796 [Colwellia psychrerythraea 34H]	0.265	30	1.98e-4	13	13	524
WP_011045719.1,AAZ28834.1	asparagine synthase-related protein [Colwellia psychrerythraea],asparagine synthase family protein [Colwellia psychrerythraea 34H]	0.287	30	2.31e-4	12	12	525
sp|Q47WB7.1|RLMN_COLP3,AAZ24649.1,WP_011044986.1	RecName: Full=Dual-specificity RNA methyltransferase RlmN; AltName: Full=23S rRNA (adenine(2503)-C(2))-methyltransferase; AltName: Full=23S rRNA m2A2503 methyltransferase; AltName: Full=Ribosomal RNA large subunit methyltransferase N; AltName: Full=tRNA (adenine(37)-C(2))-methyltransferase; AltName: Full=tRNA m2A37 methyltransferase,radical SAM enzyme, Cfr family [Colwellia psychrerythraea 34H],MULTISPECIES: dual-specificity RNA methyltransferase RlmN [Colwellia]	0.319	30	3.56e-4	11	11	526
AAZ24157.1,sp|Q486R1.1|ISPH_COLP3,WP_011042048.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Colwellia psychrerythraea 34H],RecName: Full=4-hydroxy-3-methylbut-2-enyl diphosphate reductase; Short=HMBPP reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Colwellia psychrerythraea]	0.311	29	4.30e-4	9	9	527
AAZ24322.1,WP_011042885.1	DNA-binding protein, HU family [Colwellia psychrerythraea 34H],HU family DNA-binding protein [Colwellia psychrerythraea]	0.648	29	0.001	5	2	528
AAZ25630.1,WP_011044011.1	putative lipoprotein [Colwellia psychrerythraea 34H],DUF4136 domain-containing protein [Colwellia psychrerythraea]	0.677	29	6.92e-4	18	18	529
AAZ27096.1,WP_011044208.1,sp|Q47YJ8.1|TPIS_COLP3	triosephosphate isomerase [Colwellia psychrerythraea 34H],MULTISPECIES: triose-phosphate isomerase [Colwellia],RecName: Full=Triosephosphate isomerase; Short=TIM; Short=TPI; AltName: Full=Triose-phosphate isomerase	0.391	29	5.19e-4	7	7	530
AAZ28577.1,WP_011040996.1,sp|Q48AM4.1|TDH_COLP3,CAV23061.1,CAY07155.1	L-threonine 3-dehydrogenase [Colwellia psychrerythraea 34H],MULTISPECIES: L-threonine 3-dehydrogenase [Colwellia],RecName: Full=L-threonine 3-dehydrogenase; Short=TDH,unnamed protein product [Colwellia psychrerythraea 34H]	0.358	29	3.90e-4	10	10	531
WP_011041038.1,AAZ24000.1	MULTISPECIES: twin-arginine translocase TatA/TatE family subunit [Colwellia],Sec-independent protein translocase protein TatA [Colwellia psychrerythraea 34H]	0.447	29	0.002	6	6	532
WP_011044507.1,AAZ26301.1	MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Colwellia],biopolymer transport exbB protein [Colwellia psychrerythraea 34H]	0.362	29	7.64e-4	7	7	533
AAZ24134.1,WP_011043458.1	alpha-1,2-mannosidase family protein [Colwellia psychrerythraea 34H],GH92 family glycosyl hydrolase [Colwellia psychrerythraea]	0.266	28	1.52e-4	14	14	534
