Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ25628.1,sp|Q488Z5.1|RL30_COLP3	ribosomal protein L30 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein uL30; AltName: Full=50S ribosomal protein L30	0.607	57	0.004	8	8	350
AAZ25490.1,WP_011042386.1	methionine aminopeptidase, type I [Colwellia psychrerythraea 34H],type I methionyl aminopeptidase [Colwellia psychrerythraea]	0.489	56	9.13e-4	12	12	351
AAZ28467.1,sp|Q484J7.1|RIMO_COLP3	MiaB-like tRNA modifying enzyme YliG, TIGR01125 [Colwellia psychrerythraea 34H],RecName: Full=Ribosomal protein uS12 methylthiotransferase RimO; Short=uS12 MTTase; Short=uS12 methylthiotransferase; AltName: Full=Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase; AltName: Full=Ribosome maturation factor RimO	0.381	56	5.27e-4	19	0	352
AAZ28549.1	amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.450	56	4.56e-4	17	17	353
WP_138140390.1	amidohydrolase [Colwellia psychrerythraea]	0.491	56	4.97e-4	17	17	353
CAY07350.1,WP_011045085.1,AAZ24454.1	unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: glutathione peroxidase [Colwellia],peroxiredoxin/glutaredoxin family protein [Colwellia psychrerythraea 34H]	0.587	56	9.88e-4	13	13	354
WP_011044398.1,AAZ24711.1	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB [Colwellia psychrerythraea],UDP-glucose/GDP-mannose dehydrogenase family protein [Colwellia psychrerythraea 34H]	0.531	56	5.61e-4	18	18	355
WP_011044505.1,AAZ26539.1	MULTISPECIES: energy transducer TonB [Colwellia],putative TonB protein [Colwellia psychrerythraea 34H]	0.616	56	0.001	18	18	356
AAZ28065.1,WP_011044312.1,sp|Q47Y94.1|RF1_COLP3	peptide chain release factor 1 [Colwellia psychrerythraea 34H],MULTISPECIES: peptide chain release factor 1 [Colwellia],RecName: Full=Peptide chain release factor 1; Short=RF-1	0.602	55	6.49e-4	17	17	357
WP_011042834.1,AAZ25147.1	porin [Colwellia psychrerythraea],porin [Colwellia psychrerythraea 34H]	0.683	55	6.77e-4	19	19	358
gi|15559584|gb|AAH14152.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.191	55	4.16e-4	14	1	359
gi|46812692|gb|AAH69269.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.191	55	4.16e-4	14	1	359
AAZ24330.1	formyltetrahydrofolate deformylase [Colwellia psychrerythraea 34H]	0.589	54	7.90e-4	16	13	360
WP_420794797.1	formyltetrahydrofolate deformylase [Colwellia psychrerythraea]	0.595	54	7.98e-4	16	13	360
AAZ27852.1,WP_011045584.1	xanthine dehydrogenase, molybdopterin binding subunit [Colwellia psychrerythraea 34H],xanthine dehydrogenase molybdopterin binding subunit [Colwellia psychrerythraea]	0.371	54	2.90e-4	22	22	361
AAZ28264.1,WP_011044046.1	ABC transporter, ATP-binding protein Uup [Colwellia psychrerythraea 34H],MULTISPECIES: ATP-binding cassette ATPase Uup [Colwellia]	0.453	54	3.58e-4	23	23	362
WP_011043355.1,AAZ27444.1	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase family protein [Colwellia psychrerythraea],O-acetylhomoserine/O-acetylserine sulfhydrylase [Colwellia psychrerythraea 34H]	0.534	54	5.45e-4	18	18	363
WP_011044416.1,AAZ27931.1	MULTISPECIES: type IV pilus twitching motility protein PilT [Colwellia],twitching motility protein PilT [Colwellia psychrerythraea 34H]	0.568	54	6.65e-4	20	20	364
WP_011045681.1,AAZ27469.1	MULTISPECIES: DcaP family trimeric outer membrane transporter [Colwellia],hypothetical protein CPS_4962 [Colwellia psychrerythraea 34H]	0.634	54	6.55e-4	16	16	365
AAZ24242.1,WP_011045363.1	molybdenum cofactor biosynthesis protein B [Colwellia psychrerythraea 34H],MULTISPECIES: molybdenum cofactor biosynthesis protein B [Colwellia]	0.694	53	0.001	12	12	366
WP_011040916.1,AAZ24419.1,CAY08768.1	MULTISPECIES: 5-(carboxyamino)imidazole ribonucleotide mutase [Colwellia],phosphoribosylaminoimidazole carboxylase, catalytic subunit [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.881	53	0.001	12	12	367
WP_011043645.1,AAZ27271.1	MULTISPECIES: FKBP-type peptidyl-prolyl cis-trans isomerase [Colwellia],FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [Colwellia psychrerythraea 34H]	0.683	53	0.001	8	8	368
WP_011045505.1,AAZ26469.1	MULTISPECIES: dUTP diphosphatase [Colwellia],putative dUTP diphosphatase [Colwellia psychrerythraea 34H]	0.706	53	0.001	16	16	369
sp|Q47W36.1|RS21_COLP3,WP_011045067.1,AAZ24173.1	RecName: Full=Small ribosomal subunit protein bS21; AltName: Full=30S ribosomal protein S21,MULTISPECIES: 30S ribosomal protein S21 [Colwelliaceae],ribosomal protein S21 [Colwellia psychrerythraea 34H]	0.493	53	0.003	7	7	370
AAZ23994.1,sp|Q47XG4.1|GLYA3_COLP3,WP_011044592.1	serine hydroxymethyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Serine hydroxymethyltransferase 3; Short=SHMT 3; Short=Serine methylase 3,MULTISPECIES: serine hydroxymethyltransferase [Colwellia]	0.422	52	5.15e-4	18	18	371
WP_011041959.1,AAZ28831.1	MULTISPECIES: protein translocase subunit SecD [Colwellia],protein-export membrane protein SecD [Colwellia psychrerythraea 34H]	0.372	52	3.61e-4	17	17	372
WP_011042033.1,AAZ26687.1	arginase family protein [Colwellia psychrerythraea],arginase family protein [Colwellia psychrerythraea 34H]	0.543	52	6.03e-4	14	14	373
WP_011044418.1,AAZ26385.1,CBM38510.1	MULTISPECIES: pyrroline-5-carboxylate reductase [Colwellia],pyrroline-5-carboxylate reductase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.509	52	8.13e-4	18	18	374
WP_011044496.1,sp|Q47XR0.1|Y3743_COLP3,AAZ27428.1	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Colwellia],RecName: Full=Nucleoid-associated protein CPS_3743,conserved hypothetical protein TIGR00103 [Colwellia psychrerythraea 34H]	0.685	52	0.002	13	13	375
WP_011044814.1,AAZ24944.1	MULTISPECIES: glutamate--cysteine ligase [Colwellia],glutamate--cysteine ligase [Colwellia psychrerythraea 34H]	0.386	52	4.20e-4	14	14	376
WP_011045768.1,AAZ27287.1	membrane protein insertase YidC [Colwellia psychrerythraea],inner membrane protein, 60 kDa [Colwellia psychrerythraea 34H]	0.317	52	4.09e-4	15	15	377
AAZ25932.1,WP_011044980.1	PQQ enzyme repeat domain protein [Colwellia psychrerythraea 34H],outer membrane protein assembly factor BamB [Colwellia psychrerythraea]	0.500	51	5.26e-4	16	16	378
WP_011041713.1,sp|Q488A2.1|RS17_COLP3,AAZ28188.1	MULTISPECIES: 30S ribosomal protein S17 [Colwellia],RecName: Full=Small ribosomal subunit protein uS17; AltName: Full=30S ribosomal protein S17,ribosomal protein S17 [Colwellia psychrerythraea 34H]	0.699	51	0.003	9	9	379
WP_011044434.1,AAZ26150.1	4-hydroxy-tetrahydrodipicolinate synthase [Colwellia psychrerythraea],dihydrodipicolinate synthase [Colwellia psychrerythraea 34H]	0.493	51	7.12e-4	14	14	380
WP_041736779.1	hypothetical protein [Colwellia psychrerythraea]	0.572	51	5.51e-4	19	5	381
sp|Q47WC0.1|ISPG_COLP3,WP_011044983.1,AAZ24704.1	RecName: Full=4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin); AltName: Full=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Colwellia],1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase [Colwellia psychrerythraea 34H]	0.617	51	5.79e-4	16	16	382
sp|Q485H5.1|DAPD_COLP3,AAZ24033.1,WP_011042384.1	RecName: Full=2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase; AltName: Full=Tetrahydrodipicolinate N-succinyltransferase; Short=THDP succinyltransferase; Short=THP succinyltransferase; Short=Tetrahydropicolinate succinylase,2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Colwellia]	0.613	51	7.81e-4	15	15	383
AAZ26346.1,WP_011042175.1	putative glutamate-1-semialdehyde-2,1-aminomutase [Colwellia psychrerythraea 34H],aspartate aminotransferase family protein [Colwellia psychrerythraea]	0.466	50	4.85e-4	16	16	384
AAZ27914.1,sp|Q47W53.1|UPP_COLP3,WP_011045050.1	uracil phosphoribosyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Uracil phosphoribosyltransferase; AltName: Full=UMP pyrophosphorylase; AltName: Full=UPRTase,MULTISPECIES: uracil phosphoribosyltransferase [Colwellia]	0.832	50	0.001	15	15	385
AAZ28659.1,WP_011044640.1,sp|Q47XB6.1|HIS7_COLP3	imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase [Colwellia psychrerythraea 34H],bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB [Colwellia psychrerythraea],RecName: Full=Histidine biosynthesis bifunctional protein HisB; Includes: RecName: Full=Histidinol-phosphatase; Includes: RecName: Full=Imidazoleglycerol-phosphate dehydratase; Short=IGPD	0.587	50	5.92e-4	17	17	386
WP_011040934.1,AAZ28273.1,sp|Q48AW3.1|ATPD_COLP3	MULTISPECIES: F0F1 ATP synthase subunit delta [Colwellia],ATP synthase F1, delta subunit [Colwellia psychrerythraea 34H],RecName: Full=ATP synthase subunit delta; AltName: Full=ATP synthase F(1) sector subunit delta; AltName: Full=F-type ATPase subunit delta; Short=F-ATPase subunit delta	0.825	50	0.001	12	12	387
WP_011041430.1,AAZ27542.1	polysaccharide biosynthesis tyrosine autokinase [Colwellia psychrerythraea],tyrosine-protein kinase [Colwellia psychrerythraea 34H]	0.382	50	2.81e-4	25	25	388
WP_011044541.1,sp|Q47XL5.1|SYC_COLP3,AAZ26452.1	cysteine--tRNA ligase [Colwellia psychrerythraea],RecName: Full=Cysteine--tRNA ligase; AltName: Full=Cysteinyl-tRNA synthetase; Short=CysRS,cysteinyl-tRNA synthetase [Colwellia psychrerythraea 34H]	0.499	50	4.55e-4	21	21	389
WP_011045282.1,AAZ26677.1	MULTISPECIES: metalloprotease TldD [Colwellia],tldD protein [Colwellia psychrerythraea 34H]	0.491	50	4.44e-4	19	19	390
WP_049757921.1	MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Colwellia]	0.560	50	5.87e-4	18	17	391
CAY03228.1,AAZ28405.1	unnamed protein product [Colwellia psychrerythraea 34H],phospho-2-dehydro-3-deoxyheptonate aldolase, tyr-sensitive [Colwellia psychrerythraea 34H]	0.575	50	6.02e-4	18	17	391
AAZ25952.1,WP_011042032.1	intimin/invasin family protein [Colwellia psychrerythraea 34H],Ig-like domain-containing protein [Colwellia psychrerythraea]	0.346	49	2.38e-4	18	18	392
AAZ27240.1,WP_011044902.1,sp|Q47WK1.1|Y4169_COLP3	hypothetical protein CPS_4169 [Colwellia psychrerythraea 34H],MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Colwellia],RecName: Full=Probable transcriptional regulatory protein CPS_4169	0.390	49	8.68e-4	12	12	393
WP_011042695.1,AAZ27856.1	MULTISPECIES: cyanophycin synthetase [Colwellia],cyanophycin synthetase [Colwellia psychrerythraea 34H]	0.297	49	2.23e-4	22	22	394
AAZ24202.1,sp|Q489P3.1|ASSY_COLP3,WP_011041324.1	argininosuccinate synthase [Colwellia psychrerythraea 34H],RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase,MULTISPECIES: argininosuccinate synthase [Colwellia]	0.450	48	4.90e-4	18	18	395
AAZ24533.1,WP_011044287.1	tryptophan synthase, alpha subunit [Colwellia psychrerythraea 34H],MULTISPECIES: tryptophan synthase subunit alpha [Colwellia]	0.741	48	7.27e-4	18	18	396
AAZ25194.1,WP_011041970.1,CAY10181.1	iron-sulfur cluster assembly protein IscU [Colwellia psychrerythraea 34H],MULTISPECIES: Fe-S cluster assembly scaffold IscU [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H]	0.811	48	0.002	17	17	397
AAZ26459.1,WP_011044307.1,sp|Q47Y99.1|KDSA_COLP3	3-deoxy-8-phosphooctulonate synthase [Colwellia psychrerythraea 34H],MULTISPECIES: 3-deoxy-8-phosphooctulonate synthase [Colwellia],RecName: Full=2-dehydro-3-deoxyphosphooctonate aldolase; AltName: Full=3-deoxy-D-manno-octulosonic acid 8-phosphate synthase; AltName: Full=KDO-8-phosphate synthase; Short=KDO 8-P synthase; Short=KDOPS; AltName: Full=Phospho-2-dehydro-3-deoxyoctonate aldolase	0.732	48	7.32e-4	16	16	398
sp|Q485H8.1|RPIA_COLP3,WP_011042381.1,AAZ25095.1	RecName: Full=Ribose-5-phosphate isomerase A; AltName: Full=Phosphoriboisomerase A; Short=PRI,MULTISPECIES: ribose-5-phosphate isomerase RpiA [Colwellia],ribose 5-phosphate isomerase [Colwellia psychrerythraea 34H]	0.491	48	9.40e-4	10	10	399
AAZ24051.1,WP_011045257.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],MULTISPECIES: methyl-accepting chemotaxis protein [Colwellia]	0.379	47	2.99e-4	15	13	400
AAZ26485.1,WP_011041932.1,sp|Q487C7.1|THII_COLP3	thiamine biosynthesis protein ThiI [Colwellia psychrerythraea 34H],MULTISPECIES: tRNA uracil 4-sulfurtransferase ThiI [Colwellia],RecName: Full=tRNA sulfurtransferase; AltName: Full=Sulfur carrier protein ThiS sulfurtransferase; AltName: Full=Thiamine biosynthesis protein ThiI; AltName: Full=tRNA 4-thiouridine synthase	0.519	47	4.15e-4	20	20	401
AAZ28206.1,WP_011042398.1	outer membrane protein, OmpH family [Colwellia psychrerythraea 34H],MULTISPECIES: OmpH/Skp family outer membrane protein [Colwellia]	0.698	47	0.001	13	13	402
WP_011042775.1,AAZ27982.1	MULTISPECIES: P-II family nitrogen regulator [Colwellia],hypothetical protein CPS_1951 [Colwellia psychrerythraea 34H]	0.853	47	0.002	13	13	403
WP_011044397.1,AAZ24184.1	NAD-dependent epimerase/dehydratase family protein [Colwellia psychrerythraea],NAD-dependent epimerase/dehydratase family [Colwellia psychrerythraea 34H]	0.613	47	5.84e-4	17	17	404
WP_011044719.1,AAZ24738.1	MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea],MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea 34H]	0.479	47	4.39e-4	18	18	405
WP_011045597.1,AAZ27984.1	pyridoxal-phosphate-dependent aminotransferase family protein [Colwellia psychrerythraea],aminotransferase, class V [Colwellia psychrerythraea 34H]	0.338	47	5.38e-4	13	13	406
WP_011045605.1,AAZ26484.1	iminosuccinate reductase BhcD [Colwellia psychrerythraea],putative ornithine cyclodeaminase [Colwellia psychrerythraea 34H]	0.612	47	5.82e-4	16	16	407
pdb|5C5Y|D,pdb|5C5Y|C,pdb|5C5Y|B,pdb|5C5Y|A	Chain D, Deoxyribose-phosphate aldolase,Chain C, Deoxyribose-phosphate aldolase,Chain B, Deoxyribose-phosphate aldolase,Chain A, Deoxyribose-phosphate aldolase	0.703	47	7.63e-4	13	13	408
WP_011042796.1,AAZ26819.1	deoxyribose-phosphate aldolase [Colwellia psychrerythraea],deoxyribose-phosphate aldolase [Colwellia psychrerythraea 34H]	0.720	47	7.81e-4	13	13	408
AAZ24874.1,WP_011044516.1	fumarylacetoacetate hydrolase family protein [Colwellia psychrerythraea 34H],fumarylacetoacetate hydrolase family protein [Colwellia psychrerythraea]	0.696	46	5.97e-4	19	19	409
WP_011041974.1,AAZ27654.1	ISC system 2Fe-2S type ferredoxin [Colwellia psychrerythraea],ferredoxin, 2Fe-2S [Colwellia psychrerythraea 34H]	0.866	46	0.002	9	9	410
WP_011044399.1,AAZ26373.1	SLBB domain-containing protein [Colwellia psychrerythraea],polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H]	0.355	46	2.14e-4	22	22	411
WP_011044833.1	MULTISPECIES: ATP-dependent RNA helicase SrmB [Colwellia]	0.412	46	4.71e-4	14	2	412
WP_011045102.1,AAZ28603.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea],methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H]	0.244	46	3.17e-4	13	11	413
gi|24659602|gb|AAH39169.1|	(CONTAMINANT) Keratin 16 [Homo sapiens]	0.192	46	4.15e-4	12	2	414
sp|Q47WN5.1|YGFZ_COLP3,WP_011044868.1,AAZ25357.1	RecName: Full=tRNA-modifying protein YgfZ,tRNA-modifying protein YgfZ [Colwellia psychrerythraea],putative aminomethyltransferase [Colwellia psychrerythraea 34H]	0.531	46	6.06e-4	9	9	415
AAZ24508.1,WP_011043098.1	KHG/KDPG aldolase [Colwellia psychrerythraea 34H],bifunctional 4-hydroxy-2-oxoglutarate aldolase/2-dehydro-3-deoxy-phosphogluconate aldolase [Colwellia psychrerythraea]	0.730	45	8.94e-4	14	14	416
AAZ24714.1,WP_011043616.1	carboxyl-terminal protease Prc [Colwellia psychrerythraea 34H],carboxy terminal-processing peptidase [Colwellia psychrerythraea]	0.489	45	2.81e-4	22	22	417
AAZ25516.1,WP_011045280.1	pmbA protein [Colwellia psychrerythraea 34H],metalloprotease PmbA [Colwellia psychrerythraea]	0.512	45	4.24e-4	16	16	418
AAZ27214.1,WP_011045707.1	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase [Colwellia psychrerythraea 34H],mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase [Colwellia psychrerythraea]	0.312	45	4.03e-4	14	14	419
AAZ28647.1,WP_011042697.1	DNA-binding protein, HU family [Colwellia psychrerythraea 34H],MULTISPECIES: HU family DNA-binding protein [Colwellia]	0.879	45	0.002	11	9	420
AAZ28682.1,WP_011043960.1	phosphate acetyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: phosphate acetyltransferase [Colwellia]	0.299	45	2.72e-4	17	17	421
WP_011041112.1,AAZ25715.1	TonB-dependent receptor [Colwellia psychrerythraea],TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.291	45	2.04e-4	19	17	422
WP_011041253.1,sp|Q489W4.1|FADA_COLP3,AAZ25024.1	acetyl-CoA C-acyltransferase FadA [Colwellia psychrerythraea],RecName: Full=3-ketoacyl-CoA thiolase; AltName: Full=Acetyl-CoA acyltransferase; AltName: Full=Beta-ketothiolase; AltName: Full=Fatty acid oxidation complex subunit beta,fatty oxidation complex, beta subunit [Colwellia psychrerythraea 34H]	0.298	45	4.98e-4	12	12	423
WP_011041966.1,AAZ27376.1	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ [Colwellia psychrerythraea],RNA methyltransferase, TrmH family, group 1 [Colwellia psychrerythraea 34H]	0.538	45	7.04e-4	12	12	424
WP_011043638.1,AAZ27317.1,sp|Q480H5.1|SYM_COLP3	MULTISPECIES: methionine--tRNA ligase [Colwellia],methionyl-tRNA synthetase, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS	0.366	45	2.70e-4	21	21	425
sp|Q47YJ7.1|GLMM_COLP3,AAZ28153.1,WP_011044209.1	RecName: Full=Phosphoglucosamine mutase,phosphoglucosamine mutase [Colwellia psychrerythraea 34H],MULTISPECIES: phosphoglucosamine mutase [Colwellia]	0.465	45	4.32e-4	16	16	426
sp|Q486R8.1|RDGC_COLP3,WP_011042041.1,AAZ28249.1	RecName: Full=Recombination-associated protein RdgC,MULTISPECIES: recombination-associated protein RdgC [Colwellia],recombination associated protein RdgC [Colwellia psychrerythraea 34H]	0.612	45	6.26e-4	16	16	427
AAZ24048.1,WP_011042001.1	cob(I)alamin adenosyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Colwellia]	0.454	44	9.17e-4	9	9	428
AAZ25852.1	ATP-dependent RNA helicase SrmB [Colwellia psychrerythraea 34H]	0.360	44	4.37e-4	12	0	429
AAZ26762.1,WP_011042277.1	neutral zinc metallopeptidase, M13 family [Colwellia psychrerythraea 34H],M13 family metallopeptidase [Colwellia psychrerythraea]	0.432	44	2.74e-4	23	23	430
AAZ26830.1,WP_011045762.1	parB family protein [Colwellia psychrerythraea 34H],MULTISPECIES: ParB/RepB/Spo0J family partition protein [Colwellia]	0.643	44	6.26e-4	16	16	431
AAZ26997.1,WP_011042439.1	isovaleryl-CoA dehydrogenase [Colwellia psychrerythraea 34H],MULTISPECIES: isovaleryl-CoA dehydrogenase [Colwellia]	0.512	44	4.83e-4	19	19	432
AAZ27203.1,WP_011040919.1	outer membrane protein, OmpW family [Colwellia psychrerythraea 34H],MULTISPECIES: OmpW/AlkL family protein [Colwellia]	0.228	44	7.93e-4	7	7	433
AAZ27354.1,WP_011042376.1	ATP-dependent RNA helicase DbpA [Colwellia psychrerythraea 34H],ATP-dependent RNA helicase DbpA [Colwellia psychrerythraea]	0.519	44	4.02e-4	16	16	434
AAZ27943.1,WP_011042013.1	hypothetical protein CPS_1176 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3010 family protein [Colwellia]	0.647	44	0.001	13	13	435
WP_011042368.1,AAZ25543.1,sp|Q485J1.1|NUSB_COLP3	MULTISPECIES: transcription antitermination factor NusB [Colwellia],transcription termination/antitermination factor NusB [Colwellia psychrerythraea 34H],RecName: Full=Transcription antitermination protein NusB; AltName: Full=Antitermination factor NusB	0.768	44	0.001	13	13	436
WP_011042914.1,AAZ26498.1	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Colwellia psychrerythraea],flagellin modification protein/polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.391	44	4.83e-4	13	13	437
WP_011043917.1,AAZ27235.1,sp|Q47ZE0.1|FOLD1_COLP3	MULTISPECIES: bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Colwellia],FolD bifunctional protein [Colwellia psychrerythraea 34H],RecName: Full=Bifunctional protein FolD 1; Includes: RecName: Full=Methylenetetrahydrofolate dehydrogenase; Includes: RecName: Full=Methenyltetrahydrofolate cyclohydrolase	0.766	44	6.66e-4	17	17	438
WP_011045515.1,AAZ24908.1	S9 family peptidase [Colwellia psychrerythraea],hypothetical protein CPS_4796 [Colwellia psychrerythraea 34H]	0.368	44	2.70e-4	19	19	439
WP_198560109.1	MULTISPECIES: cytochrome b [Colwellia]	0.153	44	4.42e-4	9	9	440
AAZ28640.1	ubiquinol-cytochrome c reductase, cytochrome b [Colwellia psychrerythraea 34H]	0.154	44	4.44e-4	9	9	440
AAZ24139.1,WP_011045325.1	transcriptional regulatory protein OmpR [Colwellia psychrerythraea 34H],MULTISPECIES: osmolarity response regulator transcription factor OmpR [Colwellia]	0.571	43	7.65e-4	14	14	441
AAZ27302.1,sp|Q47XB8.1|HISX_COLP3,WP_011044638.1	histidinol dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Histidinol dehydrogenase; Short=HDH,histidinol dehydrogenase [Colwellia psychrerythraea]	0.574	43	4.23e-4	13	13	442
WP_011044809.1,AAZ25477.1	MULTISPECIES: signal recognition particle protein [Colwellia],signal recognition particle protein [Colwellia psychrerythraea 34H]	0.320	43	3.97e-4	15	15	443
WP_011045222.1,AAZ28318.1	MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [Colwellia],acetyltransferase, CysE/LacA/LpxA/NodL family [Colwellia psychrerythraea 34H]	0.534	43	7.38e-4	12	12	444
AAZ23956.1,WP_011041334.1,sp|Q489N3.1|AROB_COLP3	3-dehydroquinate synthase [Colwellia psychrerythraea 34H],3-dehydroquinate synthase [Colwellia psychrerythraea],RecName: Full=3-dehydroquinate synthase; Short=DHQS	0.418	42	5.07e-4	12	12	445
AAZ24168.1,WP_011045213.1	efflux transporter, RND family, MFP subunit subfamily [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.629	42	4.37e-4	20	20	446
AAZ24755.1,WP_011045542.1	oxygen-independent coproporphyrinogen III oxidase [Colwellia psychrerythraea 34H],MULTISPECIES: oxygen-independent coproporphyrinogen III oxidase [Colwellia]	0.450	42	3.93e-4	16	16	447
AAZ27003.1	hypothetical protein CPS_1614 [Colwellia psychrerythraea 34H]	0.527	42	5.40e-4	14	0	448
AAZ27261.1,WP_011042918.1	neuB protein [Colwellia psychrerythraea 34H],pseudaminic acid synthase [Colwellia psychrerythraea]	0.608	42	5.10e-4	12	12	449
AAZ28710.1,WP_011042540.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],MULTISPECIES: TonB-dependent receptor plug domain-containing protein [Colwellia]	0.262	42	2.20e-4	18	18	450
CBC03406.1,WP_011044939.1,CAW33888.1,AAZ27097.1,CBB99922.1,CAW37534.1	unnamed protein product [Colwellia psychrerythraea 34H],2-isopropylmalate synthase [Colwellia psychrerythraea],2-isopropylmalate synthase [Colwellia psychrerythraea 34H]	0.460	42	3.41e-4	17	16	451
WP_011043133.1,AAZ26553.1	MULTISPECIES: CbbQ/NirQ/NorQ/GpvN family protein [Colwellia],denitrification regulatory protein nirQ [Colwellia psychrerythraea 34H]	0.515	42	6.90e-4	10	10	452
WP_011044582.1,AAZ24336.1	MULTISPECIES: phosphoribosyltransferase [Colwellia],putative hypoxanthine phosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.503	42	9.70e-4	11	11	453
AAZ24062.1,WP_011045675.1	cytosol aminopeptidase family protein [Colwellia psychrerythraea 34H],leucyl aminopeptidase family protein [Colwellia psychrerythraea]	0.519	41	3.87e-4	17	17	454
AAZ25311.1,WP_011044720.1	hypothetical protein CPS_3976 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3450 domain-containing protein [Colwellia]	0.447	41	6.41e-4	13	13	455
AAZ25946.1,WP_011045076.1	serine protease DegP [Colwellia psychrerythraea 34H],Do family serine endopeptidase [Colwellia psychrerythraea]	0.431	41	3.81e-4	13	13	456
AAZ26317.1,WP_011041162.1	efflux transporter, RND family, MFP subunit [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.484	41	4.63e-4	14	14	457
WP_011041881.1,AAZ24181.1	c-type cytochrome biogenesis protein CcmI [Colwellia psychrerythraea],putative cytochromre c biogenesis protein [Colwellia psychrerythraea 34H]	0.356	41	4.05e-4	14	14	458
WP_011041926.1,AAZ28423.1,sp|Q487D3.1|DXS_COLP3	1-deoxy-D-xylulose-5-phosphate synthase [Colwellia psychrerythraea],1-deoxy-D-xylulose-5-phosphate synthase [Colwellia psychrerythraea 34H],RecName: Full=1-deoxy-D-xylulose-5-phosphate synthase; AltName: Full=1-deoxyxylulose-5-phosphate synthase; Short=DXP synthase; Short=DXPS	0.271	41	2.78e-4	14	14	459
WP_011042039.1,AAZ27412.1	prephenate-dependent tRNA uridine(34) hydroxylase TrhP [Colwellia psychrerythraea],peptidase, U32 family [Colwellia psychrerythraea 34H]	0.330	41	3.78e-4	17	17	460
WP_011042070.1,AAZ26672.1	DUF481 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_1233 [Colwellia psychrerythraea 34H]	0.496	41	6.53e-4	10	10	461
