Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ25801.1,WP_011042417.1	phosphoglucomutase, alpha-D-glucose phosphate-specific [Colwellia psychrerythraea 34H],phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [Colwellia psychrerythraea]	0.340	33	2.30e-4	14	14	581
AAZ26061.1,WP_011043459.1	alpha-1,2-mannosidase family protein [Colwellia psychrerythraea 34H],GH92 family glycosyl hydrolase [Colwellia psychrerythraea]	0.247	33	1.58e-4	17	17	582
AAZ26193.1,WP_011043980.1	phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea 34H],phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea]	0.484	33	5.98e-4	8	8	583
AAZ26928.1,sp|Q47XB7.1|HIS8_COLP3	histidinol-phosphate aminotransferase [Colwellia psychrerythraea 34H],RecName: Full=Histidinol-phosphate aminotransferase; AltName: Full=Imidazole acetol-phosphate transaminase	0.543	33	3.46e-4	16	16	584
WP_238383556.1	histidinol-phosphate transaminase [Colwellia psychrerythraea]	0.518	33	3.30e-4	16	16	584
WP_011043612.1,AAZ25943.1	DUF1302 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_2806 [Colwellia psychrerythraea 34H]	0.300	33	1.83e-4	12	12	585
WP_011044507.1,AAZ26301.1	MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Colwellia],biopolymer transport exbB protein [Colwellia psychrerythraea 34H]	0.557	33	7.32e-4	7	7	586
WP_041736754.1	4-hydroxyproline epimerase [Colwellia psychrerythraea]	0.522	33	3.78e-4	14	2	587
sp|Q47WB7.1|RLMN_COLP3,AAZ24649.1,WP_011044986.1	RecName: Full=Dual-specificity RNA methyltransferase RlmN; AltName: Full=23S rRNA (adenine(2503)-C(2))-methyltransferase; AltName: Full=23S rRNA m2A2503 methyltransferase; AltName: Full=Ribosomal RNA large subunit methyltransferase N; AltName: Full=tRNA (adenine(37)-C(2))-methyltransferase; AltName: Full=tRNA m2A37 methyltransferase,radical SAM enzyme, Cfr family [Colwellia psychrerythraea 34H],MULTISPECIES: dual-specificity RNA methyltransferase RlmN [Colwellia]	0.495	33	3.30e-4	14	14	588
AAZ24062.1,WP_011045675.1	cytosol aminopeptidase family protein [Colwellia psychrerythraea 34H],leucyl aminopeptidase family protein [Colwellia psychrerythraea]	0.510	32	2.73e-4	15	15	589
AAZ24978.1,sp|Q487E7.1|TRUD_COLP3,WP_011041912.1	hypothetical protein CPS_1074 [Colwellia psychrerythraea 34H],RecName: Full=tRNA pseudouridine synthase D; AltName: Full=tRNA pseudouridine(13) synthase; AltName: Full=tRNA pseudouridylate synthase D; AltName: Full=tRNA-uridine isomerase D,tRNA pseudouridine(13) synthase TruD [Colwellia psychrerythraea]	0.629	32	3.36e-4	17	17	590
AAZ25064.1,WP_011042058.1	chorismate mutase/prephenate dehydratase [Colwellia psychrerythraea 34H],MULTISPECIES: prephenate dehydratase [Colwellia]	0.458	32	3.16e-4	14	14	591
AAZ25596.1,WP_011044993.1,sp|Q47WB0.1|MAO1_COLP3	NAD-dependent malic enzyme [Colwellia psychrerythraea 34H],NAD-dependent malic enzyme [Colwellia psychrerythraea],RecName: Full=NAD-dependent malic enzyme; Short=NAD-ME	0.448	32	2.20e-4	17	17	592
AAZ26126.1,WP_011041182.1	TPR domain protein [Colwellia psychrerythraea 34H],XrtA/PEP-CTERM system TPR-repeat protein PrsT [Colwellia psychrerythraea]	0.301	32	1.35e-4	17	17	593
AAZ27393.1,WP_011044236.1	superoxide dismutase [Colwellia psychrerythraea 34H],Fe-Mn family superoxide dismutase [Colwellia psychrerythraea]	0.201	32	6.37e-4	3	3	594
AAZ28545.1,WP_011044660.1	putative lipoprotein [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein assembly factor BamD [Colwellia]	0.504	32	4.90e-4	11	11	595
AAZ28729.1,WP_011044958.1	putative heme biosynthesis protein [Colwellia psychrerythraea 34H],MULTISPECIES: heme d1 biosynthesis radical SAM protein NirJ [Colwellia]	0.532	32	3.01e-4	13	13	596
WP_011041161.1,AAZ25970.1	efflux RND transporter permease subunit [Colwellia psychrerythraea],AcrB/AcrD/AcrF family protein [Colwellia psychrerythraea 34H]	0.236	32	1.20e-4	16	16	597
WP_011041581.1,AAZ26448.1	riboflavin synthase [Colwellia psychrerythraea],riboflavin synthase, alpha subunit [Colwellia psychrerythraea 34H]	0.621	32	5.32e-4	11	11	598
WP_011042953.1,AAZ28302.1	MULTISPECIES: cupin domain-containing protein [Colwellia],hypothetical protein CPS_2133 [Colwellia psychrerythraea 34H]	0.415	32	3.22e-4	9	9	599
WP_011044644.1,AAZ26598.1	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE [Colwellia psychrerythraea],phosphoribosyl-ATP pyrophosphatase/phosphoribosyl-AMP cyclohydrolase [Colwellia psychrerythraea 34H]	0.597	32	5.99e-4	9	9	600
WP_011044838.1,sp|Q47WR5.1|Y4102_COLP3,AAZ26899.1	MULTISPECIES: peroxide stress protein YaaA [Colwellia],RecName: Full=UPF0246 protein CPS_4102,hypothetical protein CPS_4102 [Colwellia psychrerythraea 34H]	0.638	32	4.81e-4	12	12	601
WP_011044857.1,AAZ26955.1	MULTISPECIES: GTPase Era [Colwellia],GTP-binding protein Era [Colwellia psychrerythraea 34H]	0.525	32	4.05e-4	13	13	602
WP_011044859.1,AAZ25128.1	signal peptidase I [Colwellia psychrerythraea],signal peptidase I [Colwellia psychrerythraea 34H]	0.539	32	3.98e-4	11	11	603
WP_011044877.1,AAZ28578.1	MULTISPECIES: GntR family transcriptional regulator [Colwellia],transcriptional regulator, GntR family [Colwellia psychrerythraea 34H]	0.703	32	5.56e-4	13	13	604
WP_011044929.1,AAZ24205.1	MULTISPECIES: TIGR04211 family SH3 domain-containing protein [Colwellia],hypothetical protein CPS_4197 [Colwellia psychrerythraea 34H]	0.498	32	6.14e-4	9	9	605
AAZ25037.1,WP_011043099.1	hypothetical protein CPS_2285 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF4339 domain-containing protein [Colwellia]	0.514	31	3.82e-4	15	15	606
AAZ25327.1,WP_011041017.1	ferritin 1 [Colwellia psychrerythraea 34H],MULTISPECIES: non-heme ferritin [Colwellia]	0.257	31	6.84e-4	7	7	607
AAZ25720.1,WP_011045356.1	aspartate carbamoyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: aspartate carbamoyltransferase [Colwellia]	0.493	31	3.55e-4	12	12	608
AAZ26573.1,WP_011045566.1	threonine ammonia-lyase, biosynthetic [Colwellia psychrerythraea 34H],threonine ammonia-lyase, biosynthetic [Colwellia psychrerythraea]	0.460	31	2.29e-4	15	15	609
AAZ28349.1,WP_011041340.1	ribulose-phosphate 3-epimerase [Colwellia psychrerythraea 34H],ribulose-phosphate 3-epimerase [Colwellia psychrerythraea]	0.607	31	5.34e-4	9	9	610
WP_011043950.1,AAZ27420.1	S9 family peptidase [Colwellia psychrerythraea],putative peptidase [Colwellia psychrerythraea 34H]	0.310	31	1.46e-4	18	18	611
WP_011045607.1,AAZ25693.1	MULTISPECIES: beta-hydroxyaspartate dehydratase BhcB [Colwellia],putative threonine dehydratase, catabolic [Colwellia psychrerythraea 34H]	0.554	31	3.68e-4	13	13	612
WP_041736683.1	phosphoserine phosphatase SerB [Colwellia psychrerythraea]	0.357	31	3.56e-4	11	11	613
AAZ24469.1	phosphoserine phosphatase [Colwellia psychrerythraea 34H]	0.392	31	3.91e-4	11	11	613
AAZ24558.1,WP_011044217.1	transcription elongation factor GreA [Colwellia psychrerythraea 34H],MULTISPECIES: transcription elongation factor GreA [Colwellia]	0.424	30	7.33e-4	8	8	614
AAZ25679.1,WP_011042434.1	3-oxoadipate CoA-succinyl transferase, alpha subunit [Colwellia psychrerythraea 34H],CoA transferase subunit A [Colwellia psychrerythraea]	0.490	30	4.84e-4	9	9	615
AAZ26703.1,WP_011045345.1	ribonuclease R [Colwellia psychrerythraea 34H],ribonuclease R [Colwellia psychrerythraea]	0.232	30	1.40e-4	14	14	616
AAZ27656.1,WP_011045360.1	molybdopterin biosynthesis moeA protein [Colwellia psychrerythraea 34H],molybdopterin molybdotransferase MoeA [Colwellia psychrerythraea]	0.451	30	2.82e-4	11	11	617
AAZ28549.1	amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.349	30	2.21e-4	11	11	618
WP_138140390.1	amidohydrolase [Colwellia psychrerythraea]	0.380	30	2.41e-4	11	11	618
AAZ28615.1,WP_011044517.1	sigma-54 dependent transcriptional regulator TyrR [Colwellia psychrerythraea 34H],MULTISPECIES: transcriptional regulator TyrR [Colwellia]	0.419	30	2.24e-4	16	16	619
WP_011040947.1,AAZ24325.1	uroporphyrinogen-III C-methyltransferase [Colwellia psychrerythraea],putative uroporphyrin-III C-methyltransferase [Colwellia psychrerythraea 34H]	0.246	30	2.45e-4	10	10	620
WP_011041253.1,sp|Q489W4.1|FADA_COLP3,AAZ25024.1	acetyl-CoA C-acyltransferase FadA [Colwellia psychrerythraea],RecName: Full=3-ketoacyl-CoA thiolase; AltName: Full=Acetyl-CoA acyltransferase; AltName: Full=Beta-ketothiolase; AltName: Full=Fatty acid oxidation complex subunit beta,fatty oxidation complex, beta subunit [Colwellia psychrerythraea 34H]	0.415	30	3.00e-4	12	12	621
WP_011042014.1,AAZ28444.1	acyl-CoA dehydrogenase C-terminal domain-containing protein [Colwellia psychrerythraea],acyl-CoA dehydrogenase family protein [Colwellia psychrerythraea 34H]	0.234	30	1.94e-4	10	9	622
WP_011042364.1,AAZ24414.1	MULTISPECIES: chemotaxis protein CheW [Colwellia],chemotaxis protein CheW [Colwellia psychrerythraea 34H]	0.878	30	7.06e-4	9	9	623
WP_011044009.1,AAZ27247.1	pyridoxal phosphate-dependent aminotransferase [Colwellia psychrerythraea],aminotransferase, class I [Colwellia psychrerythraea 34H]	0.397	30	2.82e-4	12	12	624
gi|15080273|gb|AAH11901.1|,gi|33991652|gb|AAH56421.1|	(CONTAMINANT) Keratin 17 [Homo sapiens]	0.134	30	2.68e-4	7	0	625
sp|Q47VJ9.1|PDXA_COLP3,WP_011045254.1,AAZ28186.1	RecName: Full=4-hydroxythreonine-4-phosphate dehydrogenase; AltName: Full=4-(phosphohydroxy)-L-threonine dehydrogenase,4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Colwellia psychrerythraea],pyridoxal phosphate biosynthetic protein PdxA [Colwellia psychrerythraea 34H]	0.328	30	3.55e-4	6	6	626
sp|Q484P6.1|TOLB_COLP3,AAZ24363.1	RecName: Full=Tol-Pal system protein TolB; Flags: Precursor,tolB protein [Colwellia psychrerythraea 34H]	0.372	30	2.58e-4	12	12	627
WP_198560023.1	MULTISPECIES: Tol-Pal system beta propeller repeat protein TolB [Colwellia]	0.369	30	2.56e-4	12	12	627
AAZ25287.1,WP_011045302.1	MSHA biogenesis protein MshE [Colwellia psychrerythraea 34H],MULTISPECIES: GspE/PulE family protein [Colwellia]	0.318	29	1.96e-4	12	12	628
AAZ25443.1,WP_011040892.1	DNA polymerase III, beta subunit [Colwellia psychrerythraea 34H],MULTISPECIES: DNA polymerase III subunit beta [Colwellia]	0.289	29	3.05e-4	8	8	629
AAZ26913.1,WP_011041044.1	delta-aminolevulinic acid dehydratase [Colwellia psychrerythraea 34H],MULTISPECIES: porphobilinogen synthase [Colwellia]	0.494	29	3.22e-4	14	14	630
AAZ27390.1,WP_011041055.1	aminoacyl-histidine dipeptidase [Colwellia psychrerythraea 34H],aminoacyl-histidine dipeptidase [Colwellia psychrerythraea]	0.308	29	2.30e-4	15	15	631
WP_011040911.1,AAZ24689.1	LysM peptidoglycan-binding domain-containing protein [Colwellia psychrerythraea],LysM domain protein [Colwellia psychrerythraea 34H]	0.474	29	3.10e-4	12	12	632
WP_011041958.1,AAZ27380.1	MULTISPECIES: preprotein translocase subunit YajC [Colwellia],preprotein translocase, YajC subunit [Colwellia psychrerythraea 34H]	0.468	29	0.001	6	6	633
WP_011042053.1,AAZ25676.1	pilus assembly protein [Colwellia psychrerythraea],hypothetical protein CPS_1216 [Colwellia psychrerythraea 34H]	0.203	29	8.92e-5	15	15	634
WP_011042828.1,AAZ26840.1	lysine-sensitive aspartokinase 3 [Colwellia psychrerythraea],aspartokinase III, lysine-sensitive [Colwellia psychrerythraea 34H]	0.456	29	2.45e-4	14	14	635
WP_011043034.1,AAZ25060.1	MULTISPECIES: succinate dehydrogenase, cytochrome b556 subunit [Colwellia],succinate dehydrogenase, cytochrome b556 subunit [Colwellia psychrerythraea 34H]	0.363	29	9.03e-4	5	5	636
WP_011043886.1,AAZ27595.1	PfaD family polyunsaturated fatty acid/polyketide biosynthesis protein [Colwellia psychrerythraea],polyunsaturated fatty acid synthase PfaD [Colwellia psychrerythraea 34H]	0.306	29	2.10e-4	11	11	637
WP_011044540.1,AAZ24699.1,sp|Q47XL6.1|FOLD2_COLP3	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Colwellia psychrerythraea],FolD bifunctional protein [Colwellia psychrerythraea 34H],RecName: Full=Bifunctional protein FolD 2; Includes: RecName: Full=Methylenetetrahydrofolate dehydrogenase; Includes: RecName: Full=Methenyltetrahydrofolate cyclohydrolase	0.641	29	3.94e-4	11	11	638
WP_011044661.1,AAZ24893.1	MULTISPECIES: nitrogen regulatory protein P-II [Colwellia],Nitrogen regulatory protein P-II [Colwellia psychrerythraea 34H]	0.750	29	9.99e-4	9	9	639
WP_011044933.1,AAZ27198.1	DegT/DnrJ/EryC1/StrS family aminotransferase [Colwellia psychrerythraea],polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.333	29	2.87e-4	11	11	640
WP_011045118.1,AAZ27618.1,sp|Q47VY5.1|SECB_COLP3	MULTISPECIES: protein-export chaperone SecB [Colwellia],preprotein translocase, SecB subunit [Colwellia psychrerythraea 34H],RecName: Full=Protein-export protein SecB	0.448	29	6.78e-4	4	4	641
WP_011045692.1,AAZ25484.1	MULTISPECIES: bifunctional GTP diphosphokinase/guanosine-3',5'-bis pyrophosphate 3'-pyrophosphohydrolase [Colwellia],guanosine-3,5-bis(diphosphate) 3-pyrophosphohydrolase [Colwellia psychrerythraea 34H]	0.296	29	1.59e-4	15	15	642
WP_011045734.1,AAZ24220.1	phenylacetate--CoA ligase family protein [Colwellia psychrerythraea],putative polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.348	29	2.51e-4	11	11	643
sp|Q47U39.1|RSMG_COLP3,AAZ24651.1,WP_011045764.1	RecName: Full=Ribosomal RNA small subunit methyltransferase G; AltName: Full=16S rRNA 7-methylguanosine methyltransferase; Short=16S rRNA m7G methyltransferase,methyltransferase GidB [Colwellia psychrerythraea 34H],MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG [Colwellia]	0.708	29	5.35e-4	10	10	644
AAZ24128.1,WP_011044390.1	peptidyl-prolyl cis-trans isomerase C [Colwellia psychrerythraea 34H],MULTISPECIES: peptidylprolyl isomerase [Colwellia]	0.859	28	0.001	5	5	645
AAZ24198.1,WP_011045281.1	hypothetical protein CPS_4552 [Colwellia psychrerythraea 34H],MULTISPECIES: ribosome biogenesis factor YjgA [Colwellia]	0.494	28	6.21e-4	6	6	646
AAZ25416.1,WP_011042549.1	iojap-related protein [Colwellia psychrerythraea 34H],MULTISPECIES: ribosome silencing factor [Colwellia]	0.840	28	0.001	9	9	647
AAZ26048.1,WP_011043686.1	ATP-dependent Clp protease, ATP-binding subunit ClpA [Colwellia psychrerythraea 34H],MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA [Colwellia]	0.247	28	1.44e-4	14	14	648
AAZ26117.1	putative GTP cyclohydrolase II [Colwellia psychrerythraea 34H]	0.539	28	5.30e-4	9	1	649
AAZ26976.1,WP_011043594.1	hypothetical protein CPS_2788 [Colwellia psychrerythraea 34H],DUF3570 domain-containing protein [Colwellia psychrerythraea]	0.385	28	2.43e-4	10	10	650
CAY03227.1,WP_011043802.1,AAZ26054.1,CAV21273.1	unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: 3-deoxy-7-phosphoheptulonate synthase [Colwellia],phospho-2-dehydro-3-deoxyheptonate aldolase, trp-sensitive [Colwellia psychrerythraea 34H]	0.489	28	3.09e-4	12	10	651
WP_011041878.1,AAZ26741.1	heme lyase CcmF/NrfE family subunit [Colwellia psychrerythraea],cytochrome c-type biogenesis protein CcmF [Colwellia psychrerythraea 34H]	0.183	28	1.59e-4	8	8	652
WP_011043104.1,AAZ26427.1	23S rRNA pseudouridine(955/2504/2580) synthase RluC [Colwellia psychrerythraea],ribosomal large subunit pseudouridine synthase C [Colwellia psychrerythraea 34H]	0.314	28	3.00e-4	10	10	653
WP_011043605.1,AAZ27707.1	MULTISPECIES: c-type cytochrome [Colwellia],cytochrome c' [Colwellia psychrerythraea 34H]	0.465	28	6.80e-4	10	10	654
WP_011044043.1,sp|Q47Z14.1|FABA_COLP3,AAZ26838.1	MULTISPECIES: bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase [Colwellia],RecName: Full=3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase; AltName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA; AltName: Full=Beta-hydroxydecanoyl thioester dehydrase; AltName: Full=Trans-2-decenoyl-[acyl-carrier-protein] isomerase,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA [Colwellia psychrerythraea 34H]	0.427	28	6.32e-4	10	10	655
WP_011044235.1,AAZ26820.1	Grx4 family monothiol glutaredoxin [Colwellia psychrerythraea],glutaredoxin, homolog [Colwellia psychrerythraea 34H]	0.509	28	9.32e-4	5	5	656
sp|Q47YI6.1|DAPB_COLP3,WP_011044220.1,AAZ27338.1	RecName: Full=4-hydroxy-tetrahydrodipicolinate reductase; Short=HTPA reductase,MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate reductase [Colwellia],dihydrodipicolinate reductase [Colwellia psychrerythraea 34H]	0.537	28	4.03e-4	9	9	657
sp|Q48AC6.1|NFUA_COLP3,AAZ24833.1,WP_011041094.1	RecName: Full=Fe/S biogenesis protein NfuA,HesB-like domain/NifU-like domain protein [Colwellia psychrerythraea 34H],MULTISPECIES: Fe-S biogenesis protein NfuA [Colwellia]	0.547	28	5.63e-4	7	7	658
AAZ24378.1,WP_011041032.1	signal recognition particle-docking protein FtsY [Colwellia psychrerythraea 34H],MULTISPECIES: signal recognition particle-docking protein FtsY [Colwellia]	0.472	27	2.17e-4	16	16	659
AAZ24540.1,WP_011042958.1	transcription-repair coupling factor [Colwellia psychrerythraea 34H],transcription-repair coupling factor [Colwellia psychrerythraea]	0.217	27	8.63e-5	17	17	660
AAZ24804.1,WP_011043421.1	dihydroorotase, homodimeric type [Colwellia psychrerythraea 34H],dihydroorotase [Colwellia psychrerythraea]	0.315	27	2.94e-4	9	9	661
AAZ25873.1,WP_011045544.1	hypothetical protein CPS_4825 [Colwellia psychrerythraea 34H],Der GTPase-activating protein YihI [Colwellia psychrerythraea]	0.409	27	5.01e-4	8	8	662
AAZ26056.1,WP_011043614.1	aminopeptidase N [Colwellia psychrerythraea 34H],aminopeptidase N [Colwellia psychrerythraea]	0.186	27	1.19e-4	13	13	663
AAZ26272.1,WP_011042091.1	conserved hypothetical protein TIGR00046 [Colwellia psychrerythraea 34H],16S rRNA (uracil(1498)-N(3))-methyltransferase [Colwellia psychrerythraea]	0.619	27	4.27e-4	8	8	664
AAZ26309.1,WP_011040903.1,sp|Q48AT5.1|PEPQ_COLP3	Xaa-Pro dipeptidase [Colwellia psychrerythraea 34H],MULTISPECIES: Xaa-Pro dipeptidase [Colwellia],RecName: Full=Xaa-Pro dipeptidase; Short=X-Pro dipeptidase; AltName: Full=Imidodipeptidase; AltName: Full=Proline dipeptidase; Short=Prolidase	0.368	27	2.35e-4	11	11	665
AAZ26433.1,WP_011041693.1	putative lipoprotein [Colwellia psychrerythraea 34H],DUF1254 domain-containing protein [Colwellia psychrerythraea]	0.461	27	2.89e-4	13	13	666
AAZ27592.1,WP_011045298.1	MSHA pilin protein MshA [Colwellia psychrerythraea 34H],prepilin-type N-terminal cleavage/methylation domain-containing protein [Colwellia psychrerythraea]	0.508	27	5.57e-4	5	5	667
AAZ27905.1,sp|Q47W59.1|PANC_COLP3,WP_011045044.1	pantoate--beta-alanine ligase [Colwellia psychrerythraea 34H],RecName: Full=Pantothenate synthetase; Short=PS; AltName: Full=Pantoate--beta-alanine ligase; AltName: Full=Pantoate-activating enzyme,MULTISPECIES: pantoate--beta-alanine ligase [Colwellia]	0.451	27	3.62e-4	9	9	668
AAZ27922.1	RNA pseudouridine synthase family protein [Colwellia psychrerythraea 34H]	0.541	27	3.32e-4	11	1	669
AAZ28090.1,CAY36471.1,WP_011041967.1	serine O-acetyltransferase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: serine O-acetyltransferase [Colwellia]	0.457	27	3.87e-4	11	11	670
AAZ28546.1,WP_011045583.1	xanthine dehydrogenase, iron-sulfur binding subunit [Colwellia psychrerythraea 34H],xanthine dehydrogenase small subunit [Colwellia psychrerythraea]	0.397	27	2.11e-4	14	14	671
WP_011040897.1,AAZ28041.1	MULTISPECIES: TraR/DksA family transcriptional regulator [Colwellia],hypothetical protein CPS_0007 [Colwellia psychrerythraea 34H]	0.788	27	0.001	9	9	672
WP_011042030.1,AAZ24866.1	MULTISPECIES: protease SohB [Colwellia],sohB protein, peptidase U7 family [Colwellia psychrerythraea 34H]	0.390	27	2.99e-4	11	11	673
WP_011042920.1,AAZ24227.1	capsular polysaccharide export protein, LipB/KpsS family [Colwellia psychrerythraea],hypothetical protein CPS_2099 [Colwellia psychrerythraea 34H]	0.343	27	2.06e-4	13	13	674
WP_011044828.1,AAZ28184.1	MULTISPECIES: acetoacetyl-CoA reductase [Colwellia],acetoacetyl-CoA reductase [Colwellia psychrerythraea 34H]	0.542	27	4.34e-4	8	8	675
WP_011044926.1,AAZ26884.1	MULTISPECIES: Lpp/OprI family alanine-zipper lipoprotein [Colwellia],putative major outer membrane lipoprotein [Colwellia psychrerythraea 34H]	0.506	27	0.001	3	3	676
WP_011045230.1,AAZ24556.1	MULTISPECIES: glutamate synthase large subunit [Colwellia],glutamate synthase, large subunit [Colwellia psychrerythraea 34H]	0.164	27	7.01e-5	16	16	677
WP_011045260.1,AAZ27538.1	BolA family protein [Colwellia psychrerythraea],BolA/YrbA family protein [Colwellia psychrerythraea 34H]	0.805	27	0.001	9	9	678
sp|Q47WU9.1|RIMM_COLP3,AAZ27865.1,WP_011044804.1	RecName: Full=Ribosome maturation factor RimM,16S rRNA processing protein RimM [Colwellia psychrerythraea 34H],MULTISPECIES: ribosome maturation factor RimM [Colwellia]	0.744	27	5.92e-4	7	7	679
sp|Q482U1.1|RIMP_COLP3,WP_011043020.1,AAZ27528.1	RecName: Full=Ribosome maturation factor RimP,ribosome maturation factor RimP [Colwellia psychrerythraea],hypothetical protein CPS_2201 [Colwellia psychrerythraea 34H]	0.384	27	6.90e-4	4	4	680
AAZ24352.1,WP_011041156.1	cytochrome c family protein [Colwellia psychrerythraea 34H],MULTISPECIES: c-type cytochrome [Colwellia]	0.132	26	3.16e-4	4	4	681
AAZ25311.1,WP_011044720.1	hypothetical protein CPS_3976 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3450 domain-containing protein [Colwellia]	0.505	26	3.68e-4	10	10	682
AAZ25316.1,WP_011042433.1	3-oxoadipate CoA-succinyl transferase, beta subunit [Colwellia psychrerythraea 34H],MULTISPECIES: 3-oxoacid CoA-transferase subunit B [Colwellia]	0.417	26	4.60e-4	10	10	683
AAZ25590.1,WP_011042831.1	3-hydroxyisobutyrate dehydrogenase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: NAD(P)-dependent oxidoreductase [Colwellia]	0.460	26	3.50e-4	12	12	684
AAZ27080.1	putative proline racemase [Colwellia psychrerythraea 34H]	0.485	26	3.29e-4	12	0	685
AAZ28134.1,WP_011043019.1	GGDEF/EAL domain protein [Colwellia psychrerythraea 34H],EAL domain-containing protein [Colwellia psychrerythraea]	0.386	26	1.58e-4	15	15	686
AAZ28427.1,WP_011040963.1	glyoxalase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: VOC family protein [Colwellia]	0.587	26	7.27e-4	7	7	687
AAZ28678.1,WP_011045598.1	hypothetical protein CPS_4879 [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein OmpK [Colwellia]	0.480	26	3.65e-4	7	7	688
WP_011040915.1,CAY09008.1,AAZ27764.1	5-(carboxyamino)imidazole ribonucleotide synthase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],phosphoribosylaminoimidazole carboxylase, ATPase subunit [Colwellia psychrerythraea 34H]	0.423	26	2.61e-4	11	11	689
WP_011040955.1,AAZ25218.1	DNA helicase II [Colwellia psychrerythraea],DNA helicase II [Colwellia psychrerythraea 34H]	0.280	26	1.39e-4	16	15	690
WP_011041924.1,AAZ25001.1	FAD:protein FMN transferase [Colwellia psychrerythraea],thiamine biosynthesis lipoprotein ApbE [Colwellia psychrerythraea 34H]	0.481	26	2.93e-4	11	11	691
WP_011043089.1,AAZ24657.1	MULTISPECIES: M14 family metallopeptidase [Colwellia],hypothetical protein CPS_2275 [Colwellia psychrerythraea 34H]	0.417	26	2.83e-4	10	10	692
WP_011043384.1,AAZ24039.1	MULTISPECIES: PBPRA1643 family SWIM/SEC-C metal-binding motif protein [Colwellia],hypothetical protein CPS_2575 [Colwellia psychrerythraea 34H]	0.482	26	9.12e-4	7	7	693
WP_011044383.1,AAZ26410.1	amidohydrolase family protein [Colwellia psychrerythraea],amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.486	26	2.33e-4	11	11	694
WP_011044513.1,AAZ26620.1	TonB-dependent receptor plug domain-containing protein [Colwellia psychrerythraea],TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.208	26	1.04e-4	14	14	695
WP_011044525.1,AAZ24735.1	phage shock protein PspA [Colwellia psychrerythraea],phage shock protein A [Colwellia psychrerythraea 34H]	0.507	26	4.54e-4	8	8	696
WP_011044664.1,AAZ28606.1	MULTISPECIES: RNA recognition motif domain-containing protein [Colwellia],RNA-binding protein [Colwellia psychrerythraea 34H]	0.718	26	0.001	6	6	697
WP_198560025.1	MULTISPECIES: GTP cyclohydrolase II RibA [Colwellia]	0.500	26	5.07e-4	8	0	698
AAZ24394.1,WP_011044768.1	formate dehydrogenase, alpha subunit [Colwellia psychrerythraea 34H],formate dehydrogenase subunit alpha [Colwellia psychrerythraea]	0.209	25	9.99e-5	16	12	699
AAZ27157.1,WP_011043054.1	hypothetical protein CPS_2235 [Colwellia psychrerythraea 34H],peptidase associated/transthyretin-like domain-containing protein [Colwellia psychrerythraea]	0.340	25	1.50e-4	15	15	700
AAZ27976.1,WP_011041088.1	transcriptional regulator, TetR family [Colwellia psychrerythraea 34H],MULTISPECIES: TetR/AcrR family transcriptional regulator [Colwellia]	0.500	25	4.43e-4	11	11	701
AAZ28013.1,sp|Q47XB3.1|HIS6_COLP3,WP_011044643.1	imidazoleglycerol phosphate synthase, cyclase subunit [Colwellia psychrerythraea 34H],RecName: Full=Imidazole glycerol phosphate synthase subunit HisF; AltName: Full=IGP synthase cyclase subunit; AltName: Full=IGP synthase subunit HisF; AltName: Full=ImGP synthase subunit HisF; Short=IGPS subunit HisF,imidazole glycerol phosphate synthase subunit HisF [Colwellia psychrerythraea]	0.484	25	3.74e-4	7	7	702
