Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ24588.1,WP_011041272.1	putative aminopeptidase [Colwellia psychrerythraea 34H],M1 family metallopeptidase [Colwellia psychrerythraea]	0.203	32	1.90e-4	10	10	480
AAZ24804.1,WP_011043421.1	dihydroorotase, homodimeric type [Colwellia psychrerythraea 34H],dihydroorotase [Colwellia psychrerythraea]	0.256	32	4.23e-4	7	7	481
AAZ25289.1,WP_011044931.1	GDP-mannose 4,6-dehydratase [Colwellia psychrerythraea 34H],GDP-mannose 4,6-dehydratase [Colwellia psychrerythraea]	0.358	32	4.01e-4	10	10	482
AAZ28682.1,WP_011043960.1	phosphate acetyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: phosphate acetyltransferase [Colwellia]	0.288	32	2.13e-4	16	16	483
CBC03406.1,WP_011044939.1,CAW33888.1,AAZ27097.1,CBB99922.1,CAW37534.1	unnamed protein product [Colwellia psychrerythraea 34H],2-isopropylmalate synthase [Colwellia psychrerythraea],2-isopropylmalate synthase [Colwellia psychrerythraea 34H]	0.456	32	2.85e-4	19	18	484
WP_011043917.1,AAZ27235.1,sp|Q47ZE0.1|FOLD1_COLP3	MULTISPECIES: bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD [Colwellia],FolD bifunctional protein [Colwellia psychrerythraea 34H],RecName: Full=Bifunctional protein FolD 1; Includes: RecName: Full=Methylenetetrahydrofolate dehydrogenase; Includes: RecName: Full=Methenyltetrahydrofolate cyclohydrolase	0.621	32	5.32e-4	13	13	485
WP_011044043.1,sp|Q47Z14.1|FABA_COLP3,AAZ26838.1	MULTISPECIES: bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase [Colwellia],RecName: Full=3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase; AltName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA; AltName: Full=Beta-hydroxydecanoyl thioester dehydrase; AltName: Full=Trans-2-decenoyl-[acyl-carrier-protein] isomerase,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA [Colwellia psychrerythraea 34H]	0.333	32	8.78e-4	11	11	486
WP_011044644.1,AAZ26598.1	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE [Colwellia psychrerythraea],phosphoribosyl-ATP pyrophosphatase/phosphoribosyl-AMP cyclohydrolase [Colwellia psychrerythraea 34H]	0.515	32	7.29e-4	7	7	487
AAZ24533.1,WP_011044287.1	tryptophan synthase, alpha subunit [Colwellia psychrerythraea 34H],MULTISPECIES: tryptophan synthase subunit alpha [Colwellia]	0.738	31	5.16e-4	16	16	488
AAZ26260.1,WP_011043699.1,sp|Q480B2.1|RL20_COLP3	ribosomal protein L20 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L20 [Colwellia],RecName: Full=Large ribosomal subunit protein bL20; AltName: Full=50S ribosomal protein L20	0.429	31	0.001	8	8	489
AAZ26830.1,WP_011045762.1	parB family protein [Colwellia psychrerythraea 34H],MULTISPECIES: ParB/RepB/Spo0J family partition protein [Colwellia]	0.460	31	4.85e-4	10	10	490
WP_011041542.1,AAZ26555.1	MULTISPECIES: S46 family peptidase [Colwellia],hypothetical protein CPS_0692 [Colwellia psychrerythraea 34H]	0.213	31	1.99e-4	13	13	491
WP_011042316.1,AAZ26946.1	flagellar hook protein FlgE [Colwellia psychrerythraea],flagellar hook protein FlgE [Colwellia psychrerythraea 34H]	0.433	31	2.63e-4	12	12	492
WP_011042543.1,AAZ26584.1,CAV20578.1	MULTISPECIES: DUF493 family protein YbeD [Colwellia],hypothetical protein CPS_1711 [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.632	31	0.002	6	6	493
WP_011042914.1,AAZ26498.1	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase [Colwellia psychrerythraea],flagellin modification protein/polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.355	31	3.74e-4	11	11	494
WP_011043956.1,AAZ26006.1	MULTISPECIES: exodeoxyribonuclease III [Colwellia],exodeoxyribonuclease III [Colwellia psychrerythraea 34H]	0.362	31	5.43e-4	10	10	495
AAZ23956.1,WP_011041334.1,sp|Q489N3.1|AROB_COLP3	3-dehydroquinate synthase [Colwellia psychrerythraea 34H],3-dehydroquinate synthase [Colwellia psychrerythraea],RecName: Full=3-dehydroquinate synthase; Short=DHQS	0.305	30	3.98e-4	9	9	496
AAZ25009.1,WP_011045117.1,sp|Q47VY6.1|GPDA_COLP3	glycerol-3-phosphate dehydrogenase (NAD(P)+) [Colwellia psychrerythraea 34H],MULTISPECIES: NAD(P)H-dependent glycerol-3-phosphate dehydrogenase [Colwellia],RecName: Full=Glycerol-3-phosphate dehydrogenase [NAD(P)+]; AltName: Full=NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase; AltName: Full=NAD(P)H-dependent dihydroxyacetone-phosphate reductase	0.572	30	4.21e-4	13	13	497
AAZ25679.1,WP_011042434.1	3-oxoadipate CoA-succinyl transferase, alpha subunit [Colwellia psychrerythraea 34H],CoA transferase subunit A [Colwellia psychrerythraea]	0.490	30	5.89e-4	10	10	498
AAZ25836.1,WP_011045121.1,sp|Q47VY2.1|GPMI_COLP3	phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent [Colwellia psychrerythraea 34H],2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Colwellia psychrerythraea],RecName: Full=2,3-bisphosphoglycerate-independent phosphoglycerate mutase; Short=BPG-independent PGAM; Short=Phosphoglyceromutase; Short=iPGM	0.304	30	2.71e-4	10	10	499
AAZ26272.1,WP_011042091.1	conserved hypothetical protein TIGR00046 [Colwellia psychrerythraea 34H],16S rRNA (uracil(1498)-N(3))-methyltransferase [Colwellia psychrerythraea]	0.660	30	5.77e-4	9	9	500
AAZ26762.1,WP_011042277.1	neutral zinc metallopeptidase, M13 family [Colwellia psychrerythraea 34H],M13 family metallopeptidase [Colwellia psychrerythraea]	0.309	30	2.05e-4	17	17	501
WP_011042800.1,AAZ25237.1,sp|Q483R0.1|DEOB_COLP3	phosphopentomutase [Colwellia psychrerythraea],phosphopentomutase [Colwellia psychrerythraea 34H],RecName: Full=Phosphopentomutase; AltName: Full=Phosphodeoxyribomutase	0.436	30	3.48e-4	14	14	502
WP_011045515.1,AAZ24908.1	S9 family peptidase [Colwellia psychrerythraea],hypothetical protein CPS_4796 [Colwellia psychrerythraea 34H]	0.286	30	2.03e-4	13	13	503
sp|Q485H8.1|RPIA_COLP3,WP_011042381.1,AAZ25095.1	RecName: Full=Ribose-5-phosphate isomerase A; AltName: Full=Phosphoriboisomerase A; Short=PRI,MULTISPECIES: ribose-5-phosphate isomerase RpiA [Colwellia],ribose 5-phosphate isomerase [Colwellia psychrerythraea 34H]	0.358	30	6.46e-4	8	8	504
AAZ24157.1,sp|Q486R1.1|ISPH_COLP3,WP_011042048.1	4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Colwellia psychrerythraea 34H],RecName: Full=4-hydroxy-3-methylbut-2-enyl diphosphate reductase; Short=HMBPP reductase,4-hydroxy-3-methylbut-2-enyl diphosphate reductase [Colwellia psychrerythraea]	0.375	29	4.40e-4	8	8	505
AAZ24778.1,WP_011042566.1	quinolinate synthetase complex, subunit A [Colwellia psychrerythraea 34H],MULTISPECIES: quinolinate synthase NadA [Colwellia]	0.466	29	3.87e-4	11	11	506
AAZ25310.1,WP_011045532.1	nicotinate-nucleotide pyrophosphorylase [Colwellia psychrerythraea 34H],MULTISPECIES: carboxylating nicotinate-nucleotide diphosphorylase [Colwellia]	0.416	29	4.57e-4	9	9	507
AAZ25327.1,WP_011041017.1	ferritin 1 [Colwellia psychrerythraea 34H],MULTISPECIES: non-heme ferritin [Colwellia]	0.326	29	7.78e-4	8	8	508
AAZ25630.1,WP_011044011.1	putative lipoprotein [Colwellia psychrerythraea 34H],DUF4136 domain-containing protein [Colwellia psychrerythraea]	0.656	29	7.09e-4	15	15	509
AAZ26193.1,WP_011043980.1	phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea 34H],phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea]	0.596	29	6.39e-4	11	11	510
AAZ26615.1,WP_011045745.1	chain length determinant family protein [Colwellia psychrerythraea 34H],XrtA system polysaccharide chain length determinant [Colwellia psychrerythraea]	0.316	29	2.58e-4	14	14	511
AAZ27003.1	hypothetical protein CPS_1614 [Colwellia psychrerythraea 34H]	0.410	29	4.10e-4	11	0	512
AAZ27300.1,WP_011042774.1	CBS domain protein [Colwellia psychrerythraea 34H],MULTISPECIES: CBS domain-containing protein [Colwellia]	0.664	29	0.001	9	9	513
AAZ28812.1,WP_011042037.1	cys regulon transcription activator [Colwellia psychrerythraea 34H],MULTISPECIES: HTH-type transcriptional regulator CysB [Colwellia]	0.478	29	4.20e-4	11	11	514
WP_011041278.1,AAZ24350.1,sp|Q489T9.1|RS18_COLP3	MULTISPECIES: 30S ribosomal protein S18 [Colwelliaceae],ribosomal protein S18 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein bS18; AltName: Full=30S ribosomal protein S18	0.733	29	0.002	8	8	515
WP_011043611.1,AAZ27540.1	DUF1329 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_2805 [Colwellia psychrerythraea 34H]	0.311	29	3.00e-4	11	11	516
WP_011043638.1,AAZ27317.1,sp|Q480H5.1|SYM_COLP3	MULTISPECIES: methionine--tRNA ligase [Colwellia],methionyl-tRNA synthetase, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=Methionine--tRNA ligase; AltName: Full=Methionyl-tRNA synthetase; Short=MetRS	0.316	29	1.91e-4	15	15	517
gi|34783124|gb|AAH02539.2|	(CONTAMINANT) Keratin 19 [Homo sapiens]	0.176	29	3.28e-4	9	2	518
sp|Q47WC0.1|ISPG_COLP3,WP_011044983.1,AAZ24704.1	RecName: Full=4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin); AltName: Full=1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase,MULTISPECIES: flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Colwellia],1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase [Colwellia psychrerythraea 34H]	0.553	29	3.62e-4	14	14	519
AAZ23975.1,WP_011041773.1	single-strand binding protein [Colwellia psychrerythraea 34H],MULTISPECIES: single-stranded DNA-binding protein [Colwellia]	0.575	28	5.64e-4	9	9	520
AAZ25085.1,WP_011044013.1	acetolactate synthase III, large subunit, biosynthetic type [Colwellia psychrerythraea 34H],MULTISPECIES: acetolactate synthase 3 large subunit [Colwellia]	0.186	28	2.28e-4	12	12	521
AAZ25586.1,WP_011045190.1	cell division protein FtsA [Colwellia psychrerythraea 34H],cell division protein FtsA [Colwellia psychrerythraea]	0.462	28	3.20e-4	12	12	522
AAZ26231.1,WP_011044279.1	ribosomal large subunit pseudouridine synthase B [Colwellia psychrerythraea 34H],MULTISPECIES: 23S rRNA pseudouridine(2605) synthase RluB [Colwellia]	0.270	28	3.70e-4	10	10	523
AAZ26913.1,WP_011041044.1	delta-aminolevulinic acid dehydratase [Colwellia psychrerythraea 34H],MULTISPECIES: porphobilinogen synthase [Colwellia]	0.391	28	3.78e-4	14	14	524
WP_011042053.1,AAZ25676.1	pilus assembly protein [Colwellia psychrerythraea],hypothetical protein CPS_1216 [Colwellia psychrerythraea 34H]	0.248	28	1.05e-4	18	18	525
AAZ25064.1,WP_011042058.1	chorismate mutase/prephenate dehydratase [Colwellia psychrerythraea 34H],MULTISPECIES: prephenate dehydratase [Colwellia]	0.340	27	3.24e-4	9	9	526
AAZ26871.1,sp|Q485R8.1|PY2CR_COLP3,WP_011042291.1	putative ornithine cyclodeaminase [Colwellia psychrerythraea 34H],RecName: Full=Delta(1)-pyrroline-2-carboxylate reductase; Short=Pyr2C reductase; AltName: Full=Proline ketimine reductase,bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase [Colwellia psychrerythraea]	0.396	27	4.01e-4	8	8	527
AAZ26928.1,sp|Q47XB7.1|HIS8_COLP3	histidinol-phosphate aminotransferase [Colwellia psychrerythraea 34H],RecName: Full=Histidinol-phosphate aminotransferase; AltName: Full=Imidazole acetol-phosphate transaminase	0.399	27	3.44e-4	11	11	528
WP_238383556.1	histidinol-phosphate transaminase [Colwellia psychrerythraea]	0.381	27	3.28e-4	11	11	528
AAZ27096.1,WP_011044208.1,sp|Q47YJ8.1|TPIS_COLP3	triosephosphate isomerase [Colwellia psychrerythraea 34H],MULTISPECIES: triose-phosphate isomerase [Colwellia],RecName: Full=Triosephosphate isomerase; Short=TIM; Short=TPI; AltName: Full=Triose-phosphate isomerase	0.305	27	4.95e-4	6	6	529
AAZ27212.1,WP_011043146.1	phosphoserine aminotransferase [Colwellia psychrerythraea 34H],3-phosphoserine/phosphohydroxythreonine transaminase [Colwellia psychrerythraea]	0.380	27	3.51e-4	8	8	530
AAZ27943.1,WP_011042013.1	hypothetical protein CPS_1176 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3010 family protein [Colwellia]	0.442	27	8.12e-4	9	9	531
AAZ28577.1,WP_011040996.1,sp|Q48AM4.1|TDH_COLP3,CAV23061.1,CAY07155.1	L-threonine 3-dehydrogenase [Colwellia psychrerythraea 34H],MULTISPECIES: L-threonine 3-dehydrogenase [Colwellia],RecName: Full=L-threonine 3-dehydrogenase; Short=TDH,unnamed protein product [Colwellia psychrerythraea 34H]	0.358	27	3.72e-4	9	9	532
CBG20920.1,sp|Q487H4.1|CSRA_COLP3,CBV34178.1,WP_011041885.1,AAZ24486.1	unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=Translational regulator CsrA; AltName: Full=Carbon storage regulator,MULTISPECIES: carbon storage regulator CsrA [Colwellia],carbon storage regulator [Colwellia psychrerythraea 34H]	0.815	27	0.002	6	6	533
CBX85595.1,AAZ28665.1,WP_011042803.1	unnamed protein product [Colwellia psychrerythraea 34H],adenosine deaminase [Colwellia psychrerythraea 34H],adenosine deaminase [Colwellia psychrerythraea]	0.257	27	3.83e-4	9	9	534
WP_011041211.1,AAZ25528.1	MULTISPECIES: RNA recognition motif domain-containing protein [Colwellia],RNA-binding protein [Colwellia psychrerythraea 34H]	0.456	27	7.92e-4	7	7	535
WP_011041939.1,AAZ28519.1	methionine synthase [Colwellia psychrerythraea],5-methyltetrahydrofolate--homocysteine S-methyltransferase [Colwellia psychrerythraea 34H]	0.179	27	1.03e-4	15	15	536
WP_011042806.1,AAZ25994.1	isopenicillin N synthase family dioxygenase [Colwellia psychrerythraea],oxidoreductase, 2OG-Fe(II) oxygenase family [Colwellia psychrerythraea 34H]	0.414	27	4.52e-4	8	8	537
WP_011045607.1,AAZ25693.1	MULTISPECIES: beta-hydroxyaspartate dehydratase BhcB [Colwellia],putative threonine dehydratase, catabolic [Colwellia psychrerythraea 34H]	0.455	27	3.90e-4	11	11	538
WP_011045719.1,AAZ28834.1	asparagine synthase-related protein [Colwellia psychrerythraea],asparagine synthase family protein [Colwellia psychrerythraea 34H]	0.287	27	2.13e-4	14	14	539
AAZ24169.1,WP_011044836.1	hypothetical protein CPS_4100 [Colwellia psychrerythraea 34H],TIGR03545 family protein [Colwellia psychrerythraea]	0.252	26	2.04e-4	11	11	540
AAZ24554.1,WP_011045160.1	conserved hypothetical protein TIGR00096 [Colwellia psychrerythraea 34H],16S rRNA (cytidine(1402)-2'-O)-methyltransferase [Colwellia psychrerythraea]	0.472	26	4.33e-4	10	10	541
AAZ25923.1,WP_011042793.1	cytidine deaminase [Colwellia psychrerythraea 34H],cytidine deaminase [Colwellia psychrerythraea]	0.683	26	8.78e-4	8	8	542
AAZ27774.1,WP_011043693.1,sp|Q480B8.1|MNMA_COLP3	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [Colwellia psychrerythraea 34H],tRNA 2-thiouridine(34) synthase MnmA [Colwellia psychrerythraea],RecName: Full=tRNA-specific 2-thiouridylase MnmA	0.387	26	3.25e-4	10	10	543
AAZ27905.1,sp|Q47W59.1|PANC_COLP3,WP_011045044.1	pantoate--beta-alanine ligase [Colwellia psychrerythraea 34H],RecName: Full=Pantothenate synthetase; Short=PS; AltName: Full=Pantoate--beta-alanine ligase; AltName: Full=Pantoate-activating enzyme,MULTISPECIES: pantoate--beta-alanine ligase [Colwellia]	0.420	26	4.24e-4	10	10	544
AAZ28846.1,WP_011042372.1	efflux transporter, MFP subunit, AcrA/E family [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.435	26	2.93e-4	11	11	545
WP_011042410.1,AAZ24415.1	MULTISPECIES: PhnA domain-containing protein [Colwellia],putative phosphonoacetate hydrolase PhnA [Colwellia psychrerythraea 34H]	0.556	26	6.45e-4	11	11	546
WP_011043886.1,AAZ27595.1	PfaD family polyunsaturated fatty acid/polyketide biosynthesis protein [Colwellia psychrerythraea],polyunsaturated fatty acid synthase PfaD [Colwellia psychrerythraea 34H]	0.227	26	2.29e-4	7	7	547
WP_011045468.1,sp|Q47UY5.1|MTNN_COLP3,AAZ27614.1	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase [Colwellia psychrerythraea],RecName: Full=5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase; Short=MTA/SAH nucleosidase; Short=MTAN; AltName: Full=5'-deoxyadenosine nucleosidase; Short=DOA nucleosidase; Short=dAdo nucleosidase; AltName: Full=5'-methylthioadenosine nucleosidase; Short=MTA nucleosidase; AltName: Full=S-adenosylhomocysteine nucleosidase; Short=AdoHcy nucleosidase; Short=SAH nucleosidase; Short=SRH nucleosidase,MTA/SAH nucleosidase [Colwellia psychrerythraea 34H]	0.700	26	5.02e-4	12	6	548
sp|Q482U1.1|RIMP_COLP3,WP_011043020.1,AAZ27528.1	RecName: Full=Ribosome maturation factor RimP,ribosome maturation factor RimP [Colwellia psychrerythraea],hypothetical protein CPS_2201 [Colwellia psychrerythraea 34H]	0.384	26	8.08e-4	5	5	549
AAZ26093.1,WP_011044587.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.263	25	1.84e-4	11	11	550
AAZ26317.1,WP_011041162.1	efflux transporter, RND family, MFP subunit [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.492	25	3.10e-4	14	14	551
AAZ28642.1,WP_011045193.1,sp|Q47VR0.1|MURC_COLP3	UDP-N-acetylmuramate--alanine ligase [Colwellia psychrerythraea 34H],UDP-N-acetylmuramate--L-alanine ligase [Colwellia psychrerythraea],RecName: Full=UDP-N-acetylmuramate--L-alanine ligase; AltName: Full=UDP-N-acetylmuramoyl-L-alanine synthetase	0.320	25	2.33e-4	9	9	552
AAZ28678.1,WP_011045598.1	hypothetical protein CPS_4879 [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein OmpK [Colwellia]	0.196	25	4.27e-4	6	6	553
AAZ28745.1,WP_011045073.1	thioredoxin domain protein [Colwellia psychrerythraea 34H],tetratricopeptide repeat protein [Colwellia psychrerythraea]	0.368	25	4.19e-4	7	7	554
WP_011041428.1,AAZ27017.1	polysaccharide export protein [Colwellia psychrerythraea],polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H]	0.320	25	3.13e-4	10	10	555
WP_011041611.1,AAZ26530.1	glutamate synthase subunit beta [Colwellia psychrerythraea],glutamate synthase, NADH/NADPH, small subunit [Colwellia psychrerythraea 34H]	0.294	25	2.36e-4	11	10	556
WP_011041958.1,AAZ27380.1	MULTISPECIES: preprotein translocase subunit YajC [Colwellia],preprotein translocase, YajC subunit [Colwellia psychrerythraea 34H]	0.468	25	0.001	5	5	557
WP_011042953.1,AAZ28302.1	MULTISPECIES: cupin domain-containing protein [Colwellia],hypothetical protein CPS_2133 [Colwellia psychrerythraea 34H]	0.261	25	3.06e-4	8	8	558
WP_011043141.1,AAZ26263.1	class Ia ribonucleoside-diphosphate reductase subunit beta [Colwellia psychrerythraea],ribonucleotide reductase, beta subunit [Colwellia psychrerythraea 34H]	0.356	25	3.12e-4	11	11	559
WP_011044506.1,AAZ27840.1	MULTISPECIES: ExbD/TolR family protein [Colwellia],biopolymer transport exbD protein [Colwellia psychrerythraea 34H]	0.526	25	8.82e-4	10	10	560
WP_011044601.1,AAZ26952.1	alcohol dehydrogenase AdhP [Colwellia psychrerythraea],alcohol dehydrogenase, zinc-containing [Colwellia psychrerythraea 34H]	0.315	25	3.49e-4	7	7	561
WP_041736683.1	phosphoserine phosphatase SerB [Colwellia psychrerythraea]	0.292	25	3.49e-4	10	10	562
AAZ24469.1	phosphoserine phosphatase [Colwellia psychrerythraea 34H]	0.320	25	3.83e-4	10	10	562
AAZ24134.1,WP_011043458.1	alpha-1,2-mannosidase family protein [Colwellia psychrerythraea 34H],GH92 family glycosyl hydrolase [Colwellia psychrerythraea]	0.165	24	1.33e-4	10	10	563
AAZ24463.1,WP_011045690.1,sp|Q47UB3.1|KGUA_COLP3	guanylate kinase [Colwellia psychrerythraea 34H],MULTISPECIES: guanylate kinase [Colwellia],RecName: Full=Guanylate kinase; AltName: Full=GMP kinase	0.326	24	5.17e-4	8	8	564
AAZ24978.1,sp|Q487E7.1|TRUD_COLP3,WP_011041912.1	hypothetical protein CPS_1074 [Colwellia psychrerythraea 34H],RecName: Full=tRNA pseudouridine synthase D; AltName: Full=tRNA pseudouridine(13) synthase; AltName: Full=tRNA pseudouridylate synthase D; AltName: Full=tRNA-uridine isomerase D,tRNA pseudouridine(13) synthase TruD [Colwellia psychrerythraea]	0.523	24	3.07e-4	13	13	565
AAZ25037.1,WP_011043099.1	hypothetical protein CPS_2285 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF4339 domain-containing protein [Colwellia]	0.351	24	3.60e-4	11	11	566
AAZ25634.1,WP_011045041.1	polyA polymerase [Colwellia psychrerythraea 34H],polynucleotide adenylyltransferase PcnB [Colwellia psychrerythraea]	0.268	24	2.38e-4	10	10	567
AAZ25946.1,WP_011045076.1	serine protease DegP [Colwellia psychrerythraea 34H],Do family serine endopeptidase [Colwellia psychrerythraea]	0.394	24	2.45e-4	12	12	568
AAZ27549.1,WP_011045534.1	hypothetical protein CPS_4815 [Colwellia psychrerythraea 34H],MULTISPECIES: YkvA family protein [Colwellia]	0.335	24	6.19e-4	9	9	569
WP_011041038.1,AAZ24000.1	MULTISPECIES: twin-arginine translocase TatA/TatE family subunit [Colwellia],Sec-independent protein translocase protein TatA [Colwellia psychrerythraea 34H]	0.447	24	0.001	5	5	570
WP_011041332.1,AAZ25362.1	type IV pilus secretin PilQ [Colwellia psychrerythraea],type IV pilus biogenesis protein PilQ [Colwellia psychrerythraea 34H]	0.163	24	1.60e-4	9	9	571
WP_011041752.1,AAZ24175.1	urocanate hydratase [Colwellia psychrerythraea],urocanate hydratase [Colwellia psychrerythraea 34H]	0.190	24	2.00e-4	10	10	572
WP_011044525.1,AAZ24735.1	phage shock protein PspA [Colwellia psychrerythraea],phage shock protein A [Colwellia psychrerythraea 34H]	0.566	24	5.10e-4	10	10	573
WP_011044857.1,AAZ26955.1	MULTISPECIES: GTPase Era [Colwellia],GTP-binding protein Era [Colwellia psychrerythraea 34H]	0.400	24	3.69e-4	11	11	574
WP_011045519.1,AAZ27712.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Colwellia psychrerythraea],aconitate hydratase 2 [Colwellia psychrerythraea 34H]	0.184	24	1.30e-4	11	11	575
WP_041736754.1	4-hydroxyproline epimerase [Colwellia psychrerythraea]	0.404	24	3.34e-4	9	2	576
gi|20178293|sp|P08729|K2C7_HUMAN	(CONTAMINANT) Keratin, type II cytoskeletal 7 (Cytokeratin 7) (K7) (CK 7) (Sarcolectin)	0.053	24	2.40e-4	5	0	577
gi|224015796|ref|XP_002297546.1|,gi|220967810|gb|EED86186.1|,gi|116739859|gb|ABK20729.1|,gi|2050584467|gb|QWM93008.1|,gi|118411112|ref|YP_874506.1|,gi|125987716|sp|A0T0P4.1|ATPA_THAPS	ATP synthase alpha chain, thylakoid ATPase, plastid protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF1 alpha chain (chloroplast) [Thalassiosira pseudonana],CF1 alpha subunit of ATP synthase (chloroplast) [Thalassiosira pseudonana],ATP synthase CF1 alpha subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit alpha, chloroplastic; AltName: Full=ATP synthase F1 sector subunit alpha; AltName: Full=F-ATPase subunit alpha	0.066	24	2.24e-4	4	1	578
sp|Q47WB7.1|RLMN_COLP3,AAZ24649.1,WP_011044986.1	RecName: Full=Dual-specificity RNA methyltransferase RlmN; AltName: Full=23S rRNA (adenine(2503)-C(2))-methyltransferase; AltName: Full=23S rRNA m2A2503 methyltransferase; AltName: Full=Ribosomal RNA large subunit methyltransferase N; AltName: Full=tRNA (adenine(37)-C(2))-methyltransferase; AltName: Full=tRNA m2A37 methyltransferase,radical SAM enzyme, Cfr family [Colwellia psychrerythraea 34H],MULTISPECIES: dual-specificity RNA methyltransferase RlmN [Colwellia]	0.358	24	2.92e-4	10	10	579
sp|Q485E3.1|SEQA_COLP3,AAZ25264.1,WP_011042416.1	RecName: Full=Negative modulator of initiation of replication,seqA protein [Colwellia psychrerythraea 34H],replication initiation negative regulator SeqA [Colwellia psychrerythraea]	0.440	24	5.63e-4	6	6	580
AAZ24568.1,WP_011045600.1	NADP-dependent malic enzyme, truncated [Colwellia psychrerythraea 34H],malic enzyme-like NAD(P)-binding protein [Colwellia psychrerythraea]	0.265	23	2.60e-4	7	4	581
AAZ25101.1,WP_011043943.1	hypothetical protein CPS_3159 [Colwellia psychrerythraea 34H],AAA family ATPase [Colwellia psychrerythraea]	0.162	23	3.24e-4	3	3	582
AAZ25910.1,WP_011044954.1	nirF protein [Colwellia psychrerythraea 34H],cytochrome D1 domain-containing protein [Colwellia psychrerythraea]	0.332	23	2.61e-4	11	11	583
AAZ26021.1,WP_011042544.1	D-alanyl-D-alanine carboxypeptidase [Colwellia psychrerythraea 34H],MULTISPECIES: serine hydrolase [Colwellia]	0.306	23	2.70e-4	11	11	584
AAZ26056.1,WP_011043614.1	aminopeptidase N [Colwellia psychrerythraea 34H],aminopeptidase N [Colwellia psychrerythraea]	0.126	23	1.24e-4	8	8	585
AAZ27261.1,WP_011042918.1	neuB protein [Colwellia psychrerythraea 34H],pseudaminic acid synthase [Colwellia psychrerythraea]	0.435	23	3.07e-4	9	9	586
AAZ27373.1,WP_011040964.1	glyoxalase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: VOC family protein [Colwellia]	0.493	23	7.94e-4	5	5	587
AAZ28615.1,WP_011044517.1	sigma-54 dependent transcriptional regulator TyrR [Colwellia psychrerythraea 34H],MULTISPECIES: transcriptional regulator TyrR [Colwellia]	0.312	23	2.09e-4	11	11	588
WP_011040911.1,AAZ24689.1	LysM peptidoglycan-binding domain-containing protein [Colwellia psychrerythraea],LysM domain protein [Colwellia psychrerythraea 34H]	0.435	23	2.99e-4	11	11	589
WP_011040955.1,AAZ25218.1	DNA helicase II [Colwellia psychrerythraea],DNA helicase II [Colwellia psychrerythraea 34H]	0.162	23	1.49e-4	11	10	590
