Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
WP_011042112.1,AAZ26949.1,CBM34957.1	MULTISPECIES: glycine cleavage system protein GcvH [Colwellia],glycine cleavage system H protein [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.248	35	0.001	3	3	546
sp|Q484P6.1|TOLB_COLP3,AAZ24363.1	RecName: Full=Tol-Pal system protein TolB; Flags: Precursor,tolB protein [Colwellia psychrerythraea 34H]	0.388	35	3.14e-4	14	14	547
WP_198560023.1	MULTISPECIES: Tol-Pal system beta propeller repeat protein TolB [Colwellia]	0.385	35	3.12e-4	14	14	547
AAZ25079.1,WP_011043786.1	FAD binding protein [Colwellia psychrerythraea 34H],D-2-hydroxyglutarate dehydrogenase YdiJ [Colwellia psychrerythraea]	0.264	34	1.28e-4	20	20	548
AAZ25165.1,WP_011042811.1	fumarate/nitrate reduction regulatory protein [Colwellia psychrerythraea 34H],FNR family transcription factor [Colwellia psychrerythraea]	0.523	34	5.73e-4	13	13	549
AAZ28846.1,WP_011042372.1	efflux transporter, MFP subunit, AcrA/E family [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.450	34	3.29e-4	15	15	550
CBC03406.1,WP_011044939.1,CAW33888.1,AAZ27097.1,CBB99922.1,CAW37534.1	unnamed protein product [Colwellia psychrerythraea 34H],2-isopropylmalate synthase [Colwellia psychrerythraea],2-isopropylmalate synthase [Colwellia psychrerythraea 34H]	0.483	34	2.60e-4	16	15	551
CBG20920.1,sp|Q487H4.1|CSRA_COLP3,CBV34178.1,WP_011041885.1,AAZ24486.1	unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=Translational regulator CsrA; AltName: Full=Carbon storage regulator,MULTISPECIES: carbon storage regulator CsrA [Colwellia],carbon storage regulator [Colwellia psychrerythraea 34H]	0.723	34	0.002	6	6	552
WP_011044929.1,AAZ24205.1	MULTISPECIES: TIGR04211 family SH3 domain-containing protein [Colwellia],hypothetical protein CPS_4197 [Colwellia psychrerythraea 34H]	0.408	34	6.81e-4	8	8	553
WP_011045344.1,AAZ28331.1	MULTISPECIES: 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Colwellia],RNA methyltransferase, TrmH family, group 3 [Colwellia psychrerythraea 34H]	0.566	34	5.45e-4	13	13	554
sp|Q47VM6.1|GCH4_COLP3,WP_011045227.1,AAZ28290.1	RecName: Full=GTP cyclohydrolase FolE2,MULTISPECIES: GTP cyclohydrolase FolE2 [Colwellia],hypothetical protein CPS_4498 [Colwellia psychrerythraea 34H]	0.464	34	4.44e-4	12	12	555
AAZ25836.1,WP_011045121.1,sp|Q47VY2.1|GPMI_COLP3	phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent [Colwellia psychrerythraea 34H],2,3-bisphosphoglycerate-independent phosphoglycerate mutase [Colwellia psychrerythraea],RecName: Full=2,3-bisphosphoglycerate-independent phosphoglycerate mutase; Short=BPG-independent PGAM; Short=Phosphoglyceromutase; Short=iPGM	0.387	33	2.55e-4	12	12	556
AAZ26830.1,WP_011045762.1	parB family protein [Colwellia psychrerythraea 34H],MULTISPECIES: ParB/RepB/Spo0J family partition protein [Colwellia]	0.567	33	4.43e-4	14	14	557
WP_011041611.1,AAZ26530.1	glutamate synthase subunit beta [Colwellia psychrerythraea],glutamate synthase, NADH/NADPH, small subunit [Colwellia psychrerythraea 34H]	0.438	33	2.68e-4	16	15	558
WP_011043950.1,AAZ27420.1	S9 family peptidase [Colwellia psychrerythraea],putative peptidase [Colwellia psychrerythraea 34H]	0.358	33	1.62e-4	17	17	559
WP_011043955.1,AAZ25446.1	MULTISPECIES: response regulator [Colwellia],DNA-binding response regulator [Colwellia psychrerythraea 34H]	0.630	33	5.58e-4	12	12	560
WP_011044838.1,sp|Q47WR5.1|Y4102_COLP3,AAZ26899.1	MULTISPECIES: peroxide stress protein YaaA [Colwellia],RecName: Full=UPF0246 protein CPS_4102,hypothetical protein CPS_4102 [Colwellia psychrerythraea 34H]	0.685	33	5.17e-4	13	13	561
WP_011045260.1,AAZ27538.1	BolA family protein [Colwellia psychrerythraea],BolA/YrbA family protein [Colwellia psychrerythraea 34H]	0.805	33	0.002	9	9	562
sp|Q47VJ9.1|PDXA_COLP3,WP_011045254.1,AAZ28186.1	RecName: Full=4-hydroxythreonine-4-phosphate dehydrogenase; AltName: Full=4-(phosphohydroxy)-L-threonine dehydrogenase,4-hydroxythreonine-4-phosphate dehydrogenase PdxA [Colwellia psychrerythraea],pyridoxal phosphate biosynthetic protein PdxA [Colwellia psychrerythraea 34H]	0.469	33	4.07e-4	8	8	563
AAZ24234.1,WP_011041485.1	arginine N-succinyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: arginine N-succinyltransferase [Colwellia]	0.438	32	3.81e-4	13	13	564
AAZ24614.1,CBL85918.1,WP_011040982.1	conserved hypothetical protein TIGR00255 [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: YicC/YloC family endoribonuclease [Colwellia]	0.449	32	4.49e-4	11	11	565
AAZ24874.1,WP_011044516.1	fumarylacetoacetate hydrolase family protein [Colwellia psychrerythraea 34H],fumarylacetoacetate hydrolase family protein [Colwellia psychrerythraea]	0.696	32	3.92e-4	12	12	566
AAZ25286.1,WP_011045120.1,CBM35457.1	rhodanese domain protein [Colwellia psychrerythraea 34H],rhodanese-like domain-containing protein [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H]	0.610	32	9.14e-4	8	8	567
AAZ25679.1,WP_011042434.1	3-oxoadipate CoA-succinyl transferase, alpha subunit [Colwellia psychrerythraea 34H],CoA transferase subunit A [Colwellia psychrerythraea]	0.611	32	5.39e-4	11	11	568
AAZ26021.1,WP_011042544.1	D-alanyl-D-alanine carboxypeptidase [Colwellia psychrerythraea 34H],MULTISPECIES: serine hydrolase [Colwellia]	0.338	32	3.23e-4	14	14	569
AAZ27157.1,WP_011043054.1	hypothetical protein CPS_2235 [Colwellia psychrerythraea 34H],peptidase associated/transthyretin-like domain-containing protein [Colwellia psychrerythraea]	0.329	32	2.01e-4	16	16	570
AAZ27656.1,WP_011045360.1	molybdopterin biosynthesis moeA protein [Colwellia psychrerythraea 34H],molybdopterin molybdotransferase MoeA [Colwellia psychrerythraea]	0.420	32	3.14e-4	11	11	571
AAZ28745.1,WP_011045073.1	thioredoxin domain protein [Colwellia psychrerythraea 34H],tetratricopeptide repeat protein [Colwellia psychrerythraea]	0.668	32	4.60e-4	12	12	572
WP_011040961.1,AAZ24022.1	prolyl oligopeptidase family serine peptidase [Colwellia psychrerythraea],prolyl endopeptidase [Colwellia psychrerythraea 34H]	0.318	32	1.78e-4	15	15	573
WP_011041053.1,AAZ25711.1	NAD(P)H-flavin reductase [Colwellia psychrerythraea],oxidoreductase, NAD-binding [Colwellia psychrerythraea 34H]	0.582	32	5.39e-4	10	10	574
WP_011041428.1,AAZ27017.1	polysaccharide export protein [Colwellia psychrerythraea],polysaccharide biosynthesis/export protein [Colwellia psychrerythraea 34H]	0.331	32	3.43e-4	11	11	575
WP_011041581.1,AAZ26448.1	riboflavin synthase [Colwellia psychrerythraea],riboflavin synthase, alpha subunit [Colwellia psychrerythraea 34H]	0.621	32	5.55e-4	12	12	576
WP_011041752.1,AAZ24175.1	urocanate hydratase [Colwellia psychrerythraea],urocanate hydratase [Colwellia psychrerythraea 34H]	0.289	32	2.28e-4	13	13	577
WP_011043155.1,AAZ25595.1	MULTISPECIES: NADP-dependent phosphogluconate dehydrogenase [Colwellia],6-phosphogluconate dehydrogenase, decarboxylating [Colwellia psychrerythraea 34H]	0.404	32	2.53e-4	12	12	578
WP_011043605.1,AAZ27707.1	MULTISPECIES: c-type cytochrome [Colwellia],cytochrome c' [Colwellia psychrerythraea 34H]	0.409	32	8.10e-4	9	9	579
WP_011043704.1,AAZ25136.1	NAD(P)/FAD-dependent oxidoreductase [Colwellia psychrerythraea],hypothetical protein CPS_2911 [Colwellia psychrerythraea 34H]	0.262	32	2.30e-4	9	9	580
WP_011043998.1,AAZ26076.1	DEAD/DEAH box helicase [Colwellia psychrerythraea],putative ATP-dependent RNA helicase SrmB [Colwellia psychrerythraea 34H]	0.353	32	2.88e-4	14	14	581
WP_011044502.1,AAZ24599.1	MULTISPECIES: YehS family protein [Colwellia],hypothetical protein CPS_3749 [Colwellia psychrerythraea 34H]	0.520	32	5.67e-4	12	12	582
WP_011044857.1,AAZ26955.1	MULTISPECIES: GTPase Era [Colwellia],GTP-binding protein Era [Colwellia psychrerythraea 34H]	0.466	32	4.22e-4	12	12	583
WP_041736754.1	4-hydroxyproline epimerase [Colwellia psychrerythraea]	0.501	32	3.82e-4	12	2	584
gi|15559584|gb|AAH14152.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.181	32	2.28e-4	10	1	585
gi|46812692|gb|AAH69269.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.181	32	2.28e-4	10	1	585
AAZ24027.1,WP_011042358.1	chemotaxis protein CheA [Colwellia psychrerythraea 34H],chemotaxis protein CheA [Colwellia psychrerythraea]	0.178	31	1.75e-4	10	10	586
AAZ25188.1,WP_011042778.1	tryptophan synthase, beta subunit [Colwellia psychrerythraea 34H],tryptophan synthase subunit beta [Colwellia psychrerythraea]	0.500	31	3.12e-4	13	13	587
AAZ25630.1,WP_011044011.1	putative lipoprotein [Colwellia psychrerythraea 34H],DUF4136 domain-containing protein [Colwellia psychrerythraea]	0.661	31	6.50e-4	13	13	588
AAZ26231.1,WP_011044279.1	ribosomal large subunit pseudouridine synthase B [Colwellia psychrerythraea 34H],MULTISPECIES: 23S rRNA pseudouridine(2605) synthase RluB [Colwellia]	0.299	31	3.52e-4	13	13	589
AAZ27096.1,WP_011044208.1,sp|Q47YJ8.1|TPIS_COLP3	triosephosphate isomerase [Colwellia psychrerythraea 34H],MULTISPECIES: triose-phosphate isomerase [Colwellia],RecName: Full=Triosephosphate isomerase; Short=TIM; Short=TPI; AltName: Full=Triose-phosphate isomerase	0.395	31	4.87e-4	8	8	590
AAZ28133.1,WP_011043066.1,sp|Q482P5.1|RLMI_COLP3	hypothetical protein CPS_2247 [Colwellia psychrerythraea 34H],MULTISPECIES: class I SAM-dependent methyltransferase [Colwellia],RecName: Full=Ribosomal RNA large subunit methyltransferase I; AltName: Full=23S rRNA m5C1962 methyltransferase; AltName: Full=rRNA (cytosine-C(5)-)-methyltransferase RlmI	0.518	31	3.15e-4	13	13	591
AAZ28412.1	putative transcriptional regulator NosR [Colwellia psychrerythraea 34H]	0.277	31	1.74e-4	14	14	592
WP_101157828.1	MULTISPECIES: transcriptional regulator NosR [Colwellia]	0.273	31	1.71e-4	14	14	592
WP_011042014.1,AAZ28444.1	acyl-CoA dehydrogenase C-terminal domain-containing protein [Colwellia psychrerythraea],acyl-CoA dehydrogenase family protein [Colwellia psychrerythraea 34H]	0.356	31	2.09e-4	14	13	593
WP_011044043.1,sp|Q47Z14.1|FABA_COLP3,AAZ26838.1	MULTISPECIES: bifunctional 3-hydroxydecanoyl-ACP dehydratase/trans-2-decenoyl-ACP isomerase [Colwellia],RecName: Full=3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase; AltName: Full=3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA; AltName: Full=Beta-hydroxydecanoyl thioester dehydrase; AltName: Full=Trans-2-decenoyl-[acyl-carrier-protein] isomerase,beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabA [Colwellia psychrerythraea 34H]	0.427	31	7.30e-4	10	10	594
WP_011044507.1,AAZ26301.1	MULTISPECIES: MotA/TolQ/ExbB proton channel family protein [Colwellia],biopolymer transport exbB protein [Colwellia psychrerythraea 34H]	0.431	31	7.17e-4	7	7	595
WP_011044661.1,AAZ24893.1	MULTISPECIES: nitrogen regulatory protein P-II [Colwellia],Nitrogen regulatory protein P-II [Colwellia psychrerythraea 34H]	0.723	31	0.001	9	8	596
sp|Q48AL2.1|PLSB_COLP3,AAZ27641.1,WP_011041008.1	RecName: Full=Glycerol-3-phosphate acyltransferase; Short=GPAT,glycerol-3-phosphate acyltransferase [Colwellia psychrerythraea 34H],glycerol-3-phosphate 1-O-acyltransferase PlsB [Colwellia psychrerythraea]	0.276	31	1.54e-4	15	15	597
AAZ24198.1,WP_011045281.1	hypothetical protein CPS_4552 [Colwellia psychrerythraea 34H],MULTISPECIES: ribosome biogenesis factor YjgA [Colwellia]	0.546	30	6.94e-4	7	7	598
AAZ24804.1,WP_011043421.1	dihydroorotase, homodimeric type [Colwellia psychrerythraea 34H],dihydroorotase [Colwellia psychrerythraea]	0.313	30	3.40e-4	7	7	599
AAZ25037.1,WP_011043099.1	hypothetical protein CPS_2285 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF4339 domain-containing protein [Colwellia]	0.428	30	3.86e-4	12	12	600
AAZ25085.1,WP_011044013.1	acetolactate synthase III, large subunit, biosynthetic type [Colwellia psychrerythraea 34H],MULTISPECIES: acetolactate synthase 3 large subunit [Colwellia]	0.311	30	2.10e-4	16	16	601
AAZ25101.1,WP_011043943.1	hypothetical protein CPS_3159 [Colwellia psychrerythraea 34H],AAA family ATPase [Colwellia psychrerythraea]	0.249	30	3.63e-4	6	6	602
AAZ25311.1,WP_011044720.1	hypothetical protein CPS_3976 [Colwellia psychrerythraea 34H],MULTISPECIES: DUF3450 domain-containing protein [Colwellia]	0.410	30	4.42e-4	10	10	603
AAZ28560.1,WP_011042065.1	malate synthase G [Colwellia psychrerythraea 34H],malate synthase G [Colwellia psychrerythraea]	0.277	30	1.67e-4	14	14	604
WP_011042053.1,AAZ25676.1	pilus assembly protein [Colwellia psychrerythraea],hypothetical protein CPS_1216 [Colwellia psychrerythraea 34H]	0.219	30	9.62e-5	16	16	605
WP_011042828.1,AAZ26840.1	lysine-sensitive aspartokinase 3 [Colwellia psychrerythraea],aspartokinase III, lysine-sensitive [Colwellia psychrerythraea 34H]	0.487	30	2.65e-4	14	14	606
WP_011044877.1,AAZ28578.1	MULTISPECIES: GntR family transcriptional regulator [Colwellia],transcriptional regulator, GntR family [Colwellia psychrerythraea 34H]	0.748	30	5.44e-4	13	13	607
gi|18999435|gb|AAH24292.1|,gi|27503816|gb|AAH42132.1|	(CONTAMINANT) Keratin 5 [Homo sapiens]	0.159	30	2.05e-4	12	5	608
sp|Q480P2.1|IF1_COLP3,WP_011043571.1,AAZ28108.1	RecName: Full=Translation initiation factor IF-1,MULTISPECIES: translation initiation factor IF-1 [Gammaproteobacteria],translation initiation factor IF-1 [Colwellia psychrerythraea 34H]	0.472	30	0.002	3	3	609
AAZ24867.1,WP_011044878.1	trypsin family protein [Colwellia psychrerythraea 34H],MULTISPECIES: S1C family serine protease [Colwellia]	0.582	29	3.34e-4	14	14	610
AAZ25316.1,WP_011042433.1	3-oxoadipate CoA-succinyl transferase, beta subunit [Colwellia psychrerythraea 34H],MULTISPECIES: 3-oxoacid CoA-transferase subunit B [Colwellia]	0.459	29	5.35e-4	11	11	611
AAZ25720.1,WP_011045356.1	aspartate carbamoyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: aspartate carbamoyltransferase [Colwellia]	0.493	29	3.46e-4	11	11	612
AAZ26093.1,WP_011044587.1	methyl-accepting chemotaxis protein [Colwellia psychrerythraea 34H],methyl-accepting chemotaxis protein [Colwellia psychrerythraea]	0.321	29	1.84e-4	12	11	613
AAZ26193.1,WP_011043980.1	phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea 34H],phosphoribosylglycinamide formyltransferase [Colwellia psychrerythraea]	0.615	29	5.48e-4	9	9	614
AAZ27393.1,WP_011044236.1	superoxide dismutase [Colwellia psychrerythraea 34H],Fe-Mn family superoxide dismutase [Colwellia psychrerythraea]	0.201	29	6.02e-4	3	3	615
AAZ27823.1	antioxidant, AhpC/Tsa family [Colwellia psychrerythraea 34H]	0.713	29	7.44e-4	10	2	616
AAZ27905.1,sp|Q47W59.1|PANC_COLP3,WP_011045044.1	pantoate--beta-alanine ligase [Colwellia psychrerythraea 34H],RecName: Full=Pantothenate synthetase; Short=PS; AltName: Full=Pantoate--beta-alanine ligase; AltName: Full=Pantoate-activating enzyme,MULTISPECIES: pantoate--beta-alanine ligase [Colwellia]	0.486	29	4.05e-4	10	10	617
AAZ28427.1,WP_011040963.1	glyoxalase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: VOC family protein [Colwellia]	0.616	29	8.46e-4	8	8	618
AAZ28545.1,WP_011044660.1	putative lipoprotein [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein assembly factor BamD [Colwellia]	0.381	29	4.63e-4	8	8	619
AAZ28710.1,WP_011042540.1	TonB-dependent receptor [Colwellia psychrerythraea 34H],MULTISPECIES: TonB-dependent receptor plug domain-containing protein [Colwellia]	0.266	29	1.43e-4	16	16	620
WP_011040947.1,AAZ24325.1	uroporphyrinogen-III C-methyltransferase [Colwellia psychrerythraea],putative uroporphyrin-III C-methyltransferase [Colwellia psychrerythraea 34H]	0.282	29	2.47e-4	12	12	621
WP_011043934.1,AAZ25925.1,sp|Q47ZC3.1|AROC_COLP3	MULTISPECIES: chorismate synthase [Colwellia],chorismate synthase [Colwellia psychrerythraea 34H],RecName: Full=Chorismate synthase; Short=CS; AltName: Full=5-enolpyruvylshikimate-3-phosphate phospholyase	0.424	29	3.13e-4	10	10	622
WP_011044859.1,AAZ25128.1	signal peptidase I [Colwellia psychrerythraea],signal peptidase I [Colwellia psychrerythraea 34H]	0.384	29	3.77e-4	9	9	623
WP_011045118.1,AAZ27618.1,sp|Q47VY5.1|SECB_COLP3	MULTISPECIES: protein-export chaperone SecB [Colwellia],preprotein translocase, SecB subunit [Colwellia psychrerythraea 34H],RecName: Full=Protein-export protein SecB	0.448	29	7.07e-4	4	4	624
WP_011045607.1,AAZ25693.1	MULTISPECIES: beta-hydroxyaspartate dehydratase BhcB [Colwellia],putative threonine dehydratase, catabolic [Colwellia psychrerythraea 34H]	0.551	29	3.59e-4	12	12	625
WP_011045684.1,AAZ27875.1	Tex family protein [Colwellia psychrerythraea],putative transcription accessory protein [Colwellia psychrerythraea 34H]	0.221	29	1.47e-4	11	11	626
sp|Q47U39.1|RSMG_COLP3,AAZ24651.1,WP_011045764.1	RecName: Full=Ribosomal RNA small subunit methyltransferase G; AltName: Full=16S rRNA 7-methylguanosine methyltransferase; Short=16S rRNA m7G methyltransferase,methyltransferase GidB [Colwellia psychrerythraea 34H],MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG [Colwellia]	0.622	29	5.59e-4	10	10	627
AAZ24148.1,WP_011045517.1,sp|Q47UT5.1|TRHO_COLP3	rhodanese domain protein [Colwellia psychrerythraea 34H],oxygen-dependent tRNA uridine(34) hydroxylase TrhO [Colwellia psychrerythraea],RecName: Full=tRNA uridine(34) hydroxylase; AltName: Full=tRNA hydroxylation protein O	0.563	28	3.31e-4	13	13	628
AAZ25064.1,WP_011042058.1	chorismate mutase/prephenate dehydratase [Colwellia psychrerythraea 34H],MULTISPECIES: prephenate dehydratase [Colwellia]	0.409	28	2.88e-4	11	11	629
AAZ25327.1,WP_011041017.1	ferritin 1 [Colwellia psychrerythraea 34H],MULTISPECIES: non-heme ferritin [Colwellia]	0.257	28	6.44e-4	7	7	630
AAZ25586.1,WP_011045190.1	cell division protein FtsA [Colwellia psychrerythraea 34H],cell division protein FtsA [Colwellia psychrerythraea]	0.491	28	2.74e-4	12	12	631
AAZ25590.1,WP_011042831.1	3-hydroxyisobutyrate dehydrogenase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: NAD(P)-dependent oxidoreductase [Colwellia]	0.460	28	3.93e-4	11	11	632
AAZ26061.1,WP_011043459.1	alpha-1,2-mannosidase family protein [Colwellia psychrerythraea 34H],GH92 family glycosyl hydrolase [Colwellia psychrerythraea]	0.235	28	1.40e-4	14	14	633
AAZ27080.1	putative proline racemase [Colwellia psychrerythraea 34H]	0.462	28	3.70e-4	10	0	634
AAZ27373.1,WP_011040964.1	glyoxalase family protein [Colwellia psychrerythraea 34H],MULTISPECIES: VOC family protein [Colwellia]	0.640	28	8.29e-4	6	6	635
AAZ27390.1,WP_011041055.1	aminoacyl-histidine dipeptidase [Colwellia psychrerythraea 34H],aminoacyl-histidine dipeptidase [Colwellia psychrerythraea]	0.209	28	2.31e-4	11	11	636
AAZ27592.1,WP_011045298.1	MSHA pilin protein MshA [Colwellia psychrerythraea 34H],prepilin-type N-terminal cleavage/methylation domain-containing protein [Colwellia psychrerythraea]	0.508	28	6.03e-4	5	5	637
AAZ28615.1,WP_011044517.1	sigma-54 dependent transcriptional regulator TyrR [Colwellia psychrerythraea 34H],MULTISPECIES: transcriptional regulator TyrR [Colwellia]	0.374	28	2.18e-4	13	13	638
CBK51276.1,WP_011042170.1,AAZ26844.1	unnamed protein product [Colwellia psychrerythraea 34H],betaine-aldehyde dehydrogenase [Colwellia psychrerythraea],betaine aldehyde dehydrogenase [Colwellia psychrerythraea 34H]	0.429	28	2.31e-4	13	10	639
WP_011042364.1,AAZ24414.1	MULTISPECIES: chemotaxis protein CheW [Colwellia],chemotaxis protein CheW [Colwellia psychrerythraea 34H]	0.878	28	6.87e-4	9	9	640
WP_011043104.1,AAZ26427.1	23S rRNA pseudouridine(955/2504/2580) synthase RluC [Colwellia psychrerythraea],ribosomal large subunit pseudouridine synthase C [Colwellia psychrerythraea 34H]	0.336	28	3.13e-4	11	11	641
WP_011044357.1,AAZ24032.1	hypothetical protein [Colwellia psychrerythraea],hypothetical protein CPS_3603 [Colwellia psychrerythraea 34H]	0.263	28	2.03e-4	13	13	642
WP_011044383.1,AAZ26410.1	amidohydrolase family protein [Colwellia psychrerythraea],amidohydrolase family protein [Colwellia psychrerythraea 34H]	0.372	28	2.62e-4	9	9	643
WP_011044525.1,AAZ24735.1	phage shock protein PspA [Colwellia psychrerythraea],phage shock protein A [Colwellia psychrerythraea 34H]	0.507	28	5.10e-4	8	8	644
WP_011045734.1,AAZ24220.1	phenylacetate--CoA ligase family protein [Colwellia psychrerythraea],putative polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.471	28	2.53e-4	15	15	645
AAZ24352.1,WP_011041156.1	cytochrome c family protein [Colwellia psychrerythraea 34H],MULTISPECIES: c-type cytochrome [Colwellia]	0.132	27	3.42e-4	5	5	646
AAZ25801.1,WP_011042417.1	phosphoglucomutase, alpha-D-glucose phosphate-specific [Colwellia psychrerythraea 34H],phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [Colwellia psychrerythraea]	0.316	27	1.97e-4	13	13	647
AAZ26048.1,WP_011043686.1	ATP-dependent Clp protease, ATP-binding subunit ClpA [Colwellia psychrerythraea 34H],MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA [Colwellia]	0.231	27	1.45e-4	13	13	648
AAZ26126.1,WP_011041182.1	TPR domain protein [Colwellia psychrerythraea 34H],XrtA/PEP-CTERM system TPR-repeat protein PrsT [Colwellia psychrerythraea]	0.242	27	1.19e-4	14	14	649
AAZ26586.1,WP_011041029.1	beta-lactamase [Colwellia psychrerythraea 34H],serine hydrolase [Colwellia psychrerythraea]	0.416	27	2.07e-4	14	14	650
AAZ27861.1,WP_011045372.1	protease II [Colwellia psychrerythraea 34H],S9 family peptidase [Colwellia psychrerythraea]	0.256	27	1.51e-4	14	12	651
AAZ27922.1	RNA pseudouridine synthase family protein [Colwellia psychrerythraea 34H]	0.484	27	3.46e-4	11	1	652
AAZ28013.1,sp|Q47XB3.1|HIS6_COLP3,WP_011044643.1	imidazoleglycerol phosphate synthase, cyclase subunit [Colwellia psychrerythraea 34H],RecName: Full=Imidazole glycerol phosphate synthase subunit HisF; AltName: Full=IGP synthase cyclase subunit; AltName: Full=IGP synthase subunit HisF; AltName: Full=ImGP synthase subunit HisF; Short=IGPS subunit HisF,imidazole glycerol phosphate synthase subunit HisF [Colwellia psychrerythraea]	0.519	27	4.21e-4	8	8	653
AAZ28090.1,CAY36471.1,WP_011041967.1	serine O-acetyltransferase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: serine O-acetyltransferase [Colwellia]	0.390	27	4.04e-4	10	10	654
AAZ28546.1,WP_011045583.1	xanthine dehydrogenase, iron-sulfur binding subunit [Colwellia psychrerythraea 34H],xanthine dehydrogenase small subunit [Colwellia psychrerythraea]	0.287	27	2.20e-4	10	10	655
WP_011041958.1,AAZ27380.1	MULTISPECIES: preprotein translocase subunit YajC [Colwellia],preprotein translocase, YajC subunit [Colwellia psychrerythraea 34H]	0.468	27	9.79e-4	6	6	656
AAZ24378.1,WP_011041032.1	signal recognition particle-docking protein FtsY [Colwellia psychrerythraea 34H],MULTISPECIES: signal recognition particle-docking protein FtsY [Colwellia]	0.422	26	2.18e-4	12	12	657
AAZ24463.1,WP_011045690.1,sp|Q47UB3.1|KGUA_COLP3	guanylate kinase [Colwellia psychrerythraea 34H],MULTISPECIES: guanylate kinase [Colwellia],RecName: Full=Guanylate kinase; AltName: Full=GMP kinase	0.569	26	4.80e-4	10	10	658
AAZ25799.1,WP_011045099.1	ATP-dependent protease HslVU, HslV subunit [Colwellia psychrerythraea 34H],MULTISPECIES: ATP-dependent protease subunit HslV [Colwellia]	0.285	26	6.08e-4	5	5	659
AAZ27704.1,WP_011045390.1	succinate-semialdehyde dehydrogenase [Colwellia psychrerythraea 34H],MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase [Colwellia]	0.304	26	2.12e-4	11	9	660
AAZ28682.1,WP_011043960.1	phosphate acetyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: phosphate acetyltransferase [Colwellia]	0.248	26	1.48e-4	12	12	661
WP_011040915.1,CAY09008.1,AAZ27764.1	5-(carboxyamino)imidazole ribonucleotide synthase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],phosphoribosylaminoimidazole carboxylase, ATPase subunit [Colwellia psychrerythraea 34H]	0.348	26	2.72e-4	11	11	662
WP_011041942.1,AAZ25487.1	S9 family peptidase [Colwellia psychrerythraea],dipeptidyl peptidase IV [Colwellia psychrerythraea 34H]	0.327	26	1.39e-4	16	16	663
WP_011042953.1,AAZ28302.1	MULTISPECIES: cupin domain-containing protein [Colwellia],hypothetical protein CPS_2133 [Colwellia psychrerythraea 34H]	0.415	26	2.73e-4	10	10	664
WP_011044513.1,AAZ26620.1	TonB-dependent receptor plug domain-containing protein [Colwellia psychrerythraea],TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.254	26	1.08e-4	13	13	665
WP_011044926.1,AAZ26884.1	MULTISPECIES: Lpp/OprI family alanine-zipper lipoprotein [Colwellia],putative major outer membrane lipoprotein [Colwellia psychrerythraea 34H]	0.506	26	0.001	3	3	666
WP_011044933.1,AAZ27198.1	DegT/DnrJ/EryC1/StrS family aminotransferase [Colwellia psychrerythraea],polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.313	26	2.68e-4	10	10	667
WP_232769045.1	MULTISPECIES: beta-phosphoglucomutase [Colwellia]	0.432	26	4.71e-4	6	6	668
AAZ27663.1	putative beta-phosphoglucomutase [Colwellia psychrerythraea 34H]	0.434	26	4.74e-4	6	6	668
AAZ24128.1,WP_011044390.1	peptidyl-prolyl cis-trans isomerase C [Colwellia psychrerythraea 34H],MULTISPECIES: peptidylprolyl isomerase [Colwellia]	0.859	25	0.001	5	5	669
AAZ25287.1,WP_011045302.1	MSHA biogenesis protein MshE [Colwellia psychrerythraea 34H],MULTISPECIES: GspE/PulE family protein [Colwellia]	0.307	25	1.77e-4	12	12	670
