Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ28336.1,WP_011042275.1	hypothetical protein CPS_1438 [Colwellia psychrerythraea 34H],S9 family peptidase [Colwellia psychrerythraea]	0.430	75	4.69e-4	27	27	261
WP_011041050.1,AAZ28387.1	MULTISPECIES: thioredoxin TrxA [Colwellia],thioredoxin [Colwellia psychrerythraea 34H]	0.796	75	0.003	14	14	262
WP_011041446.1,AAZ27416.1	MULTISPECIES: penicillin-binding protein activator LpoB [Colwellia],putative lipoprotein [Colwellia psychrerythraea 34H]	0.710	75	0.002	18	18	263
WP_011045290.1,AAZ24977.1	MULTISPECIES: rod shape-determining protein [Colwellia],rod shape-determining protein MreB [Colwellia psychrerythraea 34H]	0.481	75	9.44e-4	21	21	264
AAZ24519.1,WP_011045078.1	thiol:disulfide interchange protein DsbA [Colwellia psychrerythraea 34H],MULTISPECIES: thiol:disulfide interchange protein DsbA/DsbL [Colwellia]	0.720	73	0.001	21	21	265
AAZ27262.1,sp|Q47WG3.1|LEU3_COLP3,WP_011044940.1	3-isopropylmalate dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=3-isopropylmalate dehydrogenase; AltName: Full=3-IPM-DH; AltName: Full=Beta-IPM dehydrogenase; Short=IMDH,3-isopropylmalate dehydrogenase [Colwellia psychrerythraea]	0.475	73	8.81e-4	16	16	266
CBN70853.1,AAZ25172.1,CBN69245.1,WP_011043113.1	unnamed protein product [Colwellia psychrerythraea 34H],3-oxoacyl-[acyl-carrier-protein] synthase II [Colwellia psychrerythraea 34H],MULTISPECIES: beta-ketoacyl-ACP synthase II [Colwellia]	0.619	73	7.74e-4	23	23	267
WP_011045037.1,AAZ26482.1	MULTISPECIES: RNA polymerase-binding protein DksA [Colwellia],DnaK suppressor protein [Colwellia psychrerythraea 34H]	0.804	73	0.002	17	17	268
AAZ26395.1,WP_011045606.1	putative threonine aldolase [Colwellia psychrerythraea 34H],MULTISPECIES: 3-hydroxy-D-aspartate aldolase BhcC [Colwellia]	0.550	72	8.23e-4	19	19	269
AAZ26545.1,sp|Q488A0.1|RL16_COLP3,WP_011041715.1	ribosomal protein L16 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein uL16; AltName: Full=50S ribosomal protein L16,MULTISPECIES: 50S ribosomal protein L16 [Colwellia]	0.482	72	0.002	10	10	270
AAZ26896.1,sp|Q483A0.1|CYSD_COLP3,WP_011042961.1	sulfate adenylate transferase, subunit 2 [Colwellia psychrerythraea 34H],RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT,MULTISPECIES: sulfate adenylyltransferase subunit CysD [Colwellia]	0.512	72	0.001	19	19	271
WP_011041718.1,AAZ27399.1,sp|Q487Z7.1|RS19_COLP3	MULTISPECIES: 30S ribosomal protein S19 [Colwellia],ribosomal protein S19 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS19; AltName: Full=30S ribosomal protein S19	0.813	72	0.003	11	11	272
WP_011044821.1,AAZ24914.1	phasin family protein [Colwellia psychrerythraea],putative granule-associated protein [Colwellia psychrerythraea 34H]	1.000	72	0.003	16	16	273
WP_011044941.1,sp|Q47WG2.1|LEUC_COLP3,AAZ27808.1	3-isopropylmalate dehydratase large subunit [Colwellia psychrerythraea],RecName: Full=3-isopropylmalate dehydratase large subunit; AltName: Full=Alpha-IPM isomerase; Short=IPMI; AltName: Full=Isopropylmalate isomerase,3-isopropylmalate dehydratase, large subunit [Colwellia psychrerythraea 34H]	0.594	72	6.68e-4	25	25	274
AAZ24726.1,WP_011042581.1	hypothetical protein CPS_1756 [Colwellia psychrerythraea 34H],OsmC domain/YcaO domain-containing protein [Colwellia psychrerythraea]	0.378	71	4.26e-4	20	20	275
WP_011042426.1,AAZ27825.1	DEAD/DEAH box helicase [Colwellia psychrerythraea],ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H]	0.492	71	6.82e-4	19	16	276
WP_011042962.1,sp|Q482Z9.1|CYSN_COLP3,AAZ25953.1	MULTISPECIES: sulfate adenylyltransferase subunit CysN [Colwellia],RecName: Full=Sulfate adenylyltransferase subunit 1; AltName: Full=ATP-sulfurylase large subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT,sulfate adenylate transferase, subunit 1 [Colwellia psychrerythraea 34H]	0.459	71	6.66e-4	21	21	277
WP_011045188.1,AAZ24518.1	MULTISPECIES: cell division protein FtsZ [Colwellia],cell division protein FtsZ [Colwellia psychrerythraea 34H]	0.687	71	8.04e-4	21	21	278
AAZ25304.1,WP_011041084.1,sp|Q48AD6.1|RL33_COLP3	ribosomal protein L33 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L33 [Colwellia],RecName: Full=Large ribosomal subunit protein bL33; AltName: Full=50S ribosomal protein L33	0.824	70	0.006	10	10	279
WP_011040938.1,sp|Q48AV9.1|ATPE_COLP3,AAZ24741.1	MULTISPECIES: F0F1 ATP synthase subunit epsilon [Colwellia],RecName: Full=ATP synthase epsilon chain; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit,ATP synthase F1, epsilon subunit [Colwellia psychrerythraea 34H]	0.729	70	0.002	11	11	280
AAZ25694.1,WP_011043626.1	putative 2-methyl-cis-aconitic acid hydratase [Colwellia psychrerythraea 34H],Fe/S-dependent 2-methylisocitrate dehydratase AcnD [Colwellia psychrerythraea]	0.457	69	3.47e-4	28	28	281
AAZ27900.1,WP_011044982.1,sp|Q47WC1.1|SYH_COLP3	histidyl-tRNA synthetase [Colwellia psychrerythraea 34H],MULTISPECIES: histidine--tRNA ligase [Colwellia],RecName: Full=Histidine--tRNA ligase; AltName: Full=Histidyl-tRNA synthetase; Short=HisRS	0.540	69	7.08e-4	21	21	282
AAZ28368.1,WP_011043110.1	malonyl CoA-acyl carrier protein transacylase [Colwellia psychrerythraea 34H],MULTISPECIES: ACP S-malonyltransferase [Colwellia]	0.583	69	9.60e-4	15	15	283
WP_011044045.1,AAZ27004.1	DUF3466 family protein [Colwellia psychrerythraea],hypothetical protein CPS_3276 [Colwellia psychrerythraea 34H]	0.543	69	4.92e-4	21	21	284
WP_011044534.1,AAZ27353.1	MULTISPECIES: nucleoid-associated protein HU-beta [Colwellia],DNA-binding protein, HU family [Colwellia psychrerythraea 34H]	0.656	69	0.003	10	10	285
WP_011044950.1,AAZ25206.1	NapC/NirT family cytochrome c [Colwellia psychrerythraea],denitrification system component NirT/cytochrome c552 [Colwellia psychrerythraea 34H]	0.312	69	5.00e-4	17	17	286
AAZ24024.1,WP_011045703.1	glutathione reductase [Colwellia psychrerythraea 34H],glutathione-disulfide reductase [Colwellia psychrerythraea]	0.515	67	6.45e-4	18	18	287
AAZ26499.1	hypothetical protein CPS_2566 [Colwellia psychrerythraea 34H]	0.369	67	3.23e-4	24	0	288
WP_011040949.1,sp|Q48AW8.1|HEM3_COLP3,AAZ24707.1	hydroxymethylbilane synthase [Colwellia psychrerythraea],RecName: Full=Porphobilinogen deaminase; Short=PBG; AltName: Full=Hydroxymethylbilane synthase; Short=HMBS; AltName: Full=Pre-uroporphyrinogen synthase,porphobilinogen deaminase [Colwellia psychrerythraea 34H]	0.697	67	9.23e-4	22	22	289
WP_011041204.1,AAZ27215.1	malic enzyme-like NAD(P)-binding protein [Colwellia psychrerythraea],NADP-dependent malic enzyme, truncated [Colwellia psychrerythraea 34H]	0.622	67	7.09e-4	22	16	290
WP_011044184.1,AAZ28091.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase [Colwellia psychrerythraea],methylmalonate-semialdehyde dehydrogenase [Colwellia psychrerythraea 34H]	0.372	67	5.85e-4	17	17	291
sp|Q47UW1.1|RS12_COLP3,WP_011045492.1,AAZ26362.1	RecName: Full=Small ribosomal subunit protein uS12; AltName: Full=30S ribosomal protein S12,MULTISPECIES: 30S ribosomal protein S12 [Colwelliaceae],ribosomal protein S12 [Colwellia psychrerythraea 34H]	0.435	67	0.002	9	6	292
AAZ24235.1,WP_011044738.1	putative lipoprotein [Colwellia psychrerythraea 34H],hypothetical protein [Colwellia psychrerythraea]	0.342	66	2.98e-4	21	21	293
AAZ25198.1,WP_011043889.1	polyunsaturated fatty acid synthase PfaC [Colwellia psychrerythraea 34H],hotdog fold thioesterase [Colwellia psychrerythraea]	0.256	66	1.43e-4	36	36	294
WP_011043878.1,AAZ25848.1	M28 family metallopeptidase [Colwellia psychrerythraea],putative peptidase, M28 family [Colwellia psychrerythraea 34H]	0.583	66	5.22e-4	22	22	295
WP_041736508.1	MULTISPECIES: glycine--tRNA ligase subunit alpha [Colwellia]	0.503	66	9.36e-4	16	16	296
AAZ28106.1	glycyl-tRNA synthetase, alpha subunit [Colwellia psychrerythraea 34H]	0.498	66	9.27e-4	16	16	296
pdb|3LPX|A,pdb|3LPX|B	Chain A, DNA gyrase, A subunit,Chain B, DNA gyrase, A subunit	0.496	66	5.77e-4	21	0	297
AAZ26174.1,WP_011042186.1	CBS domain protein [Colwellia psychrerythraea 34H],MULTISPECIES: CBS domain-containing protein [Colwellia]	0.570	65	0.002	17	17	298
WP_011041443.1,AAZ25212.1	UTP--glucose-1-phosphate uridylyltransferase GalU [Colwellia psychrerythraea],UTP-glucose-1-phosphate uridylyltransferase [Colwellia psychrerythraea 34H]	0.719	65	9.63e-4	21	10	299
sp|Q47Y80.1|MIAB_COLP3,WP_011044326.1,AAZ26154.1	RecName: Full=tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase; AltName: Full=(Dimethylallyl)adenosine tRNA methylthiotransferase MiaB; AltName: Full=tRNA-i(6)A37 methylthiotransferase,MULTISPECIES: tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Colwellia],tRNA-i(6)A37 thiotransferase enzyme MiaB [Colwellia psychrerythraea 34H]	0.498	65	5.92e-4	24	24	300
AAZ27822.1,WP_011045022.1	aspartokinase/homoserine dehydrogenase, threonine-sensitive [Colwellia psychrerythraea 34H],bifunctional aspartate kinase/homoserine dehydrogenase I [Colwellia psychrerythraea]	0.435	64	3.39e-4	23	23	301
WP_041737179.1	acetolactate synthase 2 catalytic subunit [Colwellia psychrerythraea]	0.545	64	5.05e-4	27	27	302
AAZ25979.1	acetolactate synthase II, large subunit, biosynthetic type [Colwellia psychrerythraea 34H]	0.580	64	5.37e-4	27	27	302
AAZ25592.1,WP_011044805.1,sp|Q47WU8.1|RS16_COLP3	ribosomal protein S16 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S16 [Colwellia],RecName: Full=Small ribosomal subunit protein bS16; AltName: Full=30S ribosomal protein S16	0.691	63	0.003	9	9	303
AAZ24057.1,WP_011045241.1,sp|Q47VL2.1|RL21_COLP3	ribosomal protein L21 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L21 [Colwellia],RecName: Full=Large ribosomal subunit protein bL21; AltName: Full=50S ribosomal protein L21	0.398	62	0.003	9	9	304
AAZ24701.1,WP_011041920.1	NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit [Colwellia psychrerythraea 34H],Na(+)-translocating NADH-quinone reductase subunit C [Colwellia psychrerythraea]	0.383	62	0.001	11	11	305
AAZ25356.1	allantoicase [Colwellia psychrerythraea 34H]	0.541	62	7.63e-4	24	3	306
AAZ26146.1,WP_011041083.1,sp|Q48AD7.1|RL28_COLP3	ribosomal protein L28 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L28 [Colwellia],RecName: Full=Large ribosomal subunit protein bL28; AltName: Full=50S ribosomal protein L28	0.679	62	0.003	13	13	307
AAZ27797.1,WP_011042397.1	outer membrane protein, OMP85 family [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein assembly factor BamA [Colwellia]	0.421	62	3.32e-4	26	26	308
WP_011044392.1,AAZ26662.1	MULTISPECIES: TIGR00153 family protein [Colwellia],conserved hypothetical protein TIGR00153 [Colwellia psychrerythraea 34H]	0.606	62	0.001	17	16	309
WP_041737349.1	MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt [Colwellia]	0.565	62	7.18e-4	22	22	310
AAZ24326.1	queuine tRNA-ribosyltransferase [Colwellia psychrerythraea 34H]	0.553	62	7.04e-4	22	22	310
AAZ24209.1,WP_011042657.1	trimethylamine-N-oxide reductase [Colwellia psychrerythraea 34H],trimethylamine-N-oxide reductase TorA [Colwellia psychrerythraea]	0.394	61	3.21e-4	24	24	311
AAZ28511.1,WP_011042203.1	ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H],ABC-F family ATPase [Colwellia psychrerythraea]	0.431	61	4.99e-4	20	19	312
WP_011041713.1,sp|Q488A2.1|RS17_COLP3,AAZ28188.1	MULTISPECIES: 30S ribosomal protein S17 [Colwellia],RecName: Full=Small ribosomal subunit protein uS17; AltName: Full=30S ribosomal protein S17,ribosomal protein S17 [Colwellia psychrerythraea 34H]	0.795	61	0.003	10	10	313
WP_011045248.1,AAZ26843.1	RNA polymerase-associated protein RapA [Colwellia psychrerythraea],RNA polymerase-associated protein HepA [Colwellia psychrerythraea 34H]	0.301	61	2.73e-4	21	21	314
sp|Q487C3.1|Y1098_COLP3,AAZ24527.1,WP_011041936.1	RecName: Full=Nucleotide-binding protein CPS_1098,hypothetical protein CPS_1098 [Colwellia psychrerythraea 34H],MULTISPECIES: YajQ family cyclic di-GMP-binding protein [Colwellia]	0.719	61	0.002	15	15	315
WP_011045663.1,AAZ26132.1,sp|Q47UE0.1|GLMU_COLP3	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU [Colwellia psychrerythraea],UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Bifunctional protein GlmU; Includes: RecName: Full=UDP-N-acetylglucosamine pyrophosphorylase; AltName: Full=N-acetylglucosamine-1-phosphate uridyltransferase; Includes: RecName: Full=Glucosamine-1-phosphate N-acetyltransferase	0.477	60	5.69e-4	17	17	316
AAZ24865.1,WP_011041751.1	histidine ammonia-lyase [Colwellia psychrerythraea 34H],MULTISPECIES: histidine ammonia-lyase [Colwellia]	0.496	59	5.01e-4	20	20	317
AAZ25703.1,WP_011045765.1,sp|Q47U38.1|MNMG_COLP3	glucose inhibited division protein A [Colwellia psychrerythraea 34H],tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG [Colwellia psychrerythraea],RecName: Full=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG; AltName: Full=Glucose-inhibited division protein A	0.386	59	4.10e-4	21	21	318
AAZ28089.1,WP_011045167.1	ubiquinol-cytochrome c reductase, cytochrome c1 [Colwellia psychrerythraea 34H],MULTISPECIES: cytochrome c1 [Colwellia]	0.655	59	0.001	17	17	319
WP_011044442.1,AAZ26655.1	electron transfer flavoprotein subunit alpha/FixB family protein [Colwellia psychrerythraea],electron transfer flavoprotein, alpha subunit [Colwellia psychrerythraea 34H]	0.432	59	8.37e-4	12	12	320
WP_011044981.1,AAZ25258.1	MULTISPECIES: YfgM family protein [Colwellia],hypothetical protein CPS_4250 [Colwellia psychrerythraea 34H]	0.516	59	0.001	10	10	321
WP_041736779.1	hypothetical protein [Colwellia psychrerythraea]	0.572	59	6.53e-4	18	4	322
AAZ24822.1,WP_011040988.1,sp|Q48AN2.1|PYRE_COLP3	orotate phosphoribosyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: orotate phosphoribosyltransferase [Colwellia],RecName: Full=Orotate phosphoribosyltransferase; Short=OPRT; Short=OPRTase	0.697	58	0.001	15	15	323
AAZ27702.1,WP_011044959.1	uroporphyrin-III C-methyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: uroporphyrinogen-III C-methyltransferase [Colwellia]	0.705	58	8.68e-4	13	10	324
AAZ28136.1,WP_011042371.1	ribosomal subunit interface protein [Colwellia psychrerythraea 34H],MULTISPECIES: ribosome hibernation-promoting factor, HPF/YfiA family [Colwellia]	0.483	58	0.002	6	6	325
WP_011044923.1,AAZ27636.1	MULTISPECIES: PspA/IM30 family protein [Colwellia],PspA/IM30 family protein [Colwellia psychrerythraea 34H]	0.672	58	0.001	15	15	326
WP_011044551.1,AAZ25707.1,sp|Q47XK5.1|ACCD_COLP3	MULTISPECIES: acetyl-CoA carboxylase, carboxyltransferase subunit beta [Colwellia],acetyl-CoA carboxylase, carboxyl transferase, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta; Short=ACCase subunit beta; Short=Acetyl-CoA carboxylase carboxyltransferase subunit beta	0.453	57	8.74e-4	17	17	327
AAZ24080.1,WP_011044642.1,sp|Q47XB4.1|HIS4_COLP3	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Colwellia psychrerythraea 34H],MULTISPECIES: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Colwellia],RecName: Full=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase; AltName: Full=Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	0.655	56	9.37e-4	14	14	328
AAZ24426.1,WP_011042193.1	efflux transporter, MFP subunit, AcrA/E family [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.580	56	6.01e-4	20	20	329
WP_011044589.1,AAZ24695.1	MULTISPECIES: glycine cleavage system aminomethyltransferase GcvT [Colwellia],glycine cleavage system T protein [Colwellia psychrerythraea 34H]	0.533	56	6.52e-4	14	14	330
WP_011045240.1,AAZ28263.1,sp|Q47VL3.1|RL27_COLP3	MULTISPECIES: 50S ribosomal protein L27 [Colwellia],ribosomal protein L27 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein bL27; AltName: Full=50S ribosomal protein L27	0.588	56	0.003	7	7	331
WP_238383571.1	allantoicase [Colwellia psychrerythraea]	0.497	56	6.68e-4	21	0	332
sp|Q482K3.1|RL32_COLP3,WP_011043108.1,AAZ27947.1	RecName: Full=Large ribosomal subunit protein bL32; AltName: Full=50S ribosomal protein L32,MULTISPECIES: 50S ribosomal protein L32 [Colwellia],ribosomal protein L32 [Colwellia psychrerythraea 34H]	0.643	56	0.004	6	6	333
AAZ24330.1	formyltetrahydrofolate deformylase [Colwellia psychrerythraea 34H]	0.589	55	8.23e-4	14	11	334
WP_420794797.1	formyltetrahydrofolate deformylase [Colwellia psychrerythraea]	0.595	55	8.31e-4	14	11	334
AAZ26612.1,WP_011045259.1,sp|Q47VJ4.1|MURA_COLP3	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Colwellia psychrerythraea 34H],UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Colwellia psychrerythraea],RecName: Full=UDP-N-acetylglucosamine 1-carboxyvinyltransferase; AltName: Full=Enoylpyruvate transferase; AltName: Full=UDP-N-acetylglucosamine enolpyruvyl transferase; Short=EPT	0.445	55	5.72e-4	17	17	335
WP_011043133.1,AAZ26553.1	MULTISPECIES: CbbQ/NirQ/NorQ/GpvN family protein [Colwellia],denitrification regulatory protein nirQ [Colwellia psychrerythraea 34H]	0.569	55	9.24e-4	11	11	336
WP_011044219.1,AAZ25447.1	MULTISPECIES: glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit [Colwellia],carbamoyl-phosphate synthase, small subunit [Colwellia psychrerythraea 34H]	0.470	55	6.27e-4	13	13	337
WP_041736596.1	MULTISPECIES: 50S ribosomal protein L30 [Colwellia]	0.627	55	0.004	8	8	338
AAZ25628.1,sp|Q488Z5.1|RL30_COLP3	ribosomal protein L30 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein uL30; AltName: Full=50S ribosomal protein L30	0.607	55	0.004	8	8	338
sp|Q486Y6.1|HSCA_COLP3,WP_011041973.1,AAZ28180.1	RecName: Full=Chaperone protein HscA homolog,MULTISPECIES: Fe-S protein assembly chaperone HscA [Colwellia],chaperone protein HscA [Colwellia psychrerythraea 34H]	0.377	55	3.88e-4	19	19	339
AAZ25194.1,WP_011041970.1,CAY10181.1	iron-sulfur cluster assembly protein IscU [Colwellia psychrerythraea 34H],MULTISPECIES: Fe-S cluster assembly scaffold IscU [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H]	0.811	54	0.002	17	17	340
AAZ27302.1,sp|Q47XB8.1|HISX_COLP3,WP_011044638.1	histidinol dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Histidinol dehydrogenase; Short=HDH,histidinol dehydrogenase [Colwellia psychrerythraea]	0.491	54	5.44e-4	11	11	341
WP_011044397.1,AAZ24184.1	NAD-dependent epimerase/dehydratase family protein [Colwellia psychrerythraea],NAD-dependent epimerase/dehydratase family [Colwellia psychrerythraea 34H]	0.590	54	6.86e-4	16	16	342
AAZ24714.1,WP_011043616.1	carboxyl-terminal protease Prc [Colwellia psychrerythraea 34H],carboxy terminal-processing peptidase [Colwellia psychrerythraea]	0.455	53	3.39e-4	22	22	343
AAZ27240.1,WP_011044902.1,sp|Q47WK1.1|Y4169_COLP3	hypothetical protein CPS_4169 [Colwellia psychrerythraea 34H],MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Colwellia],RecName: Full=Probable transcriptional regulatory protein CPS_4169	0.361	53	9.61e-4	10	10	344
WP_011042834.1,AAZ25147.1	porin [Colwellia psychrerythraea],porin [Colwellia psychrerythraea 34H]	0.640	53	6.67e-4	20	20	345
WP_011044737.1,AAZ24801.1	TonB-dependent receptor domain-containing protein [Colwellia psychrerythraea],TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.407	53	2.58e-4	23	23	346
WP_011045768.1,AAZ27287.1	membrane protein insertase YidC [Colwellia psychrerythraea],inner membrane protein, 60 kDa [Colwellia psychrerythraea 34H]	0.276	53	4.26e-4	14	14	347
AAZ27898.1,WP_011043965.1	putative lipoprotein [Colwellia psychrerythraea 34H],outer membrane protein assembly factor BamC [Colwellia psychrerythraea]	0.452	52	5.84e-4	17	17	348
WP_011044416.1,AAZ27931.1	MULTISPECIES: type IV pilus twitching motility protein PilT [Colwellia],twitching motility protein PilT [Colwellia psychrerythraea 34H]	0.467	52	6.55e-4	16	16	349
WP_011044496.1,sp|Q47XR0.1|Y3743_COLP3,AAZ27428.1	MULTISPECIES: YbaB/EbfC family nucleoid-associated protein [Colwellia],RecName: Full=Nucleoid-associated protein CPS_3743,conserved hypothetical protein TIGR00103 [Colwellia psychrerythraea 34H]	0.685	52	0.002	10	10	350
WP_011044542.1,AAZ27131.1,CBL85788.1	MULTISPECIES: peptidylprolyl isomerase [Colwellia],peptidyl-prolyl cis-trans isomerase B [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.656	52	0.001	13	13	351
WP_011044860.1,sp|Q47WP3.1|LEPA_COLP3,AAZ28048.1	MULTISPECIES: translation elongation factor 4 [Colwellia],RecName: Full=Elongation factor 4; Short=EF-4; AltName: Full=Ribosomal back-translocase LepA,GTP-binding protein LepA [Colwellia psychrerythraea 34H]	0.369	52	3.81e-4	16	15	352
WP_269801472.1	MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Colwellia]	0.674	52	0.001	11	11	353
sp|Q47XL8.1|CLPP_COLP3,AAZ28097.1	RecName: Full=ATP-dependent Clp protease proteolytic subunit; AltName: Full=Endopeptidase Clp,ATP-dependent Clp protease, proteolytic subunit ClpP [Colwellia psychrerythraea 34H]	0.659	52	0.001	11	11	353
AAZ24048.1,WP_011042001.1	cob(I)alamin adenosyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Colwellia]	0.537	51	0.001	10	10	354
AAZ25490.1,WP_011042386.1	methionine aminopeptidase, type I [Colwellia psychrerythraea 34H],type I methionyl aminopeptidase [Colwellia psychrerythraea]	0.550	51	8.50e-4	12	12	355
AAZ27003.1	hypothetical protein CPS_1614 [Colwellia psychrerythraea 34H]	0.527	51	6.71e-4	14	0	356
WP_011041959.1,AAZ28831.1	MULTISPECIES: protein translocase subunit SecD [Colwellia],protein-export membrane protein SecD [Colwellia psychrerythraea 34H]	0.428	51	3.62e-4	20	20	357
WP_011041966.1,AAZ27376.1	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ [Colwellia psychrerythraea],RNA methyltransferase, TrmH family, group 1 [Colwellia psychrerythraea 34H]	0.480	51	8.16e-4	11	11	358
WP_011044434.1,AAZ26150.1	4-hydroxy-tetrahydrodipicolinate synthase [Colwellia psychrerythraea],dihydrodipicolinate synthase [Colwellia psychrerythraea 34H]	0.408	51	7.28e-4	11	11	359
WP_011044505.1,AAZ26539.1	MULTISPECIES: energy transducer TonB [Colwellia],putative TonB protein [Colwellia psychrerythraea 34H]	0.542	51	0.001	13	13	360
WP_011044582.1,AAZ24336.1	MULTISPECIES: phosphoribosyltransferase [Colwellia],putative hypoxanthine phosphoribosyltransferase [Colwellia psychrerythraea 34H]	0.551	51	0.001	12	12	361
WP_011044719.1,AAZ24738.1	MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea],MotA/TolQ/ExbB proton channel family protein [Colwellia psychrerythraea 34H]	0.431	51	4.88e-4	17	17	362
WP_011044833.1	MULTISPECIES: ATP-dependent RNA helicase SrmB [Colwellia]	0.374	51	5.34e-4	12	1	363
AAZ25033.1,WP_011045330.1	hypothetical protein CPS_4602 [Colwellia psychrerythraea 34H],MULTISPECIES: porin [Colwellia]	0.321	50	5.57e-4	10	10	364
AAZ26346.1,WP_011042175.1	putative glutamate-1-semialdehyde-2,1-aminomutase [Colwellia psychrerythraea 34H],aspartate aminotransferase family protein [Colwellia psychrerythraea]	0.507	50	4.96e-4	19	19	365
AAZ27711.1,WP_011041049.1	ATP-dependent RNA helicase RhlB [Colwellia psychrerythraea 34H],ATP-dependent RNA helicase RhlB [Colwellia psychrerythraea]	0.638	50	5.10e-4	21	21	366
AAZ28409.1,WP_011044820.1	putative granule-associated protein [Colwellia psychrerythraea 34H],TIGR01841 family phasin [Colwellia psychrerythraea]	1.000	50	0.002	11	11	367
AAZ28659.1,WP_011044640.1,sp|Q47XB6.1|HIS7_COLP3	imidazoleglycerol-phosphate dehydratase/histidinol-phosphatase [Colwellia psychrerythraea 34H],bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB [Colwellia psychrerythraea],RecName: Full=Histidine biosynthesis bifunctional protein HisB; Includes: RecName: Full=Histidinol-phosphatase; Includes: RecName: Full=Imidazoleglycerol-phosphate dehydratase; Short=IGPD	0.543	50	6.05e-4	15	15	368
WP_011041341.1,AAZ27296.1	MULTISPECIES: tryptophan--tRNA ligase [Colwellia],tryptophanyl-tRNA synthetase [Colwellia psychrerythraea 34H]	0.373	50	6.52e-4	9	9	369
WP_011041467.1,sp|Q488Z7.1|RL18_COLP3,AAZ26308.1	MULTISPECIES: 50S ribosomal protein L18 [Colwellia],RecName: Full=Large ribosomal subunit protein uL18; AltName: Full=50S ribosomal protein L18,ribosomal protein L18 [Colwellia psychrerythraea 34H]	0.675	50	0.002	10	10	370
WP_011043628.1,AAZ25913.1	MULTISPECIES: methylisocitrate lyase [Colwellia],putative methylisocitrate lyase [Colwellia psychrerythraea 34H]	0.500	50	7.38e-4	12	12	371
WP_011043987.1,AAZ26445.1	ABC-F family ATPase [Colwellia psychrerythraea],ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.328	50	4.12e-4	15	14	372
