Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
AAZ25085.1,WP_011044013.1	acetolactate synthase III, large subunit, biosynthetic type [Colwellia psychrerythraea 34H],MULTISPECIES: acetolactate synthase 3 large subunit [Colwellia]	0.221	26	1.83e-4	13	13	649
AAZ25101.1,WP_011043943.1	hypothetical protein CPS_3159 [Colwellia psychrerythraea 34H],AAA family ATPase [Colwellia psychrerythraea]	0.291	26	3.16e-4	6	6	650
AAZ26928.1,sp|Q47XB7.1|HIS8_COLP3	histidinol-phosphate aminotransferase [Colwellia psychrerythraea 34H],RecName: Full=Histidinol-phosphate aminotransferase; AltName: Full=Imidazole acetol-phosphate transaminase	0.367	26	2.86e-4	10	10	651
WP_238383556.1	histidinol-phosphate transaminase [Colwellia psychrerythraea]	0.350	26	2.73e-4	10	10	651
AAZ27393.1,WP_011044236.1	superoxide dismutase [Colwellia psychrerythraea 34H],Fe-Mn family superoxide dismutase [Colwellia psychrerythraea]	0.247	26	5.42e-4	5	5	652
AAZ28546.1,WP_011045583.1	xanthine dehydrogenase, iron-sulfur binding subunit [Colwellia psychrerythraea 34H],xanthine dehydrogenase small subunit [Colwellia psychrerythraea]	0.415	26	2.13e-4	14	14	653
WP_011041038.1,AAZ24000.1	MULTISPECIES: twin-arginine translocase TatA/TatE family subunit [Colwellia],Sec-independent protein translocase protein TatA [Colwellia psychrerythraea 34H]	0.447	26	0.001	5	5	654
WP_011041053.1,AAZ25711.1	NAD(P)H-flavin reductase [Colwellia psychrerythraea],oxidoreductase, NAD-binding [Colwellia psychrerythraea 34H]	0.582	26	4.40e-4	10	10	655
WP_011041542.1,AAZ26555.1	MULTISPECIES: S46 family peptidase [Colwellia],hypothetical protein CPS_0692 [Colwellia psychrerythraea 34H]	0.267	26	1.44e-4	13	13	656
WP_011041611.1,AAZ26530.1	glutamate synthase subunit beta [Colwellia psychrerythraea],glutamate synthase, NADH/NADPH, small subunit [Colwellia psychrerythraea 34H]	0.399	26	2.12e-4	13	12	657
WP_011041752.1,AAZ24175.1	urocanate hydratase [Colwellia psychrerythraea],urocanate hydratase [Colwellia psychrerythraea 34H]	0.293	26	1.87e-4	11	11	658
WP_011042948.1,AAZ28288.1,sp|Q483B3.1|KDSB_COLP3	3-deoxy-manno-octulosonate cytidylyltransferase [Colwellia psychrerythraea],3-deoxy-D-manno-octulosonate cytidylyltransferase [Colwellia psychrerythraea 34H],RecName: Full=3-deoxy-manno-octulosonate cytidylyltransferase; AltName: Full=CMP-2-keto-3-deoxyoctulosonic acid synthase; Short=CKS; Short=CMP-KDO synthase	0.396	26	3.76e-4	8	8	659
WP_011044601.1,AAZ26952.1	alcohol dehydrogenase AdhP [Colwellia psychrerythraea],alcohol dehydrogenase, zinc-containing [Colwellia psychrerythraea 34H]	0.393	26	3.13e-4	11	11	660
WP_011044857.1,AAZ26955.1	MULTISPECIES: GTPase Era [Colwellia],GTP-binding protein Era [Colwellia psychrerythraea 34H]	0.367	26	3.45e-4	10	10	661
gi|220969257|gb|EED87598.1|,gi|224012331|ref|XP_002294818.1|	ascorbate peroxidase [Thalassiosira pseudonana CCMP1335]	0.431	26	3.91e-4	8	8	662
gi|220976371|gb|EED94698.1|,gi|223995143|ref|XP_002287255.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.256	26	2.64e-4	8	8	663
gi|224001804|ref|XP_002290574.1|,gi|220973996|gb|EED92326.1|	triosephosphate isomerase/glyceraldehyde-3-phosphate dehydrogenase precursor [Thalassiosira pseudonana CCMP1335]	0.226	26	1.71e-4	11	6	664
gi|224015815|ref|XP_002297555.1|,gi|220967763|gb|EED86140.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.261	26	5.85e-4	7	0	665
gi|2599405837|pdb|8IWH|a,gi|2599405792|pdb|8IWH|A	Chain a, Photosystem II protein D1,Chain A, Photosystem II protein D1	0.141	26	3.16e-4	7	0	665
gi|2873343206|pdb|8ZET|a,gi|2873343193|pdb|8ZEH|a	Chain a, Photosystem I P700 chlorophyll a apoprotein A1	0.118	26	1.42e-4	9	6	666
gi|2843533616|pdb|8XLS|A,gi|116739843|gb|ABK20713.1|,gi|125959466|sp|A0T0M8.1|PSAA_THAPS,gi|2050584483|gb|QWM93024.1|,gi|118411096|ref|YP_874490.1|	Chain A, Photosystem I P700 chlorophyll a apoprotein A1,photosystem I p700 chlorophyll A apoprotein A (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I P700 chlorophyll a apoprotein A1; AltName: Full=PSI-A; AltName: Full=PsaA,P700 apoprotein A1 of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I P700 chlorophyll a apoprotein A1 (chloroplast) [Thalassiosira pseudonana]	0.117	26	1.40e-4	9	6	666
sp|Q47WB7.1|RLMN_COLP3,AAZ24649.1,WP_011044986.1	RecName: Full=Dual-specificity RNA methyltransferase RlmN; AltName: Full=23S rRNA (adenine(2503)-C(2))-methyltransferase; AltName: Full=23S rRNA m2A2503 methyltransferase; AltName: Full=Ribosomal RNA large subunit methyltransferase N; AltName: Full=tRNA (adenine(37)-C(2))-methyltransferase; AltName: Full=tRNA m2A37 methyltransferase,radical SAM enzyme, Cfr family [Colwellia psychrerythraea 34H],MULTISPECIES: dual-specificity RNA methyltransferase RlmN [Colwellia]	0.316	26	2.73e-4	11	11	667
sp|Q482U1.1|RIMP_COLP3,WP_011043020.1,AAZ27528.1	RecName: Full=Ribosome maturation factor RimP,ribosome maturation factor RimP [Colwellia psychrerythraea],hypothetical protein CPS_2201 [Colwellia psychrerythraea 34H]	0.331	26	6.97e-4	4	4	668
AAZ24867.1,WP_011044878.1	trypsin family protein [Colwellia psychrerythraea 34H],MULTISPECIES: S1C family serine protease [Colwellia]	0.467	25	2.90e-4	11	11	669
AAZ25287.1,WP_011045302.1	MSHA biogenesis protein MshE [Colwellia psychrerythraea 34H],MULTISPECIES: GspE/PulE family protein [Colwellia]	0.209	25	1.78e-4	7	7	670
AAZ25634.1,WP_011045041.1	polyA polymerase [Colwellia psychrerythraea 34H],polynucleotide adenylyltransferase PcnB [Colwellia psychrerythraea]	0.253	25	2.13e-4	9	9	671
AAZ25946.1,WP_011045076.1	serine protease DegP [Colwellia psychrerythraea 34H],Do family serine endopeptidase [Colwellia psychrerythraea]	0.394	25	2.20e-4	12	12	672
AAZ26450.1	MSHA biogenesis protein MshL [Colwellia psychrerythraea 34H]	0.292	25	1.66e-4	10	10	673
WP_081428780.1	pilus (MSHA type) biogenesis protein MshL [Colwellia psychrerythraea]	0.296	25	1.68e-4	10	10	673
AAZ27157.1,WP_011043054.1	hypothetical protein CPS_2235 [Colwellia psychrerythraea 34H],peptidase associated/transthyretin-like domain-containing protein [Colwellia psychrerythraea]	0.255	25	1.58e-4	11	11	674
WP_011041581.1,AAZ26448.1	riboflavin synthase [Colwellia psychrerythraea],riboflavin synthase, alpha subunit [Colwellia psychrerythraea 34H]	0.478	25	4.36e-4	10	10	675
WP_011041939.1,AAZ28519.1	methionine synthase [Colwellia psychrerythraea],5-methyltetrahydrofolate--homocysteine S-methyltransferase [Colwellia psychrerythraea 34H]	0.185	25	8.23e-5	16	16	676
WP_011042053.1,AAZ25676.1	pilus assembly protein [Colwellia psychrerythraea],hypothetical protein CPS_1216 [Colwellia psychrerythraea 34H]	0.180	25	8.06e-5	12	12	677
WP_011043886.1,AAZ27595.1	PfaD family polyunsaturated fatty acid/polyketide biosynthesis protein [Colwellia psychrerythraea],polyunsaturated fatty acid synthase PfaD [Colwellia psychrerythraea 34H]	0.252	25	1.90e-4	8	8	678
WP_011044525.1,AAZ24735.1	phage shock protein PspA [Colwellia psychrerythraea],phage shock protein A [Colwellia psychrerythraea 34H]	0.620	25	4.58e-4	10	10	679
WP_011044882.1,AAZ28797.1	MULTISPECIES: YggL family protein [Colwellia],hypothetical protein CPS_4147 [Colwellia psychrerythraea 34H]	0.723	25	9.03e-4	5	5	680
WP_011045734.1,AAZ24220.1	phenylacetate--CoA ligase family protein [Colwellia psychrerythraea],putative polysaccharide biosynthesis protein [Colwellia psychrerythraea 34H]	0.316	25	2.27e-4	11	11	681
gi|193735617|ref|YP_874543.2|	photosystem II 44 kDa protein (chloroplast) [Thalassiosira pseudonana]	0.218	25	2.20e-4	7	1	682
gi|2050584430|gb|QWM92971.1|,gi|224015772|ref|XP_002297534.1|,gi|220967798|gb|EED86174.1|,gi|116739896|gb|ABK20766.1|	CP43 chlorophyll apoprotein of photosystem II (chloroplast) [Thalassiosira pseudonana],PSBC, photosystem II 44 kDa reaction center protein [Thalassiosira pseudonana CCMP1335],photosystem II chlorophyll A core antenna apoprotein CP43 (chloroplast) [Thalassiosira pseudonana]	0.212	25	2.15e-4	7	1	682
gi|223994177|ref|XP_002286772.1|,gi|220978087|gb|EED96413.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.543	25	5.14e-4	8	8	683
gi|224001232|ref|XP_002290288.1|,gi|220973710|gb|EED92040.1|	glyceraldehyde-3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.407	25	2.94e-4	8	7	684
gi|2599405845|pdb|8IWH|2,gi|2599405846|pdb|8IWH|8,gi|2599405844|pdb|8IWH|9,gi|2599405847|pdb|8IWH|1	Chain 2, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 8, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 9, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 1, Fucoxanthin chlorophyll a/c light-harvesting protein, major type	0.301	25	5.24e-4	5	0	685
AAZ24165.1,WP_011044286.1	tryptophan synthase, beta subunit [Colwellia psychrerythraea 34H],tryptophan synthase subunit beta [Colwellia psychrerythraea]	0.348	24	2.31e-4	9	9	686
AAZ24804.1,WP_011043421.1	dihydroorotase, homodimeric type [Colwellia psychrerythraea 34H],dihydroorotase [Colwellia psychrerythraea]	0.206	24	2.74e-4	7	7	687
AAZ25803.1,WP_011042420.1	2-oxoisovalerate dehydrogenase complex, E2 component, lipoamide acyltransferase [Colwellia psychrerythraea 34H],dihydrolipoyllysine-residue acetyltransferase [Colwellia psychrerythraea]	0.428	24	2.31e-4	13	13	688
AAZ26871.1,sp|Q485R8.1|PY2CR_COLP3,WP_011042291.1	putative ornithine cyclodeaminase [Colwellia psychrerythraea 34H],RecName: Full=Delta(1)-pyrroline-2-carboxylate reductase; Short=Pyr2C reductase; AltName: Full=Proline ketimine reductase,bifunctional Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase [Colwellia psychrerythraea]	0.468	24	3.07e-4	9	9	689
AAZ27080.1	putative proline racemase [Colwellia psychrerythraea 34H]	0.462	24	3.18e-4	9	0	690
AAZ27099.1,WP_011045389.1	4-aminobutyrate aminotransferase [Colwellia psychrerythraea 34H],MULTISPECIES: 4-aminobutyrate--2-oxoglutarate transaminase [Colwellia]	0.299	24	2.27e-4	13	13	691
AAZ27549.1,WP_011045534.1	hypothetical protein CPS_4815 [Colwellia psychrerythraea 34H],MULTISPECIES: YkvA family protein [Colwellia]	0.335	24	5.34e-4	10	10	692
AAZ28013.1,sp|Q47XB3.1|HIS6_COLP3,WP_011044643.1	imidazoleglycerol phosphate synthase, cyclase subunit [Colwellia psychrerythraea 34H],RecName: Full=Imidazole glycerol phosphate synthase subunit HisF; AltName: Full=IGP synthase cyclase subunit; AltName: Full=IGP synthase subunit HisF; AltName: Full=ImGP synthase subunit HisF; Short=IGPS subunit HisF,imidazole glycerol phosphate synthase subunit HisF [Colwellia psychrerythraea]	0.519	24	3.76e-4	8	8	693
AAZ28615.1,WP_011044517.1	sigma-54 dependent transcriptional regulator TyrR [Colwellia psychrerythraea 34H],MULTISPECIES: transcriptional regulator TyrR [Colwellia]	0.339	24	1.88e-4	12	12	694
AAZ28745.1,WP_011045073.1	thioredoxin domain protein [Colwellia psychrerythraea 34H],tetratricopeptide repeat protein [Colwellia psychrerythraea]	0.468	24	3.47e-4	9	9	695
WP_011042873.1,AAZ26861.1	malic enzyme-like NAD(P)-binding protein [Colwellia psychrerythraea],NADP-dependent malic enzyme, truncated [Colwellia psychrerythraea 34H]	0.133	24	2.35e-4	7	0	696
WP_011043095.1,AAZ24765.1	glucose-6-phosphate dehydrogenase [Colwellia psychrerythraea],glucose-6-phosphate 1-dehydrogenase [Colwellia psychrerythraea 34H]	0.290	24	1.99e-4	10	10	697
WP_011043605.1,AAZ27707.1	MULTISPECIES: c-type cytochrome [Colwellia],cytochrome c' [Colwellia psychrerythraea 34H]	0.409	24	6.11e-4	9	9	698
WP_011044859.1,AAZ25128.1	signal peptidase I [Colwellia psychrerythraea],signal peptidase I [Colwellia psychrerythraea 34H]	0.374	24	3.13e-4	9	9	699
gi|2873343188|pdb|8ZEH|I	Chain I, Fucoxanthin chl a/c light-harvesting protein	0.291	24	5.65e-4	3	3	700
gi|220975205|gb|EED93534.1|,gi|224000649|ref|XP_002289997.1|	fucoxanthin chl a/c light-harvesting protein [Thalassiosira pseudonana CCMP1335]	0.246	24	4.78e-4	3	3	700
sp|Q47Z09.1|RLMKL_COLP3,WP_011044048.1,AAZ24957.1	RecName: Full=Ribosomal RNA large subunit methyltransferase K/L; Includes: RecName: Full=23S rRNA m2G2445 methyltransferase; AltName: Full=rRNA (guanine-N(2)-)-methyltransferase RlmL; Includes: RecName: Full=23S rRNA m7G2069 methyltransferase; AltName: Full=rRNA (guanine-N(7)-)-methyltransferase RlmK,bifunctional 23S rRNA (guanine(2069)-N(7))-methyltransferase RlmK/23S rRNA (guanine(2445)-N(2))-methyltransferase RlmL [Colwellia psychrerythraea],putative RNA methylase, family UPF0020 [Colwellia psychrerythraea 34H]	0.248	24	1.36e-4	12	12	701
AAZ24027.1,WP_011042358.1	chemotaxis protein CheA [Colwellia psychrerythraea 34H],chemotaxis protein CheA [Colwellia psychrerythraea]	0.153	23	1.30e-4	9	9	702
AAZ24357.1,sp|Q47WG1.1|LEUD_COLP3,WP_011044942.1	3-isopropylmalate dehydratase, small subunit [Colwellia psychrerythraea 34H],RecName: Full=3-isopropylmalate dehydratase small subunit; AltName: Full=Alpha-IPM isomerase; Short=IPMI; AltName: Full=Isopropylmalate isomerase,MULTISPECIES: 3-isopropylmalate dehydratase small subunit [Colwellia]	0.641	23	4.70e-4	7	7	703
AAZ24531.1,WP_011044775.1,CBM39772.1,sp|Q47WY2.1|GLYA4_COLP3	serine hydroxymethyltransferase [Colwellia psychrerythraea 34H],serine hydroxymethyltransferase [Colwellia psychrerythraea],unnamed protein product [Colwellia psychrerythraea 34H],RecName: Full=Serine hydroxymethyltransferase 4; Short=SHMT 4; Short=Serine methylase 4	0.242	23	2.23e-4	9	1	704
AAZ25443.1,WP_011040892.1	DNA polymerase III, beta subunit [Colwellia psychrerythraea 34H],MULTISPECIES: DNA polymerase III subunit beta [Colwellia]	0.305	23	2.54e-4	8	8	705
AAZ26048.1,WP_011043686.1	ATP-dependent Clp protease, ATP-binding subunit ClpA [Colwellia psychrerythraea 34H],MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpA [Colwellia]	0.191	23	1.24e-4	10	10	706
AAZ28090.1,CAY36471.1,WP_011041967.1	serine O-acetyltransferase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: serine O-acetyltransferase [Colwellia]	0.435	23	3.46e-4	11	11	707
AAZ28560.1,WP_011042065.1	malate synthase G [Colwellia psychrerythraea 34H],malate synthase G [Colwellia psychrerythraea]	0.215	23	1.29e-4	10	10	708
WP_011043153.1,sp|Q482F9.1|PYRF_COLP3,AAZ24511.1	orotidine-5'-phosphate decarboxylase [Colwellia psychrerythraea],RecName: Full=Orotidine 5'-phosphate decarboxylase; AltName: Full=OMP decarboxylase; Short=OMPDCase; Short=OMPdecase,orotidine 5'-phosphate decarboxylase [Colwellia psychrerythraea 34H]	0.377	23	4.03e-4	6	6	709
WP_011043155.1,AAZ25595.1	MULTISPECIES: NADP-dependent phosphogluconate dehydrogenase [Colwellia],6-phosphogluconate dehydrogenase, decarboxylating [Colwellia psychrerythraea 34H]	0.320	23	1.83e-4	10	10	710
WP_011045519.1,AAZ27712.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase [Colwellia psychrerythraea],aconitate hydratase 2 [Colwellia psychrerythraea 34H]	0.257	23	1.08e-4	12	12	711
WP_041736683.1	phosphoserine phosphatase SerB [Colwellia psychrerythraea]	0.256	23	2.77e-4	8	8	712
AAZ24469.1	phosphoserine phosphatase [Colwellia psychrerythraea 34H]	0.281	23	3.04e-4	8	8	712
WP_420794792.1	peroxiredoxin [Colwellia psychrerythraea]	0.507	23	6.21e-4	7	0	713
gi|118411168|ref|YP_874562.1|,gi|2843533621|pdb|8XLS|F,gi|2050584411|gb|QWM92952.1|,gi|116739915|gb|ABK20785.1|	photosystem I subunit III (chloroplast) [Thalassiosira pseudonana],Chain F, Photosystem I reaction center subunit III,subunit III of photosystem I (chloroplast) [Thalassiosira pseudonana],photosystem I protein F (chloroplast) [Thalassiosira pseudonana]	0.384	23	5.03e-4	6	6	714
gi|220967787|gb|EED86163.1|,gi|224015750|ref|XP_002297523.1|	PSAF, photosystem I reaction center subunit, partial [Thalassiosira pseudonana CCMP1335]	0.420	23	5.51e-4	6	6	714
gi|2873343196|pdb|8ZEH|f,gi|2873343211|pdb|8ZET|f	Chain f, Photosystem I reaction center subunit III	0.444	23	5.82e-4	6	6	714
gi|220970459|gb|EED88796.1|,gi|224009658|ref|XP_002293787.1|	phosphoadenosine-phosphosulphate reductase [Thalassiosira pseudonana CCMP1335]	0.447	23	2.13e-4	14	14	715
gi|220975793|gb|EED94121.1|,gi|223998024|ref|XP_002288685.1|	14-3-3-like protein [Thalassiosira pseudonana CCMP1335]	0.409	23	3.77e-4	10	10	716
gi|223994191|ref|XP_002286779.1|,gi|220978094|gb|EED96420.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.568	23	6.29e-4	7	7	717
gi|224010722|ref|XP_002294318.1|,gi|220969813|gb|EED88152.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.699	23	5.71e-4	8	8	718
sp|Q485E3.1|SEQA_COLP3,AAZ25264.1,WP_011042416.1	RecName: Full=Negative modulator of initiation of replication,seqA protein [Colwellia psychrerythraea 34H],replication initiation negative regulator SeqA [Colwellia psychrerythraea]	0.440	23	4.65e-4	6	6	719
AAZ24614.1,CBL85918.1,WP_011040982.1	conserved hypothetical protein TIGR00255 [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H],MULTISPECIES: YicC/YloC family endoribonuclease [Colwellia]	0.432	22	3.10e-4	10	10	720
AAZ25278.1,WP_011041801.1	ompA family protein [Colwellia psychrerythraea 34H],OmpA family protein [Colwellia psychrerythraea]	0.253	22	2.53e-4	7	7	721
AAZ28245.1,WP_011041328.1	type IV pilus biogenesis protein PilM [Colwellia psychrerythraea 34H],pilus assembly protein PilM [Colwellia psychrerythraea]	0.237	22	2.48e-4	8	8	722
AAZ28642.1,WP_011045193.1,sp|Q47VR0.1|MURC_COLP3	UDP-N-acetylmuramate--alanine ligase [Colwellia psychrerythraea 34H],UDP-N-acetylmuramate--L-alanine ligase [Colwellia psychrerythraea],RecName: Full=UDP-N-acetylmuramate--L-alanine ligase; AltName: Full=UDP-N-acetylmuramoyl-L-alanine synthetase	0.300	22	1.77e-4	10	10	723
WP_011040911.1,AAZ24689.1	LysM peptidoglycan-binding domain-containing protein [Colwellia psychrerythraea],LysM domain protein [Colwellia psychrerythraea 34H]	0.449	22	2.47e-4	12	12	724
WP_011040947.1,AAZ24325.1	uroporphyrinogen-III C-methyltransferase [Colwellia psychrerythraea],putative uroporphyrin-III C-methyltransferase [Colwellia psychrerythraea 34H]	0.303	22	1.89e-4	12	12	725
WP_011041958.1,AAZ27380.1	MULTISPECIES: preprotein translocase subunit YajC [Colwellia],preprotein translocase, YajC subunit [Colwellia psychrerythraea 34H]	0.468	22	8.02e-4	5	5	726
WP_011042828.1,AAZ26840.1	lysine-sensitive aspartokinase 3 [Colwellia psychrerythraea],aspartokinase III, lysine-sensitive [Colwellia psychrerythraea 34H]	0.390	22	1.95e-4	11	11	727
WP_011043612.1,AAZ25943.1	DUF1302 domain-containing protein [Colwellia psychrerythraea],hypothetical protein CPS_2806 [Colwellia psychrerythraea 34H]	0.224	22	1.28e-4	9	9	728
WP_011043934.1,AAZ25925.1,sp|Q47ZC3.1|AROC_COLP3	MULTISPECIES: chorismate synthase [Colwellia],chorismate synthase [Colwellia psychrerythraea 34H],RecName: Full=Chorismate synthase; Short=CS; AltName: Full=5-enolpyruvylshikimate-3-phosphate phospholyase	0.303	22	2.39e-4	7	7	729
WP_011043955.1,AAZ25446.1	MULTISPECIES: response regulator [Colwellia],DNA-binding response regulator [Colwellia psychrerythraea 34H]	0.361	22	3.74e-4	7	7	730
WP_011044926.1,AAZ26884.1	MULTISPECIES: Lpp/OprI family alanine-zipper lipoprotein [Colwellia],putative major outer membrane lipoprotein [Colwellia psychrerythraea 34H]	0.506	22	0.001	3	3	731
WP_011045607.1,AAZ25693.1	MULTISPECIES: beta-hydroxyaspartate dehydratase BhcB [Colwellia],putative threonine dehydratase, catabolic [Colwellia psychrerythraea 34H]	0.332	22	2.74e-4	7	7	732
gi|116739845|gb|ABK20715.1|,gi|220967786|gb|EED86162.1|,gi|118411098|ref|YP_874492.1|,gi|224015748|ref|XP_002297522.1|,gi|2050584481|gb|QWM93022.1|	ferredoxin (chloroplast) [Thalassiosira pseudonana],ferredoxin [Thalassiosira pseudonana CCMP1335]	0.465	22	8.99e-4	3	3	733
gi|223995629|ref|XP_002287488.1|,gi|220976604|gb|EED94931.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.509	22	4.20e-4	9	8	734
gi|2873343184|pdb|8ZEH|E,gi|2873343221|pdb|8ZET|E	Chain E, Tp-RedCAP	0.303	22	4.81e-4	6	6	735
gi|2843533628|pdb|8XLS|1,gi|2694527766|gb|WWT48828.1|	Chain 1, Fucoxanthin chlorophyll a/c-binding protein RedCAP,early light induced protein, partial [Thalassiosira pseudonana]	0.253	22	4.03e-4	6	6	735
gi|2873343212|pdb|8ZET|g,gi|2873343197|pdb|8ZEH|g	Chain g, Photosystem I reaction center subunit Psa29	0.725	22	6.80e-4	6	2	736
gi|327258980|gb|AEA41995.1|	ribulose-1,5-biphosphate carboxylase/oxygenase small subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.429	22	7.07e-4	5	0	737
gi|589908182|dbj|BAO52718.1|	delta carbonic anhydrase [Thalassiosira pseudonana CCMP1335]	0.192	22	2.41e-4	9	2	738
AAZ24558.1,WP_011044217.1	transcription elongation factor GreA [Colwellia psychrerythraea 34H],MULTISPECIES: transcription elongation factor GreA [Colwellia]	0.481	21	5.38e-4	6	6	739
AAZ24662.1,WP_011045552.1,sp|Q47UQ0.1|PROA_COLP3	gamma-glutamyl phosphate reductase [Colwellia psychrerythraea 34H],glutamate-5-semialdehyde dehydrogenase [Colwellia psychrerythraea],RecName: Full=Gamma-glutamyl phosphate reductase; Short=GPR; AltName: Full=Glutamate-5-semialdehyde dehydrogenase; AltName: Full=Glutamyl-gamma-semialdehyde dehydrogenase; Short=GSA dehydrogenase	0.354	21	2.03e-4	10	10	740
AAZ25801.1,WP_011042417.1	phosphoglucomutase, alpha-D-glucose phosphate-specific [Colwellia psychrerythraea 34H],phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent) [Colwellia psychrerythraea]	0.246	21	1.54e-4	10	10	741
AAZ26056.1,WP_011043614.1	aminopeptidase N [Colwellia psychrerythraea 34H],aminopeptidase N [Colwellia psychrerythraea]	0.169	21	9.75e-5	10	10	742
AAZ26703.1,WP_011045345.1	ribonuclease R [Colwellia psychrerythraea 34H],ribonuclease R [Colwellia psychrerythraea]	0.190	21	1.03e-4	12	12	743
AAZ27905.1,sp|Q47W59.1|PANC_COLP3,WP_011045044.1	pantoate--beta-alanine ligase [Colwellia psychrerythraea 34H],RecName: Full=Pantothenate synthetase; Short=PS; AltName: Full=Pantoate--beta-alanine ligase; AltName: Full=Pantoate-activating enzyme,MULTISPECIES: pantoate--beta-alanine ligase [Colwellia]	0.368	21	2.95e-4	10	10	744
WP_011041412.1,AAZ28311.1	MULTISPECIES: DNA-binding transcriptional regulator Fis [Colwellia],DNA-binding protein Fis [Colwellia psychrerythraea 34H]	0.305	21	8.95e-4	3	3	745
WP_011044664.1,AAZ28606.1	MULTISPECIES: RNA recognition motif domain-containing protein [Colwellia],RNA-binding protein [Colwellia psychrerythraea 34H]	0.718	21	0.001	5	5	746
WP_011045225.1,AAZ24417.1	MULTISPECIES: two-component system response regulator ArcA [Colwellia],aerobic respiration control protein ArcA [Colwellia psychrerythraea 34H]	0.605	21	3.65e-4	9	9	747
WP_011045481.1,AAZ26736.1	MULTISPECIES: DUF2333 family protein [Colwellia],hypothetical protein CPS_4756 [Colwellia psychrerythraea 34H]	0.294	21	2.58e-4	8	8	748
WP_011045684.1,AAZ27875.1	Tex family protein [Colwellia psychrerythraea],putative transcription accessory protein [Colwellia psychrerythraea 34H]	0.222	21	1.07e-4	11	11	749
gi|220972175|gb|EED90508.1|,gi|224007146|ref|XP_002292533.1|	hypothetical protein THAPSDRAFT_269459 [Thalassiosira pseudonana CCMP1335]	0.356	21	2.15e-4	7	3	750
gi|223993143|ref|XP_002286255.1|,gi|220977570|gb|EED95896.1|	adenine nucleotide translocator; ATP/ADP translocase [Thalassiosira pseudonana CCMP1335]	0.301	21	2.81e-4	9	9	751
gi|224000387|ref|XP_002289866.1|,gi|220975074|gb|EED93403.1|	alpha enolase [Thalassiosira pseudonana CCMP1335]	0.259	21	1.93e-4	7	5	752
gi|224015441|ref|XP_002297375.1|,gi|220967975|gb|EED86338.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.419	21	3.27e-4	7	7	753
gi|2599405795|pdb|8IWH|c,gi|2599405794|pdb|8IWH|C	Chain c, Photosystem II CP43 reaction center protein,Chain C, Photosystem II CP43 reaction center protein	0.187	21	1.81e-4	6	0	754
gi|98990547|gb|ABF60341.1|	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial (chloroplast) [Thalassiosira pseudonana]	0.061	21	1.73e-4	5	0	755
sp|Q47VM6.1|GCH4_COLP3,WP_011045227.1,AAZ28290.1	RecName: Full=GTP cyclohydrolase FolE2,MULTISPECIES: GTP cyclohydrolase FolE2 [Colwellia],hypothetical protein CPS_4498 [Colwellia psychrerythraea 34H]	0.390	21	2.76e-4	10	10	756
sp|Q484F1.1|TORD_COLP3,AAZ24720.1,WP_011042658.1	RecName: Full=Chaperone protein TorD,TorA-specific chaperone [Colwellia psychrerythraea 34H],molecular chaperone TorD [Colwellia psychrerythraea]	0.360	21	3.60e-4	5	5	757
sp|Q484P6.1|TOLB_COLP3,AAZ24363.1	RecName: Full=Tol-Pal system protein TolB; Flags: Precursor,tolB protein [Colwellia psychrerythraea 34H]	0.372	21	1.89e-4	12	12	758
WP_198560023.1	MULTISPECIES: Tol-Pal system beta propeller repeat protein TolB [Colwellia]	0.369	21	1.88e-4	12	12	758
AAZ24463.1,WP_011045690.1,sp|Q47UB3.1|KGUA_COLP3	guanylate kinase [Colwellia psychrerythraea 34H],MULTISPECIES: guanylate kinase [Colwellia],RecName: Full=Guanylate kinase; AltName: Full=GMP kinase	0.326	20	3.71e-4	7	7	759
AAZ24568.1,WP_011045600.1	NADP-dependent malic enzyme, truncated [Colwellia psychrerythraea 34H],malic enzyme-like NAD(P)-binding protein [Colwellia psychrerythraea]	0.135	20	1.95e-4	6	2	760
