Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
WP_011042426.1,AAZ27825.1	DEAD/DEAH box helicase [Colwellia psychrerythraea],ATP-dependent RNA helicase, DEAD box family [Colwellia psychrerythraea 34H]	0.503	80	7.55e-4	23	20	254
WP_011042962.1,sp|Q482Z9.1|CYSN_COLP3,AAZ25953.1	MULTISPECIES: sulfate adenylyltransferase subunit CysN [Colwellia],RecName: Full=Sulfate adenylyltransferase subunit 1; AltName: Full=ATP-sulfurylase large subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT,sulfate adenylate transferase, subunit 1 [Colwellia psychrerythraea 34H]	0.524	80	7.37e-4	27	27	255
WP_011043985.1,AAZ25151.1	DUF885 domain-containing protein [Colwellia psychrerythraea],putative lipoprotein [Colwellia psychrerythraea 34H]	0.509	80	5.43e-4	30	1	256
WP_011042541.1,CBN72461.1,AAZ28477.1,sp|Q484R8.1|LIPA_COLP3	MULTISPECIES: lipoyl synthase [Colwellia],unnamed protein product [Colwellia psychrerythraea 34H],lipoic acid synthetase [Colwellia psychrerythraea 34H],RecName: Full=Lipoyl synthase; AltName: Full=Lip-syn; Short=LS; AltName: Full=Lipoate synthase; AltName: Full=Lipoic acid synthase; AltName: Full=Sulfur insertion protein LipA	0.457	79	0.001	19	19	257
AAZ24235.1,WP_011044738.1	putative lipoprotein [Colwellia psychrerythraea 34H],hypothetical protein [Colwellia psychrerythraea]	0.364	78	3.46e-4	26	26	258
AAZ27822.1,WP_011045022.1	aspartokinase/homoserine dehydrogenase, threonine-sensitive [Colwellia psychrerythraea 34H],bifunctional aspartate kinase/homoserine dehydrogenase I [Colwellia psychrerythraea]	0.444	78	4.06e-4	26	26	259
WP_011045290.1,AAZ24977.1	MULTISPECIES: rod shape-determining protein [Colwellia],rod shape-determining protein MreB [Colwellia psychrerythraea 34H]	0.519	78	9.65e-4	24	24	260
pdb|3O0Y|B,pdb|3O0Y|A,pdb|3O0Y|C	Chain B, lipoprotein,Chain A, lipoprotein,Chain C, lipoprotein	0.512	78	5.50e-4	29	0	261
sp|Q485J2.1|RISB_COLP3,WP_011042367.1,AAZ25262.1	RecName: Full=6,7-dimethyl-8-ribityllumazine synthase; Short=DMRL synthase; Short=LS; Short=Lumazine synthase,MULTISPECIES: 6,7-dimethyl-8-ribityllumazine synthase [Colwellia],6,7-dimethyl-8-ribityllumazine synthase [Colwellia psychrerythraea 34H]	0.701	78	0.002	13	13	262
AAZ25304.1,WP_011041084.1,sp|Q48AD6.1|RL33_COLP3	ribosomal protein L33 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L33 [Colwellia],RecName: Full=Large ribosomal subunit protein bL33; AltName: Full=50S ribosomal protein L33	0.843	77	0.006	13	13	263
WP_011044534.1,AAZ27353.1	MULTISPECIES: nucleoid-associated protein HU-beta [Colwellia],DNA-binding protein, HU family [Colwellia psychrerythraea 34H]	0.767	77	0.004	12	12	264
WP_011041204.1,AAZ27215.1	malic enzyme-like NAD(P)-binding protein [Colwellia psychrerythraea],NADP-dependent malic enzyme, truncated [Colwellia psychrerythraea 34H]	0.581	76	7.90e-4	24	15	265
WP_011043367.1,AAZ24351.1	MULTISPECIES: M14 family metallopeptidase [Colwellia],zinc carboxypeptidase family protein [Colwellia psychrerythraea 34H]	0.595	75	8.47e-4	23	23	266
WP_081428725.1	DUF349 domain-containing protein [Colwellia psychrerythraea]	0.354	75	3.37e-4	27	2	267
AAZ25356.1	allantoicase [Colwellia psychrerythraea 34H]	0.527	74	8.95e-4	29	3	268
WP_011040949.1,sp|Q48AW8.1|HEM3_COLP3,AAZ24707.1	hydroxymethylbilane synthase [Colwellia psychrerythraea],RecName: Full=Porphobilinogen deaminase; Short=PBG; AltName: Full=Hydroxymethylbilane synthase; Short=HMBS; AltName: Full=Pre-uroporphyrinogen synthase,porphobilinogen deaminase [Colwellia psychrerythraea 34H]	0.688	74	0.001	22	22	269
WP_011041446.1,AAZ27416.1	MULTISPECIES: penicillin-binding protein activator LpoB [Colwellia],putative lipoprotein [Colwellia psychrerythraea 34H]	0.740	74	0.002	20	20	270
WP_011043784.1,AAZ28375.1,sp|Q47ZS4.1|SYFA_COLP3	MULTISPECIES: phenylalanine--tRNA ligase subunit alpha [Colwellia],phenylalanyl-tRNA synthetase, alpha subunit [Colwellia psychrerythraea 34H],RecName: Full=Phenylalanine--tRNA ligase alpha subunit; AltName: Full=Phenylalanyl-tRNA synthetase alpha subunit; Short=PheRS	0.647	74	9.60e-4	19	19	271
AAZ24726.1,WP_011042581.1	hypothetical protein CPS_1756 [Colwellia psychrerythraea 34H],OsmC domain/YcaO domain-containing protein [Colwellia psychrerythraea]	0.368	73	4.31e-4	21	21	272
AAZ26174.1,WP_011042186.1	CBS domain protein [Colwellia psychrerythraea 34H],MULTISPECIES: CBS domain-containing protein [Colwellia]	0.548	73	0.002	16	16	273
AAZ26545.1,sp|Q488A0.1|RL16_COLP3,WP_011041715.1	ribosomal protein L16 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein uL16; AltName: Full=50S ribosomal protein L16,MULTISPECIES: 50S ribosomal protein L16 [Colwellia]	0.547	73	0.002	13	13	274
AAZ26896.1,sp|Q483A0.1|CYSD_COLP3,WP_011042961.1	sulfate adenylate transferase, subunit 2 [Colwellia psychrerythraea 34H],RecName: Full=Sulfate adenylyltransferase subunit 2; AltName: Full=ATP-sulfurylase small subunit; AltName: Full=Sulfate adenylate transferase; Short=SAT,MULTISPECIES: sulfate adenylyltransferase subunit CysD [Colwellia]	0.545	73	0.001	23	23	275
sp|Q487B1.1|SYR_COLP3,AAZ28597.1,WP_011041948.1	RecName: Full=Arginine--tRNA ligase; AltName: Full=Arginyl-tRNA synthetase; Short=ArgRS,arginyl-tRNA synthetase [Colwellia psychrerythraea 34H],arginine--tRNA ligase [Colwellia psychrerythraea]	0.464	73	5.39e-4	25	25	276
sp|Q489N4.1|AROK_COLP3,AAZ26032.1,WP_011041333.1	RecName: Full=Shikimate kinase; Short=SK,shikimate kinase [Colwellia psychrerythraea 34H],MULTISPECIES: shikimate kinase AroK [Colwellia]	0.820	73	0.002	15	15	277
AAZ24519.1,WP_011045078.1	thiol:disulfide interchange protein DsbA [Colwellia psychrerythraea 34H],MULTISPECIES: thiol:disulfide interchange protein DsbA/DsbL [Colwellia]	0.617	72	0.001	18	18	278
WP_011041474.1,AAZ24770.1,sp|Q488Z0.1|RS11_COLP3	MULTISPECIES: 30S ribosomal protein S11 [Colwellia],ribosomal protein S11 [Colwellia psychrerythraea 34H],RecName: Full=Small ribosomal subunit protein uS11; AltName: Full=30S ribosomal protein S11	0.760	72	0.002	11	11	279
AAZ27797.1,WP_011042397.1	outer membrane protein, OMP85 family [Colwellia psychrerythraea 34H],MULTISPECIES: outer membrane protein assembly factor BamA [Colwellia]	0.485	71	3.73e-4	25	25	280
WP_011043627.1,AAZ25249.1	MULTISPECIES: bifunctional 2-methylcitrate synthase/citrate synthase [Colwellia],putative 2-methylcitrate synthase [Colwellia psychrerythraea 34H]	0.578	71	8.15e-4	22	22	281
WP_041736508.1	MULTISPECIES: glycine--tRNA ligase subunit alpha [Colwellia]	0.471	71	9.90e-4	16	16	282
AAZ28106.1	glycyl-tRNA synthetase, alpha subunit [Colwellia psychrerythraea 34H]	0.466	71	9.80e-4	16	16	282
WP_041737179.1	acetolactate synthase 2 catalytic subunit [Colwellia psychrerythraea]	0.527	71	5.50e-4	27	27	283
AAZ25979.1	acetolactate synthase II, large subunit, biosynthetic type [Colwellia psychrerythraea 34H]	0.560	71	5.85e-4	27	27	283
AAZ26395.1,WP_011045606.1	putative threonine aldolase [Colwellia psychrerythraea 34H],MULTISPECIES: 3-hydroxy-D-aspartate aldolase BhcC [Colwellia]	0.555	70	7.87e-4	19	19	284
WP_011044392.1,AAZ26662.1	MULTISPECIES: TIGR00153 family protein [Colwellia],conserved hypothetical protein TIGR00153 [Colwellia psychrerythraea 34H]	0.606	69	0.001	19	18	285
WP_011045248.1,AAZ26843.1	RNA polymerase-associated protein RapA [Colwellia psychrerythraea],RNA polymerase-associated protein HepA [Colwellia psychrerythraea 34H]	0.371	69	3.04e-4	28	28	286
WP_238383571.1	allantoicase [Colwellia psychrerythraea]	0.484	69	8.09e-4	26	0	287
AAZ25198.1,WP_011043889.1	polyunsaturated fatty acid synthase PfaC [Colwellia psychrerythraea 34H],hotdog fold thioesterase [Colwellia psychrerythraea]	0.225	68	1.45e-4	32	32	288
AAZ26499.1	hypothetical protein CPS_2566 [Colwellia psychrerythraea 34H]	0.338	68	3.23e-4	25	0	289
AAZ28136.1,WP_011042371.1	ribosomal subunit interface protein [Colwellia psychrerythraea 34H],MULTISPECIES: ribosome hibernation-promoting factor, HPF/YfiA family [Colwellia]	0.602	68	0.002	5	5	290
WP_011044860.1,sp|Q47WP3.1|LEPA_COLP3,AAZ28048.1	MULTISPECIES: translation elongation factor 4 [Colwellia],RecName: Full=Elongation factor 4; Short=EF-4; AltName: Full=Ribosomal back-translocase LepA,GTP-binding protein LepA [Colwellia psychrerythraea 34H]	0.371	68	4.90e-4	23	22	291
WP_011044950.1,AAZ25206.1	NapC/NirT family cytochrome c [Colwellia psychrerythraea],denitrification system component NirT/cytochrome c552 [Colwellia psychrerythraea 34H]	0.342	68	4.84e-4	20	20	292
WP_011045240.1,AAZ28263.1,sp|Q47VL3.1|RL27_COLP3	MULTISPECIES: 50S ribosomal protein L27 [Colwellia],ribosomal protein L27 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein bL27; AltName: Full=50S ribosomal protein L27	0.600	68	0.003	9	9	293
AAZ24024.1,WP_011045703.1	glutathione reductase [Colwellia psychrerythraea 34H],glutathione-disulfide reductase [Colwellia psychrerythraea]	0.546	67	6.34e-4	18	18	294
pdb|3LPX|A,pdb|3LPX|B	Chain A, DNA gyrase, A subunit,Chain B, DNA gyrase, A subunit	0.480	67	5.75e-4	22	0	295
sp|Q47UW1.1|RS12_COLP3,WP_011045492.1,AAZ26362.1	RecName: Full=Small ribosomal subunit protein uS12; AltName: Full=30S ribosomal protein S12,MULTISPECIES: 30S ribosomal protein S12 [Colwelliaceae],ribosomal protein S12 [Colwellia psychrerythraea 34H]	0.403	67	0.002	8	5	296
AAZ26146.1,WP_011041083.1,sp|Q48AD7.1|RL28_COLP3	ribosomal protein L28 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L28 [Colwellia],RecName: Full=Large ribosomal subunit protein bL28; AltName: Full=50S ribosomal protein L28	0.654	66	0.004	13	13	297
AAZ27900.1,WP_011044982.1,sp|Q47WC1.1|SYH_COLP3	histidyl-tRNA synthetase [Colwellia psychrerythraea 34H],MULTISPECIES: histidine--tRNA ligase [Colwellia],RecName: Full=Histidine--tRNA ligase; AltName: Full=Histidyl-tRNA synthetase; Short=HisRS	0.577	66	6.65e-4	23	23	298
AAZ28368.1,WP_011043110.1	malonyl CoA-acyl carrier protein transacylase [Colwellia psychrerythraea 34H],MULTISPECIES: ACP S-malonyltransferase [Colwellia]	0.532	66	9.03e-4	14	14	299
WP_041736779.1	hypothetical protein [Colwellia psychrerythraea]	0.572	66	7.17e-4	22	6	300
sp|Q486Y6.1|HSCA_COLP3,WP_011041973.1,AAZ28180.1	RecName: Full=Chaperone protein HscA homolog,MULTISPECIES: Fe-S protein assembly chaperone HscA [Colwellia],chaperone protein HscA [Colwellia psychrerythraea 34H]	0.366	66	4.57e-4	22	22	301
AAZ24822.1,WP_011040988.1,sp|Q48AN2.1|PYRE_COLP3	orotate phosphoribosyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: orotate phosphoribosyltransferase [Colwellia],RecName: Full=Orotate phosphoribosyltransferase; Short=OPRT; Short=OPRTase	0.729	65	0.001	17	17	302
AAZ25592.1,WP_011044805.1,sp|Q47WU8.1|RS16_COLP3	ribosomal protein S16 [Colwellia psychrerythraea 34H],MULTISPECIES: 30S ribosomal protein S16 [Colwellia],RecName: Full=Small ribosomal subunit protein bS16; AltName: Full=30S ribosomal protein S16	0.691	65	0.003	9	9	303
CBN70853.1,AAZ25172.1,CBN69245.1,WP_011043113.1	unnamed protein product [Colwellia psychrerythraea 34H],3-oxoacyl-[acyl-carrier-protein] synthase II [Colwellia psychrerythraea 34H],MULTISPECIES: beta-ketoacyl-ACP synthase II [Colwellia]	0.602	65	6.77e-4	22	22	304
WP_011043878.1,AAZ25848.1	M28 family metallopeptidase [Colwellia psychrerythraea],putative peptidase, M28 family [Colwellia psychrerythraea 34H]	0.417	65	5.06e-4	18	18	305
WP_011044184.1,AAZ28091.1	CoA-acylating methylmalonate-semialdehyde dehydrogenase [Colwellia psychrerythraea],methylmalonate-semialdehyde dehydrogenase [Colwellia psychrerythraea 34H]	0.372	65	5.58e-4	17	17	306
AAZ25703.1,WP_011045765.1,sp|Q47U38.1|MNMG_COLP3	glucose inhibited division protein A [Colwellia psychrerythraea 34H],tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG [Colwellia psychrerythraea],RecName: Full=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG; AltName: Full=Glucose-inhibited division protein A	0.407	64	4.37e-4	22	22	307
AAZ27262.1,sp|Q47WG3.1|LEU3_COLP3,WP_011044940.1	3-isopropylmalate dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=3-isopropylmalate dehydrogenase; AltName: Full=3-IPM-DH; AltName: Full=Beta-IPM dehydrogenase; Short=IMDH,3-isopropylmalate dehydrogenase [Colwellia psychrerythraea]	0.552	64	7.59e-4	16	16	308
WP_011044923.1,AAZ27636.1	MULTISPECIES: PspA/IM30 family protein [Colwellia],PspA/IM30 family protein [Colwellia psychrerythraea 34H]	0.668	64	0.001	16	16	309
AAZ24701.1,WP_011041920.1	NADH:ubiquinone oxidoreductase, Na(+)-translocating, C subunit [Colwellia psychrerythraea 34H],Na(+)-translocating NADH-quinone reductase subunit C [Colwellia psychrerythraea]	0.383	63	0.001	11	11	310
AAZ27702.1,WP_011044959.1	uroporphyrin-III C-methyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: uroporphyrinogen-III C-methyltransferase [Colwellia]	0.705	63	9.26e-4	16	13	311
WP_011040938.1,sp|Q48AV9.1|ATPE_COLP3,AAZ24741.1	MULTISPECIES: F0F1 ATP synthase subunit epsilon [Colwellia],RecName: Full=ATP synthase epsilon chain; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit,ATP synthase F1, epsilon subunit [Colwellia psychrerythraea 34H]	0.729	63	0.002	11	11	312
WP_011044542.1,AAZ27131.1,CBL85788.1	MULTISPECIES: peptidylprolyl isomerase [Colwellia],peptidyl-prolyl cis-trans isomerase B [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.656	63	0.002	14	14	313
WP_011044589.1,AAZ24695.1	MULTISPECIES: glycine cleavage system aminomethyltransferase GcvT [Colwellia],glycine cleavage system T protein [Colwellia psychrerythraea 34H]	0.592	63	7.21e-4	15	15	314
AAZ24080.1,WP_011044642.1,sp|Q47XB4.1|HIS4_COLP3	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [Colwellia psychrerythraea 34H],MULTISPECIES: 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase [Colwellia],RecName: Full=1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase; AltName: Full=Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase	0.885	62	0.001	21	21	315
AAZ24865.1,WP_011041751.1	histidine ammonia-lyase [Colwellia psychrerythraea 34H],MULTISPECIES: histidine ammonia-lyase [Colwellia]	0.446	62	5.18e-4	19	19	316
AAZ28511.1,WP_011042203.1	ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H],ABC-F family ATPase [Colwellia psychrerythraea]	0.399	62	4.99e-4	19	18	317
WP_011041341.1,AAZ27296.1	MULTISPECIES: tryptophan--tRNA ligase [Colwellia],tryptophanyl-tRNA synthetase [Colwellia psychrerythraea 34H]	0.403	62	7.95e-4	11	11	318
AAZ24057.1,WP_011045241.1,sp|Q47VL2.1|RL21_COLP3	ribosomal protein L21 [Colwellia psychrerythraea 34H],MULTISPECIES: 50S ribosomal protein L21 [Colwellia],RecName: Full=Large ribosomal subunit protein bL21; AltName: Full=50S ribosomal protein L21	0.398	61	0.003	9	9	319
WP_011041587.1,AAZ24692.1	MULTISPECIES: cold-shock protein [Colwellia],cold-shock DNA-binding domain family protein [Colwellia psychrerythraea 34H]	1.000	61	0.004	8	8	320
WP_011041713.1,sp|Q488A2.1|RS17_COLP3,AAZ28188.1	MULTISPECIES: 30S ribosomal protein S17 [Colwellia],RecName: Full=Small ribosomal subunit protein uS17; AltName: Full=30S ribosomal protein S17,ribosomal protein S17 [Colwellia psychrerythraea 34H]	0.735	61	0.003	11	11	321
AAZ27711.1,WP_011041049.1	ATP-dependent RNA helicase RhlB [Colwellia psychrerythraea 34H],ATP-dependent RNA helicase RhlB [Colwellia psychrerythraea]	0.689	60	6.02e-4	21	21	322
WP_011041467.1,sp|Q488Z7.1|RL18_COLP3,AAZ26308.1	MULTISPECIES: 50S ribosomal protein L18 [Colwellia],RecName: Full=Large ribosomal subunit protein uL18; AltName: Full=50S ribosomal protein L18,ribosomal protein L18 [Colwellia psychrerythraea 34H]	0.675	60	0.002	10	10	323
WP_011041959.1,AAZ28831.1	MULTISPECIES: protein translocase subunit SecD [Colwellia],protein-export membrane protein SecD [Colwellia psychrerythraea 34H]	0.431	60	4.19e-4	20	20	324
WP_011042834.1,AAZ25147.1	porin [Colwellia psychrerythraea],porin [Colwellia psychrerythraea 34H]	0.614	60	7.42e-4	20	20	325
sp|Q482K3.1|RL32_COLP3,WP_011043108.1,AAZ27947.1	RecName: Full=Large ribosomal subunit protein bL32; AltName: Full=50S ribosomal protein L32,MULTISPECIES: 50S ribosomal protein L32 [Colwellia],ribosomal protein L32 [Colwellia psychrerythraea 34H]	0.643	60	0.005	6	6	326
AAZ25033.1,WP_011045330.1	hypothetical protein CPS_4602 [Colwellia psychrerythraea 34H],MULTISPECIES: porin [Colwellia]	0.321	59	6.46e-4	10	10	327
AAZ25490.1,WP_011042386.1	methionine aminopeptidase, type I [Colwellia psychrerythraea 34H],type I methionyl aminopeptidase [Colwellia psychrerythraea]	0.550	59	9.67e-4	13	13	328
AAZ25694.1,WP_011043626.1	putative 2-methyl-cis-aconitic acid hydratase [Colwellia psychrerythraea 34H],Fe/S-dependent 2-methylisocitrate dehydratase AcnD [Colwellia psychrerythraea]	0.449	59	2.92e-4	27	27	329
AAZ26346.1,WP_011042175.1	putative glutamate-1-semialdehyde-2,1-aminomutase [Colwellia psychrerythraea 34H],aspartate aminotransferase family protein [Colwellia psychrerythraea]	0.466	59	5.76e-4	17	17	330
AAZ26612.1,WP_011045259.1,sp|Q47VJ4.1|MURA_COLP3	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Colwellia psychrerythraea 34H],UDP-N-acetylglucosamine 1-carboxyvinyltransferase [Colwellia psychrerythraea],RecName: Full=UDP-N-acetylglucosamine 1-carboxyvinyltransferase; AltName: Full=Enoylpyruvate transferase; AltName: Full=UDP-N-acetylglucosamine enolpyruvyl transferase; Short=EPT	0.571	59	6.03e-4	18	18	331
AAZ27240.1,WP_011044902.1,sp|Q47WK1.1|Y4169_COLP3	hypothetical protein CPS_4169 [Colwellia psychrerythraea 34H],MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator [Colwellia],RecName: Full=Probable transcriptional regulatory protein CPS_4169	0.473	59	0.001	13	13	332
AAZ27302.1,sp|Q47XB8.1|HISX_COLP3,WP_011044638.1	histidinol dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Histidinol dehydrogenase; Short=HDH,histidinol dehydrogenase [Colwellia psychrerythraea]	0.601	59	5.84e-4	13	13	333
WP_011045663.1,AAZ26132.1,sp|Q47UE0.1|GLMU_COLP3	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU [Colwellia psychrerythraea],UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Bifunctional protein GlmU; Includes: RecName: Full=UDP-N-acetylglucosamine pyrophosphorylase; AltName: Full=N-acetylglucosamine-1-phosphate uridyltransferase; Includes: RecName: Full=Glucosamine-1-phosphate N-acetyltransferase	0.536	59	5.50e-4	18	18	334
AAZ24048.1,WP_011042001.1	cob(I)alamin adenosyltransferase [Colwellia psychrerythraea 34H],MULTISPECIES: cob(I)yrinic acid a,c-diamide adenosyltransferase [Colwellia]	0.639	58	0.001	12	12	335
AAZ27003.1	hypothetical protein CPS_1614 [Colwellia psychrerythraea 34H]	0.527	58	7.50e-4	16	0	336
WP_011045768.1,AAZ27287.1	membrane protein insertase YidC [Colwellia psychrerythraea],inner membrane protein, 60 kDa [Colwellia psychrerythraea 34H]	0.308	58	4.59e-4	16	16	337
WP_041736596.1	MULTISPECIES: 50S ribosomal protein L30 [Colwellia]	0.627	58	0.004	8	8	338
AAZ25628.1,sp|Q488Z5.1|RL30_COLP3	ribosomal protein L30 [Colwellia psychrerythraea 34H],RecName: Full=Large ribosomal subunit protein uL30; AltName: Full=50S ribosomal protein L30	0.607	58	0.004	8	8	338
pdb|5C5Y|D,pdb|5C5Y|C,pdb|5C5Y|B,pdb|5C5Y|A	Chain D, Deoxyribose-phosphate aldolase,Chain C, Deoxyribose-phosphate aldolase,Chain B, Deoxyribose-phosphate aldolase,Chain A, Deoxyribose-phosphate aldolase	0.783	58	9.47e-4	17	17	339
WP_011042796.1,AAZ26819.1	deoxyribose-phosphate aldolase [Colwellia psychrerythraea],deoxyribose-phosphate aldolase [Colwellia psychrerythraea 34H]	0.802	58	9.69e-4	17	17	339
sp|Q47V01.1|SYY_COLP3,AAZ24461.1,WP_011045452.1	RecName: Full=Tyrosine--tRNA ligase; AltName: Full=Tyrosyl-tRNA synthetase; Short=TyrRS,tyrosyl-tRNA synthetase [Colwellia psychrerythraea 34H],tyrosine--tRNA ligase [Colwellia psychrerythraea]	0.581	58	6.24e-4	25	25	340
AAZ23994.1,sp|Q47XG4.1|GLYA3_COLP3,WP_011044592.1	serine hydroxymethyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Serine hydroxymethyltransferase 3; Short=SHMT 3; Short=Serine methylase 3,MULTISPECIES: serine hydroxymethyltransferase [Colwellia]	0.464	57	5.68e-4	19	19	341
AAZ24202.1,sp|Q489P3.1|ASSY_COLP3,WP_011041324.1	argininosuccinate synthase [Colwellia psychrerythraea 34H],RecName: Full=Argininosuccinate synthase; AltName: Full=Citrulline--aspartate ligase,MULTISPECIES: argininosuccinate synthase [Colwellia]	0.455	57	5.86e-4	18	18	342
WP_011041443.1,AAZ25212.1	UTP--glucose-1-phosphate uridylyltransferase GalU [Colwellia psychrerythraea],UTP-glucose-1-phosphate uridylyltransferase [Colwellia psychrerythraea 34H]	0.627	57	8.30e-4	19	8	343
WP_011043628.1,AAZ25913.1	MULTISPECIES: methylisocitrate lyase [Colwellia],putative methylisocitrate lyase [Colwellia psychrerythraea 34H]	0.500	57	8.27e-4	15	15	344
WP_269801472.1	MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP [Colwellia]	0.535	57	0.001	10	10	345
sp|Q47XL8.1|CLPP_COLP3,AAZ28097.1	RecName: Full=ATP-dependent Clp protease proteolytic subunit; AltName: Full=Endopeptidase Clp,ATP-dependent Clp protease, proteolytic subunit ClpP [Colwellia psychrerythraea 34H]	0.523	57	0.001	10	10	345
WP_011043606.1,AAZ27554.1,sp|Q480K7.1|PYRD_COLP3	quinone-dependent dihydroorotate dehydrogenase [Colwellia psychrerythraea],dihydroorotate dehydrogenase [Colwellia psychrerythraea 34H],RecName: Full=Dihydroorotate dehydrogenase (quinone); AltName: Full=DHOdehase; Short=DHOD; Short=DHODase; AltName: Full=Dihydroorotate oxidase	0.568	56	7.16e-4	15	15	346
WP_011044397.1,AAZ24184.1	NAD-dependent epimerase/dehydratase family protein [Colwellia psychrerythraea],NAD-dependent epimerase/dehydratase family [Colwellia psychrerythraea 34H]	0.640	56	6.99e-4	18	18	347
WP_011044418.1,AAZ26385.1,CBM38510.1	MULTISPECIES: pyrroline-5-carboxylate reductase [Colwellia],pyrroline-5-carboxylate reductase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.531	56	8.81e-4	18	18	348
WP_011044551.1,AAZ25707.1,sp|Q47XK5.1|ACCD_COLP3	MULTISPECIES: acetyl-CoA carboxylase, carboxyltransferase subunit beta [Colwellia],acetyl-CoA carboxylase, carboxyl transferase, beta subunit [Colwellia psychrerythraea 34H],RecName: Full=Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta; Short=ACCase subunit beta; Short=Acetyl-CoA carboxylase carboxyltransferase subunit beta	0.418	56	8.44e-4	16	16	349
sp|Q487C3.1|Y1098_COLP3,AAZ24527.1,WP_011041936.1	RecName: Full=Nucleotide-binding protein CPS_1098,hypothetical protein CPS_1098 [Colwellia psychrerythraea 34H],MULTISPECIES: YajQ family cyclic di-GMP-binding protein [Colwellia]	0.719	56	0.002	17	17	350
AAZ25607.1,WP_011041181.1	UDP-N-acetylglucosamine 2-epimerase/UDP-N-acetyl-D-mannosamine dehydrogenase [Colwellia psychrerythraea 34H],non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase [Colwellia psychrerythraea]	0.439	55	3.11e-4	23	23	351
WP_011044737.1,AAZ24801.1	TonB-dependent receptor domain-containing protein [Colwellia psychrerythraea],TonB-dependent receptor [Colwellia psychrerythraea 34H]	0.401	55	2.63e-4	26	26	352
WP_011044814.1,AAZ24944.1	MULTISPECIES: glutamate--cysteine ligase [Colwellia],glutamate--cysteine ligase [Colwellia psychrerythraea 34H]	0.416	55	4.46e-4	16	16	353
AAZ24426.1,WP_011042193.1	efflux transporter, MFP subunit, AcrA/E family [Colwellia psychrerythraea 34H],efflux RND transporter periplasmic adaptor subunit [Colwellia psychrerythraea]	0.604	54	5.70e-4	20	20	354
AAZ27898.1,WP_011043965.1	putative lipoprotein [Colwellia psychrerythraea 34H],outer membrane protein assembly factor BamC [Colwellia psychrerythraea]	0.465	54	5.96e-4	18	18	355
AAZ27914.1,sp|Q47W53.1|UPP_COLP3,WP_011045050.1	uracil phosphoribosyltransferase [Colwellia psychrerythraea 34H],RecName: Full=Uracil phosphoribosyltransferase; AltName: Full=UMP pyrophosphorylase; AltName: Full=UPRTase,MULTISPECIES: uracil phosphoribosyltransferase [Colwellia]	0.755	54	0.001	15	15	356
AAZ28065.1,WP_011044312.1,sp|Q47Y94.1|RF1_COLP3	peptide chain release factor 1 [Colwellia psychrerythraea 34H],MULTISPECIES: peptide chain release factor 1 [Colwellia],RecName: Full=Peptide chain release factor 1; Short=RF-1	0.558	54	6.41e-4	19	19	357
WP_011042380.1,AAZ24635.1,CBL74594.1	phosphoglycerate dehydrogenase [Colwellia psychrerythraea],D-3-phosphoglycerate dehydrogenase [Colwellia psychrerythraea 34H],unnamed protein product [Colwellia psychrerythraea 34H]	0.480	54	5.56e-4	17	17	358
WP_011043987.1,AAZ26445.1	ABC-F family ATPase [Colwellia psychrerythraea],ABC transporter, ATP-binding protein [Colwellia psychrerythraea 34H]	0.347	54	4.37e-4	17	16	359
