Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220977265|gb|EED95591.1|,gi|223992533|ref|XP_002285950.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.162	24	9.02e-5	13	13	570
gi|223996791|ref|XP_002288069.1|,gi|220977185|gb|EED95512.1|	methylenetetrahydrofolate reductase [Thalassiosira pseudonana CCMP1335]	0.381	24	2.77e-4	11	10	571
gi|223999293|ref|XP_002289319.1|,gi|220974527|gb|EED92856.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.197	24	2.01e-4	12	12	572
gi|223999571|ref|XP_002289458.1|,gi|220974666|gb|EED92995.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.565	24	3.84e-4	12	12	573
gi|224001814|ref|XP_002290579.1|,gi|220974001|gb|EED92331.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.151	24	1.63e-4	9	9	574
gi|224002430|ref|XP_002290887.1|,gi|220974309|gb|EED92639.1|	eukaryotic translation initiation factor 3 subunit 8, partial [Thalassiosira pseudonana CCMP1335]	0.257	24	1.44e-4	17	17	575
gi|224004984|ref|XP_002296143.1|,gi|209586175|gb|ACI64860.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.513	24	3.35e-4	14	14	576
gi|224005256|ref|XP_002296279.1|,gi|209586311|gb|ACI64996.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.164	24	8.30e-5	13	13	577
gi|224006804|ref|XP_002292362.1|,gi|220972004|gb|EED90337.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.148	24	9.68e-5	13	13	578
gi|224007929|ref|XP_002292924.1|,gi|220971786|gb|EED90120.1|	isoleucine-trna synthetase, partial [Thalassiosira pseudonana CCMP1335]	0.156	24	1.00e-4	14	14	579
gi|224009702|ref|XP_002293809.1|,gi|220970481|gb|EED88818.1|	RS25, ribosomal protein 25 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.563	24	9.46e-4	8	8	580
gi|224014546|ref|XP_002296935.1|,gi|220968315|gb|EED86663.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.029	24	5.76e-5	10	10	581
gi|220969916|gb|EED88255.1|,gi|224010928|ref|XP_002294421.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.433	23	7.20e-4	6	6	582
gi|220970482|gb|EED88819.1|,gi|224009704|ref|XP_002293810.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.292	23	4.23e-4	8	8	583
gi|220971335|gb|EED89670.1|,gi|224008500|ref|XP_002293209.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.271	23	3.94e-4	6	6	584
gi|220973636|gb|EED91966.1|,gi|224001084|ref|XP_002290214.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.169	23	1.12e-4	12	12	585
gi|220976029|gb|EED94357.1|,gi|223998496|ref|XP_002288921.1|	probable isoleucine-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.160	23	9.21e-5	14	14	586
gi|220976649|gb|EED94976.1|,gi|223995719|ref|XP_002287533.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.390	23	4.00e-4	9	9	587
gi|220977577|gb|EED95903.1|,gi|223993157|ref|XP_002286262.1|	proteasome subunit alpha type 7-1 [Thalassiosira pseudonana CCMP1335]	0.444	23	4.09e-4	12	12	588
gi|223995699|ref|XP_002287523.1|,gi|220976639|gb|EED94966.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.184	23	2.71e-4	7	7	589
gi|223996073|ref|XP_002287710.1|,gi|220976826|gb|EED95153.1|	phosphoribosyl pyrophosphate synthetase [Thalassiosira pseudonana CCMP1335]	0.450	23	3.29e-4	11	11	590
gi|223996257|ref|XP_002287802.1|,gi|220976918|gb|EED95245.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.376	23	6.82e-4	6	6	591
gi|224002156|ref|XP_002290750.1|,gi|220974172|gb|EED92502.1|	phosphoglycerate mutase [Thalassiosira pseudonana CCMP1335]	0.253	23	3.47e-4	9	9	592
gi|224004686|ref|XP_002295994.1|,gi|209586026|gb|ACI64711.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.500	23	4.30e-4	11	1	593
gi|224005475|ref|XP_002291698.1|,gi|220972217|gb|EED90549.1|	argininosuccinate lyase [Thalassiosira pseudonana CCMP1335]	0.286	23	2.17e-4	12	12	594
gi|224009075|ref|XP_002293496.1|,gi|220970896|gb|EED89232.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.330	23	2.88e-4	7	7	595
gi|224009582|ref|XP_002293749.1|,gi|220970421|gb|EED88758.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.391	23	3.89e-4	9	9	596
gi|224012791|ref|XP_002295048.1|,gi|220969487|gb|EED87828.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.441	23	2.50e-4	12	12	597
gi|224013321|ref|XP_002295312.1|,gi|220969035|gb|EED87378.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.612	23	0.002	6	6	598
gi|224013762|ref|XP_002296545.1|,gi|220968897|gb|EED87241.1|	probable 20S proteasome beta type subunit [Thalassiosira pseudonana CCMP1335]	0.436	23	3.82e-4	9	9	599
gi|118411161|ref|YP_874555.1|,gi|224015716|ref|XP_002297506.1|,gi|220967770|gb|EED86146.1|,gi|125991260|sp|A0T0U3.1|YCF4_THAPS,gi|116739908|gb|ABK20778.1|,gi|2050584418|gb|QWM92959.1|	photosystem I assembly protein Ycf4 (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],RecName: Full=Photosystem I assembly protein Ycf4,photosystem I assembly protein ycf4 (chloroplast) [Thalassiosira pseudonana],hypothetical protein RF4 (chloroplast) [Thalassiosira pseudonana]	0.409	22	5.37e-4	6	6	600
gi|125987679|sp|A0T0Z2.1|RR13_THAPS,gi|2050584510|gb|QWM93051.1|,gi|116739957|gb|ABK20827.1|,gi|118411210|ref|YP_874604.1|	RecName: Full=Small ribosomal subunit protein uS13c; AltName: Full=30S ribosomal protein S13, chloroplastic,ribosomal protein S13 (chloroplast) [Thalassiosira pseudonana],30S ribosomal protein S13 (chloroplast) [Thalassiosira pseudonana]	0.618	22	7.90e-4	8	8	601
gi|209586040|gb|ACI64725.1|,gi|224004714|ref|XP_002296008.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.081	22	9.54e-5	8	8	602
gi|220970017|gb|EED88356.1|,gi|224011130|ref|XP_002294522.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.606	22	0.001	4	4	603
gi|220970589|gb|EED88926.1|,gi|224009918|ref|XP_002293917.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.415	22	4.74e-4	9	9	604
gi|220970645|gb|EED88982.1|,gi|224010030|ref|XP_002293973.1|	26S proteasome regulatory ATPase subunit, partial [Thalassiosira pseudonana CCMP1335]	0.309	22	2.25e-4	11	10	605
gi|220971624|gb|EED89958.1|,gi|224007605|ref|XP_002292762.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.415	22	4.58e-4	9	9	606
gi|220971928|gb|EED90261.1|,gi|224006652|ref|XP_002292286.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.329	22	2.52e-4	11	11	607
gi|220972121|gb|EED90454.1|,gi|224007038|ref|XP_002292479.1|	tubulin beta [Thalassiosira pseudonana CCMP1335]	0.068	22	2.19e-4	7	0	608
gi|220973190|gb|EED91521.1|,gi|224003485|ref|XP_002291414.1|	26S proteasome ATPase regulatory subunit [Thalassiosira pseudonana CCMP1335]	0.356	22	2.27e-4	11	11	609
gi|220973247|gb|EED91578.1|,gi|224003599|ref|XP_002291471.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.238	22	2.18e-4	11	11	610
gi|220973318|gb|EED91649.1|,gi|224003741|ref|XP_002291542.1|	RL23a, ribosomal protein 23a 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.444	22	6.84e-4	9	9	611
gi|220973522|gb|EED91852.1|,gi|224000856|ref|XP_002290100.1|	RS23, ribosomal protein 23 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.490	22	6.79e-4	8	8	612
gi|220973938|gb|EED92268.1|,gi|224001688|ref|XP_002290516.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.213	22	2.18e-4	10	10	613
gi|220974108|gb|EED92438.1|,gi|224002028|ref|XP_002290686.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.423	22	3.32e-4	11	11	614
gi|220975231|gb|EED93560.1|,gi|224000701|ref|XP_002290023.1|	RL13A, ribosomal protein 13A 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.318	22	4.83e-4	8	8	615
gi|220976459|gb|EED94786.1|,gi|223995319|ref|XP_002287343.1|	dihydrolipoamide s-acetyltransferase [Thalassiosira pseudonana CCMP1335]	0.169	22	1.91e-4	9	9	616
gi|223993459|ref|XP_002286413.1|,gi|220977728|gb|EED96054.1|	histone H2A, partial [Thalassiosira pseudonana CCMP1335]	0.254	22	7.47e-4	4	3	617
gi|223994227|ref|XP_002286797.1|,gi|220978112|gb|EED96438.1|	RS30, ribosomal protein 30 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.636	22	0.001	12	12	618
gi|223995201|ref|XP_002287284.1|,gi|220976400|gb|EED94727.1|	RL14, ribosomal protein 14 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.597	22	7.25e-4	10	10	619
gi|223995479|ref|XP_002287413.1|,gi|220976529|gb|EED94856.1|	hypothetical protein THAPSDRAFT_2669 [Thalassiosira pseudonana CCMP1335]	0.427	22	3.16e-4	9	9	620
gi|223997680|ref|XP_002288513.1|,gi|220975621|gb|EED93949.1|	ubiquitin activating enzyme 1 [Thalassiosira pseudonana CCMP1335]	0.219	22	9.57e-5	14	14	621
gi|223998294|ref|XP_002288820.1|,gi|220975928|gb|EED94256.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.299	22	2.87e-4	9	9	622
gi|223998756|ref|XP_002289051.1|,gi|220976159|gb|EED94487.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.297	22	3.69e-4	6	6	623
gi|223999233|ref|XP_002289289.1|,gi|220974497|gb|EED92826.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.108	22	1.91e-4	5	5	624
gi|223999297|ref|XP_002289321.1|,gi|220974529|gb|EED92858.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.402	22	2.93e-4	10	10	625
gi|224003771|ref|XP_002291557.1|,gi|220973333|gb|EED91664.1|	3-ketoacyl-coa thiolase, mitochondrial [Thalassiosira pseudonana CCMP1335]	0.338	22	2.45e-4	9	9	626
gi|224005380|ref|XP_002296341.1|,gi|209586373|gb|ACI65058.1|	acyl-coa dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.386	22	2.57e-4	11	11	627
gi|224006119|ref|XP_002292020.1|,gi|220972539|gb|EED90871.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.433	22	4.48e-4	8	8	628
gi|224008654|ref|XP_002293286.1|,gi|220971412|gb|EED89747.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.298	22	2.26e-4	9	9	629
gi|2050584498|gb|QWM93039.1|	ribosomal protein S6 (chloroplast) [Thalassiosira pseudonana]	0.443	21	8.75e-4	7	7	630
gi|220967765|gb|EED86142.1|,gi|118411222|ref|YP_874616.1|,gi|125987758|sp|A0T104.1|RR6_THAPS,gi|116739969|gb|ABK20839.1|,gi|224015819|ref|XP_002297557.1|	predicted protein [Thalassiosira pseudonana CCMP1335],ribosomal protein S6 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein bS6c; AltName: Full=30S ribosomal protein S6, chloroplastic,30S ribosomal protein S6 (chloroplast) [Thalassiosira pseudonana]	0.456	21	9.00e-4	7	7	630
gi|209583455|gb|ACI64141.1|,gi|224011299|ref|XP_002295424.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.116	21	1.08e-4	8	8	631
gi|209586378|gb|ACI65063.1|,gi|224005390|ref|XP_002296346.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.503	21	4.85e-4	10	0	632
gi|220967794|gb|EED86170.1|,gi|118411154|ref|YP_874548.1|,gi|116739901|gb|ABK20771.1|,gi|224015764|ref|XP_002297530.1|,gi|125991823|sp|A0T0T6.1|CYB6_THAPS,gi|2050584425|gb|QWM92966.1|	cytochrome B6 [Thalassiosira pseudonana CCMP1335],cytochrome b6 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Cytochrome b6,apocytochrome b6 of cytochrome b6/f complex (chloroplast) [Thalassiosira pseudonana]	0.251	21	4.31e-4	4	4	633
gi|220971218|gb|EED89553.1|,gi|224008266|ref|XP_002293092.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.230	21	1.83e-4	8	1	634
gi|220971849|gb|EED90182.1|,gi|224006494|ref|XP_002292207.1|	beta subunit of tetrameric clathrin adaptor complex AP1 [Thalassiosira pseudonana CCMP1335]	0.128	21	1.01e-4	10	10	635
gi|220972918|gb|EED91249.1|,gi|224002941|ref|XP_002291142.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.189	21	1.81e-4	7	7	636
gi|220973482|gb|EED91812.1|,gi|224000776|ref|XP_002290060.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.322	21	3.05e-4	9	9	637
gi|220974722|gb|EED93051.1|,gi|223999683|ref|XP_002289514.1|	20S proteasome subunit PAC1 [Thalassiosira pseudonana CCMP1335]	0.411	21	3.43e-4	9	9	638
gi|220975699|gb|EED94027.1|,gi|223997836|ref|XP_002288591.1|	eucarytic translation initiation factor 5A [Thalassiosira pseudonana CCMP1335]	0.403	21	5.83e-4	7	7	639
gi|220978394|gb|EED96720.1|,gi|223994791|ref|XP_002287079.1|	proteasome subunit alpha type 3 [Thalassiosira pseudonana CCMP1335]	0.336	21	3.38e-4	8	8	640
gi|223993269|ref|XP_002286318.1|,gi|220977633|gb|EED95959.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.157	21	1.10e-4	9	9	641
gi|223994295|ref|XP_002286831.1|,gi|220978146|gb|EED96472.1|	26S proteasome ATPase regulatory subunit 4 [Thalassiosira pseudonana CCMP1335]	0.313	21	2.10e-4	13	13	642
gi|223995529|ref|XP_002287438.1|,gi|220976554|gb|EED94881.1|	coatomer protein subunit delta [Thalassiosira pseudonana CCMP1335]	0.226	21	1.80e-4	13	13	643
gi|224003407|ref|XP_002291375.1|,gi|220973151|gb|EED91482.1|	GTP binding protein [Thalassiosira pseudonana CCMP1335]	0.333	21	2.55e-4	8	8	644
gi|224006215|ref|XP_002292068.1|,gi|220972587|gb|EED90919.1|	replication protein a, partial [Thalassiosira pseudonana CCMP1335]	0.330	21	1.63e-4	14	14	645
gi|224007094|ref|XP_002292507.1|,gi|220972149|gb|EED90482.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.443	21	4.20e-4	8	8	646
gi|224007429|ref|XP_002292674.1|,gi|220971536|gb|EED89870.1|	hypothetical protein THAPSDRAFT_26365 [Thalassiosira pseudonana CCMP1335]	0.167	21	1.36e-4	10	10	647
gi|224007549|ref|XP_002292734.1|,gi|220971596|gb|EED89930.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.232	21	1.62e-4	10	10	648
gi|224008689|ref|XP_002293303.1|,gi|220970703|gb|EED89039.1|	eukaryotic translation initiation factor 6 [Thalassiosira pseudonana CCMP1335]	0.412	21	3.64e-4	9	9	649
gi|224008753|ref|XP_002293335.1|,gi|220970735|gb|EED89071.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.260	21	1.39e-4	13	13	650
gi|224010068|ref|XP_002293992.1|,gi|220970664|gb|EED89001.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.341	21	4.27e-4	6	6	651
gi|224010373|ref|XP_002294144.1|,gi|220970161|gb|EED88499.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.243	21	5.36e-4	5	5	652
gi|224010633|ref|XP_002294274.1|,gi|220970291|gb|EED88629.1|	hypothetical protein THAPSDRAFT_10233 [Thalassiosira pseudonana CCMP1335]	0.207	21	1.34e-4	11	11	653
gi|224013492|ref|XP_002296410.1|,gi|220968762|gb|EED87106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.226	21	4.75e-4	4	4	654
gi|224013694|ref|XP_002296511.1|,gi|220968863|gb|EED87207.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.248	21	2.99e-4	7	7	655
gi|224013957|ref|XP_002296642.1|,gi|220968692|gb|EED87037.1|	hypothetical protein THAPSDRAFT_24399 [Thalassiosira pseudonana CCMP1335]	0.309	21	1.86e-4	11	11	656
gi|116739910|gb|ABK20780.1|,gi|125964704|sp|A0T0U5.1|PSAL_THAPS,gi|2050584416|gb|QWM92957.1|,gi|2843533624|pdb|8XLS|L,gi|220967791|gb|EED86167.1|,gi|118411163|ref|YP_874557.1|,gi|224015758|ref|XP_002297527.1|	photosystem I protein L (chloroplast) [Thalassiosira pseudonana],RecName: Full=Photosystem I reaction center subunit XI; AltName: Full=PSI subunit V; AltName: Full=PSI-L,subunit XI of photosystem I (chloroplast) [Thalassiosira pseudonana],Chain L, Photosystem I reaction center subunit XI,predicted protein [Thalassiosira pseudonana CCMP1335],photosystem I subunit XI (chloroplast) [Thalassiosira pseudonana]	0.122	20	5.97e-4	3	0	657
gi|220968328|gb|EED86676.1|,gi|224014572|ref|XP_002296948.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.306	20	1.36e-4	14	14	658
gi|220970601|gb|EED88938.1|,gi|224009942|ref|XP_002293929.1|	t-complex protein 1 alpha subunit chaperonin-like protein, partial [Thalassiosira pseudonana CCMP1335]	0.303	20	1.61e-4	15	15	659
gi|220970905|gb|EED89241.1|,gi|224009093|ref|XP_002293505.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.236	20	1.69e-4	9	9	660
gi|220971239|gb|EED89574.1|,gi|224008308|ref|XP_002293113.1|	26S proteasome ATPase regulatory subunit [Thalassiosira pseudonana CCMP1335]	0.312	20	2.14e-4	10	9	661
gi|220971445|gb|EED89779.1|,gi|224007247|ref|XP_002292583.1|	catalytic subunit of clp protease [Thalassiosira pseudonana CCMP1335]	0.453	20	4.39e-4	10	10	662
gi|220971480|gb|EED89814.1|,gi|224007317|ref|XP_002292618.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.223	20	1.18e-4	14	14	663
gi|220975266|gb|EED93594.1|,gi|223996970|ref|XP_002288158.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.485	20	5.16e-4	6	6	664
gi|220976132|gb|EED94460.1|,gi|223998702|ref|XP_002289024.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.333	20	4.27e-4	5	4	665
gi|220976243|gb|EED94570.1|,gi|223994887|ref|XP_002287127.1|	RS18, ribosomal protein 18 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.514	20	6.05e-4	10	10	666
gi|220976574|gb|EED94901.1|,gi|223995569|ref|XP_002287458.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.257	20	2.80e-4	9	9	667
gi|220977613|gb|EED95939.1|,gi|223993229|ref|XP_002286298.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.439	20	3.37e-4	9	9	668
gi|223993617|ref|XP_002286492.1|,gi|220977807|gb|EED96133.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.708	20	0.001	6	6	669
gi|223994761|ref|XP_002287064.1|,gi|220978379|gb|EED96705.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.295	20	3.66e-4	5	5	670
gi|223996365|ref|XP_002287856.1|,gi|220976972|gb|EED95299.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.166	20	2.67e-4	6	6	671
gi|223998332|ref|XP_002288839.1|,gi|220975947|gb|EED94275.1|	RT15, ribosomal protein 15 mitochondrial small ribosomal subunit, partial [Thalassiosira pseudonana CCMP1335]	0.300	20	9.81e-4	5	5	672
gi|223998466|ref|XP_002288906.1|,gi|220976014|gb|EED94342.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.148	20	1.08e-4	10	10	673
gi|224001644|ref|XP_002290494.1|,gi|220973916|gb|EED92246.1|	ABC transporter [Thalassiosira pseudonana CCMP1335]	0.097	20	6.27e-5	12	11	674
gi|224002106|ref|XP_002290725.1|,gi|220974147|gb|EED92477.1|	heat shock protein Hsp90 [Thalassiosira pseudonana CCMP1335]	0.190	20	1.24e-4	10	10	675
gi|224003411|ref|XP_002291377.1|,gi|220973153|gb|EED91484.1|	60S ribosomal protein L10A [Thalassiosira pseudonana CCMP1335]	0.430	20	3.84e-4	8	8	676
gi|224003755|ref|XP_002291549.1|,gi|220973325|gb|EED91656.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.288	20	1.44e-4	13	13	677
gi|224007034|ref|XP_002292477.1|,gi|220972119|gb|EED90452.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.409	20	2.60e-4	11	11	678
gi|224007537|ref|XP_002292728.1|,gi|220971590|gb|EED89924.1|	heat shock protein, partial [Thalassiosira pseudonana CCMP1335]	0.159	20	1.02e-4	11	11	679
gi|224009377|ref|XP_002293647.1|,gi|220971047|gb|EED89383.1|	DnaJ protein [Thalassiosira pseudonana CCMP1335]	0.266	20	2.17e-4	9	8	680
gi|224009544|ref|XP_002293730.1|,gi|220970402|gb|EED88739.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.316	20	1.91e-4	11	11	681
gi|224009748|ref|XP_002293832.1|,gi|220970504|gb|EED88841.1|	histone H1 [Thalassiosira pseudonana CCMP1335]	0.370	20	6.54e-4	9	4	682
gi|220970679|gb|EED89016.1|,gi|224010098|ref|XP_002294007.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.242	20	4.27e-4	9	4	682
gi|224013341|ref|XP_002295322.1|,gi|220969045|gb|EED87388.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.250	20	1.50e-4	10	10	683
gi|224013704|ref|XP_002296516.1|,gi|220968868|gb|EED87212.1|	diaminopimelate epimerase [Thalassiosira pseudonana CCMP1335]	0.248	20	2.73e-4	9	9	684
gi|224014470|ref|XP_002296897.1|,gi|220968277|gb|EED86625.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.141	20	7.14e-5	10	0	685
gi|224014576|ref|XP_002296950.1|,gi|220968330|gb|EED86678.1|	glucose-6-phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.285	20	1.59e-4	12	12	686
gi|224015074|ref|XP_002297198.1|,gi|220968173|gb|EED86523.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.329	20	3.82e-4	7	7	687
gi|3069680535|gb|YAV07916.1|,gi|223997332|ref|XP_002288339.1|,gi|220975447|gb|EED93775.1|	Sequence 46 from patent US 12123042 B2,geranylgeranyl pyrophosphate synthetase [Thalassiosira pseudonana CCMP1335]	0.263	20	2.60e-4	6	6	688
gi|116739948|gb|ABK20818.1|,gi|125987536|sp|A0T0Y3.1|RK14_THAPS,gi|118411201|ref|YP_874595.1|,gi|2050584519|gb|QWM93060.1|	50S ribosomal protein L14 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL14c; AltName: Full=50S ribosomal protein L14, chloroplastic,ribosomal protein L14 (chloroplast) [Thalassiosira pseudonana]	0.504	19	6.93e-4	9	8	689
gi|220968219|gb|EED86568.1|,gi|224014877|ref|XP_002297100.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.237	19	1.65e-4	11	11	690
gi|220969325|gb|EED87666.1|,gi|224012467|ref|XP_002294886.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.321	19	3.50e-4	5	5	691
gi|220970383|gb|EED88720.1|,gi|224009506|ref|XP_002293711.1|	vacuolar proton pump D subunit [Thalassiosira pseudonana CCMP1335]	0.407	19	2.19e-4	8	8	692
gi|220971384|gb|EED89719.1|,gi|224008598|ref|XP_002293258.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.132	19	2.84e-4	6	0	693
gi|220973987|gb|EED92317.1|,gi|224001786|ref|XP_002290565.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.294	19	2.29e-4	9	9	694
gi|220975281|gb|EED93609.1|,gi|223997000|ref|XP_002288173.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.187	19	8.77e-5	14	14	695
gi|220976895|gb|EED95222.1|,gi|223996211|ref|XP_002287779.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.216	19	1.95e-4	9	9	696
gi|220976984|gb|EED95311.1|,gi|223996389|ref|XP_002287868.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.371	19	7.23e-4	5	5	697
gi|220977080|gb|EED95407.1|,gi|223996581|ref|XP_002287964.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.363	19	1.55e-4	13	13	698
gi|223993147|ref|XP_002286257.1|,gi|220977572|gb|EED95898.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.306	19	1.74e-4	11	11	699
gi|223995153|ref|XP_002287260.1|,gi|220976376|gb|EED94703.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.167	19	1.27e-4	6	6	700
gi|223997500|ref|XP_002288423.1|,gi|220975531|gb|EED93859.1|	thiolase [Thalassiosira pseudonana CCMP1335]	0.197	19	1.78e-4	7	7	701
gi|223997696|ref|XP_002288521.1|,gi|220975629|gb|EED93957.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.336	19	3.92e-4	7	7	702
gi|224001600|ref|XP_002290472.1|,gi|220973894|gb|EED92224.1|	hypothetical protein THAPSDRAFT_262674 [Thalassiosira pseudonana CCMP1335]	0.276	19	3.05e-4	7	7	703
gi|224005094|ref|XP_002296198.1|,gi|209586230|gb|ACI64915.1|	aspartate aminotransferase, AspAT/AST [Thalassiosira pseudonana CCMP1335]	0.329	19	2.02e-4	10	10	704
gi|224007701|ref|XP_002292810.1|,gi|220971672|gb|EED90006.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.567	19	6.99e-4	5	5	705
gi|224007797|ref|XP_002292858.1|,gi|220971720|gb|EED90054.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.194	19	3.47e-4	4	4	706
gi|224009936|ref|XP_002293926.1|,gi|220970598|gb|EED88935.1|	predicted protein [Thalassiosira pseudonana CCMP1335],predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.184	19	2.49e-4	7	5	707
gi|224010854|ref|XP_002294384.1|,gi|220969879|gb|EED88218.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.081	19	1.26e-4	7	7	708
gi|224011854|ref|XP_002294580.1|,gi|2843533630|pdb|8XLS|3,gi|220969600|gb|EED87940.1|	pt17531-like protein [Thalassiosira pseudonana CCMP1335],Chain 3, Pt17531-like protein	0.056	19	4.28e-4	2	2	709
gi|2873343203|pdb|8ZEH|D,gi|2873343220|pdb|8ZET|D	Chain D, Pt17531-like protein	0.067	19	5.11e-4	2	2	709
gi|224014927|ref|XP_002297125.1|,gi|220968244|gb|EED86593.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.237	19	1.53e-4	10	10	710
gi|209583608|gb|ACI64294.1|,gi|224011605|ref|XP_002295577.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.738	18	6.11e-4	7	7	711
