Protein(s)	Protein Description(s)	Sequence Coverage	PSMs	NSAF	Distinct Peptides	Unique Peptides	Protein Group Number
gi|220976328|gb|EED94655.1|,gi|223995057|ref|XP_002287212.1|	hypothetical protein THAPSDRAFT_261275, partial [Thalassiosira pseudonana CCMP1335]	0.684	34	6.48e-4	13	13	499
gi|220976502|gb|EED94829.1|,gi|223995405|ref|XP_002287386.1|,gi|2843533626|pdb|8XLS|W	hypothetical protein THAPSDRAFT_268304 [Thalassiosira pseudonana CCMP1335],Chain W, Photosystem I reaction center subunit Psa29	0.516	34	7.30e-4	6	0	500
gi|220976638|gb|EED94965.1|,gi|223995697|ref|XP_002287522.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.427	34	2.82e-4	13	13	501
gi|223995201|ref|XP_002287284.1|,gi|220976400|gb|EED94727.1|	RL14, ribosomal protein 14 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.522	34	0.001	11	11	502
gi|224000651|ref|XP_002289998.1|,gi|220975206|gb|EED93535.1|	RS13, ribosomal protein 13 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.596	34	9.09e-4	11	11	503
gi|224002430|ref|XP_002290887.1|,gi|220974309|gb|EED92639.1|	eukaryotic translation initiation factor 3 subunit 8, partial [Thalassiosira pseudonana CCMP1335]	0.291	34	1.87e-4	22	22	504
gi|224014054|ref|XP_002296690.1|,gi|220968545|gb|EED86891.1|	urease, urea [Thalassiosira pseudonana CCMP1335]	0.232	34	1.70e-4	16	14	505
gi|224014458|ref|XP_002296891.1|,gi|220968271|gb|EED86619.1|	26S proteasome subunit [Thalassiosira pseudonana CCMP1335]	0.664	34	5.56e-4	17	17	506
gi|224014576|ref|XP_002296950.1|,gi|220968330|gb|EED86678.1|	glucose-6-phosphate isomerase [Thalassiosira pseudonana CCMP1335]	0.332	34	2.47e-4	17	17	507
gi|224014925|ref|XP_002297124.1|,gi|220968243|gb|EED86592.1|	THAPSDRAFT_25507 [Thalassiosira pseudonana CCMP1335],Hypothetical protein THAPSDRAFT_25507 [Thalassiosira pseudonana CCMP1335]	0.340	34	2.43e-4	11	11	508
gi|224015399|ref|XP_002297354.1|,gi|220967954|gb|EED86317.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.352	34	3.26e-4	13	13	509
gi|75905845|gb|ABA29338.1|	copper expressed protein 15 [Thalassiosira pseudonana]	0.609	34	5.65e-4	13	13	509
gi|817090722|gb|AKF17965.1|	PSII protein D1, partial (chloroplast) [Thalassiosira pseudonana]	0.207	34	4.58e-4	5	0	510
gi|18999435|gb|AAH24292.1|,gi|27503816|gb|AAH42132.1|	(CONTAMINANT) Keratin 5 [Homo sapiens]	0.261	33	2.26e-4	15	8	511
gi|209586387|gb|ACI65072.1|,gi|224005408|ref|XP_002296355.1|	translation initiation factor eIF-2, gamma subunit [Thalassiosira pseudonana CCMP1335]	0.427	33	2.76e-4	17	17	512
gi|220969246|gb|EED87587.1|,gi|224012309|ref|XP_002294807.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.128	33	6.00e-5	21	9	513
gi|220976821|gb|EED95148.1|,gi|223996063|ref|XP_002287705.1|	RL12, ribosomal protein 11 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.573	33	8.12e-4	7	7	514
gi|223995069|ref|XP_002287218.1|,gi|220976334|gb|EED94661.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.618	33	8.77e-4	9	9	515
gi|224007497|ref|XP_002292708.1|,gi|220971570|gb|EED89904.1|	hypothetical protein THAPSDRAFT_8524 [Thalassiosira pseudonana CCMP1335]	0.214	33	1.24e-4	19	18	516
gi|224008753|ref|XP_002293335.1|,gi|220970735|gb|EED89071.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.381	33	1.99e-4	18	18	517
gi|224009265|ref|XP_002293591.1|,gi|220970991|gb|EED89327.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.561	33	4.67e-4	13	13	518
gi|224013204|ref|XP_002295254.1|,gi|220969216|gb|EED87558.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.315	33	2.25e-4	12	12	519
gi|224014381|ref|XP_002296853.1|,gi|220968490|gb|EED86837.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.360	33	5.92e-4	9	9	520
gi|224014656|ref|XP_002296990.1|,gi|220968370|gb|EED86718.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.178	33	1.03e-4	15	3	521
gi|2873343203|pdb|8ZEH|D,gi|2873343220|pdb|8ZET|D	Chain D, Pt17531-like protein	0.427	33	8.12e-4	6	1	522
gi|116739948|gb|ABK20818.1|,gi|125987536|sp|A0T0Y3.1|RK14_THAPS,gi|118411201|ref|YP_874595.1|,gi|2050584519|gb|QWM93060.1|	50S ribosomal protein L14 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL14c; AltName: Full=50S ribosomal protein L14, chloroplastic,ribosomal protein L14 (chloroplast) [Thalassiosira pseudonana]	0.587	32	0.001	11	10	523
gi|2050584507|gb|QWM93048.1|,gi|118411213|ref|YP_874607.1|,gi|116739960|gb|ABK20830.1|	ribosomal protein L13 (chloroplast) [Thalassiosira pseudonana],50S ribosomal protein L13 (chloroplast) [Thalassiosira pseudonana]	0.610	32	9.50e-4	10	10	524
gi|220967816|gb|EED86192.1|,gi|118411106|ref|YP_874500.1|,gi|116739853|gb|ABK20723.1|,gi|224015808|ref|XP_002297552.1|,gi|2050584473|gb|QWM93014.1|	plastid protein [Thalassiosira pseudonana CCMP1335],sulfate ABC transporter protein (chloroplast) [Thalassiosira pseudonana],iron-sulfur cluster formation ABC transporter ATP-binding subunit (chloroplast) [Thalassiosira pseudonana],iron-sulfur cluster formation ABC transporter (chloroplast) [Thalassiosira pseudonana]	0.530	32	5.15e-4	13	13	525
gi|220974347|gb|EED92676.1|,gi|223998933|ref|XP_002289139.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.179	32	8.67e-5	21	21	526
gi|220974722|gb|EED93051.1|,gi|223999683|ref|XP_002289514.1|	20S proteasome subunit PAC1 [Thalassiosira pseudonana CCMP1335]	0.496	32	4.79e-4	10	10	527
gi|220977744|gb|EED96070.1|,gi|223993491|ref|XP_002286429.1|	RL15, ribosomal protein 15 60S large ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.400	32	6.30e-4	12	12	528
gi|220978204|gb|EED96530.1|,gi|223994411|ref|XP_002286889.1|	Long-chain-fatty-acid--CoA ligase, partial [Thalassiosira pseudonana CCMP1335]	0.335	32	2.34e-4	15	15	529
gi|223999447|ref|XP_002289396.1|,gi|220974604|gb|EED92933.1|	asparagine synthase [Thalassiosira pseudonana CCMP1335]	0.331	32	2.19e-4	17	17	530
gi|224013265|ref|XP_002295284.1|,gi|220969007|gb|EED87350.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.253	32	6.53e-4	8	6	531
gi|224013762|ref|XP_002296545.1|,gi|220968897|gb|EED87241.1|	probable 20S proteasome beta type subunit [Thalassiosira pseudonana CCMP1335]	0.466	32	4.86e-4	11	11	532
gi|2599405854|pdb|8J0D|3,gi|2599405832|pdb|8IWH|3	Chain 3, Fucoxanthin chl a/c protein, lhca clade	0.395	32	5.87e-4	5	5	533
gi|223995387|ref|XP_002287377.1|,gi|220976493|gb|EED94820.1|	fucoxanthin chl a/c protein, lhca clade [Thalassiosira pseudonana CCMP1335]	0.348	32	5.17e-4	5	5	533
gi|220973247|gb|EED91578.1|,gi|224003599|ref|XP_002291471.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.279	31	2.81e-4	13	13	534
gi|220977514|gb|EED95840.1|,gi|223993031|ref|XP_002286199.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.216	31	3.38e-4	9	3	535
gi|223996073|ref|XP_002287710.1|,gi|220976826|gb|EED95153.1|	phosphoribosyl pyrophosphate synthetase [Thalassiosira pseudonana CCMP1335]	0.482	31	4.05e-4	12	12	536
gi|224002106|ref|XP_002290725.1|,gi|220974147|gb|EED92477.1|	heat shock protein Hsp90 [Thalassiosira pseudonana CCMP1335]	0.296	31	1.76e-4	18	18	537
gi|224007929|ref|XP_002292924.1|,gi|220971786|gb|EED90120.1|	isoleucine-trna synthetase, partial [Thalassiosira pseudonana CCMP1335]	0.234	31	1.19e-4	20	20	538
gi|224008654|ref|XP_002293286.1|,gi|220971412|gb|EED89747.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.312	31	2.91e-4	12	12	539
gi|224011237|ref|XP_002295393.1|,gi|209583424|gb|ACI64110.1|	aminopeptidase with a membrane alanine aminopeptidase domain [Thalassiosira pseudonana CCMP1335]	0.274	31	1.52e-4	21	21	540
gi|224011854|ref|XP_002294580.1|,gi|2843533630|pdb|8XLS|3,gi|220969600|gb|EED87940.1|	pt17531-like protein [Thalassiosira pseudonana CCMP1335],Chain 3, Pt17531-like protein	0.235	31	6.39e-4	5	0	541
gi|224015653|ref|XP_002297476.1|,gi|220967842|gb|EED86215.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.402	31	4.83e-4	12	12	542
gi|2599405845|pdb|8IWH|2,gi|2599405846|pdb|8IWH|8,gi|2599405844|pdb|8IWH|9,gi|2599405847|pdb|8IWH|1	Chain 2, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 8, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 9, Fucoxanthin chlorophyll a/c light-harvesting protein, major type,Chain 1, Fucoxanthin chlorophyll a/c light-harvesting protein, major type	0.259	31	6.49e-4	5	0	543
gi|116739856|gb|ABK20726.1|,gi|224015802|ref|XP_002297549.1|,gi|118411109|ref|YP_874503.1|,gi|220967813|gb|EED86189.1|,gi|226698825|sp|A0T0P1.1|ATPF2_THAPS,gi|2050584470|gb|QWM93011.1|	ATP synthase CF0 B' chain subunit II (chloroplast) [Thalassiosira pseudonana],predicted protein [Thalassiosira pseudonana CCMP1335],ATP synthase CF0 B' subunit (chloroplast) [Thalassiosira pseudonana],RecName: Full=ATP synthase subunit b', chloroplastic; AltName: Full=ATP synthase F(0) sector subunit b'; AltName: Full=ATPase subunit II,CF0 subunit II of ATP synthase (chloroplast) [Thalassiosira pseudonana]	0.513	30	7.76e-4	7	7	544
gi|209585774|gb|ACI64459.1|,gi|224004182|ref|XP_002295742.1|	isocitrate lyase [Thalassiosira pseudonana CCMP1335]	0.349	30	2.24e-4	19	19	545
gi|220968792|gb|EED87136.1|,gi|224013552|ref|XP_002296440.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.509	30	3.60e-4	12	12	546
gi|220970645|gb|EED88982.1|,gi|224010030|ref|XP_002293973.1|	26S proteasome regulatory ATPase subunit, partial [Thalassiosira pseudonana CCMP1335]	0.420	30	2.81e-4	14	13	547
gi|220971797|gb|EED90131.1|,gi|224007951|ref|XP_002292935.1|	synaptobrevin, partial [Thalassiosira pseudonana CCMP1335]	0.560	30	7.62e-4	10	10	548
gi|220972595|gb|EED90927.1|,gi|224006231|ref|XP_002292076.1|	luminal binding protein, partial [Thalassiosira pseudonana CCMP1335]	0.360	30	1.89e-4	17	17	549
gi|220973190|gb|EED91521.1|,gi|224003485|ref|XP_002291414.1|	26S proteasome ATPase regulatory subunit [Thalassiosira pseudonana CCMP1335]	0.382	30	2.84e-4	13	13	550
gi|220973912|gb|EED92242.1|,gi|224001636|ref|XP_002290490.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.347	30	1.95e-4	15	15	551
gi|220974227|gb|EED92557.1|,gi|224002266|ref|XP_002290805.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.380	30	2.04e-4	19	19	552
gi|220976792|gb|EED95119.1|,gi|223996005|ref|XP_002287676.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.250	30	1.89e-4	16	16	553
gi|223995699|ref|XP_002287523.1|,gi|220976639|gb|EED94966.1|	pyruvate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.301	30	3.23e-4	11	11	554
gi|224002769|ref|XP_002291056.1|,gi|220972832|gb|EED91163.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.323	30	7.52e-4	6	6	555
gi|224003755|ref|XP_002291549.1|,gi|220973325|gb|EED91656.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.302	30	1.97e-4	13	13	556
gi|224007034|ref|XP_002292477.1|,gi|220972119|gb|EED90452.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.494	30	3.56e-4	16	16	557
gi|224007537|ref|XP_002292728.1|,gi|220971590|gb|EED89924.1|	heat shock protein, partial [Thalassiosira pseudonana CCMP1335]	0.200	30	1.40e-4	15	15	558
gi|224008182|ref|XP_002293050.1|,gi|220971176|gb|EED89511.1|	glutamine-fructose-6-phosphate transaminase [Thalassiosira pseudonana CCMP1335]	0.239	30	1.69e-4	14	1	559
gi|224009017|ref|XP_002293467.1|,gi|220970867|gb|EED89203.1|	2-oxoglutarate dehydrogenase E1 component [Thalassiosira pseudonana CCMP1335]	0.219	30	1.19e-4	19	19	560
gi|224013321|ref|XP_002295312.1|,gi|220969035|gb|EED87378.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.612	30	0.002	7	7	561
gi|220969287|gb|EED87628.1|,gi|224012391|ref|XP_002294848.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.244	29	2.86e-4	12	12	562
gi|220970383|gb|EED88720.1|,gi|224009506|ref|XP_002293711.1|	vacuolar proton pump D subunit [Thalassiosira pseudonana CCMP1335]	0.381	29	3.06e-4	10	10	563
gi|220971445|gb|EED89779.1|,gi|224007247|ref|XP_002292583.1|	catalytic subunit of clp protease [Thalassiosira pseudonana CCMP1335]	0.453	29	5.83e-4	13	13	564
gi|223995529|ref|XP_002287438.1|,gi|220976554|gb|EED94881.1|	coatomer protein subunit delta [Thalassiosira pseudonana CCMP1335]	0.212	29	2.28e-4	13	13	565
gi|223995707|ref|XP_002287527.1|,gi|220976643|gb|EED94970.1|	probable RabGDI [Thalassiosira pseudonana CCMP1335]	0.287	29	2.63e-4	14	14	566
gi|223996365|ref|XP_002287856.1|,gi|220976972|gb|EED95299.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.166	29	3.54e-4	7	7	567
gi|223997910|ref|XP_002288628.1|,gi|220975736|gb|EED94064.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.428	29	2.81e-4	10	10	568
gi|223998294|ref|XP_002288820.1|,gi|220975928|gb|EED94256.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.325	29	3.46e-4	10	10	569
gi|223998560|ref|XP_002288953.1|,gi|220976061|gb|EED94389.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.282	29	2.07e-4	15	15	570
gi|223999297|ref|XP_002289321.1|,gi|220974529|gb|EED92858.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.580	29	3.54e-4	14	14	571
gi|223999571|ref|XP_002289458.1|,gi|220974666|gb|EED92995.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.572	29	4.24e-4	15	15	572
gi|224003395|ref|XP_002291369.1|,gi|220973145|gb|EED91476.1|	glycine decarboxylase h-protein [Thalassiosira pseudonana CCMP1335]	0.352	29	9.37e-4	6	6	573
gi|224003801|ref|XP_002291572.1|,gi|220973348|gb|EED91679.1|	dihydrolipamide s-acetyltransferase [Thalassiosira pseudonana CCMP1335]	0.239	29	2.75e-4	10	10	574
gi|224005202|ref|XP_002296252.1|,gi|209586284|gb|ACI64969.1|	rab-type small GTPase [Thalassiosira pseudonana CCMP1335]	0.684	29	5.45e-4	14	12	575
gi|224007549|ref|XP_002292734.1|,gi|220971596|gb|EED89930.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.323	29	2.04e-4	14	14	576
gi|224010068|ref|XP_002293992.1|,gi|220970664|gb|EED89001.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.475	29	5.40e-4	9	9	577
gi|224010096|ref|XP_002294006.1|,gi|220970678|gb|EED89015.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.160	29	8.94e-4	5	0	578
gi|224011411|ref|XP_002295480.1|,gi|209583511|gb|ACI64197.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.786	29	9.29e-4	9	9	579
gi|116739966|gb|ABK20836.1|,gi|125987661|sp|A0T101.1|RR10_THAPS,gi|2050584501|gb|QWM93042.1|,gi|118411219|ref|YP_874613.1|	30S ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS10c; AltName: Full=30S ribosomal protein S10, chloroplastic,ribosomal protein S10 (chloroplast) [Thalassiosira pseudonana]	0.738	28	0.001	9	9	580
gi|15559584|gb|AAH14152.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.147	28	2.00e-4	10	0	581
gi|46812692|gb|AAH69269.1|	(CONTAMINANT) Keratin 6A [Homo sapiens]	0.147	28	2.00e-4	10	0	581
gi|2050584455|gb|QWM92996.1|,gi|224015784|ref|XP_002297540.1|,gi|116739871|gb|ABK20741.1|,gi|118411124|ref|YP_874518.1|,gi|220967804|gb|EED86180.1|,gi|125987547|sp|A0T0Q6.1|RK1_THAPS	ribosomal protein L1 (chloroplast) [Thalassiosira pseudonana],RK1, ribosomal protein 1 [Thalassiosira pseudonana CCMP1335],50S ribosomal protein L1 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Large ribosomal subunit protein uL1c; AltName: Full=50S ribosomal protein L1, chloroplastic	0.409	28	4.92e-4	9	9	582
gi|220968081|gb|EED86437.1|,gi|224015258|ref|XP_002297287.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.316	28	3.50e-4	11	11	583
gi|220968944|gb|EED87288.1|,gi|224013856|ref|XP_002296592.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.790	28	0.001	9	8	584
gi|220971849|gb|EED90182.1|,gi|224006494|ref|XP_002292207.1|	beta subunit of tetrameric clathrin adaptor complex AP1 [Thalassiosira pseudonana CCMP1335]	0.159	28	1.23e-4	13	13	585
gi|220972368|gb|EED90700.1|,gi|224005777|ref|XP_002291849.1|	glyceraldehyde-3-phosphate dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.453	28	3.20e-4	12	12	586
gi|220973010|gb|EED91341.1|,gi|224003125|ref|XP_002291234.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.411	28	3.30e-4	8	8	587
gi|220973866|gb|EED92196.1|,gi|224001544|ref|XP_002290444.1|	DNA-binding protein, partial [Thalassiosira pseudonana CCMP1335]	0.390	28	3.36e-4	13	13	588
gi|220974132|gb|EED92462.1|,gi|224002076|ref|XP_002290710.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.290	28	2.45e-4	13	13	589
gi|220975281|gb|EED93609.1|,gi|223997000|ref|XP_002288173.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.245	28	1.18e-4	17	17	590
gi|220975518|gb|EED93846.1|,gi|223997474|ref|XP_002288410.1|	formate-tetrahydrofolate ligase [Thalassiosira pseudonana CCMP1335]	0.325	28	1.73e-4	15	15	591
gi|220975802|gb|EED94130.1|,gi|224005032|ref|XP_002296167.1|,gi|220971308|gb|EED89643.1|,gi|209586106|gb|ACI64791.1|,gi|209585849|gb|ACI64534.1|,gi|224004846|ref|XP_002296074.1|,gi|224008446|ref|XP_002293182.1|,gi|220970681|gb|EED89018.1|,gi|224004332|ref|XP_002295817.1|,gi|224010102|ref|XP_002294009.1|,gi|223998042|ref|XP_002288694.1|,gi|209586199|gb|ACI64884.1|	histone H3 [Thalassiosira pseudonana CCMP1335],predicted protein [Thalassiosira pseudonana CCMP1335],histone H3-2 [Thalassiosira pseudonana CCMP1335]	0.287	28	8.31e-4	7	3	592
gi|223993781|ref|XP_002286574.1|,gi|220977889|gb|EED96215.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.491	28	6.53e-4	8	8	593
gi|223994401|ref|XP_002286884.1|,gi|220978199|gb|EED96525.1|	light-repressed protein a [Thalassiosira pseudonana CCMP1335]	0.571	28	5.71e-4	6	6	594
gi|223997350|ref|XP_002288348.1|,gi|220975456|gb|EED93784.1|	RL24, ribosomal protein 24 60S large ribosomal subunit, partial [Thalassiosira pseudonana CCMP1335]	0.513	28	9.50e-4	11	11	595
gi|223997806|ref|XP_002288576.1|,gi|220975684|gb|EED94012.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.380	28	3.61e-4	10	10	596
gi|223999553|ref|XP_002289449.1|,gi|220974657|gb|EED92986.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.397	28	3.43e-4	10	10	597
gi|224001992|ref|XP_002290668.1|,gi|220974090|gb|EED92420.1|	v-type h-atpase [Thalassiosira pseudonana CCMP1335]	0.166	28	1.39e-4	13	13	598
gi|224003823|ref|XP_002291583.1|,gi|220973359|gb|EED91690.1|	hypothetical protein THAPSDRAFT_269160 [Thalassiosira pseudonana CCMP1335]	0.397	28	2.44e-4	17	17	599
gi|224005475|ref|XP_002291698.1|,gi|220972217|gb|EED90549.1|	argininosuccinate lyase [Thalassiosira pseudonana CCMP1335]	0.337	28	2.41e-4	14	14	600
gi|224008192|ref|XP_002293055.1|,gi|220971181|gb|EED89516.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.253	28	1.91e-4	13	0	601
gi|224009007|ref|XP_002293462.1|,gi|220970862|gb|EED89198.1|	receptor mediated endocytosis protein-like protein [Thalassiosira pseudonana CCMP1335]	0.381	28	2.04e-4	15	14	602
gi|224009484|ref|XP_002293700.1|,gi|220970372|gb|EED88709.1|	hypothetical protein THAPSDRAFT_42326 [Thalassiosira pseudonana CCMP1335]	0.271	28	1.86e-4	13	13	603
gi|224009486|ref|XP_002293701.1|,gi|220970373|gb|EED88710.1|	histone H3 [Thalassiosira pseudonana CCMP1335]	0.500	28	8.31e-4	7	3	604
gi|27769301|gb|AAH42437.1|	(CONTAMINANT) Keratin 14 [Homo sapiens]	0.314	28	2.40e-4	14	4	605
gi|17512236|gb|AAH19097.1|	(CONTAMINANT) Keratin 14 [Homo sapiens]	0.314	28	2.40e-4	14	4	605
gi|54398630|gb|AAV33787.1|	copper-induced girdle band-associated cell surface protein precursor [Thalassiosira pseudonana]	0.204	28	1.23e-4	13	13	606
gi|54398628|gb|AAV33786.1|	copper-induced girdle band-associated cell surface protein precursor [Thalassiosira pseudonana]	0.204	28	1.23e-4	13	13	606
gi|209583468|gb|ACI64154.1|,gi|224011325|ref|XP_002295437.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.204	28	1.23e-4	13	13	606
gi|220972918|gb|EED91249.1|,gi|224002941|ref|XP_002291142.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.189	27	2.13e-4	8	8	607
gi|220973734|gb|EED92064.1|,gi|224001280|ref|XP_002290312.1|	alanine-trna ligase [Thalassiosira pseudonana CCMP1335]	0.240	27	1.13e-4	15	15	608
gi|220974843|gb|EED93172.1|,gi|223999925|ref|XP_002289635.1|	RS20, ribosomal protein 20 40S small ribosomal subunit, partial [Thalassiosira pseudonana CCMP1335],RS20, ribosomal protein 20 40S small ribosomal subunit [Thalassiosira pseudonana CCMP1335]	0.427	27	8.79e-4	8	8	609
gi|220976562|gb|EED94889.1|,gi|223995545|ref|XP_002287446.1|	hypothetical protein THAPSDRAFT_39622 [Thalassiosira pseudonana CCMP1335]	0.291	27	5.37e-4	7	7	610
gi|220977407|gb|EED95733.1|,gi|223992817|ref|XP_002286092.1|	alkaline phosphatase, partial [Thalassiosira pseudonana CCMP1335],alkaline phosphatase [Thalassiosira pseudonana CCMP1335]	0.201	27	1.14e-4	12	12	611
gi|220977577|gb|EED95903.1|,gi|223993157|ref|XP_002286262.1|	proteasome subunit alpha type 7-1 [Thalassiosira pseudonana CCMP1335]	0.492	27	4.40e-4	12	12	612
gi|220977596|gb|EED95922.1|,gi|223993195|ref|XP_002286281.1|	isoleucine-trna synthetase [Thalassiosira pseudonana CCMP1335]	0.218	27	1.01e-4	16	16	613
gi|220978227|gb|EED96553.1|,gi|223994457|ref|XP_002286912.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.321	27	2.22e-4	13	13	614
gi|223992507|ref|XP_002285937.1|,gi|220977252|gb|EED95578.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.203	27	1.03e-4	15	15	615
gi|223994385|ref|XP_002286876.1|,gi|220978191|gb|EED96517.1|	predicted protein, partial [Thalassiosira pseudonana CCMP1335]	0.671	27	6.77e-4	8	8	616
gi|223997634|ref|XP_002288490.1|,gi|220975598|gb|EED93926.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.295	27	2.48e-4	12	12	617
gi|223999087|ref|XP_002289216.1|,gi|220974424|gb|EED92753.1|	eukaryotic translation initiation factor 3, subunit 10, partial [Thalassiosira pseudonana CCMP1335]	0.228	27	1.20e-4	17	17	618
gi|224002709|ref|XP_002291026.1|,gi|220972802|gb|EED91133.1|	20S proteasome subunit alpha type 1 [Thalassiosira pseudonana CCMP1335]	0.456	27	4.01e-4	12	12	619
gi|224004900|ref|XP_002296101.1|,gi|209586133|gb|ACI64818.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.540	27	6.19e-4	9	9	620
gi|224005380|ref|XP_002296341.1|,gi|209586373|gb|ACI65058.1|	acyl-coa dehydrogenase [Thalassiosira pseudonana CCMP1335]	0.352	27	2.88e-4	12	12	621
gi|224006027|ref|XP_002291974.1|,gi|220972493|gb|EED90825.1|	hypothetical protein THAPSDRAFT_35934 [Thalassiosira pseudonana CCMP1335]	0.391	27	8.20e-4	7	7	622
gi|224009377|ref|XP_002293647.1|,gi|220971047|gb|EED89383.1|	DnaJ protein [Thalassiosira pseudonana CCMP1335]	0.352	27	2.69e-4	12	11	623
gi|224013492|ref|XP_002296410.1|,gi|220968762|gb|EED87106.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.410	27	5.59e-4	6	6	624
gi|116739961|gb|ABK20831.1|,gi|118411214|ref|YP_874608.1|,gi|2050584506|gb|QWM93047.1|,gi|125987770|sp|A0T0Z6.1|RR9_THAPS	30S ribosomal protein S9 (chloroplast) [Thalassiosira pseudonana],ribosomal protein S9 (chloroplast) [Thalassiosira pseudonana],RecName: Full=Small ribosomal subunit protein uS9c; AltName: Full=30S ribosomal protein S9, chloroplastic	0.448	26	7.83e-4	6	6	625
gi|209585731|gb|ACI64416.1|,gi|224004096|ref|XP_002295699.1|	F-type H-ATPase delta subunit, partial [Thalassiosira pseudonana CCMP1335]	0.416	26	7.66e-4	5	5	626
gi|220967953|gb|EED86316.1|,gi|224015397|ref|XP_002297353.1|	adenylosuccinate lyase [Thalassiosira pseudonana CCMP1335]	0.318	26	2.11e-4	17	17	627
gi|220969993|gb|EED88332.1|,gi|224011082|ref|XP_002294498.1|	phosphoribosylformylglycinamidine synthase [Thalassiosira pseudonana CCMP1335]	0.158	26	7.95e-5	16	16	628
gi|220972860|gb|EED91191.1|,gi|224002825|ref|XP_002291084.1|	dtdp-glucose 4,6-dehydratase [Thalassiosira pseudonana CCMP1335]	0.283	26	2.91e-4	10	10	629
gi|220973173|gb|EED91504.1|,gi|224003451|ref|XP_002291397.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.414	26	4.43e-4	7	7	630
gi|220973408|gb|EED91739.1|,gi|224003921|ref|XP_002291632.1|	predicted protein [Thalassiosira pseudonana CCMP1335]	0.269	26	1.69e-4	16	4	631
